,MGH258,UKF248,UKF266,UKF269,UKF296,UKF304,ZH1019inf,ZH8812bulk
CP,0.02758747339395142,-0.004836648443752447,-0.016695955769676207,-0.022433637327280587,0.0026820220051144853,-0.019416416599477765,0.013088756209741856,0.05827515780809077
NLGN3,0.003370572254420154,0.07455773078313604,-0.007077285400674121,-0.04087365077239545,0.026034621838099892,-0.007270461961158839,0.04884743497064977,-0.051733822875019514
GZMB,-0.018056335479023813,-0.0443660956582194,-0.02918577043807549,,0.0030729538694869475,-0.006109264950729811,,
PROC,0.02821783828198244,0.065921551379874,0.03790391846802862,-0.0048692353888945585,0.03497218286729656,-0.003393707091722107,0.0724725201940402,-0.0295864357468531
TNFSF11,,-0.02194630951590463,,,,,,
AGT,-0.030578704270206692,0.014146123161351873,-0.02214075792780155,0.007888125533625764,0.03628403043685997,0.0003605790345102046,0.039618364025676485,0.08787306318145424
PTHLH,-0.03832832200491564,0.035758311976870225,-0.0021331563857876442,0.012329008919945596,0.08178943315052774,-0.04697832815755644,0.059704588471758316,0.017710530564319857
COL1A1,0.13757869290238847,0.011001878917972226,0.0013392693431364506,0.039585520863823276,-0.025301222074462452,-0.0024316057879298467,-0.015715564172425766,-0.05482434254031031
LAMB2,0.07005576438859204,0.026155223822787906,0.031656698944156514,-0.008475220157254389,0.035606195600453736,0.031095317301434985,-0.026937140929850095,-0.0436955592577795
DSC2,-0.030390552281253657,0.034772710907108643,0.03505553692763775,-0.00043537346056377177,-0.010698804498117389,-0.03768746438474171,0.05128478375844642,0.04574806843185629
WNT5B,-0.027100911054900548,-0.04597900833656529,-0.01323707439110937,0.04138880450272444,-0.016119691415980065,0.011318718128625444,-0.0398734261498885,-0.02485423901026706
LEFTY1,0.06893224101819889,0.039627505154454325,0.05574997799012244,-0.023916232487743713,0.03256422511468417,-0.034596702809985745,-0.014007358240562718,-0.008368812413922205
FGL1,,0.07766574480935053,0.009798452425958781,0.10927164274592349,,0.01648482419724654,,-0.026246285715617473
CXCL5,-0.024002466517278078,0.04536921653101796,-0.012422783056344838,-0.014214450153492975,0.02574806422348993,0.007564890251106191,,-0.03651466919055342
S100A1,-0.02843612278569686,7.821047559994359e-07,-0.021869880307415872,-0.05634249869639499,0.004232325038076627,-0.022585533627387754,-0.04248665358224096,0.05394184331609761
NPTX1,-0.021883470245619756,-0.018121385146770735,-0.06462746538405804,-0.004738444892375943,0.02984138963550181,-0.008318073290332486,0.013921190528839514,0.10598861729019704
TGS1,0.011791519445562703,0.09555889145377498,-0.01473013644247806,-0.004902067396950514,-0.012326375824328531,0.012557108274749854,-0.06895573424222008,-0.010365044794541147
SST,-0.01874239207155207,0.003810753487351487,0.004685438795624493,0.04020934786028028,-0.010975455037273854,-0.024892268485481185,,0.07946598165404115
IL34,0.08054874749972762,-0.019849470579406538,0.015472623353935138,-0.009518108610000056,0.02144008768697735,0.02376226596429318,0.05739809106815615,-0.04080193669090209
DHH,,,,,,-0.011493577250898878,,-0.010543456201742477
XCL2,-0.010368921225377407,-0.024573482037930274,,,,,,
TF,0.009055548285055419,0.012889500748938127,0.017755886886123794,-0.05161258416108884,-0.022661705425217896,-0.00028994531289783313,0.07119359844568678,0.11373642544066237
IL33,0.04439104644086677,0.026396834165724282,0.04859361602417286,-0.040481002396390305,-0.021849660215871616,0.0013720490076717406,-0.011423374835810211,-0.03234877330111359
RBP4,,-0.018686526893482772,0.022952473890386578,0.033014345235587196,0.05085158087479926,0.07844747383570905,0.04374985864355653,-0.021337439997058127
CCL19,,,-0.015866580451665772,,0.030264265232606134,-0.027703254183982746,-0.02008334276214687,
CCL20,,0.016591358193305095,,-0.0130960666443514,,0.013161536906074724,,0.037593439602986035
NAMPT,0.07461761948238237,0.04189142013474334,0.0550026647999286,0.01642750462153902,0.007807086937750794,-0.0021858028360767024,-0.04601019512204064,-0.002725111965711585
