,MGH258,UKF259,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
VCAN,0.08508019153531367,0.03858235402059739,0.07802380221881954,0.017190773525339924,0.02140631002384362,0.03885584915720751,0.06711161261669528,-0.05658526169047983,-0.026229295352557316,0.07339183326544504,0.09296525912463452,0.09014597346640217,-0.06242576652023594,0.014147153636019365,0.09608000490932359,-0.1688235367051429,0.07607020146129029
MMP7,,-0.0022018859956940665,-0.011888436043978249,-0.013553775101306042,0.019524963029486364,-0.021423842884584855,-0.029548348747651988,0.0015430412605080708,-0.01145431466890735,,-0.08337996493280694,-0.0858468658209477,,-0.002772810153872828,,-0.15477798128505213,0.04991826308173061
PTPN6,-0.04701678695131046,0.06164524277647096,0.06938873754592877,-0.013650078768055886,-0.055887468040678935,0.02003167014307559,-0.004592467526228076,0.03212035485320127,-0.07776763512082205,-0.018485711615087757,-0.046362887917719746,0.006861893058293865,-0.010653659290459467,0.04422246854696141,0.08343717800135685,0.05790928735653688,0.016693949287199764
PTGS2,-0.036304439605453,-0.019555067997989665,-0.07456686679899342,-0.049026531855840695,0.0337058675580311,-0.05871848164435476,-0.02829800270663989,0.024217041851862114,-0.013464615756954918,0.022050992273027207,-0.05588493802002209,-0.026276831027670484,0.015240401264910618,-0.007422225587857825,-0.06307882187573845,-0.04444728074910687,-0.006586202777211872
XCL1,-0.020936447387045698,-0.013802397814724587,,-0.022261568469436777,,-0.02810198610664756,,,,,,,,,,,-0.038419795299109105
CD58,0.04394480506381851,-0.033843116387880366,0.12140487141877711,0.010876283370438099,-0.03616711757508358,0.016067759253099497,0.0396197313725448,0.09755649397756344,0.036072267928476544,-0.03431364027516297,0.03713237487335629,-0.025507298479125248,-0.05102963729933209,0.07708239798404587,0.05692731860851024,0.08194687921664688,0.08925308587087996
TNFSF14,-0.0064225746606119336,0.06715714766893638,-0.02477130363869611,-0.03589778589833161,-0.015040116229810923,0.08232342095414376,,0.04897079248047664,0.14007954471508818,0.06929098562127574,0.03537519302956634,-0.016632818939668982,0.0227107132445479,-0.030775676264013986,-0.04662889610529944,0.001316519952804582,-0.00537729897746356
CNTN4,,0.0465693447307696,-0.042213380974396204,-0.006970045798541576,0.035107016076237535,-0.06738068410565824,-0.03424839665562804,0.015533388103249593,,-0.057259491153598414,-0.02602892974653517,0.07221706919842548,-0.008327524086005459,-0.02648868197910488,-0.0654262513398412,-0.02514732463193873,0.012087510158439278
NTF4,,-0.0010782354915366483,,,,,,,,,,,,,,,
INSL3,,-0.01268560763889982,,0.0022443852631717867,,,,,,,0.04040074710936919,-0.029880022852586768,,0.017300066183035083,,0.011212466762897205,
BTLA,,-0.02013591453565023,,,-0.01920674283565147,,,,,-0.04137289964618114,,,,,,0.013643374292924235,
MFNG,-0.050154459456353905,-0.011512782210993942,0.05732953841427829,0.021364602331662617,-0.027741021948385815,0.021428091722687323,0.0018964521821091486,-0.03377746451096552,0.03475297486954837,-0.08041186343088194,-0.03192401955201655,0.02321706885654415,-0.054569021344014805,-0.004477748329124315,0.08072741224980161,0.026221287651624046,0.008529489122939786
ICAM1,-0.06663297250924412,0.012265178042718148,0.0962377894319509,0.006052242192362134,0.02922385989758206,0.06749046469101005,-0.02780716492000985,0.05623780165955501,0.0054621739565666565,-0.022058631229315305,-0.031119619673707938,-0.053963002229579546,0.04005643156670931,0.07370056185048786,-0.06079866252045798,0.10070046083704677,0.05492784520788883
PROS1,0.00523024317348471,-0.004367244245392837,0.06609395536607167,-0.008957856718203332,-0.020267598265761924,0.027156102350085365,-0.011762738212873887,-0.023227349181526052,0.026715672368629807,-0.03619576574659541,-0.015036741248172338,-0.03223183590581475,0.08346659069025963,0.042417836676746715,0.12430365992557753,-0.04534032925113046,0.06508992910677094
CLCF1,-0.04698950619272197,0.0017542145432508027,-0.023292107602387535,0.019203787209527607,0.012630207230410227,-0.004146730317996871,-0.013655590540930155,-0.015493885934770652,0.029047719738085304,-0.006093161320576844,-0.018983705746923523,0.06575696860403935,0.030569016878968132,-0.013333964429703641,-0.020931401812590948,0.015153976472629924,0.07274810402209594
PSAP,-0.06529233285493691,0.014792591992088438,-0.12667011936598116,-0.04753760559757362,0.005794116437023067,0.053656983084275085,-0.028266612131295422,-0.09989566909899644,-0.028594415126336956,0.01927971145272798,-0.03642002706503586,-0.06136195368015363,0.03611466973661391,0.05298782838023332,-0.01964980281245998,-0.0641660968675481,0.058960576838356316
EFEMP1,-0.08213470524837846,0.021340183474234088,0.07849771894369524,-0.05153746002660104,-0.03883566209746661,0.08340620330278808,0.07683790044782786,-0.09373411977142262,0.05340015180992119,-0.033658044407502336,-0.08547109081376686,-0.004011316521112625,-0.0655423088181777,-0.018725448805360086,0.049854424784319576,-0.1398403616963149,0.037926472796519235
C1QTNF1,-0.007242166782180292,-0.027318795085402154,0.1050394630936821,-0.0015051342367508116,-0.033377358701292104,-0.008022747907325378,-0.006465588390532716,-0.035707939492865964,0.01680626263216047,-0.08550349554881088,-0.10483092069999747,-0.09980452281049233,0.0456381447998273,0.0552284364841295,-0.015574242227726126,0.028066361134186712,0.08689307694865639
ALB,-0.016665144937213123,-0.02252148526705851,0.05665843182064475,-0.01706269039313194,0.016097283851503885,-0.02153735653484912,0.00895002450593855,-0.03672818733328528,-0.05239481435967542,0.07871098192980418,0.02029402629348139,0.016870574978149633,0.04257996500862057,-0.04390519602891711,-0.025876718612092942,0.014807180944392366,0.03602325782707034
CCL13,,,,,,,,,,,0.06502371155546455,,,-0.01344601593408466,,,
EFNA3,0.048766817893311706,-0.0031873454079556192,-0.060068285400846556,-0.065211308211427,0.0054566939299065895,-0.08120421283893545,-0.016304102904754866,-0.04406862660952069,-0.04917223523272392,0.03324971254906764,-0.04236072111358926,0.1420092927231789,-0.015333385867929752,-0.02248944226115581,0.019951301422413577,0.05544684160850957,-0.026291234437460672
DRAXIN,0.06720352197603972,0.019235811659883,0.0979686631122395,-0.022360954789994968,-0.013716325285384762,-0.029328831625072185,0.013263840160781437,-0.06992688765166187,0.07308520565604784,0.05729506406801806,-0.10911832019684302,-0.11059088459117788,0.10984558227291666,-0.00045410196333189575,0.07396847250061678,0.11496888062199552,-0.004376103249096665
RAET1L,,,,,-0.01642838640642222,,,,,,,0.06509124351783235,,-0.017421642063228583,,,
NPTX2,0.06121566859975635,0.0061582574844203705,-0.09311599669194129,0.026797734419035036,-0.004509885230169752,0.012173003962937709,0.024471742571291925,-0.010524427217377856,0.07801492657228358,0.019844696708510266,-0.004233659590151037,0.005667495899524147,0.0426667306094052,0.01108486787562557,0.0038476225458678637,-0.006147362968525158,-0.010721839720076357
FGF11,0.02182424409455765,-0.04151591926231558,0.09628995862721772,-0.0064249552057540635,-0.0026703303664848198,0.02288975549357541,-0.03782607571198659,0.002310816106066794,0.08263178378749986,-0.02431058688789677,0.004414068130812884,-0.012683569276503279,0.019676128239170955,0.05705062506454741,0.05445922530498237,0.08810132098682112,-0.07157416707949299
CD59,-0.04920543776156293,0.034332785540337515,-0.03565937347156596,0.010883802883602413,0.00789748320201187,0.0530102503320883,-0.024584681543837278,-0.035340633566497734,0.011581047204938471,-0.03153787732664537,-0.08033764054857673,0.0007307244278329614,-0.010531191753775787,0.022788541644447616,-0.049785688043018445,-0.11586831530610295,-0.06892642678289124
COL9A2,-0.005986174701482649,0.0460256447233333,0.03145317840883219,0.04117842870638626,-0.010167474817380565,0.006432625160236768,0.024379860311540498,0.04650840056411982,-0.024386228813931862,0.07968200849659761,0.047443970874661213,0.10638275038870611,0.04152481076243015,-0.018981665240428273,0.048146345222278564,0.20302203642487374,-0.027809978022387796
DLL3,-0.016537398092972676,0.030386933148719483,0.08301957510576022,-0.02404488471779636,0.0013071316331030294,-0.031203252061384495,0.052326545735166895,0.04990265105859616,0.004513396332926527,0.005081486048001314,0.12057194810029158,0.14131640796154488,0.07042589235563326,-0.02187135372264601,0.05771428451386135,0.20854927796120026,0.016550761077313975
FGF5,,,0.03248376929495743,,,-0.020604433147044406,,,,,,,,,,-0.03875138777624065,0.0577464577280647
LIN7C,-0.0510418714904392,0.0011840100969257982,0.04869032791659634,-0.03509009950057495,-0.0020610318545421663,-0.09375620077738794,0.03283627103912017,-0.04943314508790459,-0.07991316566844432,0.0035634802616251395,0.028887095682136606,-0.005730783977654269,0.01888609152129607,-0.028246855115146498,-0.04405860191616846,0.030834357543713258,-0.017411303736852048
GDF7,0.04315733390975436,-0.022634827600891638,-0.028405274734555078,0.01975403074734886,0.0036762507605891575,-0.03787415293691052,,,,-0.017189549111727834,,-0.025930246984090712,-0.0035045033426997787,0.004368379087690788,,0.029394655596971832,0.027219986712393878
PSPN,-0.017981697918101645,-0.041298892148613535,0.08051017785494885,0.07866896491025431,-0.03952222904929248,0.0034513042997501814,0.029035891122523406,-0.059493875775789545,0.05296830770855187,0.012561882941364648,0.08163296431224357,0.06095659072893776,0.025659928523494944,-0.026665580161737357,0.15031135415947805,0.14023120651108975,0.05579853625453626
ANGPT1,0.01653340417514599,0.010989101626516402,0.0863290239182381,0.0381471689857893,0.04282275757715198,-0.011846166217963876,-0.018391322218360005,0.03247656050211579,0.05735933990294372,0.06925153115603373,-0.07884841105818599,-0.012304876854924509,0.003895939733491834,-0.02015185687822713,0.026771897049849492,0.00941454884633023,-0.020136025304342272
PNOC,0.046820086477727126,0.019880164338194492,-0.033328801278535006,-0.0068644950931195355,0.0016811167679692308,0.024378510811445146,-0.03782751971775818,,,,,-0.02757433870207271,,0.02248085445706575,-0.04163682118956296,-0.007780515838610645,-0.056673237025802924
L1CAM,-0.01764866490104046,-0.024096786419213475,-0.08224678902479322,0.030375936636423434,-0.07937564651896314,0.0195773113215645,-0.04108283876074365,0.03418006164787619,0.16364776160559655,-0.008332935958775446,-0.10095214017534238,-0.07166036124195363,0.005980274073565849,0.011643701823082565,0.039757712361005865,-0.048674000722883234,-0.0269178521256839
APOA1,0.03442441820216653,-0.019755737949002188,0.07235257732859623,0.035207881207092735,-0.02434098316670806,0.015232386189489792,0.0783252922519373,0.03009593508957404,-0.045114248601163864,0.0018891295369952382,0.020936888603081193,0.02152421237897674,0.0569081501194234,0.023316070186484034,,0.07735271461557419,-0.0017893839093763057
PSEN1,0.009044701193518452,0.028409332062304886,-0.021110536380435734,0.05249304378003639,0.027927615274069437,-0.014258379339909666,0.04747251929276558,-0.01562071077932712,0.005457044873310072,-0.016154574709233722,0.03404992831913741,0.022907693691755757,-0.07209431806652866,0.054846025984012246,0.013770063125562667,0.00032958029849486576,0.08430524353311031
CALM2,0.023978141206003518,0.06617127653116071,-0.12225733614846823,-0.0003390121750247461,-0.007925956962080533,-0.060898478678384625,0.0019967550688132336,0.06925708829616074,0.022658609569683904,0.013492539264615891,-0.03741724257841087,0.019047536504051766,-0.01445259344965747,0.026028318255133052,-0.003867884662323097,0.16445663204380426,-0.06510302417403915
CLEC2B,-0.0038181540076362426,-0.007971613196041878,0.09495681655858504,-0.028515115716305127,-0.04145177104452599,0.07023121113651398,-0.009259123722793791,0.007153688429057562,-0.0140456985733089,-0.0021730118345802065,0.029960224180991816,-0.03770833994384014,0.0006083837274972843,0.02922608771682072,0.016334528233790935,0.01971578400357874,0.019227512734372364
NTNG1,0.003681403291313503,0.03178550675615943,-0.007047178175344143,0.012580888001119402,0.019882488651360903,0.000626886761288376,0.011031120539839097,-0.014941541101174283,-0.0594862353388912,0.003619308789649273,-0.036556514775679914,0.0390230210601236,0.1355765529002242,-0.049662725307317204,0.12326494320636446,0.1462583858314242,0.08925251878182938
LRIG1,-0.008569512236932973,0.06095824960787679,0.07291568106335275,0.014466493643756588,0.016639502933848676,0.01898045264984641,0.05182808538086344,0.008766738766763583,0.05934076100157706,0.028477627577183265,0.08720283209316235,0.14788317388553573,0.0628661501384592,-0.0298617699839021,-0.07954557410136613,0.2011933228290341,-0.05903036135705574
CPAMD8,-0.01908187951920621,-0.015004810268444786,-0.014364863687092066,-0.017336089893387835,0.02688513521619602,0.1704392062363972,-0.014500014790012988,0.021333766623577385,,0.008180815016063225,,-0.029130538346439274,-0.007788942406639067,,-0.04609672143810565,-0.00285466620579302,-0.023399592565845236
GHRL,-0.030443766962420217,0.07825713375845884,-0.030548908573398363,0.01780260579360318,-0.013716325285384762,-0.02297983439631363,0.0342511284248558,-0.03910375014222462,-0.0532642672874154,0.019294590405936736,,,0.06254148861505646,-0.02706271778352411,,0.0732278927884409,0.004781290169029065
NPY,-0.02799386198520128,0.013892341274724943,-0.018751273296673716,0.06247360444836695,0.03097689355969051,-0.008561203107524092,-0.0663401907748191,0.17515401445749967,0.03512015033718417,-0.04176151594890249,-0.0766053290576695,-0.05828571673123046,-0.033995756152505385,0.08562803474353615,-0.06757318955326612,-0.004309443768009385,-0.008808208068707612
MMP2,0.017122533286791572,0.0014431883269476618,0.13401023491705155,0.010609158562995517,0.0220353555783177,-0.002513355276602739,0.08232489804612998,-0.035228089307459375,0.002376771698200377,-0.026120274892705624,0.01211861243869334,0.018702386912867963,0.0408790099320815,0.04209259680671562,0.04166427960253823,-0.02465997106293147,0.07962597390921757
LHB,,-0.013068056576608669,,,,,,,,,,,,,,,
PPY,,0.027714154893961007,,-0.012669861326106898,,,,,,,-0.06474184562047898,-0.015071371051427574,,0.0594562850930214,,0.04959794512713,0.04318054576658685
ALKAL2,0.03916516575219153,-0.012878198097219712,0.03092287211011169,-0.012025327914982847,-0.03647011306694773,0.12684271594882335,-0.0017472642042485815,0.28179848500740645,0.04766038488810163,-0.05785804987782062,-0.011703797024238259,0.032893755331821595,0.019612028320863256,0.04558080607652025,,-0.007540516427095023,0.019248090853522474
CSF1,0.03042209974266491,0.029350911817169253,0.090366341743373,0.008029571626112697,0.030222453001562073,-0.0167741603360996,0.02346184780803651,-0.05157820762949911,-0.065974251005584,-0.028265753885473692,-0.030282982910091873,-0.08585961056446681,0.02978025846903696,0.026260471562159323,0.07352404455806161,0.10760981709710692,0.047116270947733324
SEMA4C,-0.020423398041170084,0.026217768742073048,0.06657090208680506,0.007393355121076132,-0.014601173486633503,0.04583603099723791,-0.0033665911975918447,-0.04218269771644707,0.09220472893351077,-0.022945279311938356,0.005325559245607254,0.012882087175751091,0.0059738708469387804,0.04250523269066136,-0.020307826391446133,-0.010203709091289197,0.005397572928500137
BMP8A,,,,,,,,,,,,,,,,-0.04066738852608216,
ICAM2,0.0335056291418677,-0.01576702929725597,0.05678045620414749,0.027067708575169783,0.013669608296910836,0.008209546415881414,0.0027642131001734136,-0.00898181873575417,0.1006809314981359,-0.03985993254265859,0.0632174626909857,0.0366793480235357,-0.008368672510266021,-0.017791503635249083,0.0836395657404994,-0.03220416967059086,-0.036604874285615804
SYTL3,-0.016131432045381113,0.018858582008563468,-0.045295219197904885,-0.017848458635843115,0.02806458815007546,-0.047596352436702405,-0.024370241529293672,0.012394644394315063,-0.002734247125924287,0.09051178142918041,0.024833047918469686,0.01917486719377741,0.011855900802491744,-0.008614600111412471,0.014985235543178895,0.060833496586898926,-0.052522171698411564
IL1A,0.10396768294157031,0.015231958294584588,0.01008313138365155,-0.018034191880654474,-0.007233338539233743,-0.029146016656504178,0.040793325893483216,0.010448239622013862,0.04927501011344722,0.05965881834114914,-0.03632110462225491,-0.013310525054833214,-0.032199238872053455,-0.03990630927889821,-0.06542628143222631,0.09376576641747945,0.08961200052310885
HLA-G,,-0.013802396568252138,,,,,,,0.15241144045357796,,-0.04649657301748303,-0.007666033030451563,,-0.028236302910416372,,,
PGF,0.10403408782829593,0.01556679220802864,0.07086418414321699,0.006757038249395982,0.022089136422388196,0.11055702651976411,0.0007438118845173407,-0.058277191377378725,-0.014211077685411112,0.029798157224282872,0.031034377147679915,0.03088472494969286,0.07702592396965821,0.057532751879114205,-0.037211821763787956,-0.0543890624128117,-0.05184552327891608
LGALS8,0.028177853095825295,0.05146728319987908,0.03413442481437419,0.011408117720447891,-0.02062811548498039,0.013189432826678915,-0.010660818890603671,-0.0959594508209438,0.11066118154015535,0.03994676669137833,-0.015311697956750999,-0.04238322595099596,0.046789357580260864,0.03352598675630458,0.10465275904639225,-0.006675886819341614,0.03997044120050371
DKK3,-0.019599698249265808,0.01966349651177791,-0.05883848459641037,0.006389119127232494,0.04693461454205239,-0.04960595898655739,-0.02699667463603808,-0.12664184291697136,0.049942108294549016,0.018952890109282826,0.05976970542502206,0.08429970841171762,0.09685038761380543,0.059662598995979636,-0.04557813893089625,0.09239751313039787,-0.06693371476830817
COL16A1,0.05594151642525159,0.02506694081708342,0.08457253706986498,-0.0018408220233293432,0.011852227341255253,0.005657280091334994,0.07337828559779139,-0.08863104113002863,0.0193559981825957,0.06392696137495212,-0.02103338478717432,0.021182179054379077,0.03978859927731212,0.07072125854204224,0.0646089711233728,0.09162685689564323,0.0016858110221917083
TPH1,-0.035548543290511964,0.02151376004709727,-0.01707619877220213,-0.0008326230174477624,,,-0.023007311686994776,,-0.054549390357528094,,-0.04223792632188886,0.01934467195043356,-0.017155234024055097,0.0017790802422332915,,-0.01292176017851808,0.05031815509199348
TNC,0.06012686844301338,-0.030697147706396977,0.11892364311754379,-0.025867156037959995,-0.027950606842975352,0.10426838063862123,0.012403853320386625,-0.04076672922159716,0.04531901090036493,-0.015297935242769812,-0.15653927350377275,-0.08006558716591097,0.06951340116317252,0.010807466066630474,-0.006569988708496936,-0.07406687034380104,0.07432591727221996
TNFSF9,-0.019081870462635722,0.028571644131814896,-0.038547892448210996,-0.011910906776291075,-0.02291040553987744,-0.004419102838662921,0.004635256125049671,,,-0.03672709775483416,0.026417680163655113,-0.010297051210250518,0.010381455063720386,0.00981219809555022,-0.004017171530641416,-0.0010163036702485126,0.07544339900576987
C4A,,-0.015492939381031837,,-0.015019485098252709,,-0.02479594024398779,-0.020224300972519402,,0.09371471004429446,,-0.023467729183845647,,-0.007051105914578528,-0.010412621183335951,-0.05685441596207328,-0.03657636467715261,
CNTN2,-0.08968018859217508,-0.03155671376650754,-0.011564559475455868,-0.030330648476055145,-0.00018619982778987485,-0.011727559973624357,0.040514493773184494,0.06591287708064246,0.03827711027042213,0.021052045556637245,0.09723121627608902,0.10757825133401125,-0.11922902829521848,0.030981972460296853,0.0385441107269132,0.02388747265573047,-0.060894448294637776
F7,,,-0.014364855337752766,,,,,,,,0.10771959267016651,,,-0.025018828444395156,,,-0.010674704056851721
LUM,-0.03187706362766469,-0.016343398496154102,0.12217913794934548,0.04855620870667423,0.014355228511022661,0.011721553410917705,0.06898746742242842,-0.05851487706673978,0.10626583090473754,0.05815612103187605,-0.008523031679026094,0.018471147572010998,0.08474637957854243,0.022829680156267334,0.011632860887427371,-0.14803038870092775,-0.013682629211739426
IZUMO1,0.08470084743972958,,,,,,,,,,,,,,,,
BTC,,0.03220912680410663,,,-0.02604986784889685,-0.03021947059498808,,,,,-0.021391396802193173,0.047512221380670745,-0.029564199548522747,0.007778617391233483,,0.12287903488699921,0.0500789303949939
APOC1,-0.09313910721445089,0.08405474479409718,0.09783222925742738,-0.01186460787841975,0.00792943791827473,-0.010442759071483065,-0.01050671242776226,-0.04047753524948321,0.01906284387528035,-0.013539738084107196,0.008765909202784347,0.05025083152978771,0.06113425579713075,-0.06575996083194252,0.14095270002214846,0.1626812107452349,0.09808975760855666
PKM,-0.018179008972893356,-0.023673660745735063,0.07100323863731763,0.009307043999465291,-0.06608071347128783,-0.016234857092315987,-0.006991767201969645,0.012806698307109501,0.02222769104987456,-0.032841466661541655,-0.1136763895924665,-0.0848515690219072,0.06913181328655657,-0.020422077891659094,0.019383341481430526,-0.06940150093897296,0.007114914119973216
TNF,,-0.02558972581578433,-0.021082207654158577,-0.03426588156776393,-0.02005296442913149,0.05983494274836524,0.004603570945257354,-0.06602773277868655,0.07627972182755426,0.052039969395599496,-0.02076246188195216,-0.030248227844907563,,,,0.12527457411537646,0.06434980219327482
GNAS,0.03836083172110689,-0.006113495041172842,-0.02962734117177531,-0.00958271166891438,-0.01080276293857452,-0.049522605220449684,0.012595691676390729,-0.050962916826276974,0.054642140622088956,0.10261379923757152,-0.03297791501173975,-0.02146580046283902,0.07402356483973534,-0.029050825696681236,0.038924166340696,0.14989877973017035,-0.02790765423447533
BMP8B,0.056968678912751126,-0.020009919703482787,0.02847404201178498,-0.023733736463591983,-0.013314962262398328,0.034996138226723435,0.07270186602583927,0.029667377324942654,-0.013998171062655121,0.03179631830556002,0.04607288616765064,0.02569489656570672,0.004367362402704945,0.0617502576887508,0.023732566325202663,-0.03929074809992943,-0.015125507247354304
LIPH,,0.041614391649624945,,-0.012109810813236218,,,,,0.20223227311779965,,-0.02107913759339906,0.017650731922897813,,-0.00045122227709307156,,0.10642243736931918,0.022005287156906733
CCL28,,,,0.011539182853982258,0.055350423760514966,-0.030800407664266158,-0.018245797608793184,,-0.008078983513660147,,,,-0.0335892472858052,,,-0.004516663636279909,-0.034057697835740024
PTPN11,-0.013216904509688671,-0.02952186091250694,0.008660409012327544,0.028983950437665593,0.007658235918498739,-0.0008907124295641533,0.058636882100918504,-0.11141067852011081,0.022876308769461166,0.05833889875638039,-0.017975714670628046,-0.05253117727229049,0.005103793970035456,-0.017478513074419905,-0.0230020745725051,0.0746070777259758,-0.03488151141515511
ADAM12,-0.033583448470085084,-0.04354110380715725,0.06604506270004312,0.04240200153545908,-0.015220225347043719,0.16057169871186602,0.026108788926161693,-0.031775307832525815,-0.01675654977735715,0.01833809948207478,-0.1187722265103427,-0.05600545289176811,0.05563618510140402,0.0192361971886574,-0.06294375624734282,-0.1124341334297989,0.018228149221883455
EPO,,0.03969624229781447,,0.009413170142401997,,,-0.02300731506569642,,,-0.0421471825969681,0.013912723704835143,-0.022499623794285967,,-0.023936315577070565,,0.05786673969793752,
EDN3,-0.02679823600078479,0.09466927186811873,-0.025452496637017177,-0.019637661037154485,0.060579174685468425,0.04021457866838442,-0.023244716317091955,,,-0.03229706964043751,0.0052094046856291844,-0.06493739867398374,0.0045381067364740745,0.00912525105590355,,-0.0012729471293029709,-0.00735837667747201
CCL22,,,,-0.02551104127663448,,,,,,,-0.02590935871526259,-0.03202993895107056,0.024459980729006868,-0.021003074906739926,-0.049722087428252,0.01190242090567759,
CCL2,-0.024778967971692073,0.032032102039404715,0.10352017978357247,0.04144496964196581,0.0027147081900959955,0.04041229805906456,0.04316864165957929,0.024433071432946752,0.056721496812146985,-0.02217993511212684,-0.09336912882882992,-0.11102134470541734,0.003873107980076489,-0.008347123702897467,-0.12177825561914248,-0.06713159295938248,0.02466015727317595
DSCAM,-0.004826201647356596,0.03222208535191967,0.05183373370301358,-0.03369633723071514,0.02891383419259315,0.0937372236399384,0.02522381744626511,0.06074463606865304,0.019281095379759423,0.06581264702890756,0.07108454244877672,0.10476712611395662,-0.011029779706461863,-0.013880354468943961,0.03936071505656948,0.08987755468443873,-0.00724808431675589
ANG,0.04940061768613562,-0.03359516278601396,0.006170675821290621,-0.031860069875613885,0.002612535031466458,0.1417479983092914,-0.0068675587335143,-0.06419495796194996,-0.0122832479592361,0.030144542127192357,-0.029831587823960243,0.0388335623644444,0.07242659887342556,-0.010112513448361844,-0.05082816435663124,0.08651125737395109,-0.0015675330429072599
FBLN2,0.049164097383725756,-0.020662199629531985,0.08742077980101809,-0.017654310090190566,0.00742725716779302,0.05443439359629871,-0.027808982770301475,-0.05111266185321579,-0.025550483142160844,-0.046018848179339066,0.02948453421847579,0.03844013892499193,0.07030040930929535,0.05586871254127797,0.0451843974647382,-0.019977822634091105,0.04147196632439322
VTN,,0.04119405810283653,-0.02421445952541099,0.03355258632765972,-0.006922132502054804,,-0.019117693630201677,-0.024614813715734294,-0.036420914737161705,,0.009130969674044495,-0.024628960607548333,,0.04332647076836627,,0.00196434219245755,0.10650019052270485
VEGFA,0.03158909082879168,-0.004226376660337602,0.03953694989275333,-0.027339403557851007,-0.0006498973771993006,0.03942932067821761,0.012087679765924977,-0.01729737032263173,0.0006456312642643982,-0.0103418837983633,-0.07167489256305051,-0.07839591510201892,0.0013589620688935437,-0.014097681756565091,-0.03992271693692209,-0.08310307109324881,0.03258123329452732
F10,,,0.10648248640196266,-0.013892229710937336,0.021956514440913375,-0.01802844539031788,,-0.026700433299568612,,,,-0.022873840771126516,-0.03607359657308458,0.06428882779634984,-0.039245706425017096,0.07558518593151606,0.03854918907802652
SERPINA1,-0.03714338814924278,0.03790181419263365,0.07206940038128201,-0.03659607728145237,-0.0036621675331223653,0.05407983120099361,-0.006048345114554995,-0.05340741038233997,-0.027334092580082563,-0.05326424245600292,-0.09046558728208694,-0.10077947956311988,0.03018269676039756,-0.021780652713967997,0.14621926028676882,-0.07330885780472741,0.08553980489962446
VWF,0.059578370243146654,-0.018977973389491042,0.04049005076909395,0.02795561272810129,0.015543232360371763,0.09947447343375398,0.005355963349680316,-0.02931406480385284,0.055315913017956894,0.0442212849523803,0.0931524800416685,0.02160777824043409,0.06412907820749914,0.03687271886256612,0.0663720203614243,-0.07872280163224651,-0.052332303686724334
GDNF,,0.0017177568352894832,,,,,0.09807045685556452,,,-0.035994182022350725,0.0564669649223405,0.07458527591153037,,0.024154630013434618,,,
VASP,0.05799057728986195,0.012903284451166256,0.06499366126177981,-0.0058590263098036825,0.0022212299871614475,0.017854339094872072,0.033392002574160834,-0.013430228456509454,0.01303598572583002,-0.007975697586132277,-0.004242060617961089,-0.008337434502907068,0.09486967825412661,0.024991258350032342,-0.009161377369265112,-0.08521442057559868,0.04413820057370511
ADAM15,-0.0008458375613195755,-0.05978556124827828,0.036330207741121986,0.03263258435518379,-0.020737850367057737,0.06196479915510574,0.04647066347493658,0.000339309244161195,-0.08207729662186349,0.09668157544776994,-0.023883348276384987,0.044709468446320066,0.0634622175092384,0.03440696267475119,0.08123783977973657,-0.0002072958666063256,0.04218083542414814
WNT2,,,-0.03687238913614115,,-0.017868182025671718,0.030720819450730297,0.08960118779518034,,0.057011493897772235,,0.08337984951827841,-0.011066653236902832,,-0.028740898084662802,,-0.014804775440177517,-0.016235691921597805
CALCB,,,-0.015879189125530064,,,-0.023353601725259514,,,,,-0.024851563375827737,0.03622326421061305,,-0.03738956614538246,,,0.09432660416400072
OLFM2,0.010201720111669742,-0.0005307204188172342,-0.04289732735041459,-0.027602550765361642,0.04626988997176927,0.003752100960571633,-0.009709020624831383,0.016152844968265717,-0.006318614189151185,0.027259832184436845,0.06081781137388654,0.011477909512611201,0.05245790822944527,-0.026816514169996405,0.08746917497922158,0.1792239730734305,-0.017080522055075646
MFAP2,0.016048739607982004,0.09644077998630639,0.051954010544116844,-0.01655984541138035,-0.004153766141885576,-0.02714897727549552,0.018313624660179575,-0.07947137204735638,-0.007453775371140021,0.013897953620362795,-0.012540115125692065,0.052067433231463636,0.1516960023274448,0.07053255014267362,,-0.018857547545575688,0.06447550549520024
HLA-C,0.07185447824937687,0.0429210615325793,0.08843417996828505,-0.01418726664028833,-0.022757085594925047,0.07790773501624407,0.03896711384773736,-0.11219034213592713,-0.056540212771713484,-0.033806943811547925,-0.06825248700622816,-0.03487278053962319,0.043912971524546845,-0.004182145614136939,0.12671464267292842,0.08148242252823774,0.06528076745715551
THBS1,0.016849244686938034,0.018314901744871166,0.03922514914862986,0.012608665606209319,0.03471575095507118,0.10088225047289917,-0.00429686992715653,0.013913426816953076,0.09699937392206158,-0.005450938928494862,0.011504143606842043,-0.03783134944115757,0.05490125525368601,0.02526225604058417,-0.03361315448151278,-0.24749505237071012,0.025453980633921857
