,MGH258,UKF259,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
PON2,0.047482306147613514,0.05327287895805655,0.0607793417260813,0.020146158452035146,0.04120474728217411,0.0032977117571518634,0.06118884818555941,-0.010762985172683124,0.002919973293488053,-0.020403336824694227,0.04413082864074471,0.08569799996703482,0.051143922886858255,0.0014650423548079393,0.04678096734225602,0.15948557612975078,-0.024786987400810836
ICAM5,,0.005234191330822675,-0.015352735478738846,0.0034010039726338915,0.02139718162177921,0.032793113588400175,0.03287742840096808,,,,-0.023379298596705893,-0.022849528061518475,,0.03437151288215283,-0.02564156506892248,-0.03613743083770914,0.007491907478872284
HPX,0.10384579494824965,0.0012369997738342305,0.0284567067103408,-0.024136472416403137,-0.013716323887038435,,0.03780366311231735,-0.027100016391106912,-0.006423720388528404,0.003954113168572035,-0.04565221111113624,0.06506305659073904,0.05504211094288112,0.055422549668938455,,0.12037904522206548,-0.025310966023337173
SFRP2,,-0.016122011109665407,-0.014812507229388388,0.006873807396125384,0.041562305353595896,0.0888798474272157,-0.016856595320489196,-0.04494315533386485,0.11651164563835013,0.012205329044272234,-0.08377380790050973,0.02137156396382829,-0.027685535292135875,-0.024886023920701678,0.043322544044940715,0.001134428578012817,-0.00487467738243117
CFC1,,,,-0.015478695382739369,,-0.025828544970368166,,,,,,,,,,,-0.027447651096570696
CD70,,0.01776749794509126,,-0.00876566545053294,,,,,,,-0.03755462603209628,0.038071042650793016,,0.025756380755218074,,0.03975257008442602,0.02770570764532318
HP,-0.043515378289433596,-0.00367953122934293,0.012252656797022836,-0.004481936171993191,-0.053415375226142814,0.1335035143262014,0.012371844318548715,-0.03172096670631706,-0.01227480159506016,0.039479889944354474,-0.08511746709913154,-0.05624463017061383,0.003011481929098229,0.019569665354956942,,0.003938898233843179,0.05093555233240473
CXCL2,-0.006560195906483666,-0.008530728506379565,0.008416723791392257,0.037185664789225345,0.03984089338757815,0.04368483601030312,-0.0175795317616424,0.02093900641697795,-0.05239473314349543,,-0.024906045393602833,-0.05577983877520053,0.02551608992280178,0.06916910881223623,0.019411471892074508,-0.03121218719293694,0.03457744433677781
NPPB,,-0.02715512392188077,,-0.01355377517535882,,,-0.023479881972198375,,,,-0.03387784589473999,-0.04742052012211404,,0.004183865114422891,,-0.03406410740386499,
CCK,-0.029800692289967966,0.040493372577976236,-0.08209312522127707,0.0025244404881021375,0.007604109701441076,-0.06442496493978475,-0.01600356754427257,-0.02788358593087758,,-0.0389710387123839,0.0574187485000094,0.06850230750391126,-0.0024832485711355507,0.0030241566953985357,-0.01908956278742055,-0.02377989325629449,-0.09009986522784119
SEMA6A,-0.037266201835531525,0.0067081775174408316,0.07587822817527172,0.035814422870519606,-0.04190507002920006,-0.0023688218307264027,0.025702421878359454,-0.0391279597959106,0.07851138473710578,0.08529257275212174,0.009280437311217374,0.04008699227403695,0.08801768800168687,-0.03849586523412849,0.0302800343010458,0.12960598156642947,0.0034041303015862937
IRAK4,0.02092142825710731,-0.015452142410567011,0.046602889022881996,-0.027539702669435336,-0.033079447500576994,0.12693962830688937,0.059699700862006246,-0.024133653953259154,-0.00255650698712242,-0.006675281400599421,0.006356526380149439,0.05065269864636841,0.035579899730872874,0.01941912622324028,0.07052884887004866,0.07678149440663157,-0.01979506024656902
GSTP1,0.06422060137230183,0.030234254461656954,0.12036213369653281,0.025735066080086383,-0.004176690571446367,0.07072232893431192,0.0264319228977319,-0.00025125085053548515,0.06389091226243215,0.027456104183441073,-0.0028698712046474604,0.0437887414383577,-0.013896001283357492,0.037834678353150374,0.006811336021044135,0.11330327175685603,0.02387023152035453
VCAM1,-0.027956486003426453,0.0373242365636268,0.10128825944839988,-0.03180654926415456,0.0397008298631509,0.056252698567498316,0.006990467974540645,-0.04007884607691061,0.05494808960832447,-0.004277485444000935,0.0461086029755925,-0.03587190871242324,0.04500922634369391,-0.017415168485934062,0.039089558159744485,0.06417551765801544,-0.020999290433521216
NXPH3,0.026061882394907823,0.006918700383815803,0.034999887533515295,0.019341367324785665,0.03506031322946462,0.028593917002367734,0.05135571547850586,-0.01035256701548406,0.022617568461463563,0.03408050776423087,0.015124907908785136,0.07215155646235191,0.025345991361038267,0.010667494884866652,0.060578402002768005,0.18856814821373616,0.0022367055274024497
MTMR4,0.016509817123614986,0.023743116789981384,0.012145784190226482,-0.02995414421941566,0.03203821927005038,0.056051154373122025,-0.019696125969782922,-0.006504722138820956,0.0014131279395357395,-0.020513013803877145,0.02294185390483534,-0.023562597825284113,-0.013686780683785985,0.027071450417066024,-0.026597705350100153,0.00673865716463912,0.017954838421000843
LAMC2,,-0.031640872894173215,,0.08206919689419481,,,,,,,-0.026677426365424365,-0.021722261090661343,0.007203992400487266,-0.020688145595705126,,0.009522052325074507,0.03934815220199088
IL10,-0.02425251613891276,0.015277193493427849,-0.024354702903564753,-0.0049253393628836736,,0.07193117269248181,0.04371411710138022,0.006802343031206518,-0.0442333596152469,-0.05387906343664411,0.008730986681952132,0.028408776112459566,-0.005207434352288325,-0.021868538854070238,,-0.03468976896410744,0.05450631711352325
SEMA4D,-0.09230149001358307,-0.0075388819923777285,-0.047842039885797286,-0.012890970193344313,0.056310091771182444,0.03426338070659772,0.059582653743686785,0.06886253946885909,0.12156450159352901,-0.0988076850148817,0.07161672022471981,0.09939298144421918,-0.08473936966037088,-0.07757275359733477,0.00740201449455881,0.09004669379222421,-0.024127433499181606
TRH,-0.02143887555753576,0.021432899022687385,0.12505289368861616,-0.0010775406008155062,,0.0014592608013667438,0.02325042175771451,-0.05407588983786051,0.10783225755020828,,-0.009996391764277992,0.05689930039231164,0.09041910251918574,-0.03389209157317736,-0.038627857789773436,0.12408683883984377,-0.005377983151740923
SEMA6D,-0.005081445337153216,0.04343776519293476,0.038556045130684925,0.01649055747188769,-0.037555660581887466,-0.047076306562986746,0.054765818750532436,-0.061212450262768336,0.054422054917013324,0.03819877812845978,-0.023753333460921688,-0.020678296792864016,0.01620550387504199,0.021443135229559516,0.10263004359062501,0.1518690949283451,0.022213744455570728
CEL,,,,,,,,,0.00020441927041380147,-0.04328653078259399,-0.018538274202578142,0.016693454366262135,-0.015762957753935724,0.06270079590720452,,0.07968548259626149,-0.0011826255825432793
PDCD1LG2,0.02715449939185027,0.029914403885257044,0.037849029923387574,-0.029448351680724755,-0.04973251110331139,0.05207007022937654,0.08237653803637134,-0.054918478434940195,0.047558526080043635,0.08536023287081748,-0.021649981876118086,0.007990100962363477,0.031121558262269526,0.014027266590160082,,0.09928727548001644,0.02694334081544483
SPINT1,-0.04567501228367144,-0.022966914814547306,0.05782604709208236,0.009834666454469112,0.01729541381744699,-0.03906284622350997,0.003457545230123436,-0.002524107903082901,0.006489747381558678,-0.04570348162652462,-0.005865921208185332,0.1163995010962231,0.038961718367117294,0.013046341132714974,,0.07024620570950747,0.13336905159461962
CTHRC1,0.021265053257691947,-0.05551107925671788,0.015443827284378634,0.007881218441774605,-0.018836477926265412,0.0653869984942456,0.012085589277497031,0.011122898055635416,0.023375108703923952,0.014676471134276007,0.07056037948480288,0.023517212264996402,0.062042971251054714,0.0820662021851398,,-0.07705960333386418,-0.007050322201524353
PODXL,0.034531110011787554,-0.08598024995133416,0.1120765750764736,-0.010189294212883063,0.012852779456040212,-0.05919958569076801,0.022372595794995093,0.0006723638780022994,0.017222114065779528,0.07743079891875873,-0.08630916886769849,-0.039283343548362146,0.0347548250911596,0.023200663916054413,0.08236864174174334,-0.0505640949056753,0.07498581132373704
JAM3,0.05229157343912029,0.023265316790307536,0.10647103662692853,-0.00026058854535908154,0.040254301783497884,0.024015646910086355,0.04309276427852178,0.07028400067651126,0.01082857543435005,0.028993971476864437,-0.09575067557101495,-0.09284082155815158,0.027968629746111147,0.04892577891435923,-0.04469158356626247,0.008677235051593839,0.005937758674829665
TGFB2,-0.03756035071481366,0.04841768924572664,0.11819556682463667,-0.05154373769026908,0.02797577253000605,0.05794167339444426,0.0022235184983030493,0.004895270818555984,-0.03414645293344397,0.05519749051498092,-0.026646542567864452,0.03690599134655662,0.004146734062177307,-0.035463173021744045,0.09873302872874935,0.003874061976100565,0.026168880448789712
COL18A1,-0.051561190445998405,-0.011140174155490427,0.06573557577601917,0.0014607132825478141,-0.008760429874177088,0.10462766602113231,0.010569987219779557,-0.09794828496467546,0.1079648763865692,0.034012274738131364,-0.0495307997103966,-0.061429003700435726,0.05383285446660504,0.0695126597912295,0.02161676870417922,-0.17034588247802712,0.016151410739620387
NODAL,-0.03391740252838236,-0.027878702683634515,0.03278580157259122,,,,0.01021395632316328,-0.12224495028494646,0.06261721362751807,-0.015697067647603084,-0.03243843029671948,0.020604895223144837,-0.013624899658053182,0.13317280563421618,,0.022265529860520005,0.11369537020193692
INHBB,-0.009973560946115031,-0.017234631884162264,0.06786620136464235,0.021205074146502134,-0.012260715588867106,-0.0024041596186263323,0.028397023477517484,0.0857593424742089,0.043063806790685714,0.04974053953539837,-0.08478757521973751,0.014621408203513986,0.016412404417823528,-0.011209986343552886,0.12718120934081453,0.1714543790544071,-0.012956254246472633
LCN1,,,-0.01628736884105523,,,,,-0.03580406928156896,,,0.017674782052742997,0.02502090023865,,,,-0.02683886876359402,-0.020951904129427018
ARF4,0.03420440343494793,0.02778446560726469,0.11278902680269941,-0.023443380193441363,0.02460226152321236,0.021626257511296758,0.0472942241697494,-0.013157315850119948,-0.001455208566620662,0.018982076843393144,0.06577134757344456,0.06998607726312651,0.10414156509532327,-0.010050509818011893,0.08559358114254483,-0.09099376571963355,0.047920427253357975
CXCL14,-0.05054509689578374,0.02718357948775103,-0.0014118638235034535,0.008666175637265336,0.0022788212368666898,0.0004208863037801893,-0.008789877567680416,0.02996626864588178,0.07860485685060532,0.012528727814328325,-0.09092774012265711,-0.10683862082255356,0.08064695888548942,0.009886453983945177,0.05303072621330401,0.0739505502284041,0.006087761183132981
LIF,-0.02895722991482931,-0.010914136409682765,0.002086529129274758,0.027464479466055902,-0.016261015105448265,0.06060265644923422,0.06991144490103592,-0.02467414614375974,-0.02030777324328162,-0.024046858385338928,0.008208539116074845,-0.06585796266581234,0.05883374339114649,-0.010840604463817353,0.006322112798940908,-0.053604258493802584,0.0230030228229555
IL17B,,,0.0025358820602025345,,,,,-0.04273490090184622,0.23048421527903376,,-0.03002535669559867,0.029386503642040568,,0.08687910019849768,,0.01518176958373188,-0.02368900804461462
MMP1,,,,,,,,-0.026131244942564608,-0.05465343612620859,,-0.02965514977628174,0.022166263410400774,,-0.0036344782559669564,,-0.07751278590347795,-0.033655982950840824
MATN1,,,-0.017076198933394255,-0.013723999963342197,,,-0.01911769503326375,,,,-0.013881717206266764,0.02677293823295366,0.03957113420109243,0.007823213357778146,,-0.00909460191228254,-0.02158803090537859
ADAM28,0.04202113305460926,0.034313416210246576,-0.01062825943831526,-0.002198035294220862,0.013755314252354024,0.03379478080774607,-0.02806601290002047,-0.030718797072725828,0.11888322619910364,0.005593621390935759,0.02042349539239833,-0.004026381496320978,-0.01358005522814264,-0.03196662969487043,0.08614273558392184,0.02829403528921482,0.0337403129969682
TCN2,-0.007696412430786363,0.04046269071617214,0.019788383702916874,0.03346147534467478,-0.0008961241906865838,0.046880536277802615,0.05393765717049385,0.04725909493416258,0.026678149262320063,0.04178873196739277,0.05358491760303034,0.0530404541673492,-0.015939567111407572,0.0699235224310211,0.025030693033640014,-0.04080730794980009,0.03969649352288223
THPO,,0.03404125606837786,0.049286617042792094,0.0026191742242110618,-0.01692113040686456,0.05556870452391817,-0.019117697229361533,,-0.04692533458559715,-0.032297140550004405,,,,-0.026313497006256875,,0.03138404301499601,-0.03235162710412939
CUBN,0.02760657697250682,-0.003562984459095437,-0.005009295980088168,0.09472843698333817,-0.02079638756784904,-0.006926100910174765,0.02291088045993325,0.09546575787769074,0.13530487531219723,0.012491301937358538,0.024881200185555025,0.003980647298984302,0.04761736900612688,-0.01764614078624308,0.15157082950203526,0.00442481556418141,-0.07975448036861875
TIMP3,0.028010444105095723,0.012988528517814991,0.05746313343472673,0.047650702809472076,-0.04083996273790323,-0.019363796777966336,0.0024530227801332154,-0.022112804164396857,-0.025538470846642222,0.03585896068766274,0.09438962148158632,0.022771665859115622,0.021623355711999952,0.04292069698863676,0.06934535221366257,-0.1476966635235715,-0.06457895640681452
PIGF,0.04563771228839992,0.012342953825159174,0.04288828622921252,-0.03886263008958759,-0.02996957595984936,0.0712582875888029,0.05630476506477071,-0.008713769022392574,-0.043977535007938766,0.04387777794031934,0.002579274636081685,0.07234215016814813,0.0010127492260027422,-0.02147601533654765,0.11646770985686314,0.10671623849801934,0.0029844451130754124
CRH,,0.0025338261257183974,-0.025045690289682374,-0.008513422526211213,-0.021087951416171483,-0.029925235522110207,-0.026148085752783788,,,,-0.003291920154553733,0.02376091823121672,-0.050636758355963714,-0.033251158452616406,0.11403387153615793,0.013670987343065526,-0.0005485083675090939
BDNF,,-0.014409832872768731,-0.03597234621527103,0.0009743303654245727,-0.005743454743054832,0.10438209339745223,-0.021531437212455977,-0.03290237049841421,0.045116865057003346,,-0.06188525326602295,-0.00014993301455592782,0.10490221603121612,0.038719308998902545,-0.017069949535881684,0.05134208539797072,0.05632783705794965
CCL5,-0.07758161932858951,0.04229431707445304,0.05079334036537298,-0.034619461778686876,0.013515072068971913,-0.02546265044933753,-0.013133278794914549,-0.02357060553431371,0.14942846419006356,-0.007317623663901286,0.056310542694711016,-0.005516777721711316,-0.05342114818041854,-0.008317946484742735,0.13011108344435932,0.01574952317915369,0.019109386736789587
GAD1,0.016491323819441114,0.09401028644417235,-0.06797706535800767,-0.034547348917752414,-0.017491625472601646,-0.046028962233310405,-0.035004617654869286,-0.055198291485573654,0.06991068613105916,-0.025728232096095125,0.026348641411321524,0.1365852987017133,-0.03176302784862619,0.019490402205482416,-0.04719747103288623,0.1171560729832078,-0.11428936541827688
COL14A1,-0.01873143392422317,0.001358605418140408,-0.02889285068263102,-0.029811497856228678,0.029148020289406464,0.15746692207315513,-0.011814165689766887,-0.029868110764406586,0.11516206444301982,0.07575363395088935,-0.06335337648819964,-0.04447394881899425,-0.04147780752834635,0.004883802942240964,,-0.053448696188814634,0.022671567326307988
HLA-A,0.02057997303252787,-0.026865991893599724,0.08610192732859091,-0.026125076758243833,0.023188914074906,0.05799857047250859,0.022334407858670947,-0.015529843059683362,0.013697415569379794,-0.006339126340952197,-0.09164231164851194,-0.12386982627660778,0.0627617262935748,0.043395315654516715,0.15379192526367316,-0.1187153507724909,0.05154255044437071
CD5L,-0.018007946453794898,,,,,-0.0051513599778633375,,,,-0.036866298401918476,,,,,,,
FGF18,,-0.012685610127108206,,-0.01470580664406776,,,,,,,-0.023316120733449512,0.0006239279223130507,,-0.036831365280999194,,0.01022018586848824,-0.029636469359219455
ADM,-0.020418298535221046,-0.0707477866422818,0.048946404833170136,-0.010458854092408312,-0.03976683654873816,-0.016311338481657545,0.015886750529675687,-0.0551223796418552,-0.03942393570570148,0.025246716803060388,-0.032173539213244354,-0.022844850383448148,0.029116842642965164,0.0030100490182325725,0.003030515588706895,-0.005170794787019095,0.01968298267253101
