,UKF259,UKF260,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
LUM,-0.04053191265712576,-0.034476809744878295,0.07605627216217309,-0.028909433773486447,0.04424677344949806,0.010895181474922232,-0.04605594666381844
BTC,0.03355423042254748,-0.04632770307043559,-0.047299435917099175,,-0.024678014818450618,0.025097499398492627,0.033218134556884125
APOC1,0.05302057230764476,-0.08153226253666004,0.020640096968030684,-0.021897034825242793,0.03980422873156884,0.034894753079083844,-0.08450834284002956
PKM,0.008811525408276075,0.09328348794519625,0.0384067480340949,0.05582009948705911,-0.10998484000758306,0.062116927016119726,-0.006204441683541999
TNF,0.04234760382492972,-0.036109914292888706,0.14316204602016633,0.044479681196130036,0.08157741261958142,0.0814795321830188,-0.020965073286182488
GNAS,-0.03501557126431485,-0.05903449677941157,-0.016132010255102455,-0.0831362651277581,-0.02872393409780012,-0.07179762146354833,-0.07547847841583954
BMP8B,0.03948855000646067,0.014073302189472009,-0.036121593184553796,0.03839854461454623,-0.0026749606401277035,-0.0152045853798899,0.03166301350332274
LIPH,-0.01912242346276552,,,,-0.018834312051106483,0.007679405678997085,-0.033430312046708426
CCL28,,,,,,-0.012393581041244882,-0.03171923082903019
PTPN11,-0.0017122741995529542,-0.04519527438662435,0.0025515465491051338,-0.0059009286665386755,-0.008202886838997189,0.025610819428580688,-0.031494138862327124
ADAM12,0.0029042467045825872,-0.025668271725796003,0.0004013048591014381,0.01040283279339565,-0.027569879976446724,0.03231118647055763,0.027862788474867676
EPO,-0.0194949820007455,0.02711967736759115,-0.07640639750356724,0.07719740743620776,-0.01956086887235044,-0.013179543432600357,
EDN3,0.024168770031233737,-0.015425347214420501,,0.039854886848901705,0.008086043620723368,0.02853932515177871,-0.018613023824226596
CCL22,,,,,-0.017888115076346755,0.04126549478259439,
CCL2,-0.03312453576755767,0.05645388267314679,0.0241332233836955,0.01499446703490763,-0.021892950274549603,0.07876421238478978,0.05676121835574527
DSCAM,0.03488778530323325,-0.08273778065874646,-0.01084601504638448,0.062380276270237976,0.024738982641547617,-0.038953655221900536,-0.0350500869248388
ANG,-0.008861119500228182,0.01743110078576577,0.05136696821322466,0.07797345454437465,-0.03399148998412523,0.028139732487805925,0.04734862746342618
FBLN2,-0.01014315857620027,-0.06997439042566465,,-0.01616200197029609,-0.017950874649043165,0.04783535319119973,0.002091021911208407
VTN,0.022897307886645957,-0.02826843218469896,0.04875024206368304,,-0.013754808656727405,0.017146342134391902,-0.03398474327317037
VEGFA,0.0325600521224451,0.08172068391352957,-0.04107089811628738,0.038046377003233406,-0.11193624184719829,-0.011420583480740062,0.009753499167989196
F10,,-0.026374925596745542,0.0927158161070373,,0.096341009025659,-0.005282320009750134,-0.027601582334711904
SERPINA1,-0.04294212605360088,0.03098887058727859,-0.033853636277962985,0.020047076513158058,-0.010162885401621033,0.07814114640334555,-0.06449223984963878
VWF,-0.0189053126864688,-0.04645432338731065,0.15175448325735244,-0.03434399639256026,0.04075060426506054,-0.05754969824333299,-0.016599172226952515
GDNF,-0.01585685407556536,,0.002015410017264347,-0.008686814161415058,-0.013490844029391711,,
VASP,-0.05491925747201474,0.013809428377320387,-0.05890610346020653,0.1021021614983912,-0.062092732874840455,0.034100226546006085,-0.05566667452974764
ADAM15,0.017670693765129395,-0.005466991441089478,0.02725335999012323,-0.0001833945694435154,0.03148430245504687,-0.004394984084190674,0.0013115099748496229
WNT2,,-0.02271516181286217,,,-0.02008999215968112,-0.03205085843232373,0.0002809706333700362
CALCB,,-0.02321066824149545,,,0.02759195677143657,,-0.03229799671551764
OLFM2,-0.0019234347899918472,-0.052175948398349395,0.039061984455049235,0.05118192751788951,0.07369580382382553,-0.008579457579325413,0.09739274638319786
MFAP2,-0.021038187927013553,-0.04569120041806491,0.06262414777883653,0.06569369478696917,-0.0037333464201281022,0.017096587676509994,0.033341274070776666
HLA-C,0.05768111512105073,0.028402671198012812,0.08381557981232693,-0.0905606187050733,-0.05616326282017124,0.023525170891436794,-0.09081784233821112
THBS1,6.1012467030480456e-05,0.04030640878007348,-0.029523476314784924,0.016708513327591205,0.02518962661372835,0.02224175680243232,-0.02546075578218
HSPA4,-0.0016137567984902046,0.03716884228451231,-0.0019141662119353414,0.009959876378973213,-0.011369794342922323,-0.02049661522471241,-0.011918923782012614
LMAN1,-0.044169971339260414,0.04274950543008063,-0.04765072495120167,0.017224850477028694,-0.049133953479460146,-0.03299041450078828,-0.02559458182682773
LYPD3,-0.014293305561665592,-0.015542618422452527,-0.023085488708036853,0.027034760236148196,-0.025745036215203458,-0.011234504628609046,-0.030534109498789437
APOE,-0.04484750699177489,-0.01827127610043571,0.07451012420496736,0.03277462716188004,0.012434977860361887,0.035238330647135725,-0.07323042668996955
SOSTDC1,,-0.03529106565780216,,,0.05607742267824129,0.07706149746872863,0.05500089731783313
ANXA1,0.05728929077975325,0.021481815506849987,-0.058066517570639395,0.09422828693408244,-0.01316310319624909,0.0751657512017025,0.09678350319654346
WNT2B,-0.015357655903094486,-0.022214541549731535,0.07779454900454959,-0.019254162352198973,0.12052380037051136,0.007621169911232864,-0.011320053275584158
AMH,0.08065271650573497,0.05180139559408627,-0.021321485155201287,-0.023209975856277203,0.04789345844749344,0.050359347616513374,-0.03917622796960876
GDF10,,-0.02895030743841042,0.02625376764954398,,-0.030125610590060605,-0.010799607112273577,0.02904174677793552
EFNB3,-0.008903067637593048,-0.0002056577190711496,-0.0681693136265017,0.1012074903658983,0.03544768642217062,-0.025718588872251157,-0.024793032522300255
LTB,0.037962374904571626,-0.0028143903880464057,-0.07159343020442285,-0.04053475109061585,0.06483358237100649,0.01540870074550886,0.037218587425285644
ANGPT2,-0.047718427852577856,0.009500339982704897,0.08875303060434032,0.009533300917277008,-0.032985125547440826,-0.051499541943889775,0.0045819173797552225
NRTN,,,,0.10669455754152762,,,
ADAM17,-0.04558119411306505,0.0955989965658208,-0.014519366255700175,0.048161142180178196,0.010246067401636891,0.01812759894898251,0.028357944003310664
LRPAP1,0.010693686753378612,0.07814199225668769,-0.0057075222348546084,0.026397420054830114,0.07363188558788857,-0.0011241905044386243,-0.00882566669416096
NID1,-0.03193632169151613,-0.053009434578441005,0.07389888766504521,0.030685632703033573,-0.002338863143104688,-0.011616184890265599,-0.015493459607465327
MST1,0.023119221804961083,0.03056157529799273,0.04510153883301533,0.0707185601342836,0.03131532902582412,0.0913699191411092,0.05131826581054491
DCN,-0.04729923342992373,-0.08110560341228416,0.07261586347627978,0.02256508825726318,0.015648914358981615,0.008272376416821188,-0.0701349635599035
IGFL2,,,,,-0.019381564306828525,0.023934253937489925,
COL7A1,-0.01959991862547913,0.05565414931919847,-0.013540773383906338,0.05489375831265133,-0.00034957970822225984,0.02942346852470295,-0.012155938696729516
CALR,-0.047408996657766656,0.10397508157848726,0.018404670245755584,0.07053007007146085,-0.04322581380548652,-0.0006251706011724912,-0.021308592217732257
PIGA,0.007622254021232302,0.00954585624700717,-0.09585392143673507,2.0878998055465265e-05,0.0010415027155423625,-0.019755849677980896,-0.02449465536146068
CD200,0.004835481838533913,-0.017864351296622668,0.008721149639767055,0.044816079052104975,0.060657161169118144,0.0033305086276358004,-0.005370617506070339
GRP,,,,,-0.018272032218348486,0.010617614144519616,-0.03132840381287537
CDH1,0.02805468159554049,,-0.08101996617440349,0.04053848209340614,0.04496843877054457,0.006345249441401067,-0.0010009264214197193
LPL,-0.041078847547266664,-0.005146330410569952,0.03290997726583859,0.0083444567785346,0.12318110854178167,-0.039549028380011855,-0.06369965782669434
SEMA5A,0.050815085984841295,-0.021827657409668657,0.050910833903325715,0.0663685826327287,0.06352172373082357,-0.06098532142359548,0.007783583729038261
SEMA7A,0.024378459888321036,-0.03600427869998033,0.07409767636931112,-0.024442409764490504,0.05712963929985405,0.015588789415085274,-0.00977881622906438
SEMA4G,-0.01387762840675169,-0.027208974003446768,-0.03506046442867027,0.001693281655520899,0.11217152922811088,0.07087061420089501,0.0846227413146216
SEMA3B,0.004463142756630245,-0.022777333233776335,-0.0015880901278681734,-0.03246069285017684,0.03552663218521924,0.08287775492302324,0.0258096242951338
RPH3A,-0.014308814851321678,-0.06388802899609425,,0.01590981394952206,0.053402335008455724,0.007982875242571994,-0.05393990938061253
JAG2,-0.02152173620904314,-0.025978425352087126,0.07346475634870858,0.054653012755126906,0.005928026461407026,-0.009447030406503801,-0.03549210382201029
CGN,-0.038119786152007985,-0.0005310169604716278,0.039575819640926595,0.11345631486029459,0.0647705996189901,0.05851498808861633,-0.052239445985565285
GDF15,0.0591508499218844,0.009625882579822923,-0.031064791636138723,-0.004165498691104516,0.0039277987502322155,0.07380511435920879,-0.08928608672538507
SEMA4F,0.019298558459696045,0.09290865339699099,0.022010917959761483,-0.0023400663841636445,0.04567751439993232,0.06486178025446443,-0.07236665878207885
NXPH1,0.017489183347867865,-0.04229026060766056,0.031143173543842134,0.07331832442707267,0.07704614248990672,-0.03441045555974035,-0.05820073475122349
ARF1,0.009299879883416877,0.020525364408612596,0.005863923931358283,0.03796589815096884,0.07160799028338773,-0.004648125302462159,-0.04472392305285226
DSC3,,,,,,-0.013179547433112665,
EBI3,0.01638267209452908,-0.01587302836046465,0.03935745871542885,0.011793464156428814,0.04771535304963965,0.05613253191301659,0.010811522191296993
TIMP1,-0.0060832937106361454,0.08057666015194356,0.029385260878320222,-0.005055053208784795,-0.10231613147596817,0.007727053002883848,0.026466873874834592
SEMA3C,-0.029816770780677897,0.027752222679727184,0.03212428572138297,-0.0024233034132559858,-0.037971981777548805,0.02861059701518207,-0.03794031244699707
GNRH2,,,,,,0.01476964814385611,
GAS6,-0.03079587632793988,-0.005154332761888968,0.005725413885672976,-0.03203426854200529,0.006536187971938532,0.04706789505840923,0.10322886042848278
MEPE,0.0322531969498405,-0.053134201417050636,,,-0.027844014977336014,-0.018212050356239667,0.006975551979178808
SERPINE1,0.0683796443341495,0.06825436715718143,0.04251265757053492,0.0743906137824878,-0.05702961046806808,0.004455762663684631,-0.017319544898962137
RSPO2,0.01948960143653239,-0.04644606349168678,,,-0.010991714778678783,0.058749482891152276,0.025785600597528536
SHBG,-0.025845597595152092,-0.008413623701486145,0.058049825495177614,-0.02097128487235578,-0.004965801289005186,-0.02763167141750063,-0.037847174769305915
LGALS3BP,-0.05248399478579028,0.0037089226816459284,0.08686142288327017,-0.013572231000485751,-0.05343818211034879,0.07873785663199927,0.05909069079136851
LAMB1,-0.0033449920702892173,0.0730869092942365,0.08334927856540042,0.04845292464728385,-0.00016423258517174068,0.011761987969881307,-0.019982358581145537
SPTBN2,0.06034469117902808,-0.0322061509942738,0.05645003272025358,-0.04122127644115449,0.07414704732792722,-0.033604590154620716,-0.005835280665871166
COL1A2,-0.03457358282484179,-0.07097327698754907,0.21032743862638048,0.016926659058528117,0.00012889845052445887,-0.004629852822750308,-0.06426082489020812
DEFB1,,0.025840377049771414,,,,0.1091901123336854,0.16937272993444905
WNT11,-0.02183098867639838,,,,0.03446372058828895,-0.017490909365808157,-0.0011100538794096297
LGALS1,0.016442538663617026,0.031418286986770766,-0.003980336718777575,0.007471202168444333,-0.11230231126889889,-0.028694131017396905,0.09323776330935493
BCAN,-0.03740843025016511,-0.04816219849033787,0.07215561233615085,0.08140107719096926,0.09272936560544374,-0.018612179492364638,-0.0025192595341968996
ANOS1,-0.00010270862979953698,-0.014623519991893775,-0.01335337171837433,0.0025434754097127645,0.06429816801379161,0.031201663886095774,0.048485398819858395
EDA,0.05833989012904306,-0.016780032923472202,0.11994293126222404,0.12250969265368905,-0.030125608858829356,0.019293322453977375,0.058711065103930274
FGF22,,-0.021993162808101676,,-0.026987481335647694,0.0033251355713747755,-0.025259107647483677,0.028133982642273396
SHANK1,0.09208589221353593,,,0.026628137452941306,0.19393966565977516,-0.006073745408866989,-0.035250506955358425
NPVF,,,,,-0.01668742177394498,,
RAET1G,,,,,,-0.016433472568946995,-0.02152024151882304
TGFB1,-0.007279515276472365,0.010100642753089702,-0.00991909492614483,0.008625065046680912,0.027895649045906936,0.01029778579266597,-0.027606417587143665
MSTN,0.07177447839547493,-0.016779525282984414,-0.05661699104515588,0.03422712554341626,0.01816920617028477,-0.0317824498536397,-0.029099825228595184
WNT4,,0.006434655286930169,,-0.044211176508221726,0.07543594833029596,0.06536422057415468,0.028294055563232123
TNFSF4,0.026676983100028133,-0.03096144003773758,0.02428740819995775,-0.036067749718142625,0.04610194599340947,0.056270613904490056,0.08825929466980796
NTN1,0.007792736095383346,-0.00927027151966368,0.043065942254991336,0.047102001032265424,0.03794798569810522,0.04571187236351288,0.032811168606004915
CXCL12,0.01788076620109851,-0.0605978164398084,-0.007966190841943173,0.07279014138686314,0.006043950227104661,0.02752727898510767,-0.05219294645957623
GNRH1,-0.018654536085887106,0.031640750309805364,0.07765152111445463,-0.02942564005247541,0.009053082298155761,0.005247811461715392,-0.029515727600484872
FGF8,,,,,0.05113936270830526,,
RIMS1,-0.01939896570190816,0.02663810531673601,0.06662213195424997,-0.047965257322505006,0.017207802724943877,-0.02842010981896671,0.005937093108654621
FGF14,0.03970912255854192,-0.04419775200746101,-0.06541414696365255,0.019086585950782407,0.05449028084172079,0.033042742378766234,-0.06890041420740473
IGF1,0.03957767251610326,-0.05315161150997898,-0.09683535519581646,0.13529379465817729,-0.020974210341181968,0.09718224392715423,-0.03369271144496296
TNFSF10,-0.0322166233477587,-0.023726755679437047,-0.08692295819954336,-0.01586343846030851,0.022591822433374025,0.008590375856377657,-0.033070572559148095
GDF5,,-0.03048389442696591,,-0.04316526064466281,0.09339752490665086,-0.016628875047931313,-0.05226750109795809
CHAD,,-0.032563168829003813,,,0.01979719533468129,,
RGMA,-0.022495030410710572,-0.07620096232661723,0.012418493516798844,0.0633275697746718,0.026594112954628046,-0.022597580377688768,0.061096530229740965
WNT16,0.02352659225129789,-0.02003555981260977,,,,0.0839660078989721,-0.03267905778940038
CX3CL1,-0.003750035221874548,0.008534349550642709,0.10231153152631615,0.0538133108611486,0.04738709610577237,-0.003660072517611848,-0.01927554123448391
FGF1,-0.03062295247034367,-0.06984990551534867,0.0978794385225959,-0.02973784391230662,0.04352849601916222,-0.030739739593310635,0.09632144839187642
ALOX5AP,-0.015932747846978856,0.021847020906334468,0.11643928575383532,-0.010016177694417556,-0.04426415529719867,0.0009512840976293177,-0.005979277356357075
IL1RN,0.031550837729104275,-0.04030378490824383,-0.007973749839411726,-0.046773996786851374,-0.031439645085301636,0.013697934858335986,0.027740061195911735
PCSK9,,,,,-0.017693277571857246,,
NPW,-0.0180947460807023,0.006442142749543417,0.0029787632461051824,0.03143551355808485,-0.031189774422255217,-0.019467883485352725,0.0189340677470013
CXCL9,-0.010378891097079592,-0.007834732440578232,0.010054429350383705,0.02005595631041771,,-0.04065640102143159,0.04200247473794393
ANGPTL4,0.012300880517250304,0.08983762358439469,-0.06422930140823559,0.02074287984749278,-0.09341574916261305,0.05890831350240459,0.004411025326199329
UCN2,-0.012546789576634328,,,,0.02320476840520404,,
OBP2A,,,,,,-0.014804076796219989,
COL4A3,0.02240805731743467,-0.013983462670671127,,,-0.014001051547850486,-0.02394713593843961,0.035624201623735925
NRG3,0.009562056919527565,-0.04366219009916967,-0.04863587410895892,0.06665983630486175,0.09177856889048912,0.014518197905788373,0.048113341599352114
IL23A,-0.00527587619993509,0.00443266190575733,0.0480025991864384,,-0.022723262656978462,-0.02137086622319679,-0.02888992939757204
COLQ,-0.03997487085862086,-0.00580843739378794,-0.05851198349946334,0.1117800631981857,0.04531056187460306,-0.0034604271162279104,-0.04863017403031693
SCGB1A1,,,,,0.08794356445707648,,
TNFSF12,-0.0094615971672094,-0.030071996465381907,0.040997238528831324,0.02628680981584436,-0.01175219665514121,0.030818524911827284,0.06865783352372662
DKK2,-0.012731762312839982,0.04573162202383897,,-0.03754962298305644,,-0.020107245989228868,-0.021726470592437364
FYN,0.011654780878224403,-0.01731477542222154,-0.01604166422242393,0.06094034760080142,0.08885261819306164,0.05270442062904915,0.06722736785192908
ACE,-0.03034390078479647,0.011921093270042942,0.06806504090587562,0.05904437699435499,0.07686682647511656,-0.029053982671704313,-0.0385824472664447
IL18,-0.03564541077610354,0.015786187466493195,0.10119987268904854,0.04056931067733699,0.08873656665578518,0.06312992162237077,0.07286060092793183
PPBP,,0.015571897193946381,,,-0.02094481633594461,,0.017003931611724633
CCL27,0.021165441995352738,-0.014100520381726031,-0.06085841610123925,0.11614279929350559,-0.02528958042192359,0.04059297204979513,0.026341021662313602
SERPING1,0.032840753318490117,-0.008415164783443986,0.01268437594980674,0.008237919386462603,0.023213786630738014,0.09467522453024074,0.07057709150003401
AZGP1,-0.0019969653252368902,0.0027545588301508043,,-0.08902604856862703,-0.012236232233448972,0.05938540639723493,-0.05425275379294877
INHA,0.0075045700959882515,-0.010427042647050895,-0.019029919217048462,0.06696011262990327,-0.0335337256774058,8.847973856657664e-05,0.08771452389986265
SEMA3G,0.0009417511891277874,0.11029948205499551,-0.02547444776805951,-0.04680093233813673,,0.012493387342283118,0.017085808352288092
COL6A1,0.04746241006878746,0.05506789030757176,-0.043045086158182894,0.04746606577642456,-0.0798162116942189,-0.014639038804504094,-0.09445015120199558
FGF17,-0.023550127852141618,-0.017108765227532356,,,0.013323822466060918,-0.014103744678828543,0.005942370869956994
TNFSF8,0.020798451205026786,-0.0209649107229646,,,-0.01938156222158296,-0.00580200365686916,-0.02716029704638745
FGF20,-0.039824388025643295,-0.042887475351563224,0.11359758291978846,0.10025353158166284,0.09286900589908048,0.04598530150057437,-0.02010576003087282
ICAM3,0.027328827086124278,0.010745243253947661,0.011417029606834422,-0.003995337570342078,0.06725370292944428,0.03876528651378633,0.00545123835224563
LAMA4,-0.009647565459314294,-0.015778851723825687,0.02200150406225534,0.044749998541192174,0.029860976942388946,-0.03484145907238847,0.012839846656572321
DLL4,-0.01263941892791707,0.010491181447375049,0.05115824377049469,-0.018956665128065837,0.09131534499012035,-0.024835398989026022,0.029835555066274114
SEMA3A,0.011686307404552196,-0.00636017285157654,,,0.012309617262054333,0.0824032590554427,-0.0010159251992463564
RLN2,-0.016152399649203827,0.06293830952571348,,,,-0.016277303687578137,0.06076981391054587
C5,0.017303444180213824,-0.005609493263361359,0.018191377041511,0.04677100241531579,-0.010493869993108172,0.03393154241724036,-0.05136812872646303
COMP,,,,,,0.00029749999155569736,
EDN2,,-0.027572362438190168,,,,,
C1QA,-0.04936934881383404,-0.06966333673596842,0.08689092499011765,-0.05946756051844316,0.0404234456654597,0.0654022226865296,-0.007097521929212698
UTS2B,-0.016152399556406433,-0.0068464307859829685,0.033479114864206815,,,-0.017343434932860967,
COL9A3,-0.013257723927330644,-0.05826744050903119,0.045602606745919226,0.06919193117458854,0.04771500408261732,0.037689655218549833,-0.041903705928785666
DLK1,0.006404317592576398,-0.018728194688358145,,,,,-0.004913690100537653
HGF,0.00392464575194417,0.01906799810007942,-0.015424869556770813,-0.016101738949597617,-0.036024172766085154,0.05369455304710801,-0.006449563886970796
P4HB,-0.020911344316463742,0.0959221341943207,0.04693954854240795,0.07697191827075243,-0.07818380387975858,0.0013523497892708395,-0.007625741397103768
ADCYAP1,0.012913639352448167,0.012143468724045259,0.07044682582449276,0.06107588252275735,0.012415054156277508,0.04260277316064238,0.0030320997862059705
GREM1,0.006920399051792502,-0.04584294979975265,0.151366058861795,-0.004856425390514162,-0.008031562277422355,0.06016414812429583,0.02955123359470399
EGF,-0.0093711511005028,0.010285781799805877,-0.0072568873335933015,0.003537828522138249,-0.016893066899256085,0.024343936703391376,0.11741427872574715
VEGFB,0.004317054549695878,0.0703472124181665,-0.002849581034141644,-0.03893417861111589,-0.06650972737219402,0.016447999816335625,0.02464558753914201
FARP2,-0.0025535337252033186,0.04704470426245257,-0.05748287467236342,0.12145333484870952,0.030345076162849757,0.005102301563882592,-0.024086598660701192
IHH,,,,,-0.020606741129969137,,
LAMA2,0.042557125809117274,-0.013297665769085929,-0.05902836043288188,0.09270925817524688,0.02066448018239684,0.029824500913897618,0.02512252281434536
SERPINC1,,,,,0.078874852206697,,
NRG1,0.0036435962091158564,-0.0327961331654327,0.12267860154795861,0.07121869005026124,0.010112082594418474,0.06909080831574155,-0.046848859139802086
SPINK1,-0.013198537259147764,0.043108636346517806,,-0.03988165353372445,-0.009830216418087604,-0.022689898007996083,-0.0135241078869915
EFEMP2,-0.00913091568010881,0.028787617514686628,-0.005315186156717206,-0.0038925903875156632,-0.060509615853972624,0.026561836253301396,0.09468646507505178
SELPLG,0.03831521135409111,0.01802519748460871,0.05527226898066038,0.03965627708962171,0.01760775220776213,0.05435149488066157,-0.043392827542078787
GDF6,-0.018094747646239587,,,,-0.016365995421951603,,
HLA-E,-0.03771145667600766,-0.04446218163749728,0.030454156668268513,-0.0261728083606844,0.003294263398003494,0.007163707301771585,-0.03302131252850647
PTN,0.005141378372529693,-0.05042824358761883,-0.01833741254539208,0.06441019667173639,0.005163752148106706,-0.002766717693298484,0.009256480009761701
CD274,-0.013026402951299514,-0.0038910795692407153,0.16529629661136708,-0.013384173030418368,-0.019037319961304845,0.0254937159291542,0.019806817578620416
CD14,-0.024549922336144395,0.04957183862695919,0.09251867910202499,-0.10930960111584491,0.011782097183016454,0.045433686712873,-0.062125129454147304
SFTPD,,-0.023544133721404188,0.029335225797519356,0.07176477168945115,-0.006518884106091454,0.04776757433142977,-0.013902629110693522
SLIT1,-0.051469097540196684,-0.05172880811911055,0.05994667502488315,0.06507815436881467,0.024054461715625537,-0.044469724719777094,-0.0277964435434419
CNTF,-0.012731761004011846,-0.02096491263642671,,,,,
BST1,-0.009756989599083258,0.04819151530686186,0.035978184921547356,0.0973574799440767,0.03444260694735,0.002721593219181271,0.07940861377006148
AGTRAP,0.03042180304819308,-0.016531683276218397,0.02379423171594742,0.012119828488171438,-0.0654618966576691,0.06298254737205278,0.06024223111772198
LAMC1,-0.005807134214059286,0.07719048107282594,0.038511281779465945,0.06469773366439803,-0.017016161165888402,-0.03787483091291426,0.07014206259195836
COL6A3,-0.00308644529199397,0.026991777565460152,0.0023618355778789487,-0.02688134974312819,-0.026062356681783683,0.006056106461864555,0.016483464324088926
FN1,-0.04165818216237985,0.07563256857184462,0.07873995540698564,0.06263664671785274,-0.07638662140458988,-0.054264229389608155,-0.0009019281972981156
MIF,0.033811634676621405,0.03370479133800275,0.009406323826390502,0.09481772657591808,-0.047834054038985746,0.0034821009774522594,-0.02568592758742494
JAG1,0.029392157646553882,0.017749547569831697,0.0005745516430441034,-0.03700652583273587,-0.01737725020822877,-0.04123515612885455,-0.020458996975795417
NID2,-0.02399243603638862,0.04613159478448655,0.0485119164263725,0.099412415671377,-0.02680299498435305,0.008196358513080768,-0.013755915544693674
EFNB1,0.00943069719062986,-0.06241603259947208,-0.06543028575266627,-0.013346170781888779,-0.014298229986262342,0.01935283699921733,0.01080432202555302
COL4A2,-0.016627873191304876,-0.016258862374797126,0.09237232564162326,0.01979776127455401,0.004467642651837897,-0.05417564781958831,-0.03580178019467376
SPP1,0.011114040260010045,0.06363329949759132,0.05403921193845881,-0.07013935089397223,-0.07738983294488945,-0.008231239364072206,-0.04662895699155175
PODXL2,0.027382011030899364,-0.029075990238706977,0.020757566005109106,0.0034176063163416665,0.026917925457675563,0.02279934078668478,-0.06847213067651474
FGF9,-0.017283668341857728,-0.022377993469559626,,,0.14132747285433364,-0.02303847309017552,-0.032695891517342264
ITIH2,-0.017010124198903933,0.0039820437216368226,0.19299575958369355,0.03632493434969551,-0.026852567310218494,0.0953005082772581,0.02166049540543505
ADAM10,0.04248481696682669,0.025625012177053458,0.015517706053809385,0.09660257902178476,-0.025065408022510696,0.012179594708252566,-0.038332424859049904
CFH,-0.0010641777283507817,-0.0029875187615965165,-0.056785991243900755,0.013494092983227013,0.0406849264371188,0.04507568180059794,0.01546543630128764
COL4A5,0.0062766832184119785,-0.040982230986177724,-0.1367414050354459,-0.011790768241107896,0.014509126227711762,0.09278131069968415,0.012737622679476406
LTBP3,-0.040013189664842165,0.03580359752213025,0.05639985613549762,-0.03420265566272203,-0.03474598741008107,0.05308579741719746,0.03717847578665007
GNB3,0.06736149032270726,-0.05803111260357682,0.0052112728667429034,-0.008723799006573107,0.02694230630040223,0.10999541414028186,0.09647370678547065
COL6A2,-0.03631326808984259,0.023351211930190654,-0.01519120180182128,-0.0009806671740007899,-0.04897229400571738,-0.03012044107717158,-0.0686145393212821
GDF9,-0.013506204267921734,-0.010911400706238068,-0.08105878735277441,0.034855360545919194,0.07184817905160487,0.04217147302476079,-0.03733932261477251
NCAM1,0.009442723960983737,-0.017080877040204032,0.007156841762580615,-0.06742575324843132,0.03793121718727592,-0.024056674497071988,-0.021686762353914257
APOC2,-0.002138422954282792,0.03979789996013662,0.041866785231936945,0.10189104619982167,0.07604887384238143,-0.019061839052194336,-0.050803016013354414
BST2,-0.03338105672682973,0.06176126831026877,-0.03913243446769931,0.024088385868569904,0.019059796000974735,0.042795777578873845,-0.02232073895553696
COL5A1,-0.050111709832179385,0.033594339687146826,-0.008802389460671068,-0.03793896548140421,-0.027644973072376126,0.013657609181254748,0.03214348977325301
CALM3,-0.0697221345500406,-0.09061018261360475,0.054299408199436905,0.006899333870159321,0.08277640096637871,-0.040812329167900015,-0.02015835510187822
THBS2,0.03186594472937076,-0.0008094902101346336,-0.09701318497598879,-0.07300472479497302,-0.01067538959273692,0.01885365854988702,0.009699471650695861
SERPINE2,0.03969544646862501,0.09689737113332902,0.024995033066567654,-0.017366822344215122,0.0021518766966009887,0.02890724776972603,-0.0023026039743738883
EFNB2,0.035197308594983184,-0.009322891661000398,-0.020073880138793913,0.11382547580634952,-0.0047988317715286204,-0.02870472859930048,0.01157872829249156
PROK1,-0.01128861265511661,-0.022994617564489818,,,-0.018648617475535003,,-0.02693726015171405
MMP9,-0.022206350846337753,0.06620526740403739,0.04115862485820195,0.00669033575783366,-0.07542971140850833,-0.03513543207221471,-0.02287814104399024
DMP1,,,,,,,-0.022853591195535115
NPPA,0.02455944886829179,-0.013192005647144065,0.020759568283863706,0.08617111150036225,0.0050319891229866475,-0.01763725312980827,-0.0564287597766528
APOB,,-0.0048866294169818275,,0.025158900775508645,,-0.013369189984113006,0.04844128010119565
C4B,-0.008364290255096564,,,,,0.09569026692063134,
NTNG2,-0.001379311437230652,-0.06033161148017503,0.16637850748316158,0.12166338613750449,0.06234079118526108,0.013244546116491748,0.0022776341321520403
LAMA1,0.04522594921617383,0.004858577888871493,0.002338665214515377,0.1490621442874419,0.10988799246615806,0.0653036702749499,0.017863829141153104
UCN,-0.02818001797548097,-0.0356867080187963,0.006262927138683361,-0.0028123833470208724,0.10455487601546709,0.12011795276606396,-0.04133221394969894
ARTN,0.019288064749392837,0.23490338910162203,0.01321523351626599,-0.04819404202688673,-0.015639949464406302,0.0797448826608363,0.05611309005981164
PDGFD,0.01536098917055246,0.01199647661471731,-0.0041704822448374495,0.045444692504561464,0.03650002528940237,-0.0008819421172116135,0.021917344262918227
EDN1,0.016797365375147436,0.03884296205851736,0.031402735723015905,0.03248617007037765,-0.004436918066827818,-0.01114859413531509,-0.05177242439459017
ARPC5,-0.013420135303261686,0.03236480380847881,-0.09631834994019536,0.043311849400841665,0.013596804841001973,0.06282747927118629,0.04327329301795815
GSTO1,-0.024259223772013623,0.02959719685070358,0.0727868010238243,-0.02326414300049968,0.024386942271264457,0.005124739692968132,0.02084180537000932
PROK2,,,,,-0.01901833176164167,-0.012189590625710919,
SYK,-0.0013131481358119245,-0.0014350235389619557,-0.05634031714088682,0.08299247310654102,0.03212083648968,0.04002438285583613,0.03207591561381095
CD40LG,,,,,,-0.014457874743241245,
ST6GAL1,-0.026252509649033695,-0.021523895584713248,0.06224561558152914,0.00991213654970287,0.04253388974192336,0.04045503802628346,-0.018836123204764577
