,UKF243,UKF260,UKF269,UKF296,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1
FGF14,-0.010240121410720261,0.04916635772634838,0.04496207507280103,0.019826939437728165,-0.02676663942595825,-0.05265598320902354,0.03195364007849072,-0.00937285241489165,0.06054989864643085,0.08224956160351751
IGF1,0.01631425318492658,0.01780694159290398,0.0034897983624367973,0.013967765293709652,-0.057614597938501426,-0.04459033833782839,-0.024902763951452047,-0.03812628968378113,0.0875458698234469,-0.009646369607911003
TNFSF10,-0.03014757737440281,0.0010868423826189248,0.013471212134336143,0.04784279715274395,-0.015420004143610909,0.006686687804679654,-0.018504457875080132,0.04698118073155507,0.11280853395043511,0.09164873664574716
GDF5,0.01878389626381735,-0.02007759669969444,0.01428962171028122,0.014611435823683303,,,-0.032252632994223276,0.0954138710846022,-0.04153607127928659,-0.04669820447418091
CHAD,,-0.021447068470177487,,-0.01473196809925599,,,,-0.0083026831452932,-0.022127798075471935,
RGMA,0.011809978669038693,-0.04871896436227943,0.00977852003097047,0.0038192038740520184,0.09942955669479196,-0.12278102200150075,-0.012399530691149411,0.025222871544878817,0.11906806089566314,0.061041994818908506
CLEC3A,,,,-0.03481203811718039,,,,,,
WNT16,-0.003110006594166657,-0.013196013735513462,0.023475083573735782,-0.018031642630074573,,,,,-0.018279917588809817,-0.0379294122464602
CX3CL1,0.0137000612554232,-0.013317809480307736,-0.027750240878365463,0.05329986862925412,-0.0702528222571618,-0.12106063399882365,-0.036116446465777184,-0.00524147366823944,0.12290380060565156,0.06903734749896448
FGF1,-0.0017037674903606433,-0.07234611285687298,-0.0061253517513335095,-0.08530792448125467,-0.07197349583866731,0.0007705883394854995,-0.10422139979549738,0.05862708394272164,-0.02213817854677949,0.0134914728162022
ALOX5AP,-0.06296110588340253,0.0992888571248424,-0.00946651707318195,0.0032434669646292805,0.0701837066370794,-0.2096083714071938,-0.05529880842819618,-0.052944686120012865,-0.018078791425507664,0.014268520776702497
IL1RN,-0.0009393531459121306,0.08177614847016995,-0.012273691062474744,,0.041394336549826063,0.08778490256484228,0.02215489168652137,-0.041639791536359654,,-0.016985581125601525
PCSK9,,,,,,,,0.027733000896269677,,
NPW,0.08706964486997393,-0.02397767938673803,,,0.061597486427901714,-0.08090423249561467,-0.01898958669762356,0.010505406452376555,-0.02041559735328491,0.05558260301447467
CXCL9,-0.03375136679892265,-0.02104457115673514,-0.014844322206339022,-0.017530626774129487,,-0.07926555371404122,-0.04203843573456844,,-0.0033321211661800406,0.024504072435631456
ANGPTL4,0.06785246929807877,0.05303458963926141,-0.026021692897471266,0.0067532390890182635,0.03564934953412141,0.179724825498397,0.11505736119750419,-0.05083280416673805,-0.012269304125103523,-0.027256986107479717
UCN2,,,0.045542604406435025,,-0.013193724236083955,,,-0.030734795222002453,,
OBP2A,,,,,-0.00470753878731929,,,,,0.005033717106730721
COL4A3,0.05052480243885798,-0.01045682864691996,,-0.013898466498892108,,,,-0.014001051547850486,-0.004969491417482097,0.014814055744810501
NRG3,-0.03605342795052985,-0.02010089391704601,-0.04980884485693488,0.04644740420938763,,-0.008990141985583852,0.05523396099067465,-0.04346737499871645,-0.05537213802159666,-0.0261042136130067
IL23A,-0.04068760722909791,0.00715039687306633,-0.015910793423909792,,-0.04498799144683864,-0.031121004988302826,,0.012699459422471113,,-0.026253171941578057
COLQ,-0.012706224338546233,0.1147207521917522,0.03257609625727714,0.00625125920925353,0.0713374006501294,0.020118494146338033,0.015378792880423594,0.08067939088603468,0.07522695052202359,-0.02013953546652134
SCGB1A1,,,,,,,,-0.003502297480071963,,
TNFSF12,-0.011389425679958674,-0.02538942001596041,-0.005277931801603664,-0.06039511958716502,-0.027048203930719508,-0.08566530713236159,-0.046860732343568884,0.018479494736008708,0.08485911652774789,0.023892224487864638
DKK2,-0.035677991353477274,0.10800470449050031,0.01066521258480708,-0.012062936603057349,,,0.14275512493892825,,,-0.01759946416951014
FYN,-0.05116357036261679,-0.054706424889684975,-0.007488267863145262,0.0044224261621947656,0.10264512187910667,0.09153564116609932,-0.0051147259816539115,0.09793475517188281,0.08635481461169481,-0.028910722751378903
ACE,-0.02012684341870739,-0.01298348250185963,0.0002400412856312491,0.09179528929137079,-0.07774363554946226,-0.01199887372074645,-0.00950316401467356,0.05363894544000958,0.1687126846428487,-0.026978792471103397
IL18,0.0008069425106313439,0.014098100530888726,0.024794914641864146,-0.035002972897498666,-0.06483026393265884,-0.012827520087006905,0.03621356809369962,0.00023530001733980204,-0.010651248733846604,-0.04186416105188833
PPBP,,-0.01380811537894542,,,,,,-0.02094481633594461,-0.02350472933642951,
CCL27,0.16626092269961745,0.027876770714050047,-0.019526467236457658,0.010467204386913063,0.08036964509966361,-0.0037592676502978487,-0.0356063783752889,-0.036803877435083204,0.07546892375070847,-0.04669821244911652
SERPING1,-0.0662732003016368,0.04322334183397228,0.008355395933091724,-0.0007655639380538035,-0.004659650650928527,0.0965214359337289,-0.022208546425446393,-0.039643622617456506,0.12631311940539783,-0.06922541753858298
AZGP1,-0.037017439594178886,-0.10324464537072484,0.005615255677981999,-0.023977128057209782,0.08958918130580162,,-0.04125821472714221,-0.0021875577348768735,0.10147463249407473,0.003463493991576859
INHA,0.04186361806396978,-0.03653582886117668,-0.03118604259904572,-0.019145546526757894,0.03404003071141703,0.05056673659436144,0.030208815994679176,-0.0020800413225972947,0.07580032021907422,-0.03538947555645266
SEMA3G,-0.03255161340999019,-0.023856717288531764,0.03873795051389367,-0.023384210739860387,0.01773242103528953,-0.006692730234270411,-0.022446835432350938,,0.14119535843692668,0.029872870161760056
COL6A1,-0.014444263560517997,-0.020075212134880897,-0.0021779233349497984,-0.028939803764593347,0.045870548613113044,0.08920630754399334,0.007692222393377292,-0.05745223433000335,0.1694026477796002,-0.003225759838868299
FGF17,-0.023564996181594047,-0.009607472438630107,0.0413969551898808,-0.02426887328857045,,,,0.07652888794668926,,-0.017325831821992252
TNFSF8,-0.017817009567575585,-0.01380811179979794,0.04962998656209947,,-0.04692527449234499,,,-0.01938156222158296,0.20162140479763413,-0.007269613414899964
FGF20,,0.07416601018395534,0.13664002178483292,0.034338492234348955,,0.013163037053402361,-0.027605497846363042,0.037508648459624476,0.04575828575425176,0.013553643855995473
ICAM3,-0.024021839938349387,-0.03421052218578543,0.041055490745052,-0.027011108044699705,0.006180941219426354,0.0008584128145195441,-0.04304421989084142,0.03809343842003149,0.02698996939537763,0.09715034091098036
LAMA4,-0.022647927510789926,0.023319524265178946,0.0144285394285516,-0.04492392875909473,-0.05322550752015513,0.033364319869036055,0.0294493307988845,0.01321969474480707,0.09861898401497947,8.462902546322196e-05
INHBE,-0.028023965377971184,,,,,,,,,
DLL4,-0.03913071971161927,-0.012597977871239634,0.03841598157412918,-0.017400704866217392,-0.002696757310557763,0.022759211663723532,0.00836554217808299,-0.0034803194418114147,0.1835539601196493,0.00568228701878906
SEMA3A,-0.045436603578638594,0.0258322444328659,-0.02858795353324109,-0.013766252680301733,-0.04124072262340509,,,0.04275464154656442,0.04053878808795549,-0.08682960277541155
RLN2,,-0.0036111667045413357,0.08093173690180061,0.0021119066480522384,0.14525517978854674,,,,0.1701167864384805,-0.019995953743392463
C5,0.02793268133698617,-0.0005927408025214679,0.027089256861517953,0.0012646009236822128,-0.06823944457020818,0.05440125673367802,0.06992152100511918,-0.04113746525639194,0.05344620644446104,0.06303568531532093
COMP,,,,,,,,,-0.021890699990778945,-0.024701534143903185
EDN2,-0.02409648612955981,0.0021392613843633536,-0.016775097980343767,,,,,,,
C1QA,-0.002488359093377317,0.00583665371260078,0.0018672532243907344,-0.04336772261389071,0.04305149390369328,-0.0777156748397159,-0.04277109674246718,-0.062295487593062596,0.10612011347941251,-0.09780541883257704
UTS2B,-0.01915999760331526,-0.015144934826679298,,-0.011211975471717272,,0.031968911621413985,,,,-0.02130564922332196
COL9A3,-0.03367845515625439,-0.08171509944209633,-0.03256041249120817,-0.014546742417801548,-0.02386317047782452,-0.05481399294723549,-0.12166381246027849,0.0585328149824253,-0.013106821323858467,0.07098818508522906
DLK1,,-0.012334944302050576,,,0.050155276386422816,,,,,
HGF,0.0024270002396309864,0.14729573619672867,0.0432047579186748,0.008045951392619906,-0.051906039079275615,-0.04205649765208253,-0.03097604581342793,0.004008890025970484,0.11797106515840738,-0.000894071087413837
P4HB,0.004093454802766428,0.05005844141423143,-0.021408207708228245,-0.016852941046214397,0.060310072475057055,-0.03476034236972085,0.05533300523485592,-0.08150482441798255,0.1155129933715433,-0.0282507206156107
ADCYAP1,,-0.024927283304220074,-0.0037278855801835533,0.05050611134905652,,-0.021461725326344806,0.05758632863821679,0.016062951523342032,0.06263206457920434,0.02450171706766039
GREM1,-0.01915998572406234,0.030142753305707124,-0.037693362586768954,-0.014110004522023477,-0.0594860689699641,-0.014021639575358937,-0.0266367154629891,0.00595545834697537,-0.08273768940732452,0.06613074746701365
EGF,-0.024839463067156276,-0.014182544967790997,-0.026312336614301837,-0.00832729601726325,0.028597433493141144,-0.018026707804432305,0.04762515491649597,-0.016893066899256085,-0.03997474953551816,0.07472119346204538
VEGFB,-0.014411878695634438,0.0577651489931544,0.0038095117849075255,0.011043655206842154,-0.005096955166266773,0.06534216475624563,0.022677447019580393,0.002305149674053212,0.04733710295978148,0.005667821846464639
FARP2,-0.0008534379807842464,-0.006769792114983347,0.030430357889056157,0.07044271132955138,-0.05487626595975044,0.030027009836276302,0.013560281073710467,0.05781864253855148,0.024997480458622035,0.11889337616727323
BMP3,,,,-0.03437559824160038,,,,,,
IHH,,,,0.0333313771337645,,,,-0.020606741129969137,,
LAMA2,-0.014432789537515528,-0.019418292627038463,-0.03759840455468826,0.011936200843379855,0.0275510215207871,-0.039930391523710904,-0.00035315437795983053,-0.004800926037711439,0.10282128370489627,-0.02606044928074466
SERPINC1,,,,,,,,-0.016893068243136803,,
NRG1,-0.033155916992555205,-0.013918241765767999,0.0014674605638952782,-0.03707602327454132,0.09555371363288259,0.03133912961643339,0.015795626210360594,-0.036486863787394935,,0.0562736907181739
SPINK1,0.04389209250241784,-0.0246928036264812,,,,,0.06620916829333685,-0.04612916291037623,,0.048980245147508886
EFEMP2,-0.03856367564689434,-0.006519772542249382,0.0005477962094372919,0.030852126110037202,0.08525512707057753,-0.02311158261781355,-0.024726907591832773,-0.042384311843884144,0.12743287053221497,-0.032685592547110384
SELPLG,0.015365308957250308,-0.0067103781205819606,0.025954421997573515,0.026657615426898734,0.03424395012157322,-0.08638228412441541,-0.006588091915778013,0.008234802167763176,0.0005729913158237028,-0.04208895398205999
GDF6,-0.02246805446178723,,-0.015762526993303064,,,,,0.045344638741009066,,
HLA-E,-0.005228069665768318,-0.030525189201440595,0.0010165509525395613,-0.031881317027744764,0.046450843510090524,-0.08494612209739712,-0.02202099272416668,-0.04512729132098185,0.06286998122270535,-0.013941462565719718
PTN,-0.05881789725391295,-0.14115762530403383,0.022499891940856095,-0.030643789771135306,0.06013945015781474,-0.10152727276774076,-0.005319654535673678,0.05755401189283824,0.13601657178419854,0.08505301776912776
CD274,-0.07045226317195281,0.09734312240679158,0.030251737822748502,-2.5903060185194468e-06,0.16531704496782446,-0.019991686678252806,-0.05264080890970487,0.005671709534908071,0.15292197163513582,-0.023927361257898936
FGF10,,,,0.05818752852090821,0.1635147072242092,,,,,
CD14,-0.049010411629377804,0.1047254757738052,0.008802060036967792,0.016767912067868682,0.008702463414860495,-0.10453819787943741,0.03245058153456431,-0.04663987406809603,0.13212101192393164,-0.07965503892939022
SFTPD,-0.02435834003156899,-0.015506864539062063,,0.04637433094523177,-0.045478598630505594,-0.08804629491023264,0.09583864165352105,0.05396332958595318,-0.013996401252668926,-0.02699444425238163
SLIT1,-0.02969174350548944,-0.08999350245955799,-0.04192304029296859,0.05158336318755407,0.04743545323740952,-0.05370644080995225,-0.0026320892205959397,-0.03955037288736312,0.05393411987442866,0.06958302503560893
CNTF,,0.19713987885830705,-0.016491606381492926,-0.014110003302529072,,,,,0.08758155498014135,
BST1,-0.038245397456614705,0.007618584855112973,0.00334231566371223,0.017409606205684307,0.05234146623994885,0.02861376640016086,-0.036553721351059734,0.03231706724576233,0.01934252681578717,0.012349136058373043
AGTRAP,-0.014398055268073058,0.01432114040516844,0.02140838340884736,0.05879018402870591,0.054558439408270154,-0.08623281105175555,0.06523251595299383,0.019881693810980063,0.02096531238560973,0.016006441800457426
LAMC1,-0.014260488356344133,-0.04726159632596526,0.013828917809017849,0.006643471924248624,0.05841599380501195,0.014583090382085231,0.014077661385442967,-0.04355879673013998,0.10965565394081492,0.01317225699872625
COL6A3,-0.004422122164357273,-0.002008825306154617,0.05065841725559815,-0.03891295459776959,0.028404519319710338,0.276163659194424,-0.011560579014039193,-0.03980551961560577,0.1019508039844115,-0.047236587222824374
FN1,0.013018089017974768,-0.002897407111143368,0.027871003514363574,0.016078996303244667,-0.02847048480836311,0.21312191072476422,0.013680258270978797,-0.035799549564392824,0.13598177603228004,-0.029149045268286197
MIF,0.009546666261310103,0.010850281923955908,0.03920566784625646,-0.021888506724757967,0.06708415601864726,0.22291377088504558,0.0863086874322658,0.006376545355722109,0.014251841359212217,0.05080107542597735
JAG1,-0.03395752813406149,-0.05895826013523199,0.012203354991688039,0.06250119214548704,-0.054750203997033065,-0.1040130744349659,-0.0007319111994123047,0.043270898379139805,0.07006220334864204,-0.003976051162369994
NID2,-0.04193863594187407,-0.016502184300813613,0.048540806171092306,-0.003977834502598659,0.030925273344749746,0.03206062011895387,-0.040510679491527354,0.01861717541632441,0.08244889372079924,-0.008251797703431174
EFNB1,0.08981958329617748,0.04864480511450867,0.02798114766112321,0.08133058999145147,-0.028733655580792484,-0.02224663082724492,-0.05373781122273277,0.0493008068169734,0.09987584796122849,0.06429110131163022
COL4A2,-0.0027903453176656213,-0.025484048069154417,0.006974246980236038,-0.026492845308688506,0.0016566511927667456,0.044121806260420185,-0.017306279248275696,-0.025797377859005814,0.12540550529691172,-0.021695241695685458
SPP1,0.03672823261200815,0.1281207672623513,-0.014235763471651766,0.015140879343216635,0.020660295696860915,0.1294314127553825,0.02889736085207991,-0.07547207543023926,0.04985100609639602,-0.03918757142681562
PODXL2,0.07484869739658201,-0.04087338806570498,0.032404677632910286,0.06924937827389262,0.06934238488491068,-0.06490820300551764,-0.044352215010713666,0.01261332710240971,-0.011129173471894648,0.09201150150152013
IFNE,,,,-0.015764495818782448,,,,,,
FGF9,0.03722051332765143,-0.04082537093813192,-0.016382839315810676,0.003177671241615549,,,,0.0383817460925497,,-0.028301753845208538
ITIH2,-0.017817028536154196,0.10096078768166414,-0.016057806927583382,-0.04992309743011124,,0.04821509980588986,-0.017747019203450766,-0.0380528069182153,0.08404148947445451,0.047301834418388596
ADAM10,-0.01594957692270067,-0.043513197046651894,-0.002202175947219343,0.0211651699610776,0.026272820811190378,0.03616419245392611,-0.025180702966923048,-0.04857961308399213,0.04191783372017198,-0.04394231543371381
CFH,-0.041879974889099524,0.008140584588434896,-0.003106620215838033,-0.037302911886422256,-0.020354055609593642,-0.0284336388098479,-0.10280900717252348,0.038793128775274646,0.13184157898726995,-0.0037853300272246864
COL4A5,0.0030568620486642875,-0.04407772727588566,-0.00012258663498688124,0.027367617797225685,0.02752001150315597,-0.10962876655394406,0.011070681944055392,0.05301922858053727,0.035357500468639926,-0.02817219088774379
LTBP3,0.08295080740851808,-0.019425287721525557,-0.021971014924040477,-0.006454293338445563,-0.0112593004920496,0.04417175263446652,0.11803247788078475,-0.07873731228350206,0.1384630236914439,-0.09583320430131805
GNB3,0.001859109658728122,0.020337296570318093,0.030328908405317608,-0.02086684951568897,0.031110425128477157,0.007570521927956532,0.10400040676622427,-0.012498358232288712,0.030139353812379935,0.038011913939792856
COL6A2,0.0014170451582314319,-0.01742724050753769,-0.0038620893200860883,-0.014563528857137784,0.00623263142281295,0.17488246976668048,0.0014650845195152225,-0.06522033272078571,0.13790180413518446,-0.019514019223408344
GDF9,0.011660073634315937,0.013695094244100167,-0.010232733942270004,0.03168739042978723,-0.03700522006547415,0.01550114188426055,0.03974754071678825,0.05378797729737793,-0.027651330392428355,-0.017421676594235127
NCAM1,0.007786038760817211,-0.09538609959240382,-0.04074491259561913,-0.017736854515005635,-0.006011562591973003,-0.08745193116443808,0.015344840000788921,0.009019298164445482,-0.13044266264507481,0.047216389578583824
APOC2,-0.015049155214326057,0.03340781632211023,-0.0020398198900588725,0.029212399057624277,-0.01343468007215879,-0.018160700906517526,0.0798938766023928,0.07571718980622671,0.07446815863989507,0.07318817340726194
BST2,-0.029834238415541496,0.006939110952010156,-0.0034236160756485143,-0.01887915867530563,0.07647435599464372,-0.06275635147094001,0.11760834925304912,0.023940948908286516,0.15274814890599614,-0.03518650398647103
COL5A1,-0.004732245189400294,0.025268792670225387,0.0473213797406487,-0.014490951222244154,0.003012533111948864,0.1046284551307953,0.04183038712402682,-0.10324771278905089,0.21977100434279903,-0.03399972621164845
CALM3,-0.031276745852335176,-0.0906623106350865,-0.012884200264235448,0.05819685753916793,-0.024160367554800166,-0.08335708450068387,-0.003681209929363118,0.0738224461989417,0.0781214320806851,0.014322752977645589
THBS2,-0.06955418643560278,-0.007083679921961737,-0.041936748444520444,0.06812558918656578,-0.05627515897796683,-0.010483668366862625,-0.06977660788912224,-0.017303811471249375,-0.033243226770998044,0.03487934268505264
SERPINE2,0.026324377715117312,-0.006714922489481602,0.06654568968518121,-0.0038110842914270675,-0.05796512717483596,0.006210274320917823,0.06664060224973135,-0.04201303866321521,0.07875691179663546,0.03971828794358943
EFNB2,0.001182863692952255,-0.010748051778735437,0.005683220819573301,-0.012691233942844708,-0.016675278357811688,0.03666693264478189,0.014729147467909398,-0.03768637773961322,0.055737384521022615,0.006216460741385436
PROK1,,0.07998927350296332,,,,,,-0.018648617475535003,-0.018834944690083996,
LACRT,,,,-0.01996551155417341,,,,,,
MMP9,-0.023564991853028468,-0.06333456893265071,0.03952534266892375,,-0.07138377131836081,0.11480371489316114,0.02195334491915751,0.02230271123076425,0.12341510747179898,-0.010357991572892767
NPPA,0.05430586505398922,-0.02347408967991661,0.03439628572605277,-0.036379399257665826,-0.013057673135107034,-0.10437708407532065,-0.037935223317823875,0.06269132592681352,0.013995452753688162,-0.0019881828888782486
APOB,,-0.0014054541979360389,-0.0126448907473242,-0.014731968075843718,,,-0.031855503905742086,,0.07550490457957532,-0.01642346359323378
C4B,-0.025879513433456902,,,,-0.0387123621215612,,,,-0.020917881995417824,-0.018186164200398293
NTNG2,-0.021196449382383863,-0.05990467480429519,-0.028881208279944615,-0.008595546267633942,-0.012473095619576241,-0.00015104725657282022,-0.0028015737235213578,0.01828182997526958,-0.06100561804502928,-0.0012558694945070932
LAMA1,-0.035591440035868026,0.027419730553431082,0.012889927826537168,0.008078814920654256,,-0.11875562081827125,-0.0062947275502289474,0.022680486154658924,-0.044946612387889405,0.006330821773860993
UCN,-0.019264277536890837,-0.028780278897607366,-0.02118357986991875,-0.020866853539421353,-0.042980941580079604,0.08601103110045248,0.07982845454480747,0.06661827396141977,0.04730679353414386,0.0441386496024381
ARTN,-0.029598196109979207,-0.01637885856246877,0.040094869752599786,,,0.11708597395858716,0.00397881996266083,-0.0023249487421396456,0.011699739172066664,0.012628967271535757
PDGFD,0.0268015191264191,0.0289413901598268,0.03201900853340979,-0.008797718028993314,0.0381226503573866,-0.03188040033806061,0.02171584480368807,0.03354686734812543,0.15996213378302376,-0.0006507361471816867
EDN1,0.07930859396857426,0.00939783798318447,0.044869265758957624,-0.016087421037077335,-0.03169113296249064,0.07525012733255151,0.03457038480773918,0.025287392190658987,0.06337034984571001,-0.02778932699615567
ARPC5,-0.012862856753752585,0.03386603389975851,0.06754543760759696,0.0017171276320338078,-0.14581589283732355,-0.023287118506750755,-0.06334879137441674,0.04142493787494907,0.01866735701072604,-0.04946302371770052
GSTO1,-0.006496406853678347,-0.0008407468854343473,0.0351440686159902,0.0343965710072437,0.02813344237152444,0.05440364084368496,-0.08660241863111393,-0.019415279538569065,-0.032750404186297766,-0.021951192868370537
PROK2,,,,-0.024074716263526266,,,,-0.01901833176164167,,-0.014974377512451006
SYK,0.048540699983965846,0.009283729666183918,-0.012062202492466423,-0.011645420704155803,-0.008747664654812437,-0.07820153064940626,0.035684395703579536,0.024705141762254496,0.014634554296448455,0.0019265628324958567
CD40LG,,,,,,,,,,0.05127808042226499
ST6GAL1,0.028133563217346422,-0.04398769253523038,0.002987488772557247,0.03534601480434969,-0.06475238759430595,-0.06662603162870404,-0.0010780026887066531,0.08198698299349373,0.030843155510938712,-0.006958051890816607
WNT3,-0.019105249383272963,0.03593807986000612,0.0008299747765799506,-0.011713959726190236,0.054813772578555256,-0.0018128951947559472,-0.04140515773066796,0.040650086159648276,0.13423423909920584,-0.026745951259530425
HSP90B1,-0.06148022439933248,0.08294150678226078,0.02334833246838375,0.005907212935173636,-0.03268542556742235,0.00945746449896676,0.03019897936981777,-0.0713082678047753,-0.07232014557899058,0.023506995009826344
ZP3,-0.020164398698055187,-0.024927285132425144,-0.008181035710864863,-0.01473196938693118,0.1847602199276367,-0.016544866085079712,-0.05476065317260291,-0.011350767979782489,0.0014990861601785284,0.03508029469787487
ANGPT4,,,,,,,,,-0.02606241963283174,
NRG2,0.0460348203214309,-0.03584433129710618,-0.01832718942215717,-0.004463289470104902,-0.026532501877392287,-0.04230572074243794,0.0490394853397505,0.043274971648968076,0.035312575872178786,0.036964787266404654
MELTF,0.039997477946755046,-0.04225666276302273,0.03338311234406525,-0.008848033450625126,-0.11813538786597813,-0.01804128947534118,-0.03438417157429753,0.06329635209770432,0.09009723050518736,0.06415516510165398
NLGN1,-0.050118177409889636,0.029360870437537594,0.039541728773639005,-0.008375784802126522,-0.037129731881321265,0.038244347492408265,0.02187467536114815,-0.002474744868804742,-0.021731563617214452,0.04048037731850673
SLIT3,-0.023133309988240782,-0.035968387126090386,-0.006090302915949228,0.01802834296412769,-0.04117084305635365,0.06570697737785156,-0.029099817407852044,0.046153815496758566,-0.0065866378969590585,-0.0451401902659307
CCL8,-0.04367824060456211,0.07711397047939798,0.19610542296124858,-0.013293789952152793,-0.03687051379446148,0.03599556692783773,-0.029799188845347546,-0.03168997255824573,,0.06738242997032398
S100A4,-0.02371707374669493,0.10129092192021168,0.01091701977395174,0.01791996553118727,-0.009056933582615025,-0.09407221956919755,0.07828271558129214,-0.018749909712716506,0.06041663899086441,0.0011272925232544211
TNFSF13B,-0.03666215664406809,0.010148611628721634,0.018933870690424213,-0.029910022452642064,-0.0050983939853519265,-0.1361315009856989,0.03946181252505998,0.009769425386634058,-0.0004947827828607877,0.029667040867101303
HSPG2,0.04827562146373661,-0.031961532859704156,0.02397663367694288,-0.011620357591616727,-0.031269983797032545,-0.03432048491019854,0.006196967097698496,-0.009359189714172506,0.12479493010958431,-0.02040817737521943
FAM3C,-0.015128950443861906,-0.021510527850210282,-0.04352001408357916,0.02501591014067695,0.03140515092529372,-0.06002470836793629,0.12871963349123564,0.019890469213605648,0.10127776082292538,0.003300786943991816
FLT3LG,-0.013679180373809415,-0.014248506284940152,-0.017807940267776875,0.002395566081337598,0.017722930895391117,-0.03704172880064396,0.08516953268644328,0.017350253949587266,0.07064572982683566,-0.016621837591721967
A2M,-0.0713418672918535,0.040780029509870586,0.010063540222564405,-0.019119933083287948,-0.02334981022823338,-0.06712581325750991,-0.05241391714886102,-0.04483686141887564,0.13455176326948093,-0.061013543004307565
VCL,-0.0852306414012418,0.039325504151685835,0.02284676269889441,0.027232763176616756,0.0830174785090524,0.041616483163840236,-0.025891309309958234,-0.05702420537439023,0.060859721733464406,-0.027439765532382948
FGF2,-0.013336748546101009,0.06801736933266452,-0.029884882092699776,-0.0032843575890966754,-0.09381343708583967,0.052580553570866356,0.006426614583482103,0.053468796088692545,-0.046903430211312734,-0.016197557899446737
AGRP,,0.03786181532986371,,,-0.054123532258248466,0.10999147756203112,-0.050221939109933236,-0.014481555740981287,,
CNTN3,-0.01890447577519467,-0.03794465855623183,-0.020062732840385206,0.0325514241525149,,0.07489257761152883,,0.08534497800557997,0.08709060474570232,
RNASE2,-0.00997280356025189,0.018764869187986196,-0.0003779063980245398,-0.029107382618960464,0.10553332792196042,-0.05848096969998735,-0.008212197365701949,0.014514998086956511,0.04413505157117763,-0.007403814157767666
ADM2,-0.029308360821061148,,,,,0.039957268165997074,,,,0.008015277844445595
GAL,-0.026611102055603467,-0.03858231430912657,0.11962294869842433,0.09455683373400464,0.03363864231397696,0.12498233816333325,0.039733627405233216,-0.042504322072609714,,-0.016653365856616604
CXCL6,-0.023295142606133558,-0.013808107464496271,,-0.0011244465368620156,,,,-0.026506551093447548,,-0.016163877255348454
PDGFC,-0.053793659411145785,-0.06747506484769572,0.008203079517316638,0.022639312966629698,0.1134812899886344,-0.11246233969195649,0.03300978076192528,0.020787530799665326,0.04475999579635828,0.059902465308118054
COL8A2,-0.05957197318269719,-0.0014827568938225943,-0.005230879245422575,-0.030161911183757016,-0.007314461499799181,0.022644769203890823,-0.002185936214238814,0.032147998820785416,0.035854048437530525,0.013761525395185523
SPON2,-0.055251432578068735,-0.022432200974599036,0.002969673282649248,-0.03319108232484917,-0.019015459127195117,0.014449253633302326,0.07637910625809331,0.06252794553327279,0.11636396067742416,-0.013020536611952394
LCN2,-0.020112057161816646,,,,,,,-0.030492282144426345,,
SEMA3D,,0.0023596140921516287,-0.044508710526768684,0.015130144254813231,,0.07297117556956148,0.01670912248237405,,0.005065689106714151,
BMP6,,-0.016715748878091862,-0.014036751834924702,-0.026860497266505443,,,,0.013443114138630119,-0.02481281150564678,0.1467099394347903
TIMP2,0.009875951375400347,-0.04740409736412007,-0.010955875841143235,-0.03241193544690017,0.03878058202818902,-0.007982538603689044,0.033028166275619886,-0.09431846785360737,0.12529528858346622,-0.048443300139528855
EFNA1,0.11306745211823863,0.06637565035158527,-0.025365513403583922,-0.03610819443472877,0.04661106869891346,0.07972756046924773,-0.010609888245383706,0.04238699827092034,0.05358777187854513,-0.007160685288103224
S100A12,,,,,,,,,0.1760559492398959,-0.018395365245009784
TFPI,-0.07164352812758361,-0.03699430496173615,0.09637173896251851,0.002913788579953886,-0.08411140650844336,0.005713445680804296,0.025684201839166462,-0.0060267364671684615,0.09393197729417897,0.016856883812675878
GPC3,-0.028707706837449144,-0.018748410484673905,-0.018521585989643635,0.029641694686950736,,0.01772876071705213,-0.028501427203814444,0.06866735967886271,0.06159104553205647,0.05731386078760352
NMU,0.11354938359919171,0.045356673508312455,-0.03234563201446793,-0.01753062975840525,0.04378413488926795,0.07988833729523628,-0.04479742336700568,0.12112061681332736,,0.007804594555305432
SCGB3A2,,,,,,,,0.08115492244235102,,-0.026554048665896453
LAMB3,-0.023412491244048386,0.033376756761035534,-0.010068601775686798,0.010260821083491477,-0.08448342773607376,-0.06736876811937226,0.04593296879863658,0.004713770235390332,0.07304011743551032,0.05690034513045037
LGALS9,0.011852118106386398,-0.01202772060827644,0.022286274941619087,0.030294153216768854,-0.0384911860881161,-0.02563467070658359,-0.05204306603071197,-0.06982959623227751,-0.012126555675847948,-0.034574034264928395
VIM,0.04442014974928239,0.12396443071847736,0.012934440730011449,-0.06027444540230396,0.05757646789121054,0.3026359992384708,0.11721184248321637,-0.059142436761351905,0.16974731155378978,0.03004611841918238
PLAU,-0.04982940477537734,0.045888243731246614,-0.019768904204848378,-0.02585872764382695,-0.03940044562644222,0.0072129482933222175,-0.012490740628906791,-0.022603739892420715,0.11437262220613267,0.015079286119036316
TGFB3,-0.03703977236354496,0.011598458304745521,-0.027876903592675053,-0.046061008643295334,0.10142690856183567,0.010393850053873338,-0.04854964087301824,0.003072248728273278,0.007107952499514611,-0.005680227529779969
