,UKF248,UKF296,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
CXCL12,-0.004340052591932126,-0.009163688103858432,0.011940884506788364,0.02310630705513608,-0.03036640350751364,0.02557522567594174,0.016956295320732468,0.01606734340163414,-0.012718265346013063,0.09693893280242695
GNRH1,-0.011228677801687396,0.03453366274081325,-0.07062330474237102,0.0651094365684355,0.12119422020422639,-0.006056060283044147,-0.014354216354150412,0.009118450730316438,-0.03786412178354296,-0.02752700548893112
FGF8,,,,,,-0.02913932930812323,-0.027153877823298946,,,
RIMS1,0.0006400780556223428,0.04435681622137674,,0.10756164148301676,-0.02161235760430685,-0.049854060328042536,-0.05336338186548781,-0.021039456083164123,-0.03288295905573778,-0.08520348393348798
FGF14,0.030544610619291066,0.06417534278733646,0.06072315865947741,-0.08193850455492713,0.08646277957329589,0.0028618671809946443,0.017853004219757603,-0.025046135302605087,0.04725523601994531,0.0018485829752704947
IGF1,0.11997451812182294,0.0203802027432869,0.015012257180833365,0.08593416454601815,0.050340628957520235,-0.03478400870961867,0.07078274347573178,0.1459106752847299,0.03874595829430305,0.03505218775339158
TNFSF10,-0.020345156767021554,-0.020319379235387475,0.01123160943900546,0.06505379492370318,0.045525649192924955,0.039913694641010224,0.03601357441179503,-0.010956566811888406,0.04069785918977416,-0.0005594186228286265
GDF5,0.022326584909352472,-0.018156041641117133,,,-0.041333294709257215,-0.01616301216718879,-0.03205939617261185,0.009464998581941034,-0.02193076865922748,0.03117485712894226
CHAD,,-0.015257536766970158,,,,-0.02630655967948701,0.013877123540791665,-0.02041458265310448,,
RGMA,0.0012320340575812108,-0.0278175255369171,-0.019307902459911576,-0.04817416050844664,0.16202807762720625,0.0372991769504087,0.0024027964194860505,0.023493475433449696,0.08797539615492413,0.041180227157920135
CLEC3A,,-0.027924309856476027,,,,,,,,
WNT16,0.0028285670059099584,0.02657838850977032,,,,,,-0.016864619210456053,-0.02295057371997912,0.03427989197331404
CX3CL1,0.024263991242242235,-0.02424077167508377,0.04026126714821847,0.07102471187297867,0.08714847307112507,0.08245633216749607,0.05065037020003565,-0.03182405556725338,0.0037347105326710505,0.07910441862151399
FGF1,0.054881978714846714,0.013345408308619654,0.040038445125980926,0.017773618815372382,-0.1087270502535383,-0.0044752672612468035,0.006324277755679734,0.0054257018273032405,0.05699717815097969,-0.0446665296943337
ALOX5AP,-0.01524184395642374,-0.012223585420187122,-0.0014068044823329654,0.14273652778851084,-0.024704760698730666,0.04152046588332741,0.08836020673337668,0.03849689050077368,-0.01469491197169879,-0.05104219557273433
IL1RN,-0.038785563436698436,,0.13143481700369225,0.026746561285575853,-0.05663970082119151,0.0035699377458323143,-0.015626522991225175,,-0.03837533937332148,0.06944341479804424
PCSK9,,,,,,-0.016852251963023975,-0.02085839768835118,,,
NPW,,,0.06016433211087518,-0.12159353698380777,-0.013602083125172793,0.06252513220337484,0.04040200189846927,-0.01883494680128705,0.00838420674120912,0.0483661966525686
CXCL9,0.06062387339311234,-0.018156038674005847,,-0.009252219421564071,0.014222888613479088,,,0.025101293995281073,-0.012245106905525079,0.015421023410651274
ANGPTL4,-0.05406726204065935,-0.02784767799972469,-0.01858168864647246,-0.15714265901588298,-0.008963860076843294,0.07104395733316356,-0.012981627298694422,-0.04707535526637662,-0.11007480756578363,0.0019427481485712497
UCN2,,,-0.04263592648133809,,,-0.029139334214351116,-0.03623289009099457,,,
OBP2A,,,0.02156517135755019,,,,,,-0.01712878149482811,
COL4A3,-0.023083359600962146,0.006226918145821308,,,,,-0.016505675675641096,-0.03168105353190286,-0.027707587886953714,-0.02405844317597945
NRG3,0.059744586539006606,0.017542816606505297,,-0.03839032609895557,-0.009007989156677316,-0.025835419621121077,0.09300402418902194,0.001298584555266372,-0.04808810803823844,-0.0036233135184064002
IL23A,-0.018819312557052593,,0.0571207238145953,0.024579313976765334,,-0.016852246084252242,0.02076763497430859,,-0.007384753256237034,-0.02694337255940572
COLQ,0.007696606870318221,0.01749549707620636,-0.04317739532803219,0.019520805198806643,0.05709666117158657,-0.037422729713431864,0.06647507069153992,0.08172543964420277,0.015390251373697648,-0.031080170135007433
SCGB1A1,,,,,,,-0.02623124630383139,,,
TNFSF12,-0.03183381362786777,-0.009701170190298787,0.01727989389045857,0.043897749808678624,0.09697625619100456,-0.019120673148612342,0.01981572777007234,0.02028990201624565,-0.006004949172585562,0.012294966258302538
DKK2,-0.019712329325370107,-0.012493286538413882,,,-0.03595598890868909,-0.019892906482326243,,,0.09330082971863404,0.07670745295783063
FYN,0.01877029692541528,0.027883669672651136,0.013608116627755172,0.005119299650644875,0.06632509913642669,-0.004689859348949786,0.004953961648009155,0.014365388658183065,0.011538433552342076,0.022058964794170174
ACE,0.022201533143165277,-0.018944829523272123,0.029393537698953153,0.07612082021237968,0.10508383936970778,-0.01886074695068227,0.03993599258244704,0.01713571970921907,0.005914817857131249,0.07889564031654177
IL18,-0.03623889701128606,-0.04038445766189493,-0.01040566284213499,0.050110671877811916,0.02458080382425753,-0.04178384559232362,0.0180367836767174,0.04309979836497373,-0.005995916296291761,0.06268452871415842
PPBP,,,,,,-0.020633954674799535,-0.024691598652105965,0.0010275470107103943,,-0.02249418332577688
CCL27,-0.012481863525824628,-0.012869882617084496,0.06485486500119443,0.03092446425904497,-0.0072273419341157335,0.021233047590069935,0.04681302389028954,-0.023281595250357095,0.059887489988285074,0.03167404501103897
SERPING1,-0.02806656327844856,0.029808743182333175,0.048734438846597616,-0.013361877023085496,0.0552760540555169,-0.01980304617931559,-0.06939458773144216,-0.02355712145999653,-0.11410355852595165,-0.03794054710955869
AZGP1,-0.0009408920738657801,-0.02483252138712584,0.0412227277417274,,0.09584246527171278,0.031753022818463005,0.00013910905546009135,-0.01061815469861862,0.005137252707306704,-0.007999333798786742
INHA,-0.023940113368377976,0.009568443782388695,0.023037786364327777,-0.018335670173611728,0.05878622432129812,0.027966667959412533,0.006677824681620927,-0.018834946689647858,-0.033331864643813595,0.1069499588077877
SEMA3G,0.02988694018589989,-0.02421845151483983,0.0329741766857254,0.013665112004402472,-0.006127555287003617,,,-0.017376684179397882,0.04796871570651299,0.17969102374178922
COL6A1,0.006616160647423247,0.06465272503356732,0.044388887824444535,0.028323580600200522,0.0055900826487396,0.07245135478999466,-0.008660587753499437,0.030478585254710713,-0.08385404240923994,0.09634355214873122
FGF17,-0.03601707255011393,-0.013085766831614585,,,,-0.032778524543374786,-0.004394033473110593,,0.08303267332888516,-0.03418391847322159
TNFSF8,,,-0.04829868650525486,,,0.015885044579105684,-0.022848696687058464,0.04291342289035862,0.01163329284882104,-0.025330280045836484
FGF20,-0.010286992147627556,-0.025827860309033605,,0.09125307763676174,-0.035377768329297545,0.049336802811658184,-0.03565929445947756,0.011356472064479746,0.0024664498614672416,-0.01875106635419268
ICAM3,0.04240069398163913,-0.02821558390276961,0.006999926542539059,0.06226773749765598,0.06896180811886221,-0.05182967715414629,-0.013474194963094748,-0.00809618570952731,0.009383934361892476,-0.01903440331584589
LAMA4,0.03197605531042796,0.037577864259946435,0.06717044815993571,0.05160650495383111,0.08313949211984141,-0.024207213861315514,0.00881662620530471,-0.035336967952083104,-0.03077075839022239,0.0866334694869852
DLL4,-0.003844467972424004,-0.01802148175170951,0.0843985101902777,0.06876547534806315,0.043776982047872774,0.00653081901196529,-0.006364483116901264,-0.041663567409929804,0.004353281793677004,0.09104795395145633
SEMA3A,-0.0375058635943069,0.026767965600918542,0.07074373247073477,,,-0.018129105612285732,-0.05493289021953429,-0.04683130456868691,0.04017534066943333,0.044120301362132144
RLN2,,-0.007444552053410739,0.03830297493309285,,,-0.015482211571794389,,-0.02808073049181761,0.0037330756922323493,-0.022028917084759146
C5,0.0039717967040517116,-0.0007870398347560598,0.005224025810712526,-0.030014062318829825,0.04115904501280569,-0.03942772403799663,0.00760015168630682,-0.05674661939280535,-0.007719013211637934,0.030814324614949814
COMP,,,,,,,,-0.02019584157320358,-0.005939427269800983,
EDN2,-0.014102527397722964,,,,,,,,,
C1QA,0.06506037656740599,-0.003421246293294431,-0.06031994761293973,0.17594720411515802,0.030009349110118762,0.010236019979373876,0.058228192438680985,-0.03431477290668469,-0.09458954392558809,0.061599494929073975
UTS2B,0.07414071143053488,-0.031401041266369854,,0.0018246017184049513,,,,,-0.02006689855936153,
COL9A3,0.06599367236819838,0.01438608779423306,0.06283414453433032,0.10484632460174496,0.03520584905610115,0.09529457968888062,0.07523795410796554,0.02659779142736346,0.08738708271983602,0.08595518475987036
DLK1,,,-0.007497676921315632,,,,,,,0.09839466108987205
HGF,0.020542633661857126,0.030578606823022134,-0.005443083749973218,0.009971318982744426,0.025891365997062633,0.06744934577671727,0.012930785165807902,0.08863355211918451,0.06304238854673115,0.035241669345032485
P4HB,-0.04261073653280116,0.0010265209409615766,0.022390473037471086,0.030739681177318456,0.008727526726784672,0.0720862915487146,0.04139172383907333,-0.020008978994847826,-0.07644976286616942,0.005946220270555406
ADCYAP1,0.023199139373105845,-0.01321660795440838,,0.07632478189869266,0.03148397079273372,-0.014026380202619312,0.11754848309083017,-0.03400354002252268,0.03205020072518097,-0.032428882250802864
GREM1,-0.0023273435346559397,-0.014613384398229925,-0.06122711113983913,-0.08871708434141524,-0.04985345480340968,0.0061139583111624405,0.013914530894478399,0.026369316378965293,-0.026823516912235286,0.07798460293692241
EGF,-0.033845712658110975,-0.022399410816632433,0.04586320651679335,0.07853893314373635,-0.05056355683297996,0.0707883438148706,0.0009486844375288077,0.02016873147441663,0.0531040521334656,0.029405361837408054
VEGFB,0.02967105436736871,-0.043540472624844846,-0.08597247419840151,-0.034475398050061896,-0.02295577476381543,-0.0043821875259361,0.0008627235438471954,-0.050201155212350634,-0.06300658007782227,0.009502826520658182
FARP2,0.026050401780155958,-0.007608813545508266,-0.019598962424870348,0.02359151078450087,0.03390673171370266,-0.04244351694879398,-0.005540712006366701,-0.003842588879038068,-0.010374609669894556,0.03682117210165194
BMP3,,-0.018853757238181612,,,,,,,,
IHH,,0.04246753728055009,,,,-0.02026651867300837,-0.02429304575165161,,,
LAMA2,0.09387744763185724,0.032152518244523635,-0.014690817924316452,0.010613570967946321,0.04989919469134649,0.051734804907485527,-0.020886763098440436,0.0005130046380916123,-0.06591946785317998,0.09568299198826931
SERPINC1,,,,,,,-0.019915040283563258,,,
NRG1,-0.026173001770540202,-0.005338983176734008,0.07486939473619117,0.1299718577014924,0.05446095002852202,-0.032621820339614846,0.05004539173572185,,0.08281529894923138,-0.011645576432536907
SPINK1,-0.04219775343418666,,,,-0.038189046339182575,0.03235031337250123,-0.054381129844806204,,-0.010820442094864238,-0.05568630675841697
EFEMP2,-0.010738569467439745,0.04498035918725684,0.014292215210828029,-0.005198804702689902,0.014103073760473433,0.0964674850450034,0.01426190927477353,-0.016878244216658757,-0.06470206047208216,-0.02553735334703491
SELPLG,0.020879334031139854,0.020094335671070003,0.05791433157647301,0.0876232872624639,0.08945413226595914,0.005222659341124967,0.02017595172526575,0.007268660063550397,-0.011007896878314617,0.04068471465943686
GDF6,-0.023940111031521882,,,,,0.02255933387513389,0.03839078193586654,,,
HLA-E,-0.009081383289563812,-0.05559102444114834,-0.07348283944388256,0.14615541536121177,0.07917981735672142,0.03016933400893947,-0.022311343340849048,-0.002042105043073796,-0.03882971229178473,0.07498904557585649
PTN,0.0688968298866978,0.04438725101763293,-0.017475348814323815,0.08184053388461232,0.15198173637877604,0.11263496449299686,0.0929472191087112,0.0015939951820210362,0.12044621058966416,0.07011621341227736
CD274,-0.017405010795715187,-0.017334192261212408,0.0999201224534177,0.07782572335863894,-0.06746171913431791,0.05876911787696833,0.008325355190223288,0.03490510439467627,-0.0027557043848866806,0.01777055697444737
FGF10,,-0.016326901586676948,-0.043984645988521205,,,,,,,
CD14,-0.019031542891759064,-0.0005706637074200415,-0.04469696022827761,0.09258426474498742,0.10178366593564941,0.04637209406162722,0.031090082289236036,0.0341288952784249,-0.04673295947107994,0.02996314811404582
SFTPD,-0.022754972568069423,0.013992822431699222,-0.04680966923936547,-0.025358039459782596,-0.04381734536548247,0.015023200360301303,0.08676516553993746,0.0351007274130589,0.07622950083667651,-0.04394153060276534
SLIT1,-0.021205857613807035,0.005529045974697164,-0.15238275164541207,0.03651876629346969,0.09681085289106676,0.0837154602139384,0.0064248774556222975,0.05749123582171643,0.09121414520621847,0.05728366099277188
CNTF,,-0.014613383135229583,,,,,,-0.01737669103634747,,
BST1,-0.05228915260867128,-0.016587808737543293,0.014830038847158953,0.0245208367401927,-0.03272220512131657,0.05306600402151985,0.015939339115294115,-0.00484290852689266,0.0012298282046337627,0.03603854837183028
AGTRAP,0.025684222722993158,0.014626068614949594,0.09414775306398757,0.03774079301145404,0.11928239383979272,0.06636673826994104,0.06376801242814946,0.09839344328334683,-0.013583968931355847,0.03426199628517386
LAMC1,-9.97602603696875e-05,0.019628154146696164,0.04308636059229328,0.051379934603707184,0.06405018773477374,0.03589687979784768,-0.00040859051238001425,0.031206178461087253,-0.035151407900460216,0.0991595976258018
COL6A3,0.019406869860069637,0.022115879127777786,0.10384595798637093,0.03871091687203858,-0.0007002061522297977,0.04465259400517913,-0.024061409915102965,-0.03839437075034078,-0.0688971086712972,0.0792764163453126
FN1,0.004042399171887122,0.011401984278220981,0.06391864976325655,0.05697114926398396,0.030674108180021736,-0.0004524910623682369,-0.0001489354182020906,0.004050097745097406,-0.0684912772406167,0.0008352795279307171
MIF,-0.034503508110877,-0.04494662918867366,0.01372146806700462,-0.15577425580896614,-0.020567827443142114,0.04267413223508706,-0.00940672187386187,0.0654090514397088,0.06452673388946735,-0.10227963010320673
JAG1,0.005984825677909993,0.014970113129993929,-0.06440248239810316,0.09947033351590819,-0.02379790303946599,-0.0439078535668558,-0.014136700473243457,0.06734790230545938,-0.059585169812792486,0.05272921605022089
NID2,0.011475185729209364,0.03569297572256877,0.0318516615251624,0.03252282207969067,0.02851129351389134,0.024059177578043274,-0.006064104478535348,-0.005922511615373939,-0.013800349629965635,0.032854100865251264
EFNB1,0.026397856486930747,0.027578959422692655,-0.022188961982131977,0.10954045856217323,0.05080203917687778,0.06209026426538113,0.033323864850801015,-0.0020990793934715798,0.06106905334856385,0.10395619209177921
COL4A2,0.03241705161481954,-0.032987035927677766,0.07367558712183452,0.05210529187221004,0.06192521253686799,0.009478457902738418,-0.0020948889996809414,0.0516790137253971,-0.02612584099237871,0.09364676289404092
SPP1,-0.07865758510080911,0.021536923392409354,-0.012688238626498087,-0.16426379399074997,-0.12205912877476992,0.06567328333189552,0.06498944355163838,-0.010311977701986651,-0.051089729948089066,-0.030121820541058105
PODXL2,0.016051466437862188,-0.004176839344639086,0.0050373796184844215,-0.1011063900492116,0.014720593726488176,0.009314488414247087,0.053324148412215666,0.03727332007328074,0.11928558907373518,0.04839105057798262
IFNE,,0.05413762290901328,,,,,,,,
FGF9,-0.004905601914446494,-0.011304786794773758,,,,-0.033134333559177054,0.022549221746023276,,0.03814186570388895,0.003030256494087484
ITIH2,-0.023834456375862033,0.030810473091424095,,-0.02252743207431915,-0.06365770995001474,0.041092783865096516,-0.01757148604904605,0.036783810709764955,-0.060361674887581374,0.13883647679657743
ADAM10,-0.018474425746427766,0.0265949319651572,0.01613883121669837,0.040814262960665294,0.045727142830227,0.08141975210765681,-0.06193732548091201,-0.032403945506545344,-0.010419051478982524,-0.036193463472218856
CFH,0.019977224530595764,-0.018443147052033773,0.06137827443487833,0.006959533891278295,0.10883597320602346,0.020318000042268598,0.0018148796697197171,-0.0341086471542831,-0.012688575074432117,0.058037720314395226
COL4A5,0.013196053216038606,0.015065002834788606,0.03305059119214423,-0.03763991006322983,0.02852689623106101,-0.034233127867624946,0.029430993206769434,0.01869929770200604,0.04287574588960975,-0.00691179663024979
LTBP3,0.03429785386059247,-0.027531889070823656,-0.03435519779428209,-0.1402746826188189,0.004373021822285245,0.014543298063713336,-0.06604285777086633,-0.01280777299158751,-0.06115390765868382,-0.055867790748195326
GNB3,-0.035045182505046714,0.005002823918802722,0.025527112917875284,0.004645823142224189,0.00306850968697117,0.013216631511701922,0.06718025342691893,-0.02968977501000331,-0.008531982951122688,0.027208586361436134
COL6A2,-0.008898295796368154,-0.01280647196804152,-0.001450500408446784,0.027986781142088458,0.07668110575835928,0.07185130817101194,-0.016098289085032302,0.004266352841456176,-0.06344165436842127,0.10180817679448885
GDF9,0.010878696675986687,-0.022399410697412945,0.07908289907809099,-0.012784606472816661,-0.03597850926730383,0.08039687572538097,0.020174302703569867,-0.02551046280516501,-0.0060994388217082895,0.008429549830939603
NCAM1,0.06349642063750437,0.016617684839665726,-0.1664162573964513,-0.08203868676858275,-0.05887793707067166,-0.005322907400259637,-0.014751674495334419,0.04683638795521025,0.07832062597175699,-0.04742082336934017
APOC2,0.015844725675163197,-0.0021355792167149705,0.0006267901126818929,0.15955862896755155,0.08685249159536951,0.055048734809564,0.0910199288620457,-0.0006802950998770802,0.06110822912268838,-0.03956712830837884
BST2,0.05260397985233204,-0.047705202607657655,0.08817757944086536,-0.044272543201147686,0.10190422916525069,0.040376076488721505,-0.002322510734887778,0.005273377483481809,0.01731250556496099,0.02231794257594287
COL5A1,0.005333507810327683,0.04641120301812081,0.02696968525099503,0.033407030521897946,0.0031362862849960353,0.08119481634816808,0.013950280441395764,-0.008805394775156001,-0.07430027688781347,-0.022483018806673083
CALM3,-0.028355024979788597,-0.015931737691822746,0.014295267512478178,-0.00402488322768166,-0.014334121984206992,-0.04056247532961165,-0.02000758695113448,0.057171177940019594,-0.03740274037956022,0.008891379669563293
THBS2,-0.018538505864996602,0.038917893848734515,0.019763293016729615,0.13421320794799144,-0.047040429940390975,0.029625131106332553,-0.03019706051299384,0.008636659566669279,-0.035389313674389695,0.009455165962804433
SERPINE2,0.041471587172736336,0.040486842104308404,0.005478122803986866,-0.18321445179215565,0.03506743104237275,0.0763580220382918,0.05704235554922821,-0.012302839794762477,0.11621637299420759,0.022170710389390863
EFNB2,-0.015298449832248935,0.017927691715726706,0.01350355127317195,0.013161977812285121,-0.0027184819644298147,-0.02340953597206735,0.0062884451428049624,-0.0014453686347344877,-0.004442060905599637,0.059849593122386795
PROK1,0.007818652870896432,,,,,0.012926278281676546,-0.021984636710914034,-0.017376674074434335,,-0.004036496984239288
LACRT,,-0.020677788911622256,,,,,,,,
MMP9,0.010796977209778284,,-0.011548914340447664,0.12282320964144484,0.09571393288662451,0.045569938785488935,-0.005994981629599498,0.053032508493491795,-0.03322873049547768,-0.017094418417855327
DMP1,-0.016906333321717062,,,,,,,,,-0.021313753087724957
NPPA,-0.004786419020421707,0.020671852604962397,-0.056638684717942867,0.07615219080431787,0.007514955476353417,0.10269557863834411,0.054561098102107554,-0.051086161894236495,0.020966992842984283,0.03895120680938319
APOB,,-0.015257536742722642,,,0.026736616063988552,,,-0.019067955884121163,0.03770518862445717,-0.025122270622881908
C4B,,,0.10241057637526728,,,,,-0.01929834272108142,-0.017128786284240888,
NTNG2,-0.0028299448119363502,-0.011757344391438444,-0.13052641060646217,0.07655733612332434,-0.01264534177123318,0.01829289359851776,-0.03668819698396406,0.07072348144954542,0.03072658719547086,-0.00861344443029699
LAMA1,0.019362906500076757,0.005409864567397812,,0.05559847118789512,0.09156398094697264,0.028369043292213104,0.030629076930626907,0.05893616497481182,0.07967707769817327,-0.00796864229760644
UCN,-0.020570502394982305,-0.021611286621288688,-0.04423891059850033,0.010580520159510384,0.012925053538422309,0.008553871006959769,0.059319961009363834,0.06672338216030126,0.04376338245011065,0.046483997924547896
ARTN,-0.02242243970862269,,,-0.08465170723275332,-0.030795690245198553,0.002701090327507252,0.01289734791851667,-0.02404457242964168,0.049136814982451725,-0.036229796988957036
PDGFD,0.04754618655946573,-0.022729720697858138,-0.04802470731912186,0.04967638283586233,0.10388957462482312,0.006651414773190185,-0.03987525830955522,0.054079900351000874,0.05138957380965641,0.08356439824407436
EDN1,0.02376674295957885,-0.030244076372926736,0.04241514280973743,-0.034281117083753476,-0.03338925585842386,-0.0022965110281128248,0.01889022500345962,0.0504920229562271,0.05703248090577823,0.046214628784273334
ARPC5,-0.012495826555469266,-0.02538667364530212,-0.10654622282061516,0.10857766379736716,0.016834346151677053,-0.018376261151033205,0.011482886373558333,0.048969161792050846,-0.07257952066688324,0.016324298419141174
GSTO1,0.002695303054174153,-0.027470707685404994,-0.0705050593513565,0.06285699017727758,-0.013491221963850351,-0.02480721454686647,0.07759542139933022,0.009532551427214007,-0.0328510635242483,-0.02052759160975418
PROK2,,-0.024933591090499124,,,,-0.013452834398636123,0.03322325843377622,,0.015242908858514247,
SYK,-0.01851652389303,-0.0287925871713396,0.005780906466486823,0.06598058172144564,0.006803668538015427,-0.06807488497816153,0.037639384329717356,-0.03458948439924575,0.01112049273768156,0.07302508827440901
CD40LG,,,,,,,,,0.03210283248593431,
ST6GAL1,0.09834299991961495,0.005980025221479776,0.03432535794703142,0.04496451110868265,0.0539150630780321,-0.04162020348115844,-0.011121807441744904,0.07203480117261651,0.04543950528727689,0.054253212607093225
WNT3,0.06356437260564893,0.055542563156898414,0.010474669638798754,0.0869492339014222,0.012988872851948264,0.02429881244649191,-0.033254872908513713,-0.021077477337543643,-0.02391121383227588,-0.05070237906330214
HSP90B1,-0.017565217024591597,0.016658357705790734,-0.022927907691275593,0.011250038203517746,-0.10877804462829817,0.01973837011277922,0.026856674179794593,-0.0025982745173421112,-0.06464214669932117,0.041541529320567504
ZP3,-0.010404711362943011,-0.015257538100583659,-0.012586167827014685,0.0677783770995417,0.10148156569064726,0.04622470806473392,0.08727345931692955,0.06397544661668686,0.0813514081460814,0.0087909427327664
ANGPT4,0.012672426304470526,,,,,,,0.08442522412030745,,
NRG2,-0.025968447060728674,-0.03939311010449992,0.052150603593219234,0.027770078223209007,-0.00911331667676225,0.01318846388709945,-0.018739825130915697,-0.043849102407743645,0.10858000908619364,0.016893491198726934
MELTF,0.010241902107860868,-0.0016546441535760749,0.007456190393661835,0.1232092068803445,0.048101797083851434,-0.01514050079339137,0.012974370159844232,-0.032527094196093426,0.0879601355966727,-0.02043553407499487
NLGN1,-0.06189313971535842,0.013182460284212428,-0.02981702058049949,-0.008917660525602963,0.03848778300086626,-0.014171239233081738,0.01252187940859304,0.022507763197795197,0.039798483496705325,-0.021970706064960977
SLIT3,-0.01836258376291451,-0.05702054421130598,0.05945344312056727,0.01131068529759885,-0.007933074142541338,-0.008502917799076899,0.010391702934806056,-0.024418199179762737,-0.008224102444257732,0.056451339972693006
CCL8,0.07321174346720156,-0.013768051057454657,0.020154853890297572,0.14530632671584745,0.1139470034145794,-0.03841335264868418,-0.01507336712594773,,0.048179330506863696,0.011700693260877122
S100A4,-0.003251913042370919,-0.01561387555256144,0.06576028835297638,0.08200828984303722,0.013240703406779294,0.0382077773551609,0.07504209863285809,0.014625599719732405,-0.028720391509018974,-0.029961068507549714
TNFSF13B,-0.039756968460590264,0.0005900814084966879,0.007971163498693935,0.03645923490578521,0.08158190973498754,-0.03257649875090947,0.0268083120058948,-0.01684999290985935,0.029044851390435972,-0.05473350090564514
HSPG2,0.04356343261317085,0.02325258520121955,0.09911413880838593,0.04685219155418684,0.05972433679956744,0.02609590126421567,-0.00446227623963251,-0.002825516976778103,-0.04725882230718014,0.09786674678999982
FAM3C,-0.038671151930954474,0.049013173993861375,-0.003113083755184431,0.031681693202349766,0.034655390549779695,0.005873852686719543,0.008122689053004204,-0.04549706463680586,-0.04568125258500071,-0.023188564259961863
FLT3LG,0.03791693443672122,-0.004445162989985482,0.1767348302031866,-0.010541530986680267,0.09047037183368505,-0.015472593579665381,0.10665883824777042,-0.03594275537119643,0.02479857988191164,0.01724949274615826
A2M,0.03888963188337705,0.01460095464514743,0.011542321944645887,0.09895191511321672,0.03774271134988277,0.07193360414153076,0.09623746306418132,-0.04986896175237171,-0.05182816641624518,-0.03745502936786769
VCL,-0.007400774902453205,0.041745038909993835,0.05645601210095443,-0.008225689073974187,0.11868808618995098,0.02711530944159222,0.0016835550301230386,-0.028311930938317357,-0.03474440621191028,0.052969371924152
FGF2,0.01287950141415629,-0.045642355786059415,-0.004095608466540085,-0.03499927179316419,0.05185090423891075,-0.013866696708992527,0.011156152541772057,-0.06074099660611038,-0.0026839402737009357,0.06515143285788892
AGRP,,,-0.03367182212829435,-0.03108970978560715,-0.06436182157509567,0.011899455496672,-0.01707213644078414,,,-0.01875106172209057
CNTN3,0.000833112066971995,0.05709787493609091,,0.10787265170843671,,-0.06322928591836159,0.02350786689345545,-0.02724679863350932,,-0.0010600891472697929
RNASE2,0.05969568906872243,-0.022478010156898754,0.015376024420415666,0.07996173685294633,0.019716966583569143,0.024290893229521212,0.052394194133462885,0.023314110488903878,0.01803928581478492,0.01572908387495078
ADM2,-0.018819313271522475,,,0.025151701662310833,,,,,-0.015898862246825036,-0.020070232334791886
GAL,-0.04093384925265415,0.04404640265732481,-0.01808460524700899,0.07392905705142225,0.026708565932131036,-0.037196622102376696,-0.02595056189021185,,-0.015685107729589986,-0.049590021940671594
IL36B,,,,,,,,,,-0.026943347049714055
CXCL6,-0.014102525195099557,-0.017885985168436865,,,,-0.012096461042593543,0.03631563659564093,,-0.00021780608414941424,0.02299530888435723
PDGFC,-0.04307516562858979,-0.013177281883016244,0.04941461642473274,-0.008654720528036742,0.04023409406571157,-0.00011296021444904365,-0.020135885585586672,0.019953394594767443,0.007141471873331114,0.01518697779778186
COL8A2,0.00989621870577,-0.028309232764101237,-0.058608217079125564,0.02896726247592723,0.062324428810799345,-0.01249210665602142,0.020798215395847093,-0.03814812019349107,0.01349538244471519,-0.04282920258102005
SPON2,0.03475330131470752,-0.026207078034993028,0.0943562679426794,0.05378711246583544,-0.03487284753582473,-0.02728814487475181,-0.005203451215735049,-0.02625225889417997,-0.059119095994668656,0.08523950638537257
LCN2,,,,,,-0.03371894327084283,0.044017290207140854,,,
SEMA3D,-0.013405258227989764,0.05147595327670191,,-0.06733303329324108,0.0762675769405049,,,0.017431856841585734,,-0.006809257009898851
BMP6,-0.01617310249830429,0.0025658961492082796,,,,0.019735235216875483,0.005150923826818129,-0.022891712479038637,0.07815855072374094,0.10651066968753307
TIMP2,0.06009033364290339,-0.018527570839678934,-0.09984394873025097,-0.029545785893138467,-0.03834244878831441,0.050631162182869484,-0.010165524208068462,0.019343965555185402,-0.08451190649725385,0.057320270334569184
EFNA1,-0.038052012909010384,-0.0441330275275848,0.07856964844270971,0.09144492815629224,-0.07246301476436048,0.07245085835620192,0.03414137657793339,0.056985632703280414,-0.007128301138956728,0.01978874946263703
S100A12,-0.019334154174962127,,,,,0.05840676037263631,,-0.018599268068485837,-0.017325823985215327,-0.01762983106281607
TFPI,-0.03453391283361745,-0.03429742022434194,-0.012828784081911154,-0.03749456886412782,0.02992451924291471,0.022397424985074067,-0.016872164179235274,-0.0367225544997468,-0.033196980406871066,0.09153120190823957
GPC3,0.0011544852834663964,0.038746147284832576,,0.0663336110705707,-0.03652594473327817,-0.06558847272276945,-0.016781127599075737,-9.697960219261489e-05,-0.02682126279785854,-0.006932310266059213
NMU,-0.008898539713634267,-0.018156041764746802,-0.06869807683122851,0.056073235147097056,-0.007545817210487164,0.04004071226174936,0.057772653247318215,,0.03738625128022247,0.018073089237165437
SCGB3A2,-0.022085570177976785,,,,,0.0036955897294803377,-0.030925417996051942,,-0.025010146151078463,-0.02057594535513613
LAMB3,-0.026278588645447774,0.04427181813179816,0.05639208368843916,0.15877225321663777,-0.053879115959050754,0.025307252506410485,0.05721457256444481,0.036327506793294446,-0.054844395757706756,0.06660747870466754
