,UKF259,UKF269,UKF275,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916inf
COL1A1,-0.0034904066078855454,-0.040497616832839776,0.007216091056098811,0.009708870537658723,0.017252025836820287,-0.041861409705240105,-0.07604529209966461,-0.07993251319403681
LAMB2,0.012631714633070636,0.10636015440694588,-0.006856501511759668,-0.009951108450976234,-0.009650415292550464,0.006035934858439409,-0.05937559405715024,0.03054158532365488
DSC2,0.04365767321032502,-0.020363275754093222,0.016240987768774563,0.059187610249819674,0.00981371430807767,-0.028363235209785745,-0.008882489613610338,0.024527461583587283
WNT5B,-0.04291008889122436,0.12981687717295462,0.002007925553107445,-0.03611080085786043,0.014964417996943051,,-0.05079371336116178,0.02515114903139796
LEFTY1,0.036875797243978,0.05053617100674944,-0.018728748808821406,-0.031593514110970895,-0.026408625209887127,0.006879741970512987,-0.02185019339165925,
FGL1,-0.013447200479006606,-0.027557972861923744,,,-0.025373042745815786,,,-0.026057841700591326
CXCL5,0.10312701561517762,0.013922497832048306,-0.012109812302064666,,-0.03529978573958529,,0.06754773177434649,-0.03630018141172715
S100A1,0.05623909231576709,-0.08867488272914274,-0.059332388094479396,-0.07447903607808667,0.04338153253255803,-0.07543165510076699,0.06360125615054095,0.08650209565008428
C4BPA,0.061335221579241546,,-0.014393560817080908,,,,-0.0007473352372856001,
NPTX1,0.01992272436990148,-0.09021958064279675,-0.015671828167426967,-0.04245541299496235,-0.015562919208669852,-0.0008256229995829198,,-0.12000059358967596
TGS1,0.047964892528413156,-0.007505032483714784,-0.054409823049334685,-0.06810181914328163,0.04080808535409939,0.054076066487267385,0.07445055061092565,-0.0401087505370983
SST,0.029777464729440987,-0.10797716460326634,-0.041487056340769504,,0.07909462295087868,0.10380436258653962,,0.06508604025105935
IL34,0.00458508432906183,-0.02116488074265268,-0.03886272256027409,0.024466744504015384,0.08385117839953558,-0.08266464758945302,-0.012561815656894234,-0.015293867240038558
DHH,,,,,-0.02741181393038817,,-0.002990400782708095,
XCL2,,,-0.015458694064979461,,,,0.017078267005764876,
TF,-0.0013409703690782791,-0.04878627247620376,-0.033278728479831425,0.029205530193178234,0.01717872219969455,-0.012759219315807147,0.023693388968806826,0.02242445037722639
IL33,0.009475281709001486,0.05092097103319671,0.007971360371572858,-0.016735740864490624,-0.02194883136026556,0.019126749650253405,0.019497930560938837,0.06139866788171516
RBP4,-0.0026146440967461833,-0.037082744776164044,-0.030623575708054487,-0.03850569640040624,-0.0206275197564235,0.08956627528562063,-0.02732955411878613,-0.028723050650090166
CCL19,,,-0.00919539427080993,-0.018188193518104946,,,0.04716386775743012,
CCL20,0.017416289333837754,-0.019857865742330668,-0.04169544625898111,,-0.01733123004331154,,0.011651382173168502,
NAMPT,0.05058655410981204,0.06538060633366342,0.0069796584805904525,0.006314544942594346,0.01314046220228979,-0.013479582110055578,-0.029243128837765805,0.191292251089763
