,MGH258,UKF259,UKF260,UKF266,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8812bulk,ZH916bulk
ALOX5AP,-0.11082319550735198,0.06507812359854627,-0.08214285499660398,-0.005278488413976633,-0.044191871137400605,0.07273938177081836,-0.08954901493196804,0.06711681821111617,0.029688183567233614,-0.058052097362034184
IL1RN,0.03578685777877273,-0.0037465044598097037,-0.03205371003225206,-0.0245523325061379,-0.01325844567819922,,0.02344350082521492,-0.009457385359948535,,-0.018398117064927322
NPW,,-0.017932780517632675,0.07678152184149153,-0.02543253199012278,-0.014767021804637293,0.0626955818293809,-0.04223811271153168,-0.06523847895834615,0.03292878383237932,-0.003846828128281903
CXCL9,-0.05454693744277829,0.0501012604767168,0.006215626516282444,,,0.05872071237189838,,-0.05517276767107599,0.0028540875337267277,0.006726848748568745
ANGPTL4,-0.0138354941440014,-0.06641907490336196,-0.06856629088528803,-0.05596617694473681,-0.061650011210604344,0.04484950186675818,-0.1223616355298596,0.01413009301692209,-0.023041043894677274,0.015604223381476242
UCN2,,-0.01243448361613992,,,,,0.03890132070024518,,,
OBP2A,,,,,,0.020103692884517924,0.1654297993866048,,,
COL4A3,,0.022574886156034098,-0.02232680674627655,,-0.01672051537380412,,,,0.0539087965347927,-0.027658681901980186
NRG3,0.043617711071711675,-0.01829267778257143,0.011662482615331492,0.09326199232408096,0.006152784057154272,0.08331349858913101,,0.037162280353520386,0.06860998035891529,0.07983712784136808
IL23A,,-0.01956309977665131,0.029107907291993203,,-0.020343373897674936,-0.027050367453063794,-0.034495181235694554,0.049872597337094794,,-0.032874236605748515
COLQ,-0.0035443590329159147,0.011219656830824072,0.016244049821560788,0.057863084734206906,-0.017152780749040822,0.1695923317888793,-0.07330411227345467,0.05719197799540954,0.05601759003474906,0.006908997761905733
TNFSF12,-0.040969661250597054,0.029226548546124696,-0.0061406077797135665,0.0033330438092979047,0.023338359456615682,0.009365638103992257,0.04204986565741165,0.09695534370362083,0.07308276230307653,0.01460283600667991
DKK2,,-0.012617800666588037,0.11159836289993816,-0.024126444040848433,,,,,,0.019608063823721194
FYN,-0.010765749971015731,0.02476131481980062,0.09997253509595544,-0.01745770425150977,-0.022914628665781967,0.04040789178646303,0.06133328043740329,0.04307784279937845,0.024013098041373283,0.031315831054901704
ACE,0.016693025868939768,-0.010122990628501282,0.06816980862681572,-0.009621705639466656,0.003030459301097226,0.10028050914591687,0.13319481057590865,0.04461541852017672,0.08819293134255185,0.05141133617639369
IL18,-0.11454184980125451,0.005354150876791829,0.047496958594298304,0.004775198432384193,-0.018942918690303328,0.09002973296463047,0.03405329868189002,0.08092627793062604,-0.024410665400425705,0.02079086960173475
PPBP,,,-0.015984170393277156,,,,,,-0.005196632820393534,0.03021120073672964
CCL27,-0.020422587620425845,-0.02929542083351488,-0.019992568358859177,,0.0384667465227505,-0.027050366742901694,0.037093103276432254,-0.024125695669178018,0.010120033323395955,0.01641572229341534
SERPING1,0.009802218531147383,0.03752314000361811,-0.018961075377559554,-0.016806961894070244,-0.02744177809103399,0.018165044574762316,-0.11897248387982115,0.08498139075039643,0.132298657392844,0.09778378537433563
AZGP1,0.0255466364482488,-0.04976428612835312,-0.0060093074043403106,-0.02678122422615287,0.01714216771059397,0.06431972697604788,-0.014157917268116625,,0.1032277997159006,0.04820261009279934
INHA,0.005898682523329435,0.06445367080222958,0.007648051463756623,0.0408069104563343,0.038560587005055456,,-0.016288140705361026,-0.02343360136006834,0.058268089945843406,0.04440872945534175
SEMA3G,-0.030985491913865213,-0.023442192777532428,-0.00018336158079229343,0.03163325446665012,0.018583970576100582,-0.030527042947406116,0.15757206589779268,0.010189155477286087,0.10975176839379193,0.033598848436067565
COL6A1,0.05930836108915664,-0.011080586887402898,-0.0654580315404905,-0.036696046660471576,-0.06268678772819075,0.17179981986380233,0.04502017000732052,0.009627408988814938,0.12273955203903696,0.1142239585053789
FGF17,,0.028115724866432542,0.12463179384938583,-0.03425461217223057,-0.017553979907316986,,,,,0.11973612176716368
TNFSF8,-0.022172840533899566,-0.015862004680975237,-0.015984166250082983,,,-0.03307889963892797,0.13295422729673917,,0.028103793388843962,0.048638483120900015
FGF20,0.086139015934143,-0.03946792104889165,0.03605095324075627,0.051521145582759276,0.06860906909363088,-0.023342088946714093,,-0.009640101071661817,-0.0184104431509271,0.02538018154974339
ICAM3,-0.005413229812354064,0.02213326829221873,0.015688567388167343,-0.003142021879624962,0.009647288951071125,0.044809072419165596,-0.07392535873146708,0.08337919674407786,0.05315679802336382,0.014585060029410178
LAMA4,0.060510470644150875,0.035790848951326684,-0.06989659295232586,-0.008014950110413605,0.00969355666738763,0.13739255953347973,0.18630167661229996,0.15830317004412958,0.15294601024243787,0.05472506360934579
DLL4,0.005066570256576124,-0.0455347163613607,-0.05271734068821079,-0.05513884716668554,0.0071360296785689245,0.14859057816856558,0.08160947081137111,0.13947384299379192,0.09976699763750682,0.09389773734521768
SEMA3A,0.03474879544391794,0.004085018737257072,0.02453588455487374,-0.020506238742403655,0.051965468756485646,-0.016857221972938645,0.016800379162282084,,0.018639011875348215,0.026909045434250385
RLN2,,-0.016007819974394297,-0.024517221148728296,-0.0252151316400721,-0.012718057430505803,,0.14748598725380446,,0.08829499597493268,0.11787528468945303
C5,-0.008662498640266266,0.004018904984920331,0.007525954174313978,0.011670711835153414,-0.027224605493594466,0.00960337529679154,0.04891882333499289,-0.0075604798338735025,0.003762203046510946,0.04425686083980251
COMP,,,,,,,,,0.011388998899989962,
EDN2,,,-0.02102185079361281,,-0.03351801368821253,,,,,
C1QA,-0.11625812718681526,0.04603446044942712,0.027895118661242647,0.02244194000972963,-0.010404716427410721,-0.002110969001577204,-0.014320330775042115,0.13811690037086266,0.10011754162618082,0.061728296359804063
UTS2B,0.15131878220090694,0.02020262111780415,-0.017531662520277106,-0.018769253835957393,,,,-0.03399158272887836,,
COL9A3,-0.003013023333767946,0.026747692512169872,0.039656048560324286,-0.03584282831748823,-0.01927926461793414,0.0027634606132352505,-0.025565249000149923,0.07566149340093116,-0.08086644802518578,0.1307900543796428
DLK1,,-0.026643261339458907,-0.01427883864703177,0.009625500234080521,,0.17922086739110776,-0.08610612573270057,,,0.13561000794891565
HGF,-0.026540125510599106,0.014245783728266032,0.03290003245829192,-0.009010281398990658,0.10383569343323734,0.03842596764526349,-0.027571260519015164,0.1241793706337701,0.04790055322276293,0.04653990519578609
P4HB,-0.02005111874363614,-0.018186555343379672,-0.12326935496829841,-0.0222300419523327,-0.032776693094135216,0.07677998906616017,0.026139529344126673,-0.00378897910052081,0.0955695983117281,0.05453465481618806
ADCYAP1,0.0024381545252319015,0.03584907109039761,-0.0038790968527394535,0.020264046525131058,0.08946277757531822,0.22948572963328304,,0.05901607744930455,0.1283599844606304,0.09729896585254812
GREM1,0.03841844718373689,-0.013835774929648033,0.01825152659265297,-0.05159320810177333,-0.043201804615487616,0.005990614499145183,0.11868023769521296,-0.02632555314691243,-0.08560995451984067,0.0385747351488715
EGF,0.012659392179363094,0.00037633505001076365,0.04079563177200425,-0.005691966258136775,-0.023148272074468092,-0.024507830451639886,0.050854750219475185,-0.03580117160105355,-0.018322023003495776,-0.040860365049566895
VEGFB,-0.06248747414597725,-0.01809420296277268,-0.03500111831836247,0.017211903364381716,-0.01945216899437561,-0.03172632400085946,-0.01497774159499978,-0.02168348301183483,0.04519777380490999,-0.014575315229059206
FARP2,0.08356728074370545,0.0222302829625203,-0.05344953249526355,0.021973500202408583,-0.0292460965966907,0.02256544351937204,-0.053158475773056324,0.038916298903145255,0.030768203280022267,0.022327254325040232
BMP3,,,,0.024644460729007896,,,,,,
LAMA2,-0.022197097302711254,0.02913902466388403,-0.030512126997442587,0.0078124991681372,0.04283692708388142,0.04369361099442205,0.1313857099194671,-0.024082949601996424,0.04312307720586102,0.03564291384914045
NRG1,,0.013369829660960933,-0.00862720173717975,0.019929032553838093,0.05897536391282884,0.03759789021741624,-0.0489540387471635,0.11308065722265152,,0.0003191084521759288
SPINK1,,-0.02234615591960311,-0.02858420355143005,,-0.012718057430505803,,,,,-0.07124893640699313
EFEMP2,0.006458435304009945,-0.035670397869441386,-0.03401004232162818,0.008864041181325595,-0.06510362840711782,0.10999223593362703,-0.02088141747814324,0.09898521699286014,0.1216318088673277,0.06862657854910965
SELPLG,0.022004914617129022,0.028760437273798935,0.06822105939440007,-0.04037198477419257,-0.026078859537989475,0.017539092735601468,-0.08092823944698248,0.03375564823100318,-0.03004081671501852,0.04220629016416248
GDF6,,-0.017932782069156883,,-0.037455492395501236,,,,,,
HLA-E,0.0587173452271846,0.029119360368246982,0.005926992330462496,-0.058079931689891305,-0.030872944795568524,-0.02201134120892722,0.010353202926843668,0.046617267164423035,0.06062515407272763,0.08484777097157203
PTN,0.11262013560808345,0.045212694519328855,0.028133953580947908,-0.053672197332836985,-0.024903892614058145,0.10598786251411858,-0.007465454270972693,0.054473090901727673,0.15065667483432083,0.08102575801417847
CD274,0.06667639713309113,0.04020168174368124,-0.03175060155814478,0.056308691557814115,0.04603167388080035,0.06009904983015005,0.002490973481346758,0.09633167971055068,0.06864151422429715,0.08758072201653484
FGF10,,,,,,,-0.02581509135106588,,,
CD14,-0.06530438619330965,0.005008639882168316,-0.1062179595853839,-0.05296940688352453,-0.05896639897301232,-0.059343801672810836,-0.09390128820504925,0.03074851351052019,0.10400120911911925,-0.03125209050005501
SFTPD,,,-0.01795062963015056,0.06357728122468037,-0.021503695239538056,-0.030976085796907905,-0.015616719950184332,0.019043454705332516,0.02963525148238306,-0.012202637397648592
SLIT1,0.07514721479798392,-0.026371050941305773,0.04688861423314162,-0.0181143304716047,0.04774644589604747,-0.06816876160461885,0.0328972578356051,-0.011866878497473518,0.008796301745695961,0.1008480885213707
LPA,,,,0.06006097273278947,,,,,,
CNTF,-0.02425251975897306,-0.012617799369475184,-0.015984167708953802,,-0.014767021873103298,,,,-0.005016373565075007,
BST1,0.04454296035560669,0.02733703898047952,-0.0231724544917495,0.033953174397046496,-0.007599689456679764,0.10141120949933041,0.07397912077392461,0.08387445111971521,0.027073063541262935,0.024414119642761675
AGTRAP,-0.021483935947952518,0.04564195772252766,-0.013000814445411396,-0.04525517647872572,-0.04195671559064606,0.03223582594854622,0.05599662196427692,0.05470968753682302,0.07409446560982642,0.0035870943117394844
LAMC1,0.08813164654882973,0.05760956260133845,-0.0336099816146473,-0.09650323901596577,-0.046173059380837524,0.12981136655812944,0.1684701508867777,0.07346883330295842,0.1135109955612406,0.08353882531210244
COL6A3,0.172208504332834,0.0007195008904384138,-0.018984810092484133,-0.011715582717616413,-0.0002210048667396164,0.10033962782624319,0.15789411786850627,0.004926947106640554,0.03630316922665623,0.11723159896884991
FN1,0.09367063850323715,-0.028541429061500267,-0.04604712133308113,-0.03182516223646327,-0.031923833668064804,0.18953369307968562,0.2176990806395408,0.07947671878026313,0.1626756309615502,0.08873742448076065
MIF,-0.06687405670009129,-0.027670610714351854,-0.02516138664791533,0.03814348409614199,0.00011864636973128959,-0.04678826245342577,-0.15290254769079972,-0.11797368883130849,-0.005275318849720001,-0.11712065765170983
JAG1,0.06990754560286844,-0.009693150771872733,-0.011281552931304856,0.0021348787459215604,-0.050838987915182966,0.05945110878932257,0.10379825573663284,0.08986995756053101,0.13193885387819138,0.03144847039266788
NID2,0.01071477280799687,-0.015175314423022467,-0.0045378657234116096,-0.06416300522946466,0.05764975405538833,0.17783363886892156,0.07559564717573966,0.0457420873840227,0.13424591163402055,0.015512783992373482
EFNB1,-0.033001024688129654,0.022620778400363622,0.04358536779221108,0.010550890255758541,-0.015136638540542799,0.0668025709787951,0.02375494141454638,-0.007477339491356622,0.055441158711177226,-0.00024928551500766317
COL4A2,0.11459961224378243,-0.05366156436094017,0.012735558122443189,-0.01833543336390221,-0.018412736041854248,0.1440712437768144,0.14871128344278906,0.13601509813467982,0.1478177940507274,0.14606171594583647
SPP1,-0.11607935098064458,0.01908278845211999,-0.13415199790440616,-0.065171116478415,-0.08866748104551223,0.10342386197006351,-0.12378767680879592,-0.05452147407482188,0.07754955143941755,0.0182687082482905
PODXL2,-0.06728994187187393,0.02223317454572034,0.10090221002215641,-0.005013143561949924,-0.027017787172598538,0.034318619007661685,0.017457433092911367,0.06738381033032947,0.1330369176003236,0.13048378110503017
FGF9,-0.022172844079726174,0.003366966467714239,0.07374278970904144,0.028138216535016216,0.02176463540513083,,,,,0.20359304955181073
ITIH2,-0.01122542885704241,-0.016857867055782263,0.00535733387341422,-0.004322572496228282,-0.020697496030619454,,,0.014141620363158773,0.07809580051099108,0.032105933078869
ADAM10,-0.008175468505043514,0.00015007031958364222,-0.01288748204482861,0.02398876430318805,-0.015589645532662186,0.0686394721690699,-0.021917911463512085,0.050438308324146114,0.013520484027165732,0.044937299509709774
CFH,-0.043727735583609435,0.008819884836458767,0.06999266793467436,-0.010596436083436663,-0.014891214277820862,0.0773149094506392,0.17362480347763987,-0.02709147668994905,0.14634899360851422,0.06087082978279469
COL4A5,-0.04215903455606706,0.002505183514251052,0.024488237265040402,0.02371009704865712,-0.006314763896139678,0.11737184132173137,0.14143016382898707,0.06110773711746045,-0.03924405617049883,0.03027432938969857
LTBP3,0.00221964127591596,0.029558746228000192,-0.03345176136974239,-0.023680005326659478,-0.0435173648570133,0.0021998102915945957,-0.13615339604966267,-0.08988940337349104,0.1296537590298825,0.03027601806731103
GNB3,0.11747164415454976,0.03420695742516078,0.08656844381420664,-0.05532121704307566,-0.039393968068774515,0.012862201815257037,-0.026449680013384963,0.07003541925314295,-0.013853524701495236,0.023745506949048933
COL6A2,0.06152085444965015,-0.010422383243363413,-0.00746609057334295,-0.0008294036543549829,0.05299654342510835,0.16709811092435134,0.09604097322526738,0.07190651904911419,0.14717575261595126,0.11518230191154406
PLG,,,,,-0.026244366656830966,,,,,
GDF9,0.07361331213314588,0.01026038842808598,0.07747394064277922,0.08396286720147748,-0.0008403714746493181,0.06338540476133252,0.05384630605203519,0.06691590497359381,-0.02919682928705343,-0.005123920422425468
NCAM1,0.04995666039317699,-0.017394102776632295,0.043481035323697105,-0.02052286414784884,-0.04603645844310819,-0.05656134208543835,0.06502578166353097,-0.019825742412379433,-0.09834677915571371,0.09191638794564479
APOC2,-0.07578363639047658,0.06944978058491862,-0.03803332760701613,0.01047108883527098,0.0031867343613690134,-0.027406822743357963,-0.012940230661684234,0.06245954742885667,0.07352418586540589,0.036233988548813365
BST2,0.08228467067004447,-0.006274336205471639,-0.057569398719907856,-0.0027166396391421197,-0.02785880969180693,0.060678001278560365,-0.04357767796982855,-0.08768285934995626,0.13169146535099996,-0.030269884020349806
COL5A1,0.03477704762463258,-0.015106011418184007,-0.020564497198485687,-0.04296189302564529,-0.0531396097544854,0.1517316997380396,0.07079605391813237,-0.036796420219125214,0.07799745099937466,0.05820001366995047
CALM3,0.03550872497353609,0.022903713386802103,0.06885468434431789,0.08411020214963474,0.07106861925039044,-0.08146394910571018,-0.05354205931036148,0.03721069809266732,0.0145567164096696,0.07395652937779189
THBS2,0.020455219716680816,-0.02696554953264729,-0.017968104141251117,0.013052692038254574,-0.05545399842088987,-0.11834300713934584,-0.07227354076940044,0.036453256503651624,0.028754262493139754,0.06124496229924871
SERPINE2,0.09226850662816852,-0.04595695072309036,-0.0793674904336377,0.021008927980019788,0.03006870074263721,-0.013401596399046046,0.07901558493145307,-0.045312156126038027,-0.0027687154573059645,0.09511361352196025
EFNB2,0.04590160015580548,0.038343673583899576,0.006837595694920828,0.029944557410783793,-0.030014949019667607,0.0622902823142679,-0.04228144896663563,0.0602875854805932,0.08225770312003448,0.08810302776294386
PROK1,,-0.03063292405374258,0.06544743946243183,0.0852229334232171,,,,,-0.002860613452557052,-0.02035229668593117
MMP9,-0.02052588731506736,0.02965219847396188,-0.0688651607781858,-0.021868695179137324,-0.017088295459776654,0.1974968865644706,0.16487732497106933,0.11581292515587849,0.0358185444248132,0.07055604606105205
DMP1,,,,,,0.2973659307349569,,,,0.053355737807567916
NPPA,-0.04297008388984512,0.039375640689529694,0.17592399697925534,0.09524323632242108,-0.014414744759778603,0.0050351100632210965,-0.06152618948244202,-0.0010780534399393003,-0.0021910844504623543,0.05863796984893092
APOB,,,0.04354065658984296,,,,,,-0.01063820879413251,-0.03863761564971357
C4B,,0.019045454693204445,,,-0.02206369662207232,-0.026346408465512797,0.0496483419264871,,-0.011298968064033294,
NTNG2,-0.05190114127841631,-0.01040349005807914,0.008433902236026894,-0.02203497024233566,0.024880034939027088,0.02315555807221191,-0.0017922030506129201,0.08701619781633131,-0.004643978584847461,-0.03762003481858
LAMA1,-0.005415449145639394,-0.024887613233773937,0.02262352956141827,-0.0021853053319410977,-0.024597441317304816,-0.02275721254907086,,0.02926193051045924,0.09406734935437715,0.02675666266724365
UCN,0.03955599187959607,0.029894663278037765,-0.028248750728432755,-0.02325793978297017,0.03233065939510022,-0.0028659366856432725,0.030358422795781676,-0.033869747878654995,0.012660676210386823,-0.019624894918804016
ARTN,,-0.02141421204504534,-0.018960043345892307,-0.01894717729943448,0.00828881588922161,,,-0.04500955778958245,0.08117611761796945,0.009525388976578663
PDGFD,0.017679613266431297,0.03176478760972927,-0.0033682943593892002,-0.015645912797205595,-0.0018657444818592946,0.09504894894713105,0.07319182501712576,0.06795312292712653,0.12368539182229947,0.007541199570412303
EDN1,-0.012347636709333589,0.003195753356792889,0.030846672484401705,0.02460749408788796,0.018890776057845785,0.17903945119097486,0.09943987202214899,-0.028641779823130868,0.07681146037502647,0.008054399225072164
ARPC5,-0.023425303206738704,-0.0947785426416521,-0.049385003032191725,-0.02266849858740329,-0.04114081224789107,0.07952457612751367,0.06646053587459418,-0.014689965093260371,0.01617530465848439,-0.02170802695912605
GSTO1,-0.05563258211368657,-0.019705078941161473,-0.03360277224083604,0.017169855221600284,-0.02155374386969105,0.0952060073827522,-0.05438429909565822,0.09096644214091425,0.01762451818156863,-0.013780610231700354
SYK,-0.02732669251952884,0.06419092377934409,-0.0009691994351364285,0.018048529966973786,-0.0461387726504737,0.0270558217178677,-0.02102408452660969,0.09250971396816686,-0.019573593240115403,0.04426388620950888
ST6GAL1,-0.048325015233186025,0.017129697181638714,0.026635717411279788,0.039379882050294565,-0.04162414612500715,-0.04092391789390027,0.00867076405423493,0.12083918239387381,-0.005578197220669852,-0.009225873251111795
WNT3,0.011319322359649525,-0.009553899840657982,0.05950034134930784,-0.019903067612540522,0.0309286264104228,0.027273266558732415,-0.041778087631257906,0.029605353954441225,-0.0001113080298311378,0.01757117388249969
HSP90B1,0.0056030417981597185,0.022897579458076626,-0.12982484153507545,-0.03386077056240867,-0.0670612553015312,0.03956964362980756,0.014092624190394715,0.02129376710399608,-0.006467868574621456,0.07789034101825815
ZP3,-0.029564242892781534,0.017874311363087515,-0.028855637577162134,0.03268356551836949,0.028963513043956286,0.029856002866948613,-0.013532733777896207,0.008165355516893931,0.0656102984769924,-0.0016260517006148221
ANGPT4,,,,,,,,,0.028888970901639995,
NRG2,0.03994312899607623,-0.036385039318396754,-0.012393096763249145,-0.036266414396930846,-0.02095921503772494,0.0033412646012851398,-0.03386474092053607,-0.07154938399796036,0.0637182388785574,0.04170667920061377
MELTF,0.03140278864138889,0.017444912685832707,-0.04001303687286153,-0.03465022610793194,0.007815279325298312,0.1345640721116705,0.007318286428037698,-0.027518051761578753,0.05663069991971173,0.03253032394971826
NLGN1,-0.019534439487365263,-0.03975802484530809,0.025793514230333495,-0.012143542474618503,0.048498789643893404,0.02026202699081968,0.05059147427900378,-0.01957232454042152,0.07605580844714674,-0.03294310611452442
SLIT3,-0.02818882751000548,-0.019823471111066027,0.05420102892647033,0.03520390123609683,0.03680681140903093,0.10365912597970242,0.09235777095095829,0.2280620466705155,0.034379282931877884,0.06656301529336511
CCL8,,0.003420826677857274,-0.05125006030781693,-0.03238112022986113,-0.013778665856285382,0.1367573957266458,-0.03293903224379517,0.07142192663906108,,-0.03082893807825087
S100A4,-0.07310362294576038,0.020771420669988584,0.020034647799893588,-0.005757209501057017,-0.047635512680008506,0.13326059301025883,-0.07955544141953905,-0.07665814855782492,0.019774103600118102,-0.0031851767799820213
TNFSF13B,0.008383003829627993,0.03758268246149284,-0.024123775472951976,-0.05912403804196504,-0.006501193232599015,0.054245195872175474,0.08662432086149162,-0.012159833734326456,-0.0015189463210294263,0.02730275381853407
HSPG2,0.0669578947108605,-0.01592377156485752,-0.008480066466254167,-0.019311800501999144,-0.015873974125450017,0.10303081298126805,0.21479808659718963,0.08085515081734461,0.16210404998167804,0.08263717535013958
FAM3C,0.05282390988741278,0.04013689941323878,-0.03208328489715962,0.04942875264748486,-0.015415039184355986,-0.06501349608183331,0.0829345865967264,0.03865347355086079,0.03327555748269916,0.1225401587263116
FLT3LG,0.06724139634520347,0.02386633386428125,-0.04153529429237544,0.05233124896347913,-0.042711768990312426,-0.026689308877345382,0.07751558901505384,-0.023940019070244387,0.06939048381596104,0.07310104826614544
A2M,-0.08873193879298404,-0.008760356132065121,-0.04949804993266384,-0.02033348003969251,0.05182105986540535,0.11153405236731295,0.19376552774469824,0.12478347265969533,0.12337309246459391,0.047494760092715936
VCL,0.02095248731500035,-0.0022726333448168483,-0.02070235603500229,0.03472576887316967,0.00866664409340748,0.08995153248503587,0.16205291181075407,0.1317400216155764,0.10842444612050754,0.08643368214551368
FGF2,0.01869793231344534,0.060979121836305474,-0.10709027732871718,-0.0002319067199519528,-0.011242019695499143,0.00011377977173674593,-0.004283449348725487,-0.021087147956708602,-0.04437038423645897,0.058954689266074174
AGRP,-0.018520247167280658,-0.02551897109528717,0.07652829335230248,-0.019614486262481343,,-0.0342314286473391,-0.06724480381283125,-0.03257770436852876,,0.13807320123733993
CNTN3,,-0.020672287333463255,0.11790652931731782,-0.026311093215767373,-0.031577557906005034,,,-0.04573880928842498,-0.0244517662583928,0.07189793286619353
RNASE2,0.008050864925867783,0.013740997407755504,-0.02115858216962418,0.0540745283849131,0.010249768891314572,0.028662660918548414,-0.023479876392894502,0.17561614354814542,0.034082393408159876,0.06038053098012887
ADM2,,-0.019320482772139342,,,,,,-0.030092439598821345,,-0.019475447822231762
GAL,,0.008442312194974672,-0.05769865885623145,0.0011799829898080684,0.014685822345141618,0.10042127361225478,-0.06028858623976351,0.01305206111861217,,0.01860714042590176
IL36B,,,,,,,,,,-0.060262083508655764
CXCL6,,,0.07383229620450057,,,,,,,0.024181356850125634
PDGFC,0.04496276086966249,-0.001979835598869481,-0.02005757126345924,-0.049395977687565644,-0.005044413882176083,0.03841645951197568,0.10932755284690877,-0.03282142768743448,0.018986102626950115,0.04811317020551698
COL8A2,0.010861377387742836,-0.002447222107252295,0.002650210334888411,-0.018584203370621673,-0.03700270740752009,0.0730421672372062,0.016986041156809715,-0.03397197038088425,0.039555250771760635,0.01480746839273682
SPON2,0.0021422883203744414,-0.051904714428878534,0.04093498064687488,-0.005702599350584192,-0.007271004926694461,0.05950761588616912,0.1653832591275739,0.04802153849093116,0.10798138997595116,0.11490752775618338
LCN2,,-0.01895125616008282,,,,,,,,
SEMA3D,0.10722043824063898,0.009440492681882752,0.038831813309573845,0.037149437429613096,0.07571498971768767,-0.025257718537770434,,0.07624131665317599,-0.04220707560150877,0.05440467716161954
BMP6,,-0.013498518032269367,-0.01935002503861305,-0.025648244083282014,,,,,0.01360659018932247,-0.016880752663191986
TIMP2,-0.010815115656879183,0.015849862247077694,0.0008452325263756267,-0.08652573350874576,0.007590715992778245,-0.03108244877229601,-0.14561679453512638,-0.034398998158808605,0.05764191433081907,0.207240469232025
EFNA1,0.06051263604365235,-0.02681590502780866,-0.046848536672561246,-0.05680947967801484,-0.02732203899542503,0.0573590329599036,-0.004800408778599182,0.02949137663866191,-0.0315326260511415,0.08520808714703706
S100A12,,-0.01556653001984881,,,,,,,-0.02278822173275437,0.04416828219532913
TFPI,0.05646156278325726,0.001975172625116445,-0.011863576049393544,-0.036551764198571146,-0.03872469559508247,0.04771675069695875,-0.055256416597417785,0.014523923957919346,0.06137326952233686,0.05505618026150041
GPC3,0.10353174928902911,-0.01956309771350071,0.031411447130112305,-0.01941135069885664,,-0.03219193772720728,,-0.030603805186903192,0.1728519747760232,0.053145742996627984
NMU,0.06248405770672049,,-0.031923023539686166,-0.034813875909187275,-0.01669044108239521,0.004354965228151808,0.02863241358615113,0.017754008929257433,,0.033115344809316306
SCGB3A2,,,,,-0.02058005593479419,0.047945698841512695,,,,0.07982808650772254
LAMB3,0.04360049668503532,-0.03193256202604783,0.021966062180394343,0.08279061412252364,-0.005943640260007825,-0.001910220859657396,-0.07940975482169735,0.017200914447537297,0.04933529651266666,0.06566822847564258
LGALS9,-0.06174114192123481,-0.013689814878487274,-0.02868903691532988,-0.011713508649222939,-0.033801470142128455,-0.024231980304114373,0.02023552614794976,0.07299954615154892,-0.012361718548510793,-0.0002285492723100961
VIM,0.10810249320810998,-0.04335164588488714,-0.06252157988566145,-0.03374449309788324,-0.0627352932765319,0.11916345319879082,-0.12736916833969916,-0.05825060968295358,0.15818051681374454,-0.007720705357953091
PLAU,0.013652388279604192,0.017311148689369598,-0.029935597026124153,-0.013528125377174257,0.018053068053456876,0.08736767761232381,-0.05282372811307508,0.07527472659216555,0.06199501254879648,0.10493340836518579
TGFB3,0.01651976632825503,0.002618502533810399,0.027604123742470465,-0.04016766638396993,-0.03406212272333613,0.15397634934169974,0.09287709244286625,0.09886079252730745,0.019464899237338566,0.034239740814488086
APLN,0.012635737015741878,-0.05959464052732854,-0.06866495484770362,-0.05733333167493382,-0.0924817522113877,0.07145551394669479,0.12893665485077682,-0.024684375741698912,0.08254070583878921,0.051262560200052126
SHANK2,-0.000998092903601112,-0.016812042328018396,0.1125313523720773,0.008972638552793965,0.09560460995207887,,0.04778461019520037,,-0.004136407220859675,0.036807417203618034
LTF,,0.02408786646137403,-0.03812635893227091,-0.03203036593801336,-0.011053471186211403,-0.07220260529567132,-0.03910796360224416,-0.015527444984872836,0.00022780947435207995,0.07361740756120483
PYY,,,,,-0.012345278682560855,,,,,-0.013801647744934661
PENK,-0.01908187840521786,-0.009826629893480546,0.15768614878815504,-0.06247887725000644,0.07392045754734909,0.005434192741004148,,,-0.04162041033313169,0.07444826108872371
CTF1,-0.03193222183637049,-0.021006481281025897,-0.056416836809471335,-0.02439416972600826,-0.022502944787715747,0.0437162872270797,-0.04311006972224511,-0.031812464856718924,0.03785392412430268,0.012244161831764652
COL3A1,0.04285579872688128,0.01634075071038038,-0.01551187202197021,-0.04975465166506766,0.010038522488563779,0.12455644828046371,0.1863353713347976,0.11400591881525626,0.14375156496697833,0.14013397070172517
S100A10,-0.11446058111038085,0.012902785112411887,-0.0881587358537615,0.04595811040072696,-0.0890037909194527,-0.1028176255989314,-0.15616555452203248,-0.125666671453765,-0.004057921283312954,-0.06516296207570153
FGF13,0.173646418231654,0.07147053834465208,0.046368045773385325,0.05602083902055078,0.03015661620689196,-0.02525774723160512,,,-0.0028254423463712195,0.1114923978978907
SEMA4A,0.10583486332885808,-0.016895400910626412,0.07928247729669621,0.044406436546367015,0.019397657240031,-0.04107285062938811,-0.103218137953577,0.24586821394639952,-0.023796547170978472,0.04961783198212852
EFNA4,-0.013539539277544496,0.008152398120913888,-0.028139364182372825,0.005797315618258755,-0.02657621523729295,0.000540201111937013,0.023828598951780754,-0.09090881582920714,0.016299620856201482,0.0018271457835726949
HSPA8,0.05514747516071207,0.038922410483041396,0.03613737698832864,0.0635263628179354,0.023705001972446595,0.1223128049840711,0.032900180019916826,0.032948403447731096,-0.10085585810565216,0.06087680272883033
NPB,0.00787363853154131,-0.013498519329239598,,-0.030775440416387616,-0.014532657242989912,0.016751789275576297,0.025982780817674713,-0.044641463158631246,0.06994189184268075,0.045676072605114026
