,UKF248,UKF259,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH881inf,ZH916T1,ZH916inf
RIMS2,-0.032279719233350095,0.026419439095698542,-0.07898778315353334,0.08544609147226676,0.033793568205465106,0.059497767247230854,-0.016227887057340618,-0.049362508462155404
WNT7A,-0.023680137397060794,0.037050320255637065,-0.03766025337401098,0.02099839364737111,-0.0063322956224628425,-0.007111125214225781,0.016780908334371278,-0.03887887320287009
GAST,,,,,-0.02511979131245019,,-0.01808011099158997,
GPI,-0.012564428917268557,-0.028663590555213805,-0.07911075148132687,-0.10690532122874105,-0.1041153632624864,0.02379025635071955,-0.04170855687623509,-0.06885227476375427
IL1B,-0.0076573354209070865,-0.04525030091975905,0.017281570675336318,0.022367590414207213,-0.07228377290884828,0.027654041068640455,0.040914801245427755,0.019622139594726102
SFTPA2,,,,0.005087004228438407,-0.021706864083572062,,,
HAS2,-0.03435045889140952,-0.01313613462347867,-0.034507373319335545,-0.05516766052006392,-0.07927051127026111,0.035005592624967836,-0.010440227685386296,
IL11,-0.0236056065884516,-0.018639012743315243,-0.0196853277582745,-0.010376316727065179,0.009812998806181512,-0.03654833052803561,0.041024992913773366,
SEMA4B,0.009349978351089059,-0.022268755034496553,-0.011775810097902564,-0.026168705693964418,0.01576244762277969,0.030308916300207395,0.010607655572178033,0.0419331501932553
FGF12,-0.02163680453224675,0.03329599047319544,-0.07580934962884067,0.025165016076463664,0.11096282158656763,-0.09259903903555053,-0.005034567686849343,-0.06476122327978114
CP,0.014069692033869707,-0.023052240856985595,0.10426738943514492,-0.03169597388783916,-0.12073749501307132,0.0821402143795569,0.013215331150135621,0.013324150625695795
NLGN3,0.061571349521852975,0.04481272424639444,0.03954184395070157,0.07828762792994975,0.17144543937384565,0.04959460334290443,0.07680973573964557,-0.06711665520161807
GZMB,-0.032407387183974255,-0.01226996526011886,-0.033565601772873016,-0.026542271109890617,-0.0037250936732036747,,-0.010060768999305763,
PROC,0.01029246587114491,-0.023091450747418828,0.04645247706602662,0.007623209161245305,0.08193972837664895,-0.03367024433574706,0.07179628565048547,
TNFSF11,-0.01603076717005402,,,0.0068369061557620806,-0.026535041811887004,,0.01474402351130891,
AGT,-0.0017583924079051794,-0.021989127404832408,-0.05252471931835778,-0.08452384864498404,-0.09089046815050368,-0.011988043475621364,0.0619352563738569,-0.007965459134631732
PTHLH,-0.025461480077220867,-0.053720737177615656,0.011951028869713136,0.13881392671852064,0.05235754534023719,-0.0034203543811756956,0.02622234713616019,0.2308433947304868
COL1A1,0.0179556648150879,0.02533387001783397,-0.013075889156639204,-0.041540255940284876,-0.007992935425814971,-0.059717158635066304,-0.07449607231924248,-0.041196812528809516
LAMB2,0.03025498032392242,0.07614884282904202,0.0759754738482332,-0.04505335574200205,-0.010479287441378642,0.039204597810643504,-0.025083047118877988,0.12621052305275296
DSC2,-0.01227499980606783,0.014486728743637715,0.06015538391896641,-0.030852567301131145,0.06764926209257262,-0.055115865468773145,0.047578447098460555,-0.007675387427781354
WNT5B,-0.023255421845075366,-0.033520160196963945,0.0812834991593393,0.048562522055025495,0.06257706281690285,,0.007722921308469267,-0.0376746900534191
LEFTY1,0.012019581501123637,0.008370039038775524,-0.02338913156068803,0.13356330526830545,0.09136825535883711,0.11877397934726859,-0.02717040959536418,
FGL1,-0.03031897774245536,-0.01050457656705475,0.04724674202097998,-0.025661376460349824,-0.023165662423045935,,,-0.042315863694057154
CXCL5,0.030081302815054282,-0.009654624627757352,0.008363965306607777,-0.05423406665869853,-0.050502329374818536,,0.07787497563592143,-0.03767473253355761
S100A1,0.02734342505846986,0.025746258260905427,0.08053708590710959,0.13138208078446206,0.12014993075297965,0.03000557425249949,-0.03240365709977225,0.021136595899394515
C4BPA,,0.008231965854956277,,,,,0.0495363275910679,
NPTX1,-0.006810692169371921,-0.020635597280660042,-0.11846698615402804,0.000624861668099909,-0.009854404362326897,0.013929384067414582,,-0.013190203398997697
TGS1,0.013569167314435408,-0.03521456238512043,-0.009671910850440951,0.01964294173724431,0.011819132462556994,-0.07834166238197489,0.0012231903452554697,0.10623432447793264
SST,-0.04041857341885281,-0.031055930345063144,-0.061486452894305994,-0.008893526325005806,-0.030434193437979613,-0.06933432479221872,,-0.0388528397867097
IL34,0.0076640431618231275,-0.03153756437104747,-0.06341950388054644,0.008769820901107528,0.028805720116659883,-0.026144599200195007,-0.027944105857956186,0.05970283633604005
DHH,,,0.033354760460514936,0.002133094163048626,-0.02509400498641482,,-0.019501679087176805,
XCL2,-0.017949795560027074,,,,,,-0.013783198099442107,
TF,0.012752388256834684,0.028994794420328186,0.07884237823796152,0.1174156934857132,0.0686144321214284,0.007370821198171134,0.059162623178655796,0.027603923714110776
IL33,0.0012086641526914096,0.0600125314540552,0.03753536708186403,0.005690994133770296,0.029073669344768877,0.12026950030009005,0.0518809247450781,-0.010762346978552243
RBP4,0.010406358017301887,-0.019659016909838813,-0.08292572133910496,0.12393430973077812,0.028600092097236178,-0.07149232243685212,0.04745379957710731,-0.03629859172846783
CCL19,,,0.017211916312800547,,,,-0.02524358908706745,
CCL20,-0.022762179000266967,0.00015951747909672954,0.011634527802955196,-0.07373720209242254,-0.1112310977072553,,0.06209975722170404,
NAMPT,-0.007270596873392217,-0.0323428738839805,0.09862340834028467,-0.10797144268765052,-0.15500416294596442,0.008817389052595638,-0.06918593286289468,0.049772325157127824
