,MGH258,ZH1019T1,ZH1019inf
S100A9,-0.025030067524930106,0.09696269852431443,-0.0073800757299086655
HCRT,0.0023078656301657725,0.004968838199261496,-0.01372878015876993
FADD,-0.00482691551577419,-0.04370306846057402,0.00010610148720800053
ACTR2,-0.03411088998103927,-0.0067879839629478,-0.0409878176626034
BMP2,-0.009821615055430588,-0.025452647740576255,0.130867066142781
CD55,0.06018098069977493,-0.0007558139572275539,-0.00021542164212578512
CD6,0.010596523282367157,0.019549431369061787,0.07165474160007088
IL16,0.02207482056739787,0.09319110112108155,0.07806514935295845
LAMA5,0.026874045753375445,-0.019166437244862073,0.05289805397742332
RGMB,-0.0005005064788526107,-0.07286119556477325,0.11137683548121245
INSL5,-0.015602695281221119,0.019904769496631686,0.14192266281354482
IL12A,-0.030616914214936262,-0.04192944479421104,
S100A8,0.005845564567167108,-0.04298470959004282,-0.015778859158955577
TAC4,,0.08401468845652,-0.027605486253359596
MFAP5,-0.024713696683363883,-0.09132955573747344,-0.012299674217725943
CXCL16,-0.02451747534855452,-0.00719437563766564,-0.01526966170405018
AGRN,0.006521189509353367,0.028998134967885354,0.07914035940436835
COL4A6,-0.021528104033067232,0.00017840832250331362,0.008008515446191996
FST,,-0.0018872744762514482,-0.03029423833598296
MEGF10,-0.002410342331643436,-0.02319522126406703,0.07557558736962973
C1QB,-0.02110350797683765,0.06469624724678798,0.06011275649569232
HLA-B,-0.016228792393628417,0.04987062702630531,0.02689565028788674
PDGFA,-0.029694593935677513,-0.03603717933819406,-0.04893865899573529
LAMA3,,0.031816277531303096,-0.03327687346899519
DKK1,-0.016075856352005327,-0.05202741774695257,0.07628947369314246
INHBA,-0.020054616382563426,-0.019531823388933937,0.008328447853371728
IL7,-0.023911413360973372,-0.011793132188517751,0.02567449128687349
FABP5,-0.00014597853361218726,0.00816301681745665,0.04380261828536842
CCL4,0.01791395431027217,0.047007456636486145,0.013486213448730588
FBN1,-0.03023508374357065,0.04607529554264928,0.009111917927741832
TCTN1,0.06989176206541395,0.08476866503581645,0.10405230215869411
NCR3LG1,0.03166604080586321,,
BMP7,-0.007196303368327937,-0.06346724342636827,0.05124471299367766
NLGN2,-0.032346620486972816,0.01253501188930619,0.030539417484923746
CCL25,-0.015602693221392367,,
NPNT,0.0434682328316979,0.061502076509501076,-0.013734545540467746
KITLG,0.010668202336101497,0.06108940902777693,0.05613412925515317
MADCAM1,-0.016075856352005327,0.06460952479967338,-0.03910068923405677
F12,-0.018334142426075867,0.11188325041946978,0.00011838117050719054
S100B,0.0008645659263190685,0.11214899177070399,-0.04272688979991561
CD99,-0.008384348020481509,0.07718598614366501,0.12331559914810188
PDGFB,-0.027784739389008228,0.005419056362642468,0.02427679411603159
CLEC2D,0.030718126045252606,-0.0025450676332812163,-0.017685486305189978
F8,0.02522337987867756,0.06624815889930734,-0.049118838036579
C3,-0.010758747126304792,-0.02971752220330557,-0.0024661256510462018
DLK2,,-0.014567830022395442,-0.026464669008697046
TSLP,0.013034760320984854,,
OSM,0.047299696829027786,0.021500338506180054,0.11436082217429215
PRND,-0.016075854349164746,-0.05406925788967693,-0.031062103435183463
SLPI,0.027529133448870785,0.03285184055788317,-0.0005708599425329586
AFDN,-0.006503837766484898,0.04027750575347981,0.035331149315434546
ULBP2,-0.013454725568169923,0.019935018750185815,-0.008549419293490786
ICAM4,,-0.04476599751312118,
ANGPTL1,-0.014453213357130639,-0.06633645040411304,-0.00579003597608524
LTBP1,0.06127968074057212,0.041867607256890926,-0.022285677872831946
NTN4,0.04433651134624263,-0.03656279660176866,-0.03003462148908705
APP,-0.06559485962226203,0.011317442108742722,0.08926128369883794
RIMS2,0.042343738698195736,,-0.021725657800297612
WNT7A,-0.01653628749035473,0.04069273751879808,-0.031062112911285265
GPI,-0.027981549903572336,-0.022530835566264625,-0.007212960872628919
IL1B,0.09544467714251255,0.06555211909078222,-0.03315078855986858
HAS2,0.04987222436063116,0.05892622371204377,0.0373383822680569
IL11,,0.02205107636592841,
SEMA4B,-0.05221023165421569,0.009827668715052862,0.03331224238687014
FGF12,-0.014225745590293656,-0.06819412597985662,0.021429900779376537
CP,0.03922779081895779,-0.025904646663252706,0.03705876134145487
NLGN3,0.00670595079970663,0.07319100023637126,0.09933541010336792
GZMB,-0.019863539215030934,,
PROC,-0.049088831309495325,-0.008625475474357616,-0.007575604654440184
AGT,-0.013383234456472836,0.05588995289434814,0.08583737670588407
PTHLH,0.07859908570411335,0.0706230348603492,0.020164639498176408
COL1A1,-0.021555010770564688,0.010580172715959063,0.07514498887644638
LAMB2,-0.04716128697223278,-0.012739321631276397,0.07848755470813949
DSC2,-0.03343225028724189,0.08898487262726548,0.09939237079032831
WNT5B,-0.029813358869381492,0.02296876478789798,-0.018878777657096696
LEFTY1,0.008146563954092986,-0.002137240813432193,0.008878414553745467
CXCL5,0.044714205738638234,,
S100A1,0.006677034907838586,0.10553963479647112,-0.01626942946988246
NPTX1,-0.024073720267869716,0.016483462679739495,-0.02950943656458152
TGS1,0.06507610778081677,-0.06072227816916386,-0.01893092208121097
SST,-0.020618261126641772,,
IL34,-0.04889620904841465,0.05723875452404223,-0.03963565705609277
XCL2,0.0494949726591994,,
TF,0.008555360902638741,-0.09034642411842198,-0.06531605522253775
IL33,-0.03135757456097419,0.06080786044949565,0.09366236018677208
RBP4,,,-0.006028145170366958
CCL19,,,-0.01915730556371275
CCL20,,-0.008519965907321625,
NAMPT,0.033802751432554914,0.009401038962615377,0.024632681096298174
