,UKF251,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1
AFDN,0.048731467210731856,-0.0033159147622917086,-0.07932314828213902,0.07643515725933575,0.05317823737005427,-0.053643908196653066,-0.017938029572334726,0.017394564126463317
KISS1,-0.034742241766866196,,-0.026834577985202532,-0.018316349273216855,,0.07181319056187985,,
ULBP2,0.08062621456743842,-0.003935139517907496,-0.033917576592629686,0.01104665485588678,-0.03552253465443861,-0.027448653226885958,,0.020314519428922914
ICAM4,-0.020143433781633503,-0.028107707767184204,,-0.01606899314619471,,,,-0.025854714259417783
TDGF1,,-0.02094043287612943,,,,,,
ANGPTL1,-0.050403060483541366,0.03348354353368175,0.05640262311512289,-0.03111183717155236,-0.03197565776464578,0.020181154147517623,,-0.01581149430180586
LTBP1,-0.00021018035438648863,0.06912481008859625,0.12045880855704783,0.03606623695295782,0.02312943193100443,0.0007460391126612147,-0.03266875288599955,0.015131586731420841
CD160,-0.0157454272842729,,,,,,,
NTN4,-0.0310238540395105,-0.008159082473386321,-0.029275987192538572,-0.0034835195550875957,0.016978966936055384,-0.030171940280292003,-0.07111642993115046,0.03635335038674206
APP,-0.018152362257070953,-0.03338559525903814,0.04884391931968423,0.05579938447700342,-0.03809430082661139,-0.01781727277225105,0.04629676289725044,0.00466602720496689
RIMS2,-0.0050161951722759715,-0.011594372492024621,-0.014974572859406303,-0.02397259741340317,-0.03341658755874847,0.0046395694969908014,-0.08756210067575818,0.0345667043588331
WNT7A,-0.031889918534421975,-0.015110688827361066,0.07565136009850798,0.040489884245721794,-0.07474485817484643,0.025638851390873414,0.00012994830884804635,0.019428130200142158
GAST,,,,-0.018316349604640632,-0.027411489567016133,,,-0.01518398880504467
GPI,-0.053650016345767715,0.010912380568199502,0.12540905081228806,0.07596855483181439,0.03109541004858293,-0.02186031203035957,0.02889003726957786,-0.04684503740512977
IL1B,-0.03553729474345469,-0.026248669329896595,0.11504117760175976,0.01746564567014812,-0.01366922533264763,-0.008774687248861653,-0.0046777921964907205,-0.04598856841097059
SFTPA2,,,-0.019073114046682597,-0.01582777923708563,,0.28819381210578116,,
HAS2,0.008338645963810863,-0.06282638924696979,0.06837374115324259,0.011483309583845412,0.04172841668051903,-0.024808947167108936,0.11662262489280034,0.047910470222874584
IL11,,-0.034729608605380546,0.15174335093287972,0.04317957035888686,-0.02881149140442293,-0.015687455693160435,0.18046915763844448,-0.009461290983046811
SEMA4B,0.012260045368132157,-0.0013767845462297039,0.05357496432868392,0.02449112694861072,0.06046398012989273,-0.020869186078963632,0.10241950314177398,0.08253640766137937
FGF12,0.00400501047774435,0.038091540373703915,-0.022678983311454116,-0.0592720036573599,-0.012965870914677735,-0.03901397443033612,-0.02416504803058325,0.048846871929960976
CP,0.09497013266906541,0.027539358137034307,0.07910427618549773,0.09428251592669634,-0.03632579388315285,-0.018018577803208917,0.018099840814688364,-0.012779705629020298
NLGN3,0.05494915013324117,-0.009362353179755598,-0.013701140280151554,-0.032363122615154685,-0.010448123562787516,-0.0484613220023414,0.06185852640799304,0.050145885256566484
GZMB,-0.01386425818205983,0.03544700477900864,0.1522463886254113,-0.0227059671023328,,-0.02857407856828446,,0.0013789549722860964
PROC,0.11148348101563818,0.04108640389715729,-0.0270162615120212,-0.019348301237637127,-0.04124727940732783,0.038035240442713586,-0.019940141871983896,0.030471442948417343
TNFSF11,,,-0.01805331445787258,0.08852734798060213,,,,0.08264125512616301
AGT,-0.06281579363812559,-0.014120494052060844,0.09486650856232942,0.08817855133685759,0.03711699146104694,0.00022770495361214095,0.05761708686674956,-0.02076408069643544
PTHLH,0.024447380740909824,-0.012025535911477312,-0.01093335827908816,-0.028308030113106446,0.018394868493672036,0.030620496397577125,-0.02123516188969826,0.055014389773582924
COL1A1,-0.01368312837444006,0.0026590102460563496,0.16237514074510898,0.11916625866601235,0.01152136228903846,-0.009658485090371692,-0.07565829282392311,0.009876534985368668
LAMB2,0.0076197279736322,-0.00748764254461367,0.11307918399017605,0.0025567230607530162,0.06775461992395779,0.016296336858793593,-0.03097181260091195,0.04100697457203058
DSC2,-0.0029222114173280936,-0.00983622337117764,0.015408357836506735,-0.018292665658963907,0.06238716648835856,0.03304739147943065,0.12565829246567523,0.12921027572977367
WNT5B,0.01970940128546209,0.07086112724660047,0.08366232906655637,0.040723023620394816,0.007428908448305922,0.047558456834544134,,-0.0007722414118864861
LEFTY1,0.022667609787652226,0.028352780678027444,-0.016923431533091043,-0.0236211768219352,0.00373498565841628,-0.032705211964315264,0.016273120102665732,0.058718911362343626
FGL1,,,0.057283460376144575,-0.025666923804575904,0.03168977790525217,0.001332695424071554,,
CXCL5,-0.006853115304534023,-0.025511041457553514,0.22887993669031584,0.09638400477681845,0.02188428617961967,-0.030984495642114505,,0.09286735134572033
S100A1,-0.007552160307092901,-0.033107574969748504,-0.05014466844699692,-0.031706374777146766,-4.874259330237464e-06,0.03710609981674924,0.0019383508574794448,0.07482610660380924
C4BPA,,-0.0027074284788880286,,,,,,-0.021698586381641773
NPTX1,-0.03188991404902857,-0.027060105501093678,-0.02099904496263011,0.02632189153433526,0.00037749431850303994,-0.0017706914115274287,-0.03188786023134751,
TGS1,0.025461408562556992,0.002835794503901352,0.09658741608678342,0.08090316298047728,0.005118567807627748,-0.0041618150527367795,0.10846182746053988,0.09460875948956328
SST,0.09394899275376767,-0.08484293694773809,-0.020981758509119527,0.002183839384914111,-0.003145045199301061,-0.025340791296181008,0.016749745506043776,
IL34,-0.0016598096414230008,-0.045910129601130015,0.09479447761156023,0.04506060711991723,-0.03669105796029564,0.02155313144530892,-0.08325208719499382,0.06473091166783981
DHH,,,0.12208423825850434,0.018752130936622636,-0.04007007665764878,0.022457616964601287,,-0.0320462743382996
XCL2,,-0.03256593705453962,,,,,,-0.022649339350696646
TF,0.08975267958209121,-0.02178269209945422,-0.10751649372550132,-0.07993350788136931,-0.02743460980047443,0.0173424570490717,-0.0184390223484054,-0.04239145139227677
IL33,0.039206456900614466,0.036116715283985135,0.007007724399752518,-0.04684097590913154,-0.015071537339324547,0.026174734294368705,0.019653771870241313,0.056806686408942084
RBP4,-0.029188282883463666,-0.03327318810011448,-0.06204673136378085,-0.012593188963472689,-0.030152922385802503,-0.05114214598612693,0.05402426669041045,0.012776747728916845
CCL19,-0.013039748822411077,-0.019371405485879137,,,,,,-0.011801859897264753
CCL20,0.12781783817349726,-0.0395037942544013,0.1590559167126207,0.06898085602665284,-0.005496441786002521,-0.02412321828739634,,-0.015395212554231865
NAMPT,0.03528202532419927,0.0038645838573767746,0.13231790602343402,0.05444483123323184,0.031599509943986234,-0.06464838771715113,0.1399280601058152,-0.0737091706099074
