,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1
XCL1,-0.02814058737144872,,-0.03193393989754843,,-0.015880378760886153,-0.024380022375359658,,,0.05186976682541049,,0.011687039930206833,,,,,,,,,
CD58,0.02276761752047261,0.004266626384209166,-0.05349955849510925,0.06251559798714605,-0.02313539066593312,-0.012315885324616761,0.023963074174948376,0.12980723101613095,-0.07128217370932866,-0.004979032780772537,-0.05049160604246393,0.05134631819182408,-0.028868657237431265,-0.08127208740330648,0.11537856185131513,0.041411106868144795,0.020182491788665543,-0.027987748468272924,0.02897001533452249,0.04057223327424881
TNFSF14,-0.0238054467769766,0.013510611264054772,-0.009872838518370133,-0.038347836187911696,0.03067362671681062,0.05692239962110504,,-0.012503526146503801,0.017623315227133843,-0.016548250033223296,-0.03473268079663085,,0.047904069992013285,,-0.057192803363747644,-0.043111612908877224,-0.008617906091364229,-0.03677453691026415,-0.026094441403244913,-0.04119299287069938
CNTN4,,-0.03362380719859916,-0.024497462159996798,0.019191689082927985,-0.01854308353771547,0.07790266916569025,-0.03673507677811887,0.022909905453467487,0.04886112007847315,0.0036519693334009866,0.12870595546910527,-0.03857648570195976,,,0.01814402779317564,0.05097429511087969,-0.017818292284807056,-0.023246193774141003,-0.019813589862652522,-0.0292237117287816
NTF4,,,,,-0.020087983693584808,,,,,,,,,,,,,,,
INSL3,,,0.04352197631237185,,-0.014595453400336559,,,,0.003698186697094695,,,,,,0.013894817183609725,-0.03368157356524561,,-0.0008394561765013364,,0.0471180846012265
BTLA,,,,,-0.02316742016969168,-0.025416984934826446,,,,-0.021132681284616404,,,,,,,,,,-0.022738769838444663
MFNG,-0.060081105108390084,-0.05131206786258505,-0.007861420025816393,0.041367880089518916,-0.028946778442566108,0.02577033815731216,0.0018420045331253559,0.05115781933000827,0.044755151302646436,0.02680314298313092,0.01003994100803705,0.02537941604860808,0.04965795807811408,0.02552964602016804,0.038144357781937775,0.02282915109175571,0.09273890514743019,-0.06985413919075797,0.0709711598961019,-0.004575759147616257
ICAM1,-0.023782607164695845,-0.01359535417311959,0.002525505893441754,0.014379716164974502,-0.04566738478835454,-0.05856717733582913,-0.05591191222050522,0.05824108004799951,0.0076143856563990345,-0.010233114018426115,-0.007491438205952998,-0.0413130186967288,0.15294460989562805,-0.002724249184842709,-0.009922591962796549,-0.10456828409803692,0.11881165749938948,-0.02721931711979308,-0.06321840989865128,-0.014265899981722356
PROS1,0.03776930494151979,-0.05238310737798261,-0.021724666796307805,-0.0322824834809478,-0.05913131298925752,-0.07574983630640486,-0.03964654554793701,0.13090132546258698,-0.0499860403062167,-0.04092788168374293,-0.10136389074612591,-0.020369476377649968,0.007389820848136467,-0.07903569199618327,0.08818031608011487,0.034344986740801435,0.021839557491028082,0.016931663310014857,0.05330115833411899,-0.015336877722833413
CLCF1,0.01442846273387886,-0.0028031308137655975,-0.02912951012972502,0.002802982116535499,-0.045467606721857144,-0.05881354041918795,-0.020532836362574525,-0.0016908037630626082,0.03802232830050338,0.030282045445934304,0.031972973699189076,0.04014498564985684,0.1001122204300264,-0.042702393923982514,0.02112354396646927,-0.0007731257818785181,0.06673547387905632,0.010429600201281817,0.12546888737703263,0.06245007263908739
PSAP,-0.09506862514839012,0.059433689794840996,0.037496025106418994,-0.03229581276480028,0.06399560841595818,-0.04012203286667612,0.02340197395558967,-0.06886401084897666,0.057925071502688025,-0.032227781373901566,-0.050113088563720085,-0.07897298023167502,-0.013654596681901346,-0.025208070867349185,0.045422370004722816,-0.06970289968385404,0.03741001763120867,-0.058721582636520164,-0.007027967856241351,-0.020333629582195704
EFEMP1,-0.03927691251880025,-0.03167124248507995,-0.0026642974044748012,-0.027514905011666556,0.018115850814499266,-0.06841219409274775,0.004907810304843746,0.019414182504944973,0.010535394908224976,0.01873403975511787,-0.11768950945615457,-0.013522243249165237,0.08967407145146918,0.013273391344841044,0.07637045580809039,0.009841322273344373,0.0782823332019259,0.0014939444411437633,-0.028834536701941912,-0.009120598344812795
C1QTNF1,0.03517304229144925,-0.02540889522571986,-0.057514831322648584,-0.005193675122102358,-0.026290625498855726,-0.021422093522167833,-0.04555427495345625,0.08761663534777421,0.02267937589552126,0.013149880100353256,-0.0029066800912381048,-0.027650110484334186,-0.05770282455971652,0.0011994651933653882,-0.03670675784534455,-0.0685611682367939,0.059266407589858336,-0.06092369112215988,0.07829559856213425,-0.04176503023610755
ALB,-0.018635682945909244,-0.028768126992853183,0.0048796995066837535,,0.06625474976362612,0.009416391113528,-0.02112831275464635,-0.033740683755384325,0.00011569738492070353,0.011165325235494614,0.019411296579271157,0.007953230068307714,-0.0523946995198872,-0.04541151139915139,-0.0005855236685545807,-0.039177780825393325,0.029421600283707217,-0.06736361895173143,0.006459876016458564,-0.026590934017619486
CCL13,,,,,,,,,,,,,,,-0.04245599053545545,,,-0.051219140012443515,,
EFNA3,0.04127706870231575,-0.018312019271436376,0.07961204264342094,-0.014801051594269669,0.029410710604678262,0.011155855221937856,0.01976840879444127,-0.01018208226192799,0.023544661000635646,0.03667454645934786,0.11548392613472722,-0.0002187568357070238,0.03615907027488224,0.03036094170793037,0.0845093729777353,0.058469986162651214,0.0005073771458462457,0.044072475095093794,0.09241868210983312,-0.04896515338914679
DRAXIN,0.014030496825588388,-0.0310171055593478,0.03867525044314569,-0.045472392578286294,-0.03377206484528853,-0.020652262947533324,-0.008489837777433,0.03014912451471991,0.006354934052371289,-0.015091717171019722,-0.029575952354551214,-0.018311083803591977,-0.007080900737439006,0.08821402569377894,-0.05320385094210264,-0.01802922978058812,0.12298102265021092,0.09389108972992286,0.02013535199582712,0.0024332078043615185
RAET1L,,,0.009563060474963834,,,,,,,0.0132756486253455,,,,,,-0.034096614936435815,,0.010864136846739827,,
NPTX2,0.09173883762025309,0.0743490814433937,0.0769321328087615,-0.005009161917580101,-0.019194568999307896,0.02736305593021266,-0.0022585316595720344,-0.0460459113758681,0.04007192418241579,0.01924386944066473,-0.07689252504583027,-0.021670662337294894,0.003818819138624898,,0.018072272790808898,-0.021121247535777397,-0.03075687956465425,-0.032405341710305714,0.013225608339510449,-0.027489286642800596
FGF11,0.011039206375936418,-0.10348456663586993,0.03142950977023698,0.025837803915152772,0.03047570819084783,-0.03171477286446655,-0.013412216163531847,0.07591818531532407,0.01815012733557892,-0.01736957576820444,0.1176617292049027,-0.003996571126592646,0.05547471758120306,0.03842078624337361,0.05674374755937656,-0.023806281573981288,0.07256137035361093,0.020983691577134984,0.03380268437522699,0.02552506477285893
CD59,-0.07993225645352736,-0.015868746660489583,-0.0604259789705417,0.03620422517052236,0.008616281492463433,0.05592299649423,0.07161285975462965,0.009147200227489211,-0.0039380505066418875,-0.01712950061966602,-0.08676595308665369,-0.019268221907381266,0.029034954048312023,0.04609527668163688,0.06664896199265444,-0.02510703945128431,0.07843894890401892,-0.06641370961058833,0.07135651128338595,-0.02497192094150578
COL9A2,0.07216450067993904,-0.03318840077290103,0.05683451392504338,0.060452499917787374,0.02064110595649046,0.028709973643085508,-0.01046795539809038,0.008051692188614509,-0.04929993980453671,0.000747292291583103,-0.10625998408565396,0.06456265247377238,0.07304947747119674,0.030076570373403534,0.07408104778645266,0.10616694508294139,0.026429153737801865,0.0224797348743834,0.021062207014340965,0.02360360374129293
DLL3,-0.03429689493655805,0.024837998314733184,0.019527861989487753,0.10391722143825778,-0.005870753488615616,0.024352373717100223,-0.047836664523564304,0.051776906511898535,0.002754310496110046,-0.02038889383909782,0.09935222414096746,0.06536882187081668,-0.006350456223857402,0.07310353098930268,0.0773399332306652,0.12255752908051683,-0.02969746965453421,0.046621651109259726,0.06569641515280505,0.07991216917077652
FGF5,,,,,,,,0.06188569778406893,,,0.03195614499973978,,,,,,,,,0.004544269974039729
LIN7C,-0.006983910658783095,0.014804553165721787,-0.01086816166665246,-0.060992519343137826,-0.03238004798251354,0.04188054123500978,0.013620635106049448,0.05114144505508634,0.012644816243644151,0.03489405288671231,0.06741719505510203,0.03692617706456844,-0.03165192131408539,-0.08245287443693276,0.06684478842928757,0.032447269399918696,0.04108650160116799,0.05203766493568091,0.013201006791906328,-0.0031582938103870807
GDF7,-0.02914815036566519,-0.020325219013435137,0.02153349718937211,,-0.002336577636014091,,0.03085038721672843,-0.014178781588916884,0.014122709813515271,0.01795150001432903,0.11748270425739625,,,,,0.07207891541543053,-0.03657102257754547,-0.04668795037934196,,0.031303536379626185
PSPN,0.03642646462360612,0.0377377230862411,-0.014486297708905445,-0.027622531698122697,0.07843035354187843,0.059093020067353286,0.08284736453512004,0.008364141827918569,-0.006753601533931571,0.010000912621222862,0.06989863018537153,0.04805332627956758,0.08090981001897998,0.07578895412019757,0.020655355620445542,0.010294164507663517,-0.019649112287986267,-0.018130422001870324,0.017986191659178242,0.04517401922816081
ANGPT1,-0.030896981380442907,-0.022816852805821925,0.052165374236222375,-0.025413307009208807,-0.029667829324372133,0.06650982642563356,0.02562658256422806,0.029345101073430656,-0.0006206486837172891,-0.005905992048130371,-0.021697443768323034,-0.023810721207653658,-0.051954510464945015,-0.05887590397010342,0.0602040381953428,0.00875566225797718,-0.03963944193225219,-0.022525732642349867,0.0470458271139332,-0.009672144053362898
PNOC,0.02895950411110803,0.038294661086167,0.07487649804705157,-0.0470037828945653,0.08997298795729129,0.09287151324180751,0.04236813411753934,-0.007716103832503388,0.0015215717573566023,-0.029473234125928238,0.0798225777346461,0.006967072936827247,,,,-0.031082543748003115,,-0.015787845430248942,-0.05370208400880375,0.11282890542790133
L1CAM,3.825672188090173e-05,0.02262012319989262,0.010731984749162106,-0.013867576488920489,0.07051921592014863,0.03636293154574368,-0.018466000219055666,-0.05360796868792787,-0.012725866855123006,0.023700594952685446,0.11796090338168574,-0.05657033466361049,-0.011745747529831254,-0.02727891692680792,0.05909240076533496,-0.04615702255375379,0.018148039424347468,0.04487192398160069,-0.024747805202589623,0.027891008771848587
APOA1,0.036187756843326695,-0.015219959461803179,0.02093718188680271,0.16805854725163058,0.0036541605680121395,-0.04880529679906421,-0.04879714458022723,0.008167984794404655,0.024097327587730977,-0.026781752836376065,0.04345978308436184,0.020000790791251798,0.07267813303482981,-0.011889127120666622,0.03440232444959862,0.038054943261753196,0.03231382643890358,-0.00783910942717325,,0.08479584390578986
PSEN1,-0.05770269323744946,0.037505122997892,0.013065309274947926,0.024561759252772056,-0.07817583238357471,0.01119632011963107,0.016412525912172585,-0.005417727884626478,-0.008379282695006507,-0.0011202064962520055,-0.06693539432004081,0.06655048180469726,0.06493973911451252,-0.010163292435725004,-0.034371421561276226,0.0371498233220736,-0.04028759932601609,-0.05691038458769103,0.026281238111367077,-0.017294670760481176
CALM2,-0.01194747226700612,-0.02651995415368325,0.006250475887529128,0.008940462472721811,-0.019377001916595287,0.07552571586491158,0.05078673740992434,-0.08782385455920093,0.014485435111182884,0.061107171454208714,0.11290924720330787,0.02411245294686832,0.018703874757136744,-0.005761262878118897,0.12050953898532436,0.10618794201915206,-0.06531383775457554,0.07013574648588969,-0.0017562321048907568,0.03362660406941296
CLEC2B,-0.025429700910712522,-0.014090178847147802,0.029011552075538263,-0.05114884120965702,-0.03882362655243854,-0.03229792759069929,-0.023122503975292925,0.09619699978380357,-0.0009076625036461193,-0.026902761804672697,-0.04563577288635117,-0.050199535545923595,0.03685793664316305,-0.05849841495388343,-0.0037617467100640465,-0.06604191680751362,-0.012654187878234524,0.004439856618553664,0.11976903141626309,-0.0016805026670508043
NTNG1,0.04519171257732624,-0.04106338934719722,0.037705408384316026,,0.029593091321063407,0.02902020336972394,0.014016672475905156,0.010092063099449995,-0.0019220559237212197,0.016240795871839023,0.14018514448187855,0.011883970437109344,0.03466740927827412,-0.031398442593154795,0.047213231181559144,0.0818232693964248,-0.06827581429607511,0.04466206126458411,-0.05975641154369429,0.03911783447666203
LRIG1,0.046235183675758545,-0.055444696174173864,-0.020401173834096505,-0.0007630205407886821,0.01896404542824406,0.051494048785906764,-0.041977650821585846,0.0009555198414130198,0.02069030514371925,-0.008899792005463205,-0.07193465549136012,0.0851008750770596,0.02297630814613754,-0.025154915044326584,0.07080117023539734,0.06505550926005764,0.051038531457637246,0.02970952579886898,-0.02074265724102269,0.11028531606508818
CPAMD8,-0.02564787081087742,,-0.04477300136432114,,0.01647145772019677,-0.03095441330645337,-0.03334993842195038,-0.02430528444235555,0.02306328552444474,-0.011060999517547404,0.0559737257870789,-0.0031747373767926916,,-0.040477213989696156,,0.0042779141241910835,0.07647894724491713,,0.036850141040394045,0.04391156652535149
GHRL,0.018730722585971187,,-0.010625107968073194,,0.002423797288715215,0.02081279161981745,0.027889191874177214,0.03305641517293604,0.011674151887682258,-0.015091717171019722,-0.023173459342302603,0.14129693188495976,-0.05326415054194641,-0.03570122857684017,,,-0.009995306674635962,0.01228051881917284,,-0.03382549925356067
NPY,-0.037626427468599934,0.03407767718320742,-0.06781329527342542,-0.020000001241628533,0.05614276312804972,0.052285686944290116,0.10577188903196737,0.02106408842852184,-0.012345354720798894,-0.0200061503948866,-0.07292162088402768,-0.0009040099516439327,0.20145279541251895,,-0.047131209404780584,-0.07045975805520077,-0.07523517733070813,0.049001918038366316,-0.09661887474962293,-0.02969492211430603
MMP2,0.008171616892114432,0.0590364671744079,0.003259718189137057,0.08958777070838117,-0.061749059237433075,0.04038616316462279,0.0035159355672682267,0.10338545590280328,-0.0019613461772012017,0.04130492160367531,-0.018849095667649196,0.03773353689731291,-0.041692152196573476,0.014153851333817961,0.07064615359481899,0.026166320064893122,0.10437178992843776,-0.042265228820025556,0.06753643690095723,-0.04972187397769536
LHB,,,,,-0.015035480855641162,,,,,,,,,,,,,,,
PPY,,,0.008690771026776635,,-0.014790377909122512,,,,-0.01753479971854887,,,,,,-0.008934637289932849,-0.05304978258113307,,-0.009729071140765802,,-0.036982339818000094
ALKAL2,0.039972456547199414,-0.02656673500360668,0.0012919768126007484,,0.004726945744865374,,-0.013567802284039905,-0.027558150008491464,0.03561919846249225,0.03859535179849719,-0.03999561459483816,-0.004658675954143111,-0.04787035574932795,,0.07445800889565483,0.012022805986452048,0.019304234868510975,0.024492964288056272,,0.07730161155994464
CSF1,-0.011892497212890051,-0.03480336963689622,0.07598690143558164,0.05543605194126191,-0.02806291941312092,-0.06110089623338962,-0.027889277993885197,0.052241604633627516,0.0316508877888629,0.032695860548385934,-0.051993442334462285,-0.0200334283809346,0.019332988885548717,0.006693037003933409,0.057109383772452185,-0.03731817982797754,0.03187517127106663,-0.025664772385151184,-0.035962110893093084,0.028407577662490007
SEMA4C,0.027428432540980683,0.018014590037855212,0.01313583401047863,0.11846326447185303,0.0016404569599150125,-0.02151769927892829,-0.027040410306426864,0.115194410882085,-0.008442198715276714,-0.014058816189187175,0.028042224407186706,-0.038880057758179695,0.03449434431502384,0.05177414802884913,0.057218254532520114,0.019670202321766667,0.010491523503598285,0.00908005667542353,0.012208715189044273,0.004809479801280371
BMP8A,,,,,,,,,,,,,,,,,,,,-0.021106851392360213
ICAM2,0.025892183486780213,0.06079773434177123,0.0005162614929431208,0.007500906170383032,-0.0204199013429342,-0.007158226232336818,0.02237067734664608,0.10424367461140277,0.04894261196431248,0.0528444672731203,0.03437551550857143,-0.033557525069557385,-0.026934112341210948,-0.04961139485177715,0.12446130281093777,-1.7364366663385728e-05,0.03990328014646819,-0.04106639795873725,0.025169236316815665,-0.030468304224097766
SYTL3,-0.056232374747455724,0.008309285799417044,-0.014617411767360592,0.04479382950531527,-0.015601462939981747,-0.02828510098684625,-0.003442756718082352,0.03205647755184179,-0.017572073178262433,-0.03399896005283883,-0.02895728234920528,0.0256031489120403,0.005478734969440066,-0.018619807930470654,-0.03674952179683918,0.008554231067625376,0.06829415294315787,0.04536116887993958,-0.004307046370902498,-0.015744660302886147
IL1A,-0.01427251006322813,0.02269392500401518,-0.023843164632667706,-0.017793327757161588,-0.018825384506006848,-0.012586952510798296,-0.030180374759255887,0.016722494201491037,0.02065068991122821,0.0397080967823976,-0.0512524930622081,0.04514261904212687,0.11700992568141257,-0.06375722894860855,-0.035971606625765026,-0.029408493505161684,0.05782647209634485,-0.025056338683870517,-0.056831390238728595,-0.007773665470088742
HLA-G,,-0.03214590972048511,0.0648481991617721,,-0.015880377326754572,,-0.016300857007605116,,,,,,0.05953503764788365,-0.03546677573824635,0.012442115934140099,0.034428089799337674,,0.07510873050733263,,
PGF,0.09067272343311505,-0.023483157544323858,0.0007594022659971678,-0.002643744997542399,-0.020829320702662763,-0.01260759914701352,-0.0546504320028533,0.11357434391900319,-0.005017014742768148,0.034103139576629055,0.01105146314017816,0.03819885592872025,-0.08029919667063934,-0.039568131334253596,0.10806327046962885,0.007244209029828382,0.03604235430272347,0.014624380695401926,0.0503493645895487,0.014298483855945716
LGALS8,0.08211915945542161,0.037447523393224366,-0.022207953564860012,0.04474930846867614,0.03049198170925034,0.00021614254048459003,0.012326411399338167,0.0487057620696386,-0.0313585358570915,0.03609598003187911,0.08836424712108631,0.008146779972511935,0.08021906987082511,0.07111644222473372,0.038951267951478345,-0.00953827186948511,0.03684513980680914,0.007207087282157415,0.06217322532083131,0.02358199707190673
DKK3,0.04128512537885348,-0.014476533669993442,-0.03832196857722919,-0.027402068844286764,-0.017456264812320745,0.110628289034034,0.05785042254317618,-0.06324216666274476,0.0014308631686320173,0.05769590804618045,0.08429982284957259,-0.05537789299473234,-0.10300686305443668,-0.0769827296469685,0.1108641567358568,0.0419884972823164,0.02347645228811612,0.024584150889785803,0.0490349306103984,0.0495023765143476
COL16A1,-0.026785734700639725,-0.07328038999132834,0.02345110890616742,0.03701736141493249,0.022215786362248358,-0.0029327164944269596,-0.0167001955165535,-0.052785589549810046,-0.06478075218448488,-0.034911651397380845,-0.014627593900527943,0.10347111705770247,0.05186168473854983,-0.018646891393498847,0.04777825872119563,0.02843379611402384,0.029443678772268035,0.029593973769309216,0.07206535984032256,0.003702019530037256
TPH1,0.0008943039047906597,-0.027069472348311002,0.031963033343924134,-0.02970052839590066,-0.02889818566038894,-0.03038576938504941,-0.01727303116360358,0.026788416621794146,-0.025646991966823116,,,-0.018081043626954785,-0.0545492707953059,-0.0339914963619085,0.008571343839371796,0.027760457884914935,0.010895509513582468,0.0380568514657085,,-0.035869325992321135
TNC,0.055340909625439486,-0.04175827340466762,0.009336759126190922,-0.044564930484547516,0.05877144230677709,-0.1060914496604505,-0.0533190074077242,0.08903054040275729,-0.042453904682714684,-0.004957592839246426,-0.09554858196040333,0.07098789049645703,0.09374101840132085,-0.013583420948610949,-0.08334225572732214,-0.1018076613267977,0.08512744846113193,0.000760162484683249,-0.011128469534528503,-0.009979491883476929
TNFSF9,-0.025647858637980643,0.06774670898269383,0.0012404634501499837,0.061970355075035205,-0.0032421168667902647,0.03718322036799715,-0.04320639338978548,0.04985156001961577,-0.006731769213409979,-0.014045275538688985,-0.028006373306555487,-0.019804355900123846,,-0.03448935120204675,0.13484280194836612,-0.019975108408975522,0.004799960734902595,-0.03251475341353584,-0.012989244855844732,0.04212085530915575
C4A,,,,,-0.017825435028960154,,,,0.031251836415541134,,-0.025004867449801696,-0.015893924209123986,0.21800963286305988,,0.04994990175772965,,0.03377447021318008,-0.04718035167326161,0.17087646497863246,-0.02842360107952518
CNTN2,-0.10371919308567108,0.09395547890412632,0.008599048529432015,0.09040370685582441,-0.019953373703436444,0.060347555766124696,0.019568666375944076,-0.047383873012357754,-0.017167944649514398,-0.0150073179072381,-0.12720785180678768,0.02540859003451725,-0.016713548044524608,-0.03061315961750695,0.11957268724306228,0.06867627549522176,-0.0872748826814101,0.010054704714269216,0.01135579581711983,-0.033195078700763554
F7,,,-0.024563614830945928,,,,0.03443236231028816,0.026630831227950732,,,,,,,0.012675879327543434,,,-0.005801096957928107,,
LUM,-0.020017109946781513,0.09645642996013938,-0.0005630460744672124,-0.05121555243178806,-0.019534135896923998,0.04308651959131658,0.01021969542032107,0.14032123295993787,-0.034398625850874824,-0.015429098523429458,0.055151457075887665,-0.0021098410135151385,0.02410005174861215,-0.048240823694793926,0.08403115554304737,0.04874862505487722,0.1390405978008213,-0.012219847659678193,0.06556623728369863,-0.018314120177788044
IZUMO1,0.130796038939572,,,,,,,,,,,,,,,,,,,
BTC,,,0.18520676137510794,,-0.04080944035886763,0.009232046355465803,,,,0.024810930802479758,-0.013081182460327304,,,0.18766266611356133,0.08336602009941156,0.015643111850163507,0.025007307948006353,-0.035801071068675444,,0.014726262747338386
APOC1,-0.09069886800571758,0.08495812866087267,0.02730544517047726,-0.012789602392075383,-0.06352872764210762,0.046387164249922404,-0.02697072965336664,0.09628030455185436,0.007035799540631046,-0.049633453071210136,-0.09679803430230093,-0.003641250210051925,-0.09702914858991604,-0.01496007308501822,0.08314463139543422,0.03452717022890401,0.08281365881161816,-0.02906176017738568,0.08755038622828372,0.10863224646578594
PKM,0.04717514130637795,-0.003372944379459263,0.03661530776500862,-0.05415774074880056,0.08088472129677451,-0.07125996578571159,0.04150843163130592,0.021563586612349694,0.0014895533038262263,-0.026848924630835793,0.08176024045775152,-0.027704091126937024,0.09206369914902324,0.08466959926192086,-0.062361170185684496,-0.12117905082361347,0.10595543830841077,-0.030494219287487884,0.0038514738771653844,-0.014888856006458256
TNF,,0.061809244996787735,0.011982850977680775,,-0.0015583085498413153,0.02478174383536056,0.013216473419061672,0.052479537036057594,0.047793828128931015,0.031350713266917934,0.035604236902583894,0.05040653366373519,0.07277262574770094,-0.018016675838614913,-0.011354680955011395,-0.03409662423629521,,,,0.09393971061252372
GNAS,0.0594663185811436,0.020659270142823382,-0.012690271250146065,0.04668846557451013,-0.02656681907656065,0.08636084867464303,0.028811803581700348,-0.060643149949617406,-0.011312946416361573,-0.021896376254678582,0.14449132314118654,-0.003960077301753808,-0.115782467310006,-0.03366870037969573,-0.14615228903767705,0.009371209477317777,0.06032483232521026,0.04820405442355264,-0.0027796358555400944,0.04931735142926324
BMP8B,0.034353143491139396,0.007158141452581667,-0.01710625734202183,0.05476418498956319,-0.023022456542096573,-0.013299704553543602,0.013289129427077405,0.13534700096004437,-0.01666804961720621,0.005204078899436312,-0.015638325072168897,-0.014331009018418682,-0.05484908864814552,-0.09144371740748816,0.04921123726264525,0.05697005899233718,-0.02419482122905965,0.0517152545754434,0.035522934859436334,-0.03523065597465372
LIPH,,-0.02780853805312145,0.0013101990194255204,0.1751075540141856,-0.022582486891323108,,,,-0.01675970255507617,,,,0.0691143816888967,,-0.030184875496485783,-0.014538048794472047,,-0.01629812394368362,,0.06427517752935032
CCL28,,-0.020325201172198132,-0.025034838762912497,,,,0.08098583510510891,,0.017122242398484457,0.06411569394438339,-0.031059927692460472,-0.014339053039371804,0.08726565446021468,,,,-0.03228060915967836,,,-0.016389515745918716
PTPN11,-0.009755288683196386,0.03248459887532,0.012642972128520513,0.039878372429074264,-0.009642147158369488,0.025222438073723936,0.015876106567771754,-0.038742659407763023,0.0583829124006397,-0.028186045124643806,0.018617058659064944,0.033860323160078816,-0.04730737846257109,0.007213570204288987,-0.03934098449296143,0.01463809915840729,-0.03744380247722935,-0.021585661225003515,-0.004299637398521088,-0.036804366312726544
ADAM12,0.005954010533786491,-0.01754714684882529,-0.006206042068451088,0.046549190612631776,-0.04874988594881546,0.007438493227720244,-0.0032725235900706463,0.06816587116726337,0.0105894981353958,-0.016746419426311082,-0.05334224584812321,0.06264324811075658,0.024425404379505862,-0.018844064002887684,-0.05247651948313256,0.01863470004102389,0.006515693230622186,0.041755301325971085,0.018673974181193348,-0.01483282992902507
EPO,,-0.022157822835298522,0.12828054063779404,,-0.01067450640219546,-0.032605472774120896,,,-0.01753480048394634,,,0.0005292679777657938,,0.07891313795473465,-0.046108306951034024,-0.01848055162612694,,0.03026397100993607,,-0.017428887897192165
EDN3,0.016532625241979324,0.01362634288066218,-0.043859904303363784,0.03635405494650915,-0.028659759171101362,-0.011163358362792397,0.012302319660584315,-0.04306550928754634,0.0156961526804336,-0.02196218863769001,0.06523387146549442,-0.018267615771168165,,,0.08331321774418181,-0.025417593457701514,-0.004875797013425742,0.053395532284801456,,-0.03166816241398597
CCL22,,,,,,,,,-0.0016045392670219656,,,,,,-0.007671843581499071,-0.01221294260754358,-0.040070083151164594,0.044181692076800054,-0.06413024913713643,-0.02693219905598796
CCL2,-0.04312317426703816,-0.038662950931858966,0.01833869790629537,0.044089703308591154,-0.02599844646058045,-0.08358441936820639,-0.0144146746551843,-0.029848702189730215,0.03204741411575199,0.023304719302707506,-0.03809737973558778,0.062414722214572525,0.1538355956012019,-0.06991378804852516,0.022784514291592565,-0.03602170709992875,0.004935207497502109,0.0030401735176619512,-0.0853163441872191,0.005059464860916237
DSCAM,0.04064787111125962,0.0004268164699143725,0.07634778803017828,0.060443043067248035,0.0031689675726789533,-0.00048531715127700153,0.019192444215520455,0.04786829991980954,-0.0030003854871614127,0.0038471753561145623,-0.004219714899311141,0.06724039816485823,0.05707453605578303,-0.02979840844609091,0.07382181187406628,0.081636540657808,-0.046140619833244696,0.04683070451802435,0.011843743792548286,0.03138330344965781
GPHA2,,,0.021983947120773648,,,,,,,,,,,,,,,,,
ANG,0.031124806785395812,-0.03852616100924801,-0.016010544122913854,-0.06946236270045175,0.07277470819379936,-0.043067530399953736,-0.03512576907715247,-0.010048032911213754,0.005267228580371704,-0.004928582752168644,-0.06765444725004685,0.03698367307412154,0.01677922592943891,0.04783533142102738,0.07045608643642852,0.020816595870628982,-0.02096693905351958,0.028349108061490588,0.051358574087172475,-0.019994542443183015
FBLN2,0.06286064240775908,0.04368049265836075,0.012937759666651803,0.007382463051747879,-0.03490867556501557,0.020043309894078935,-0.03597513275269276,0.09568372538792298,-0.056039294501257726,-0.014357909311558056,-0.008878615162675088,0.02672186009828018,-0.029679512882307288,,0.12721322326528575,0.02521944533135747,0.1005880755928926,-0.0016203712305885535,0.06784458019898215,0.005148529126338175
VTN,,-0.026312194440538884,-0.03264445049936133,-0.024865672514343476,0.031315704816936074,0.022754119637751317,-0.017273025515306815,-0.013431559154552835,0.03985582540578759,-0.02310630203088288,,-0.015024260864420158,-0.005271122016634561,-0.05139772170228349,-0.012994954709229185,-0.012718778052743749,,-0.021655960211219,,-0.01364717562551468
VEGFA,0.02550107567077852,-0.06988640897606446,0.04173814193911471,-0.09302263037973835,0.1158832115385353,-0.10824135291996027,0.01282436222910534,0.04084036047713215,-0.011985531585592932,-0.004765821822894573,0.001598792323412319,0.016307402864292664,0.022252942013874902,0.042068410271045645,-0.12951418322588287,-0.10568904280786975,0.017008013522534476,-0.037042428291825094,0.03405712590596776,-0.06879254168552346
F10,,,,,,-0.030671302063677432,-0.0037512335211327165,0.039910931517087286,0.03821341913434448,-0.011805981560260763,0.12964799636389035,,,-0.03193204078149339,,0.006987568710227428,-0.0029386800438617224,0.015870127427414765,0.06175294958989498,0.08047284695723969
SERPINA1,-0.07922931089081425,0.0009674504398258729,-0.009520055480504412,-0.023475638506437482,-0.013065816279420328,-0.03421657550986062,-0.030735992829834025,0.07568989851305431,-0.014285346354480949,0.002456178262876521,-0.13668841690132763,-0.01853007921536278,0.11222965983292943,0.1346023760828371,-0.061763183488421296,-0.05525041417182624,0.007797421871261215,-0.01768736183648376,0.08372144861916966,0.00587911908599408
VWF,0.04738330896731541,0.04867271063878167,-0.011980844313685,0.10155987136836105,-0.048745751626444365,0.04867265042333763,0.04827751359121161,0.09331109522464263,-0.006534211333032591,0.02437808973852847,0.014993661927985038,0.004640200664927258,0.011067833116938854,-0.011803973114630266,0.07604392435448859,0.018028253765544486,0.031047935637643263,-0.02894870743014175,-0.010287109561790275,-0.029376451330324845
