,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1
PRG4,,-0.03484942649762033,-0.027799704209004267,0.0016419592698698798,-0.015673246358180484,0.029479752404165775,,0.024948918557424354,-0.013492842326371143,,,-0.01808104487412339,,,-0.019067965146401064,0.018222399295182344,,-0.0012292612629082092,,0.036304914991099786
ZG16B,,,-0.034062318295197715,,-0.018190719232639836,,,-0.025298586046378302,-0.01702185145168515,,,,,,,,,,,-0.021731951673825477
TGM2,-0.038824253161452126,0.09232507187659927,-0.017362973957103914,0.009540835400007466,0.004491012571037106,-0.04217353268801338,-0.04886818156734409,0.10664811373133863,0.03240239630859528,0.0025645900520687116,0.009393295841086738,-0.006783270400299615,0.07342093227003396,0.03236830393325444,0.004797792852933046,-0.053815313979350854,0.035662241752844284,0.052150541068824594,0.12245924777451223,-0.023712316270562646
VEGFC,-0.03138330783492399,-0.025005159304048168,-0.0015095032086843412,-0.04164262570419849,-0.017481993516150297,-0.04015590794211294,-0.036367508506441854,0.052741582822049354,-0.026867616287234736,0.013565395462020546,-0.028652588195604428,-0.018452427002020422,0.059923631666745705,-0.03780464416957785,-0.07422039213669382,-0.018749665293143716,0.07959875142922943,0.03158997049495287,,-0.012085269009880018
WNT6,,-0.01343232932788714,-0.02222303685399481,-0.03775511119621837,0.00514562477540897,-0.015402067412191665,-0.018195921275464596,0.0736951993028957,-0.005948060977475274,,,-0.01610434649651525,-0.046925137041528404,,0.05072086827310943,-0.057768290543304956,,0.028892653978321012,,-0.010423343523550163
NRG4,,0.0238443504357982,-0.02262395275846016,0.17755841808963926,-0.01907505780424475,0.012988685865830954,0.07850416745607894,0.07387880484460152,0.002637306428418024,-0.015165436468756727,0.037190339251266136,-0.021526908374275792,,-0.0063845448082655715,,,-0.03505158602465877,0.013629060901775765,,-0.01742889318754846
PMCH,,,0.0280722969858257,,-0.015385998749439035,,,,-0.024915275992287753,,,,,,0.008469696114213597,-0.043610467031639615,,-0.02128253154347777,,-0.014402183289141321
COL9A1,0.021636524957344073,-0.036818518153715604,0.0598501397532831,0.037459052602383316,-0.01992250566958078,0.02233347355772089,-0.016369505302519186,0.042996114184592094,-0.005983054318842509,0.012253650774256011,0.018047314117190037,0.05999534441959615,-0.04779058419126667,0.004773330533147904,0.0862939405207401,0.03256360064267859,0.07917289674468896,0.051534803877839375,,-0.03710833910142162
GDF11,0.022794711707691075,0.08618693243010576,0.040042548215059,0.036895402090101476,0.004539578018255797,0.04592378584711859,-0.00015064572748264138,0.06930750757832521,0.0049621414327431,-0.02215093095364203,0.08413919556021561,0.06134678727745811,-0.07057190181463772,0.029693006908222262,0.02493172245458489,0.02399637761382151,0.03543195405581255,0.07693022941179545,-0.036091839407821784,0.014920394732932418
RAET1E,,,,,,,,,,,,,,,,,,,,-0.019119371991114152
IL24,,,,,,,,,,,,,,,-0.043705281236355774,0.07672607311362367,,,,
SORBS1,-0.012775601687687958,0.0053782474002591184,0.014890329541692263,-0.08173705912184498,0.05403631813920803,-0.01722991386900153,-0.03967596362152634,-0.03436648576726243,-0.05385851125928269,-0.06215440122584142,-0.04054619456374568,0.0014061126460896737,0.08011777136229511,0.03049200756529422,0.03623332980209741,-0.0026757615439805585,-0.052688971436090956,0.02693155101484951,0.03436022062754219,0.04338036371313108
DLL1,-0.0035666744215641587,0.07596651724433362,-0.025706923077559153,0.06042507976558394,0.005599098844913031,0.024984260904616157,-0.037778923936777044,0.04758543348433334,-0.004911054535043059,0.008525179731370788,0.042894212215643095,0.06351022673756687,-0.0034054986888262103,-0.00726322183554784,0.10924687261313817,0.12344842137476955,-0.058985521513595075,0.02635719008163133,-0.013847891632295037,0.04758014399332739
TLN1,0.02966405741061084,0.07393164336877933,0.032924531691976365,-0.049200841189907196,-0.0410998606643993,0.013687480528092348,-0.017536741566499092,0.058473696044840706,0.018848870254968293,0.0012235499488571827,-0.044558468700080296,-0.0011310887014849746,0.029115029841031596,0.04012219175353917,-0.03308894146247168,-0.05568261813048853,0.09089569179955179,0.029021112434662575,0.019847640212777455,0.00035053453320905905
COL2A1,-0.029476950155612164,0.023618402120898448,-0.00374355224617246,,,-0.02329928322251124,0.017134588924082112,0.02057361947984601,,,,-0.015024263836759833,,,-0.012918353118822194,-0.015603058474152151,,0.06005143062387392,,0.007166016746722735
SHH,,,,,-0.016287076294809646,0.005828334010665325,0.1699724884847607,0.31259174410437435,-0.014141947525209904,-0.017327982805632112,,-0.014339047675150735,0.12026832003262948,,-0.024427408853829727,0.07671598477484387,0.00897026820903258,-0.028852333316186505,,0.03290653825994878
PON2,0.052217674605710626,-0.03666142426970957,-0.010738372759233377,0.0691023537948886,-0.07259682991613778,0.06393677188248913,-0.05964283805421168,0.05145861965110389,-0.035845853090190026,-0.03619372568392171,0.022203769162677127,0.110571451125507,0.028154093318752436,-0.12661596832866337,0.1340329018544702,0.057981089353748405,0.04085299414077583,-0.03459180958666107,0.002652098122411102,0.05201031257016523
ICAM5,,0.09523057050941292,-0.04294103134245632,0.005703067357340387,-0.02538456439991717,0.0469408868784056,0.029995549814806163,0.013141828857792791,-0.0455945636106657,0.02601640172490073,0.03771189615981354,-0.028003385557613277,,,-0.03660017501291556,-0.008985640861822478,,0.02413139505379317,0.07708933187485388,-0.01473615491244417
HPX,-0.00578744382021355,-0.03852221237344878,0.020936028940614637,0.08443269411830721,-0.01680933490500042,-0.053903700560986305,-0.018195922502907906,0.09661765688117215,-0.03340432849583168,-0.015091715632455503,,-0.0364469973795476,0.022403926493606355,0.04018510069549562,0.030765291484268535,0.0652841235001048,-0.023806203143196446,0.04028953249963907,,0.0019938314230975706
SFRP2,,0.040148338906327886,-0.03265738974545539,,-0.01854921487160525,,-0.023960737149297834,-0.025062695292976594,0.013649049000474422,-0.021013385577811832,-0.03443585515504474,-0.028129541982498524,0.024766279734864515,,0.02480908787361214,0.05612654245908715,0.0014872541815077348,0.011538237142029218,0.07350499615532051,0.06211694083725809
CFC1,,,,,,,0.06774669989474727,,0.0047393937804007386,,0.03763870736392451,,,,,,,,,
CD70,,,-0.014756248330432887,,0.05793061206620652,,,,0.010184402508740864,,,,,-0.03689067345994175,-0.014141678673092264,-0.01503518301953799,,0.002235595886556924,,-0.026590925718915283
HP,-0.05014684727871315,0.020193939726424047,0.010023143619899052,0.06675854824307409,0.07973510375103221,-0.04490213298867891,,0.0569792069934455,0.014476641486518916,0.016438287962997903,-0.022726394532058124,0.08510943733743233,0.064999962052769,0.031144040805493718,0.0337942108047342,-0.0006809220689055363,0.028795664191411427,0.030030109276652263,,-0.026071717935787244
CXCL2,-0.05417473221754315,0.06309881624913291,-0.016451578290435337,0.04259998898567367,0.046346407425472615,-0.0063761250410176995,-0.014880923002269527,0.11725799476209797,-0.010532331688253157,-0.0209737888946353,-2.785249313989205e-05,-0.015674064339732716,0.09842654156047931,0.1919843928032278,-0.011384280543081604,-0.06606914300318859,0.034770477826791595,-0.015562659102265368,-0.017201044606456207,-0.014938056820354704
NPPB,,,-0.009528945651674907,-0.01769710804223872,0.024265541801971404,,,,-0.0187581163686804,,,0.055357332436524145,,,-0.023397207433179155,-0.007316874475943037,,0.024361425766464644,,-0.017679671079092074
CCK,0.04135150016183043,0.015994129137318142,0.030206891989584195,-0.03466468215827933,0.05721910474031673,0.09226384898775286,-0.005738558616411243,-0.0973155360714487,0.044577727040354315,0.05325940161131997,0.10024007056159967,-0.039086733957675396,,,0.11076974547919607,0.07631476305438879,-0.07609011240853371,0.028028716604216512,-0.01052482098755763,-0.02293530611238734
SEMA6A,0.025834396130523983,-0.023300515371332937,0.051409257921820294,0.02383483992441467,0.02225677933515788,0.036343166669237356,0.012827349872856495,0.025291076196455084,0.006267515897103313,-0.01630555120838387,-0.08857945307474067,0.06664853595030323,0.06843914873713192,-0.038213084578612104,0.04686640710767013,0.029194921634185935,0.051474125838757274,0.010212987584366048,-0.0016677546216621675,0.05409995624485295
IRAK4,0.018504623392987453,0.04049941220510907,-0.016546112060281885,-0.011325384503738661,0.008722549382329015,-0.00972642067844941,-0.021272427555865205,0.02787793358667638,-0.07165982187226588,0.012406761487006663,-0.005471708922133223,0.04061342557912882,-0.06495268104604099,0.05221219847157589,-0.05419944089476933,0.05000301193775061,-0.0026695832768370833,-0.030844246174373847,0.026534801985118706,0.023236466030627186
GSTP1,0.03497931751592393,0.04401138964899258,-0.003446854886929182,0.03928437537996337,0.011754621866274056,0.03313058643397825,-0.031222226970524337,0.08253362741852703,0.006188929844716939,0.03992894636033824,-0.07891321145291846,0.015839117481399136,-0.06832225672892947,0.01422883002151557,0.1354802806219154,0.08761492560563289,-0.015315613851019753,0.1327374652587948,-0.021211502446034147,0.03697267594463003
VCAM1,-0.01444271689299216,0.042230850155765096,0.060538178193555586,0.13275091961150412,-0.023968902946367235,-0.06575404208029698,-0.032130415873430795,0.0683430661001189,0.023850260143330772,0.01048162313124844,-0.0544727902589207,0.05939805741210289,0.08022623290003195,0.003945584845038776,0.05937769254615563,-0.00039885583157384406,0.062120921257789355,0.049989445679100734,0.07458465599179354,0.007118089188443178
NXPH3,0.01643751021770275,-0.038471348835016,0.011182958305966564,-0.0023873766060592935,0.023939001040502863,-0.014304367666967209,-0.00440883753045172,0.039009221630706026,0.02109029943665876,0.00637187498808393,-0.050134083133609966,0.046515739529688765,-0.06522519671516289,0.027079446098009514,0.08238181954731733,-0.003986887304693652,0.03591035354132379,-0.020645089586120373,0.04146716869831362,0.0913826540629891
MTMR4,0.05461492507960115,0.03674038101445485,0.013193459396718767,-0.03629498308535188,0.0406311170754615,-0.011604233257070275,0.0572647049149692,0.03660312819960419,-0.005045161197813116,0.018470351402833367,0.09087232412310317,-0.003987009748982236,-0.012597579914494427,0.042842580914328424,0.010185876725707838,0.01290743246984319,-0.03777591256745075,0.05825869594390357,0.15642369963675493,0.03786037008785544
LAMC2,,0.2766836489653059,-0.02487289600998492,,0.004325370168738011,,0.03582015310178912,,-0.02361437577419942,,,,,-0.03399154526924389,-0.03555073423331443,-0.004939884979022661,0.027409410392648995,-0.038606412388913824,,-0.007476420687434102
IL10,-0.03259770087865171,0.0010493332159033058,-0.01689744841049472,0.043257380522881576,-0.03325979211761164,-0.0339505605710279,,0.07987260671739414,0.004652563022103161,,-0.06765070188742078,0.14608968885387147,0.004830285903781699,-0.05919993551818862,0.10105813575894612,0.08348241268549744,-0.03268964398853634,-0.029322025720002774,,0.023987214603914397
SEMA4D,-0.07173342832144546,0.04975569644925907,-0.026451263178826838,0.04098829633462226,0.01463398571356155,0.057258178819017104,-0.03331146261904886,-0.08259240702636447,0.00716007765889692,0.029444077375372715,-0.11411724992732783,0.014433692556785454,0.03660316606952399,0.04260644241477043,0.1013319206002867,0.12213148279595212,-0.01262776078861842,-0.008611317434110947,0.05424875898382247,0.0021985267769641676
TRH,0.00482888093250628,0.16591831861678577,0.02795619323337043,-0.021629710367480702,-0.008857371498057222,-0.022928261159282953,0.020842611054543315,0.047443970650520924,0.00514717771527193,,0.09606088441071475,-0.008277530536053877,-0.012264659923643005,,0.018029996064409196,0.028453629588858772,0.015501310930340599,0.03295578097871071,-0.04982120163934425,-0.019802417233386785
SEMA6D,0.020575647795446166,-0.011261080177357637,0.019892941069132825,0.040016911147125515,-0.027668430627663915,0.05793662011093722,-0.01698512782263387,0.07038219811059537,-0.034395040860668157,-0.010351315765298836,0.04467168479746702,0.04816443342787904,-0.07362084807397937,0.06786114438514042,0.030831808280208813,0.05362284562034681,0.12361531805529719,0.07482035693847676,-0.03437062392538933,0.048637474545376036
CEL,,,,-0.023736007560063947,,0.023986146086884975,,,,,,,-0.04739961443574299,-0.026716794946040033,0.04568100487793908,0.026332412196416913,0.014221494038291045,0.024475758531383566,,0.019280798165412286
PDCD1LG2,-0.04647644811112633,0.02286371855183228,-0.009099839157836073,-0.02922521362275033,-0.040096247426127225,0.04839594524455594,0.0263624221751091,-0.002342735325281524,0.041494141598855276,-0.0032459345281794887,-0.0393806379403195,-0.028255225684671377,0.11350570924232138,-0.06806749868700797,0.06336359312264847,0.06239274130953241,0.06939880271053843,-0.012426177302204881,,0.024324089424404505
SPINT1,-0.03142128256502877,0.021789193374230357,-0.012681171013636913,-0.0099658487625687,-0.04538614446011097,0.013124542471881235,-0.022645614067110617,0.042440629003941924,0.04358853082276261,0.021064864906191732,-0.012688401083860424,-0.02424420272389691,-0.03651774225374014,-0.08380276306093021,0.06092922028614329,0.048890117213989136,-0.0008144017305352459,0.023898260767100502,,0.05837155966645407
CTHRC1,0.011113669375797705,0.05090772801725555,0.0023195154754848367,-0.02541330850675012,-0.024013813305130947,0.034724055131660235,-0.06465264107619666,0.07146552288775891,0.023287648991264617,0.029412210752347373,-0.0027556266857039695,-0.005396168378696803,-0.004807639564364434,-0.11025899492120965,0.0020215382889161373,-0.04141918236070882,0.031930152874143254,-0.029044497758851512,,-0.0623015986104458
PODXL,-0.011795569156178524,0.004193300208800589,-0.0038783638928872586,0.049723781215547956,0.06477046172368453,0.007198462522198172,-0.015668791931517538,0.10524549229154598,0.026559583110805383,0.010928478214852589,0.05192584506933229,0.0038551662116299026,0.05811139468015181,-0.10095396765383102,0.03060919386970717,-0.010984180674410765,0.04138386014488694,0.036822181315831606,0.003678193604068228,-0.016415288753256197
JAM3,0.007327182507579819,0.03586292849377912,0.015782758862684616,0.009359776823932046,-0.05734707564004257,-0.025624361408122687,0.014630528456027914,0.07213021124216132,0.0010819489837166365,0.028053138838415387,-0.14180131171943863,0.02244000501227862,-0.03447959458631152,0.015628988198236767,-0.022076855437300747,0.014623587847827501,-0.03287172169490213,0.01303073687486888,-0.0323249591901729,-0.015906154790432312
TGFB2,0.019838731296168026,-0.06593586512525958,0.0021418875823163773,0.02504333190777798,0.03004543686947164,0.05388558088915471,-0.021227979015831264,0.068022599410997,-0.020681593538725306,0.0034672291290718613,0.07688816969976672,-0.019788072614394712,0.005361499569318308,0.07696571108387032,0.04323984096724947,0.03852605757079426,0.0958578530422908,-0.01894005138686185,0.04531707519887854,-0.013886200250002805
COL18A1,-0.0377394086884756,0.0688235443821148,-0.023038828271039598,0.08146609795963808,-0.04860315585982602,0.02874381328962446,-0.027098800378290936,0.08121460197123678,-0.01182966970835451,0.005072000046577337,-0.05097793083590507,0.020636485783168575,-0.06044863542861493,-0.04703886139053334,0.019639553946214233,-0.038047828802132,0.09959800610045111,-0.00948899269224243,0.02736203113740976,-0.03822160208030468
NODAL,-0.0455882324072375,,-0.01472080780951734,,-0.032075901877421986,0.0334217260698798,-0.02390600384739799,0.04467170131220962,,,,-0.02536791238959582,-0.050509054728143335,-0.04112319579737142,0.07587009098084968,-0.036105033322788645,0.08398090915496277,-0.018885212365710065,,-0.011717999170677756
