,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1
WNT2B,-0.023703015019603188,-0.012942148779084804,0.025042969204084324,0.02382166778667833,0.014442024363147414,0.049378316522125834
AMH,-0.033841330079616934,0.03499734231428947,0.0570614311651311,0.027143030567180867,0.05953670944196239,0.032347884816951895
GDF10,,0.04285450356821422,,0.03661084486147819,-0.03424091991679544,0.04630769710283691
EFNB3,-0.02112929749892624,0.008004854654901547,0.001917665634760646,-0.011105654116791418,-0.003049398625145467,0.025974097298008078
LTB,-0.02725754700250728,0.031666186141442475,0.05382756784499726,0.04803025335376522,0.07207883038407778,0.1026998270678006
ANGPT2,-0.03544469415279104,-0.012951564336754819,0.05685736823451836,0.06747577640241612,-0.015685257300467124,-0.02223566011572762
NRTN,,,0.08082867101748245,,,
ADAM17,0.06425893585213173,0.03262465760471933,0.017171358861697305,-0.030181352621290358,-0.03173255536487251,-0.03476725199695483
LRPAP1,0.023473867333772196,-0.09044319445647005,-0.02285105758515577,0.03463099846994614,0.06894764732370066,-0.02206455800657896
NID1,-0.013549363691516277,-0.016188383406915332,0.049326693907705894,0.031855900625112565,-0.04041377060087603,0.03903045806931742
MST1,-0.011627215393729682,0.10909955456646464,-0.013995184221953241,-0.006509161813683089,0.04457399543373436,-0.03196108123178089
CCL14,-0.02126244542863302,,,,,
DCN,0.050453684595629,-0.056205862795737874,0.0005770525165114306,0.013397212678845794,-0.003635614831929697,0.11403546989265244
IGFL2,,,,,0.014865191910204929,0.013649447982634585
COL7A1,-0.023284060150692152,-0.01400934249785742,-0.012080763576408868,-0.05085599942925823,-0.01773386381873658,0.14810429981250145
CALR,0.008457325257393192,-0.022566470079723896,-0.03626498924506346,0.0162296786955575,-0.12421824652503087,0.03504943900197799
PIGA,-0.02730981459999114,0.029923119542109907,-0.04853033188884888,0.05578743357588084,-0.04248555473454005,0.016080050242413
CD200,-0.052949674419221035,0.013661245914146915,0.1151686137484371,0.06436500123601054,0.0750782963817086,-0.0021865358832790613
GRP,,,,,-0.0005238741426246897,-0.016661757684310483
CDH1,,0.0015969154836276333,-0.03166969420489722,-0.011500730215867389,0.030649950043828814,0.03377012549135689
LPL,-0.0457263381578538,0.007964969229695296,-0.02552653446256879,0.009318572340576736,0.10933579852700188,-0.03306082125611498
SEMA5A,-0.03759291316229863,0.034426282686316874,-0.041146556436948485,0.026121604480053413,0.08619989374450591,-0.011267493521513747
SEMA7A,-0.03742364777978894,-0.035936013849849034,0.045825451527829096,0.03248171097440496,-0.03316662351807251,0.022701419032914425
SEMA4G,0.06274087476598032,-0.04016276620695995,0.02168254846697172,-0.0039008634955478246,0.07697932141836987,0.0452318987914782
SEMA3B,0.021246842759108167,-0.06887907705277764,0.010852651974290703,0.011280057484834885,-0.00968133255970442,0.06717753548010438
RPH3A,,,0.004517535920528489,0.01906388012270277,0.01564765375349022,0.01578458972126561
JAG2,-0.028455901798529595,-0.06072866357683522,0.03911702388363728,0.04825263974555157,0.048101283669170325,-0.00496118640139497
CGN,,0.02873835386273233,-0.007622307549607621,0.015413845931166284,0.07137048058313415,-0.027299603188691887
GDF15,0.008517842743429135,0.09928144918412272,-0.0013254587049442617,0.012973905449600788,0.001353102550764061,0.017193099307970545
SEMA4F,-0.03723194684842604,0.023195680360107364,-0.01839889719696717,-0.01612057194795161,0.00288523927820885,-0.006606083573602774
NXPH1,,-0.031956036987459795,0.007201071676121252,0.022401896627649447,0.08611455013899412,0.022150385380296417
ARF1,0.04747524100887315,-0.01812898193596708,-0.008853940474499396,-0.020790757968435363,0.02559067081909321,-0.001637695668833196
DSC3,-0.0005510912500504624,,,,,-0.014042020106665975
EBI3,-0.020612125353011674,-0.05780258864103347,0.011004722396409157,0.03751121601350107,0.050923778314829624,0.003601105953700907
TIMP1,-0.04850430086434479,0.04766398314424886,0.05697793742313126,-0.05849233907579464,-0.13789870539512475,0.09663748772151402
SEMA3C,0.02818113808727444,-0.08456079809991957,-0.011814625760693129,-0.030663822910470585,-0.04509587255646951,0.06551190497885546
GNRH2,,,,,,-0.01521644254810352
GAS6,-0.022690797052815986,0.013811714810607483,-0.005828798356658601,0.017721165689650178,0.002098369096744198,0.026067713321608715
MEPE,,,,-0.03172094358450401,0.062233986272007394,0.002274211100514094
SERPINE1,-0.00389098298429372,-0.005424510918697815,-0.009756256617555343,-0.08416112823528034,-0.12299125303710419,-0.008167708129074741
RSPO2,,,,-0.025630720488130285,0.013290327977172634,0.011310872502831708
SHBG,,-0.0013528966485954618,-0.03616423446168042,-0.011407615041518774,0.01860614735060484,0.029460750656682078
LGALS3BP,-0.05074713638636179,-0.09097311443657342,0.06730650394939254,-0.008797551934530273,-0.0349179570054475,0.0012746020460553697
LAMB1,0.005348059297480121,0.05166345845913961,0.11333271143452829,0.014585491727711909,-0.0530639883400328,0.05495920040394792
SPTBN2,-0.03207160336449292,-0.046569869735326605,-0.009319743154462,-0.030273162896958566,0.05187293621767485,-0.018545407102160318
COL1A2,0.011115461209550814,0.05105448858044217,0.06268857551556273,0.009221785040908273,-0.07116841314188445,0.09960211248337919
DEFB1,,,,,,0.08569557166809907
WNT11,-0.019426752183855898,,,0.006952989711081297,0.046229076224148465,-0.01863551857490028
LGALS1,-0.042629176512882665,-0.04944208703776137,0.03417331342127896,-0.05069271732861609,-0.13199478017120264,0.0063414915192617095
BCAN,0.020288304243683105,0.012890854092686312,0.03300304105859231,0.03907218633560531,0.15457123660171757,-0.010101754379866108
ANOS1,-0.023172426664328342,-0.08726162600410907,0.0007785402604595879,0.008622392375782311,0.06428355137114243,0.07673596255192307
EDA,0.018677450600969266,0.06103029131101781,0.004802128560945022,-0.025949545387383827,-0.03424091794906934,0.08220757797010236
FGF22,,,0.05362219939794962,-0.011858339446142133,0.05695068150682143,-0.026912069573138433
SHANK1,,,-0.03437590385445067,-0.018229698706435683,0.03388176841852832,0.027065105795807985
NPVF,,,,-0.020744829733252767,-0.018967007187165832,
RAET1G,,,,,,-0.01750888286616972
TGFB1,-0.05381382204902513,-0.07209934369939525,0.011867546517465244,0.04006700955147463,-0.013267185356769602,0.03167439155047455
MSTN,,-0.10754119977547322,-0.0009868500417300524,0.04837510242888478,0.07907141544462036,-0.033862300822457725
WNT4,,,-0.027217195822158927,0.05065840427012379,0.020362911013537453,0.07837448770805605
TNFSF4,0.06044362702043015,0.03878459850333777,-0.007199472408589303,0.004174699711745534,0.02819972713859962,-0.015046392764377123
NTN1,-0.0751739861306132,-0.09905800822169634,-0.014845217644978549,0.006831620989172917,0.054486789186559734,0.05188247619477045
CXCL12,-0.04722340229988761,-0.042149062926113284,-0.014198741121274824,0.017508856462371988,-0.001058016837285465,0.053909048230055094
GNRH1,0.03906014285051104,-0.03571248275494,0.023876982372409507,-0.010601155449884287,-0.011722289875186073,-0.0024714189273957925
FGF8,,,,-0.002010186020543843,0.005186075529469681,
RIMS1,,-0.05033107698747215,0.049628778653399756,0.045418672027115525,0.0027949129571792656,0.06818497463878498
FGF14,,-0.050193748475947195,-0.017284963379716675,0.054413933037765906,0.052027080500391364,-0.01570824573731535
IGF1,-0.005507479863306727,0.08374982535780691,0.015740924272916037,0.017235578886163935,0.0032993558853538756,0.0914874029764809
TNFSF10,-0.08040954878650867,-0.0181484590496765,0.09774484711283515,-0.010742771420069885,0.04966192528884812,-0.002742296101616977
GDF5,0.07899153845106122,,-0.026573311195684634,0.005072122727225101,0.0201911097548438,-0.04050136108933565
CHAD,,,,-0.007236672237424411,0.028960737518907983,
RGMA,0.04293094098807295,-0.0704006040802755,0.09790971406772123,-0.01638383540679608,0.04965401071922864,-0.026782560755098987
WNT16,-0.043831795798943564,,,,,0.0742145313238658
CX3CL1,0.06415945887891414,0.016487278241923992,0.03441686154915932,0.0563474910218459,0.030480205825989103,0.05230609933248672
FGF1,-0.028894062039325465,-0.033886559632927964,0.04398311598030559,0.03558577229253759,0.06753230490845998,-0.025283602791577358
ALOX5AP,-0.005230982813678532,-0.008442767307487145,-0.07619377203400932,0.07079259736840124,-0.11174953663397387,0.04089135546332945
IL1RN,0.01052576446055184,0.1263729397676273,-0.01685996304914866,-0.04728992123767415,-0.028868063997976545,-0.012321512369685175
PCSK9,0.016595599155359103,,,0.07680149458506488,0.06318388578372004,
NPW,-0.020111914169550518,-0.056055270544242294,-0.022827386715697718,0.01243817365314465,-0.016073775264246838,-0.008482696195606008
CXCL9,-0.025940092504989944,0.00521611844529811,-0.034635945386367654,,,0.01018422843327519
ANGPTL4,0.055016315586029804,0.0123854332530273,0.00954545250554732,-0.07188402026846398,-0.09854961663343717,-0.0043249282718484236
CCL11,-0.020279895621021032,,,,,
UCN2,-0.006016030187691873,,,-0.03128805133033686,-0.022979459150290787,
OBP2A,-0.016222236072217337,,,,,-0.015772859052114865
COL4A3,,,,,-0.01591366533029029,0.17724899899893337
NRG3,,-0.043141145698867844,-0.04160337246051204,-0.054875579725268436,0.08453030219016464,0.06655045178204391
IL23A,,0.09906859628469283,,-0.018094920653879253,0.18269447844585746,-0.022769380718570292
COLQ,-0.010506193800880113,0.038555084139471646,-0.027503980749428898,0.002619537154385877,0.0643381300553083,0.031060403058890632
SCGB1A1,,,,,0.05541954379972922,
TNFSF12,0.004509459055569349,-0.013370687602011933,0.00044742966405765435,-0.05989714678824248,0.026543341335979288,0.03580424452661173
DKK2,0.05286604507910497,,-0.02311622359988614,-0.021359797535184494,,-0.021808046444568543
FYN,0.0434138276980201,0.10333494141668381,0.029612966674341854,0.0028302643038554875,0.13548384964809718,-0.04694647872499636
ACE,-0.0734401218140191,-0.012265435918280367,0.0788475461468743,0.014702325036719071,0.05077045906489349,0.04144743137755784
IL18,0.02602385557944507,0.053060545297085794,0.05254999646837784,-0.03202787019613658,0.04227297263802058,0.045490741328551444
PPBP,-0.015160333586315333,,,-0.022155490179148155,-0.02380598317458453,
CCL27,,0.008278998125925054,-0.04160338496511571,-0.019202311938768556,0.09232580317162797,-0.040501368005998725
SERPING1,-0.035920099130106777,-0.03977171098474496,-0.07238900984944495,0.06474826381180807,-0.045761654740077956,-0.00994188629582302
AZGP1,,,0.037540010663417694,-0.0634040745884006,-0.02860735188260003,0.029062709142466905
INHA,0.07621117279729005,0.014299954314091113,0.011068125462855752,-0.0013603157356783392,0.012759028758917199,0.07660361330284655
SEMA3G,-0.022359390179010234,-0.031120602243085688,0.026860489693242597,,,-0.007225833710073663
COL6A1,-0.02463166007166065,-0.0014580334503778451,0.04207683798281929,-0.01155178733930245,-0.12834058962710201,0.050707855082449155
FGF17,-0.017222381738714612,,,-0.045774106370121456,0.05698128023062196,-0.015026697036790479
TNFSF8,,,,0.047636006837182145,-0.02202918071677415,-0.022315196733880972
FGF20,,-0.03251792988045745,0.10209166781112516,0.09136348901274487,0.0626517893112384,-0.025869503660315284
ICAM3,-0.044983333445239686,0.07647560586381422,0.08576591356072857,0.04853528288089622,0.06532067222409656,0.066387206093102
LAMA4,-0.003631193800718397,0.008862807398074013,0.08866060397819038,-0.03485907258501167,0.010075120738879815,-0.017988106297821896
INHBE,-0.0008448701208716028,,,,,
DLL4,0.00449183406848072,0.052058564086583145,0.08718435101487995,0.03954539410414146,0.008823358277208607,0.04059982696797763
SEMA3A,-0.02365233128277522,,,-0.02238077844392644,0.03225458695406267,0.02301388580266112
RLN2,,,,-0.01662386061404475,,0.007211003101802228
C5,0.0495894858877091,-0.14019283710252425,0.012305487437327395,0.073260576678233,0.007414982755669123,-0.07248357421616997
COMP,0.08987370219738816,,,,,-0.021423644979239306
EDN2,0.08065372099583626,,,,,
C1QA,-0.06504924890335871,-0.044388511723372485,0.04762217227678649,0.06031857701541684,-0.04082154969338731,0.07573680967040711
UTS2B,,0.030663123769954243,,,,-0.018478393380490284
COL9A3,0.012581304195598554,-0.03152031224223641,-0.05295666428476556,0.03539585281765647,0.10444699431271676,0.030705076967588042
DLK1,0.038485152631854924,,,,,
HGF,-0.03904126600774863,-0.022910210800816323,-0.03907557608569012,0.051249101600558934,0.02112468291027374,0.001532030348685854
GIP,-0.020939567756852243,,,,,
P4HB,0.005445483862963067,0.07544541573077658,0.06453419019924253,-0.017463474535698357,-0.13594208136284028,0.0475982275151926
ADCYAP1,,-0.019950656189435905,-0.02558053617208765,0.06485066084242964,-0.0021945635003563094,-0.0265682647913434
GREM1,0.008866482523779869,-0.055164625080848344,0.015980810143004082,-0.08508899232182807,0.05621693389317198,0.02076239672533342
EGF,0.016205098674402292,-0.05222643559181261,-0.032507477091646746,-0.020325411339514574,-0.019200744466813868,0.028667695899119033
VEGFB,0.04137493488276433,0.049351877591176624,-0.006267681657293792,-0.017772609285418996,-0.00432420068274601,0.02373041118634245
FARP2,-0.0091043622456082,-0.024093036673364637,0.049092020755190896,-0.028350533672242897,0.07431629344303682,0.007638748473424297
IHH,,,,-0.021760959665853383,-0.02342172520181901,
LAMA2,-0.03196171970020187,-0.06229132017859098,0.06991686365718457,0.007027607897827757,0.040962603722677314,0.09846035171216247
SERPINC1,,,,,0.04397405797013283,
NRG1,-0.04098721059029402,-0.04768725225604356,0.036194660426776624,-0.02298980624256703,-0.041471152168826464,0.000724517190577448
SPINK1,-0.0268680647769644,,0.032329383350973816,-0.02724008369613147,-0.052430637656988494,-0.02417473025257237
EFEMP2,0.0020891514515466564,-0.03156670146866735,0.006075335671787954,-0.020695860143213556,-0.05617038959358753,0.05079503425390769
SELPLG,-0.018375248305121973,0.015515855128102437,0.10592502739346422,0.04041939732448757,-0.01358793641080962,0.09492890848871262
GDF6,,,,-0.04292239268733827,0.004445390945440077,
HLA-E,-0.05710976742357615,-0.02650681595988994,0.03977388280770684,0.07982033489281934,-0.10030761040795831,0.05165285672805178
PTN,-0.05602209428005224,0.06477116842486173,0.01823399352470561,0.05854198954260907,-0.03674075530154913,0.030024884495462947
CD274,-0.028523351160869057,-0.02358076084953502,0.054627789327184546,-0.05486484877826705,0.005208506693198427,-0.055581391395460276
CD14,0.021533937266336598,0.013395263327600696,0.055537973057629725,0.09958294726013046,-0.055489741297293414,0.06962235424997676
SFTPD,,0.08594914867821755,0.11444168929375835,0.019251902148533208,0.025065275860139208,0.02282472968096852
SLIT1,-0.018718683180319672,0.07390821321538087,0.003375120108645341,0.0978516329527171,0.03464095738242489,0.00030423700479932067
BST1,-0.027335005005183887,0.030037614680732506,-0.056479456500601426,-0.0019191781605503904,0.03629833168939037,0.11601044456028413
AGTRAP,-0.03000012535577791,0.03219038702553012,0.040206600288682455,0.0043441606764151024,-0.014977217937262834,0.026516100957710797
LAMC1,0.029956286911345727,-0.04139983010037628,0.006270156225825711,-0.022275563011139865,-0.061976079235900476,0.019792325344627725
COL6A3,-0.00191758773604349,0.05342402903221248,-0.03942456246582772,0.015609142995647394,-0.059548142564674354,0.10185042799513164
FN1,-0.030959438343014668,-0.032540134542739615,0.057085190121052336,-0.025557287637667035,-0.11189435542415116,0.006441715494620249
MIF,-0.0020052146899698447,-0.00657786270710791,0.005440308195937197,-0.08322828591018856,-0.008054088172648011,-0.05040578607670133
JAG1,-0.03366292880562984,0.042231385721679254,-0.0192018338836979,0.007808622265924876,-0.0642966236696949,-0.034474769264660386
NID2,-0.06900385378259152,-0.06379810279094314,0.060330382077806465,0.07416635719426432,-0.005069219547314242,0.024514263588732352
EFNB1,-0.09794761149935853,0.072929673678603,0.07626322151759149,-0.009693498767788265,-0.010625607179763111,0.019082767826631656
COL4A2,-0.061245613885293586,0.010332428237745482,0.025366099592077827,0.02069630314422088,-0.054340551654167436,0.008232242728251021
SPP1,0.02221125877290097,0.014362638397205394,-0.07713191427895315,0.015466806901839136,-0.12492693056624014,-0.1090585823355544
PODXL2,-0.014257097331405292,-0.04703902783281899,-0.0014937662903644739,-0.006929626734287781,0.07155209951544618,0.054527519354423765
FGF9,,,,0.004349791954711862,0.10682860380510352,-0.024546116169842095
ITIH2,,0.03482912380417476,0.028223714468121677,-0.0076905978514051395,-0.005676375192964378,0.12865033231904052
ADAM10,0.01544948342021923,0.10993933816124983,-0.02526968034081641,0.03496728763070159,-0.001688131510309113,-0.05360675464026163
CFH,-0.03122533503200784,-0.019548622187449995,0.07500027545805309,0.024895238313009653,0.014955529848223854,0.08423357182782816
COL4A5,-0.023292557788918655,-0.07166469240556679,0.016042494612656683,0.018669005938911108,0.07699283718787629,-0.009072323796860427
LTBP3,0.022989400386993396,-0.06826948062282959,-0.028254995604678923,-0.022448828961934977,-0.027127112778279283,-0.01978394447174986
GNB3,0.014189700042293635,0.02974441531174057,-0.032779061792713185,-0.01681636497128756,6.580255837331878e-05,0.12792706933797782
COL6A2,-0.04860938438485392,0.016310583831206316,0.07236264371737079,-0.03541243018542679,-0.1038755353990402,0.05565710847281468
GDF9,-0.02205097093210981,-0.014767464581444394,-0.032233259256490954,-0.008580865893866536,0.07915405096391764,0.024193132304614867
NCAM1,-0.021650055562561315,-0.12291446689541313,-0.057633056062604424,-0.01276650949384487,0.018226305373802598,-0.05184522447397626
APOC2,-0.02082877568929243,0.00957854074548375,0.010196725291408283,0.022763188750451163,0.06001156154948277,-0.025402408275183686
BST2,0.026043666887138106,-0.11644733149929985,-0.016987660717550545,0.0716967157262183,-0.03958414364940155,0.06309359811166491
COL5A1,-0.020545711292447727,0.06106981967218423,0.03646823268387461,0.005220456914487804,-0.07878882915732607,0.09861798487709032
CALM3,-0.013621805962275142,-0.1208147263777398,-0.018285614955374164,0.0007309583853694364,0.15700917278758597,0.04558195740357701
THBS2,0.03821490187610116,-0.04304507349378087,0.03367493485268391,0.019060170530443166,0.0026924602133507097,0.09635046472462598
SERPINE2,0.06754433520569358,-0.04258472663243441,0.05837214333600563,0.044323776105129546,-0.07612578764182892,0.025198223905299515
EFNB2,-0.04750999011692575,0.10698744725318264,-0.05780632855189445,0.008876946625522223,-0.028809548601532335,0.030716031320882152
PROK1,,,,-0.01662386430197434,-0.021196112046586123,
MMP9,-0.032777358511916856,-0.02431505550599625,0.12670744489673108,-0.05960551593475164,0.022446621349070467,-0.04329614190095906
NPPA,,-0.0394864219403431,0.05832826859738952,-0.02246730869410312,0.1085831895937288,0.06817764005128836
APOB,,,-0.026246112022365695,,,-0.014244072910659513
C4B,-0.01662906696280309,,,,,-0.01577286346239546
NTNG2,0.0014076133859870635,0.13476689827910956,-0.051894553699919646,0.006876496723013908,0.018736182541856713,0.0344040550838861
LAMA1,-0.026740359772757235,0.005145346608483581,0.032854022600041416,-0.03856169367557556,0.0760663461589027,0.07011033931781598
UCN,-0.049070649988652314,-0.057894812695629495,0.030681200022837377,-0.00753931580563446,0.042023470214415916,0.023597133399725967
ARTN,-0.028154107736863394,-0.06565954871835589,0.01747543742309903,-0.031288050512005006,-0.00840929205601313,0.013097562337092658
PDGFD,0.003328155161986936,0.09714181532966491,-0.01710532881778509,2.8127661984024465e-05,0.05506213516774252,0.003543513957079154
EDN1,-0.025940104366148988,0.01523446314986154,0.027588375968742498,-0.004946812711322177,0.11673841335422364,0.039486164884401535
ARPC5,-0.0380606071603187,-0.06183757047260913,0.05665651723207698,-0.019074824414347987,-0.00523344090751187,-0.03673044481819343
GSTO1,-0.03940830427922216,0.02372114346925322,0.07464015524121412,-0.0219334521066915,-0.011088352007230979,0.018865463225087593
PROK2,,,,-0.014444838379174386,-0.021616331156330916,-0.01298728029372362
SYK,0.021499669551315416,-0.1062945064965226,0.05806397049361453,0.019163435133882224,-0.013515636697632272,0.0059230163622640535
CD40LG,,,,,,-0.015404001455633008
ST6GAL1,0.00314626875570942,-0.059125688982366816,0.054247396762199,0.00215796735650442,0.10840544691558325,0.05676488908239925
WNT3,0.03696672880120335,0.0524067003324493,0.04732664806459017,0.04009060387721776,-0.03799499565749516,-0.041092560420114
HSP90B1,0.027007111285567834,-0.06862285992181158,-0.06717288470048988,-0.008323602726534993,-0.12882573855012144,0.035415004788061366
ZP3,0.06973053862296685,-0.023678412933964263,0.09184949524279028,-0.011071972804380652,-0.016548073910767985,-0.03430860149063324
NRG2,,-0.04113108807614531,-0.007419716555895178,-0.016280118069260763,0.033774104813235395,0.010914909204637583
MELTF,0.026068290438953676,-0.0026865592267084474,0.12263969741816527,0.0051124324489877065,-0.0051224428850057385,0.003038142120657479
NLGN1,0.15364406798636523,-0.11389847217276204,0.005639999450058901,0.021846835874452946,0.06546487941767887,-0.04740999364850253
SLIT3,-0.019016898323464926,-0.022087690224500165,-0.04613774201012084,-0.0434874527652823,0.01919400338337261,0.06562084716565375
CCL8,-0.019075736816969675,-0.04259656708963048,-0.02455189065364754,0.03608723335861028,-0.01361961943180723,0.021832404024901036
S100A4,-0.031073258482606378,-0.015483904708495961,-0.015764939681412578,0.028694232986802046,-0.06968931702592539,0.004385952382000463
TNFSF13B,0.052302781455487904,-0.0809706303150809,-0.05126816371996207,-0.0008400854745324356,0.00836266174151135,0.02787777674069494
HSPG2,-0.07840871157896917,0.07181597977176421,0.05492522888952341,0.028159678960032405,-0.04628838710057666,0.03544841874060828
FAM3C,-0.04204477990021582,-0.07165615182374657,-0.015906731161126175,0.006254917923822825,0.00329508851369261,-0.061497085861484474
FLT3LG,-0.04684956124793569,-0.029933328484313612,0.03251456917687228,-0.0531237326379736,0.052957260330137264,0.06325433860259998
A2M,-0.038577314443845614,0.005128018012739776,-0.030396068717193175,0.07523868268503428,-0.0525549446212232,-0.055480447486067286
VCL,-0.048773372199535814,-0.024627062107522905,0.01557233055439906,-0.03025112518290362,-0.05209240128430666,0.039501499260564295
FGF2,0.012286512499744297,-0.029116459363500075,-0.057760921654361135,-0.010355012161589868,0.009118270256807202,-0.030264108664842134
AGRP,-0.015593298417140054,-0.0032437063530335038,-0.008522791279767792,0.0837222910354913,-0.016459808803382398,
CNTN3,,-0.05113482378377522,,-0.040701750482380186,0.10333299665097614,
RNASE2,-0.027257539634888726,0.0258974022379754,0.012245704064702484,0.08902620002805052,0.01746465904915457,0.0025404980723965917
ADM2,-0.022205662843351126,0.10433094580495907,,,,-0.014640300793368142
GAL,-0.018170979897239262,0.052824700151963035,-0.040698040137754285,-0.028852446952347583,-0.048310625401434645,-0.014443467184794214
CXCL6,,,,-0.034355332138129996,-0.04096921101035237,0.08684520709077083
PDGFC,0.016787189320233334,0.011201591430084633,-0.012305381117687782,0.018691327842193406,0.04203875166409087,0.03909425470520089
COL8A2,0.03358075362590359,0.029863687512078067,-0.010147859266601125,0.0035624456502506164,-0.02000224912161488,0.05538727663870906
SPON2,0.02997508615475732,0.02292974967478454,0.06975051302508474,0.025352861691677147,-0.012390390262542817,0.10137973896587087
LCN2,,,,0.010329286024033301,0.013156366985805704,
SEMA3D,-0.019251977540396276,-0.05222643139040735,-0.031398364819795736,,,
BMP6,,,,-0.0005477140137031529,0.08554264320704942,0.059418585393640526
TIMP2,0.008771164442837114,-0.04963568063276693,0.04760431672085913,0.006726596975786291,-0.06612877571966541,0.0522421430994228
EFNA1,-0.03065736728903816,0.00655775505805671,0.03337690311943561,0.00679700772637769,0.01126423031233788,-0.04332045716284425
S100A12,-0.018897989532480446,,,-0.018329306653170854,,-0.015954303565788745
TFPI,-0.0484802584129452,-0.0007351407406180068,0.042707261223890125,-0.003477736429532212,0.019347415438589827,0.0847324445604022
GPC3,-0.018170980153658263,0.020170681962499822,-0.023482650075228456,0.0611998465139427,0.09370168947007135,0.0733781297239861
NMU,0.026537127512086263,-0.10856342700505792,-0.036909106680049666,0.07511349201756516,0.055365207150304574,0.007003314656344398
SCGB3A2,,,,-0.020744833099748297,0.05141167244078032,-0.0230303311553635
LAMB3,0.03938629020155128,-0.09362019404543025,0.026755503036167853,-0.01664492342003068,0.05400806108053761,-0.009790832467238438
LGALS9,-0.030746276245236504,0.07617765554713778,0.08292388174584753,0.09369596014914881,-0.012351610703753148,0.027824709446251355
VIM,0.030529545957993995,-0.006838088608998692,0.03860794591095333,-0.050882435765903844,-0.13772163298493548,-0.060833567124163365
PLAU,-0.05150703413217576,-0.028983495851531104,0.02765157591136107,0.04206548953171853,-0.06602751512553313,0.02194996007460121
TGFB3,-0.051520473786846245,-0.016146787164865867,0.0478435185233638,0.04858707602634124,0.013192866470741305,0.015340219896812841
APLN,0.05301660913892015,-0.0394413797402255,0.037164948738097656,-0.029469891485582204,-0.03406483705154872,-0.038898657902593774
SHANK2,,,,-0.004082919976746608,0.1458365696012108,0.12410817761017139
LTF,,0.044191265795459705,-0.05155831886322073,0.012434665970932188,-0.006066881026157644,-0.10408152508457541
PYY,0.0891829423712642,,,-0.02422163657242269,0.010201812635063562,0.08093532476805322
PENK,,,,,,-0.01734249619598173
CTF1,0.007911059577455104,0.052500034454135903,0.07068389221046473,0.027770434090280505,0.037115676220971214,-0.0007853953594529168
COL3A1,0.03217180116022913,-0.042324196757433666,-0.020237466104316537,0.03361417704651789,-0.07595145849085597,0.09763097020384066
S100A10,-0.017377048508036383,0.08138054188476603,0.02269378345124321,-0.05474816775568366,-0.11723963670649071,-0.01452637478869521
FGF13,-0.018718684577387117,,,-0.051957108742121234,0.02253735836417784,-0.02392445364149039
SEMA4A,-0.025927016312754136,0.12204435321974579,0.019896430194749758,0.01499111585768901,-0.007940156011488718,0.08092864748306118
EFNA4,0.015028211792179003,0.0037620489870168142,0.07910206078619128,-0.03343879223166107,0.026928558243454442,0.08283542323823281
HSPA8,-0.01764154828769335,-0.017720143766823227,-0.015648927776298727,-0.0039080450259651916,0.08063308671699647,-0.04126644671797199
NPB,,0.07223878156087425,0.09383610181778135,-0.03508490022080131,0.039650201554852584,-0.0021232255237832232
ULBP1,-0.010912869406012281,0.07608775875349393,,0.05651028114088798,-0.02011026945879983,0.010096709728994563
SEMA3E,0.04960595418165038,0.02198235183827383,0.017586454566753697,0.050855706176176844,0.05424572575893129,-0.023911506375862444
FGF3,,,,0.016834521283465194,0.12025718587199946,
ADAM9,0.020013651307186714,-0.050852200455446236,-0.015271403022785476,-0.017728996091800613,-0.054228549667044504,-0.04555988233486977
ASIP,-0.0011416987899391911,-0.05168644370783194,0.039084079114827586,0.003178267420524934,0.12830560697905824,-0.03659171564910995
IBSP,-0.030287860056276865,0.030427172193483943,-0.04466336605448575,0.09493921165743954,-0.048150646774164925,-0.037133596885037576
MMP12,-0.016829006025056912,,,,,
FAT4,0.004656695540535491,0.01795027793271996,-0.04000889779756921,0.015814675954942535,0.04107953114574088,0.04151747868998416
MDK,0.018910117968245394,0.03301031255364243,0.04075525080821088,0.07698005381809846,0.07144220989120123,0.02167247335831419
BMP5,,,,0.054848858900332836,0.05839834359652087,-0.03808011551719441
CAMP,,,,0.017477773879656176,0.044829838471890926,-0.018946218641058808
HSPA1A,0.06031948716427625,0.007454321942348112,0.008289198521819512,-0.09592586146507984,-0.06503431044436375,-0.028529062508584342
SOST,,0.010396002841633528,,,,
SEMA3F,-0.04145248518158072,0.058381642695816645,-0.001613024432856294,0.05574126645040573,0.07896558691460497,0.01254809132884687
ARF6,0.022275250741212577,0.006641411763385493,0.040670121625629205,-0.0027186777787756157,-0.05017551892129617,0.03588433073288949
IL6,0.007120135957257303,0.08119453359252499,,-0.030729690593322687,-0.03024761439740866,0.0007798646806709397
CALM1,-0.036094456625573625,-0.09313780028268548,0.042389501412152204,-0.011828449819243834,0.016697309477331817,-0.06352233319787945
VIP,,,,,,-0.019999394529628123
NMB,0.03107506407542685,-0.05822518503877789,0.057593067013180683,-0.023033008715673063,0.13215972311279048,-0.0384693606250112
CCL26,0.012012958618020849,0.04835195220407759,-0.05477024721154363,-0.048775744290206244,-0.047766352129425135,-0.02695206015584704
FBLN1,0.0030774681956653215,-0.00479090616893745,0.029672518683581815,0.026057931006539078,0.01097045818896244,0.11749763661959052
SAA1,0.01508875707153198,0.0014329605788742268,-0.04442817527085641,0.0814827420548465,-0.11726523478889156,-0.044380368718962365
