,MGH258,UKF243,UKF260,UKF269,UKF304,ZH1007inf,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916bulk
CXCL9,0.05275037550211278,0.06055236170820537,-0.025234113743508913,-0.011609228715166517,-0.026664008919218253,0.0293303138078902,0.02915520372784037,-0.051038329303304666,0.03194610802189199,-0.03192185676885687
ANGPTL4,0.04668269095270432,-0.029060037333449265,-0.06539699885484397,0.0452066953884424,-0.13302877292047668,-0.06051852288216439,-0.022218927946801473,0.026039650949567332,0.01908930168118505,-0.017784892642031074
UCN2,,,,0.11397925919705923,,,,,,
OBP2A,,,,,,-0.04143277923068424,,,,
COL4A3,,-0.03869565695386083,0.025794544650237585,,,,,,0.011177820581958493,-0.02219588052049322
NRG3,0.04411942296214425,0.09583075872363664,0.06101752494957194,0.022731959795290024,0.13565350303668114,-0.008376779640128253,0.05694919890012313,0.0981556296377173,-0.042289413159308106,-0.022273835952292386
IL23A,,0.023922454031661988,-0.04375573947132996,-0.028191663604827673,,-0.0001372186034222087,-0.07750423270785574,,,-0.0248574637092393
COLQ,0.010573094918413819,0.08429429981737604,0.04004811093912678,0.008746372552013543,0.11226619938567457,-0.03161023957961701,0.05332969993950658,0.03182211297719141,0.052269593512419506,-0.006221629639206997
TNFSF12,-0.03490500360965989,0.000552299079237805,0.06148640015861369,0.03592548066335753,-0.019797143802945984,0.049687941315907466,-0.01699490110812597,-0.0264932120740172,0.050580939512755496,0.0442187743523954
DKK2,,-0.03890163089995029,0.0033266676953536273,-0.021683452353759926,-0.02916810707513977,,,0.07455212048744213,,-0.03138858685460614
FYN,-0.01044199675679074,0.004577666988054681,-0.004210302020117955,0.062290406851319875,-0.017781769250782342,0.004606031013125047,0.10158638139979781,0.03446887848304939,0.05990376686762049,-0.013897275488325115
ACE,-0.018850031585592956,0.05274238003359278,0.06962593477937361,0.0188210444152408,0.10565365880253581,0.01644134047682664,0.043212089317016956,0.015978718230198505,0.06016689808165552,-0.06721445990238199
IL18,0.048035124825887905,-0.01789442741323694,-0.04534779962818287,-0.008185896392683566,-0.2382055885646093,-0.010962139308715809,0.08874025772017267,0.04083107700004926,0.09636346998201079,-0.03505417562027672
PPBP,,,-0.016557028007876007,,,,,,0.03469677040648908,0.10472496447468926
CCL27,-0.01669895419199671,0.018073979399605183,-0.03336237381315656,0.03194227868450319,-0.0024097346140049642,-0.03812659336444504,-0.05237450924156454,0.03078505833388394,0.08617404568199387,0.03159104215440436
SERPING1,-0.032011556618786186,-0.017982297788964086,-0.015269440599021085,0.027892830340671908,-0.21865563290265658,0.0006325043650815341,0.008314849074701463,0.036766188011809545,0.017534025543422795,0.0236710873983972
AZGP1,0.08010054594097359,-0.05367773294220289,-0.01137284326265283,0.014496845555595909,-0.07552974261094932,-0.004837738446281532,,-0.037962834581144723,0.04618114262665534,0.01862143623679097
INHA,-0.02288976022650683,0.017750643014317346,0.06718753991657074,-0.03982029277383863,0.023461726382259587,,0.010196667660303358,-0.04988139182791044,0.010301125555728244,0.05953228005800156
SEMA3G,-0.02533593292402437,0.027668289787408193,-0.016177121945329213,-0.007994031137003359,0.05654863942432613,0.003241394643653201,0.0018454424958454735,0.0033368120196862775,0.052972222321195396,0.038416581589938166
COL6A1,-0.0370267062386496,-0.056655341520748644,-0.03996312790092068,-0.017443969007115607,0.00982163741251399,-0.00877227643744623,0.11431680917276858,0.00961050401125478,0.048016399962397836,0.010426664698671232
FGF17,,-0.003486789934541627,0.031538012717866465,-0.021807943692968852,0.07756047767605515,,,,,-0.015467426804799048
TNFSF8,0.03390732558023142,-0.019426842813872587,-0.016557023716193657,-0.021747235562676468,,-0.0466236102254563,,,0.018396260572510592,0.06374882252089747
FGF20,-0.024139433291678614,,-0.022613499162878373,-0.00230265130088951,0.008317922074391661,-0.03289989899237167,0.010378385121253346,-0.012654563305916968,-0.029536663889191808,-0.01729939154354933
ICAM3,0.013981333167033884,-0.006130377868204036,-0.03190962249249072,0.048941879852177184,-0.04258836125379961,0.012463334566679994,-0.04046619410569635,0.04571588257651931,-0.027323953540007453,0.04838785867440231
LAMA4,-0.038658478248770695,-0.07460121333723022,-0.050824623802654394,0.012910342479944709,-0.0990736632199864,-0.012164408719100546,0.01154085995887333,0.01461007185900869,0.009116973707202275,0.03265420037574138
INHBE,,0.08796728962232894,,,,,,,,
DLL4,-0.028856223279678447,0.08278133588700079,0.03902169285641253,0.1049749859505699,0.016065175098428044,0.056402672268166955,0.10704635574695419,-0.02747728890851121,0.11881976552196602,0.03810018424299794
SEMA3A,0.17610007105412925,0.07473678607584262,-0.033351253327356244,-0.010568842550814401,0.12614576961193644,0.08861099399096448,,,0.04877079344937351,0.010675428466589606
RLN2,,,0.004149141565845975,0.026347892980512707,-0.04614574867719109,,,,-0.02788994083227564,0.07843964796470614
C5,0.02750008101430441,0.023623780608379007,0.035043961016521366,-0.011429954575989268,-0.04122430298972174,-0.01131257335872739,-0.0160146275103056,-0.036625404178523224,0.003439808225890382,-0.06601103630670961
COMP,,,,,,,,,0.00672479740983311,
EDN2,,-0.003590559658096666,-0.02177525412977513,0.11137158681006946,,,,,,
C1QA,0.05806570933235347,0.020078476902067433,0.031109309424520063,-0.033857471963717585,-0.3054869672282717,0.009137252170647788,-0.033021743176413425,0.1244652494651545,0.051050372766141494,-0.0035490342364356445
UTS2B,-0.015374688475533702,0.09217781549934871,-0.018159980795434016,,,,-0.03578331637705729,,,
COL9A3,0.058588671484556,0.037801981278361235,0.03808079034404869,-0.041878507660919224,-0.17232857131377644,-0.048956526292346335,-0.03684230717412888,-0.044475248147935464,0.0006098632200324702,0.013517602353610401
DLK1,,,0.00957027883851089,,,0.08275332636956496,,,,0.03966388901556317
HGF,0.03754969239869348,0.05790714464158113,0.043817248019122325,0.060684280595652576,-0.06213095700714913,0.07737493206020128,0.07301872925176882,0.03885841218426841,0.006885936528284632,-0.059311902872881225
P4HB,-0.03007211050933905,-0.032701717564760285,-0.11723336997193376,-0.014654063664885955,-0.0983888355446339,-0.05550741783820013,-0.036709074914874316,0.10024636448040387,0.0105912838315259,-0.03118186898868208
ADCYAP1,-0.016910239613180972,,-0.029889794262405192,0.013753818752103417,0.1047478989985836,0.08377948421487927,0.033672721188978454,-0.03769459197207222,0.06652704872330092,-0.030256654522190618
GREM1,0.07481260049165779,-0.020891161873470933,-0.026390563411322645,-0.04228167334721102,-0.22423064050570277,0.11248844789798737,-0.04927393752558521,0.02159887689737091,-0.01934494939824936,-0.0017687756673978668
EGF,0.057350192026037417,0.018335059255490668,0.06721819362103489,0.010876486655326137,-0.03938372487552315,0.053448578085716375,-0.020361014842107616,-0.04790189215612155,0.007463769444108262,-0.008368284144403364
VEGFB,-0.01253480815559731,0.015555475303128483,-0.03764729182880212,0.016276356312349093,-0.07774670216102023,0.0656870133864667,0.06745864890519486,-0.03378545724528043,0.01186603445599154,-0.038737916153132414
FARP2,-0.05713632004098752,0.04318928263176118,0.03201875320604072,0.0285301885999039,-0.012247309119755308,0.08618014557237352,0.08476189179242498,-0.02134361239616951,-0.027895660773241328,-0.01862649064314033
BMP3,,,,,-0.05460052666377677,,,,,
LAMA2,-0.0469118025370276,0.049127616662721973,0.06849987247004605,-0.011686020601980082,0.05553542027611169,0.025837840856652312,-0.009400978566587405,-0.008712168468943932,0.009058936758237272,-0.015146760449665628
NRG1,,0.025855133011332954,0.011371002097879028,0.037879603555198274,0.17084803686207373,0.1667990549667755,0.05223860221010732,0.004354200623448223,,0.051697550038814634
SPINK1,,0.016092265163800586,-0.02960863448896356,,,,,0.12378275246175305,,0.010027371077176219
EFEMP2,0.0003582981808137206,-0.009457006633376473,-0.02647637754380808,-0.021537159869893775,-0.061915886716754326,-0.04128784246471334,0.09186159834304976,0.03724463242069384,0.03518883415721393,-0.003887906110087315
SELPLG,-0.03101582687924559,-0.04957935450167275,0.021725387378277644,0.010638088199085861,-0.15758702431713048,0.0017925451153235092,0.062331609935759404,0.011234775628156808,-0.028433960291498427,0.07479826908890366
GDF6,,-0.024498126955996406,,-0.0003616048569108667,,,,,,
HLA-E,-0.01137620564771078,-0.00014019160687138625,0.01737084261323884,0.021953123793714602,-0.27102799800524996,0.022991196981311215,0.10724252178927283,0.07234445642197868,0.008117675019935388,-0.024760596334387736
PTN,-0.05781451719513183,0.016865615751641156,0.03274978904458598,0.024580031241833875,-0.1679664074832667,0.0898961323000668,-0.05652219827508841,-0.05218437338255827,0.004192576483418257,0.01675369466003608
CD274,0.005055590686185162,0.012611925766841964,0.03764208317102122,-0.0038945927595156558,0.0788563307359575,0.00715821885050147,0.02966443881651418,0.07777424344000522,0.09810888041170995,-0.03270747316756548
CD14,0.08207633282333261,-0.04613552030764859,-0.03774727262966843,0.0046873106484453695,-0.2450680474128024,-0.04110939274821473,-0.013060825452923901,0.021444587352521555,0.005070759055937846,-0.01196790894388986
SFTPD,,0.06201655865348984,0.019856879610308617,,,-0.04365976396644529,-0.04647354441302852,0.02969193708235482,0.1524231306777225,-0.04053965404213523
SLIT1,0.07263976973360567,0.05899459943811958,0.007291488227757459,0.09689593203875564,0.24933943511117565,0.04853673361181307,0.06762914189231818,0.05617086772501891,-0.04738685896289061,-0.03847584459667063
CNTF,-0.019830577986627414,,-0.016557025227349035,0.053755696136550256,-0.03904783564313674,,,,-0.025150960172430164,
BST1,-0.010292177227095436,0.015563149172111148,-0.02578981731868357,0.026591027978117375,-0.052491600847605735,0.03012665141601089,-0.009547121107429451,0.05282452566836728,0.05631153328409962,-0.045457567384500776
AGTRAP,0.02084397237072174,-0.06980310157292145,0.06636072487032749,-0.008333648131921063,-0.17679196583622112,0.02940484074939971,0.08229259996799253,-0.052350035813340925,-0.06271080147585548,-0.025457777637151652
LAMC1,-0.04054623982178992,0.04532437555526842,-0.037281020550302926,0.014618292998610182,-0.04060318777917596,0.04157292094976191,0.0020836375564793615,-0.05304570866347652,0.0337247981161951,-0.09651946594078267
COL6A3,-0.017522333231513993,-0.02834021326076043,-0.0016716230758605723,-0.0079715009331901,-0.09931807960000845,0.024104100345490365,0.10587004716197919,0.0851304481435376,0.08023313777623212,-0.0061682987240263155
FN1,-0.04585712988422586,-0.036768074298368904,-0.08556373280270563,0.01260309734947416,-0.16518401814528053,-0.005689905680852845,0.04744445050379463,0.013112253465780294,0.07044739701924152,-0.02116077640063123
MIF,0.0793979704288053,-0.06388330198328367,-0.011165737381569932,-0.0035090612216131948,-0.0975463709196819,-0.021886346500912535,0.0670510524148535,-0.0432211109820414,-0.020542910057079693,0.018134332390429504
JAG1,-0.0506346009802071,-0.054447186868805904,0.002899627094877056,-0.0386858279727463,-0.053585809972897545,-0.033762551856129634,-0.020871813145513812,0.05551210665615595,0.027031266205004414,0.00637643287975813
NID2,-0.05326090670725733,0.02731755756960435,-0.006022564885792272,0.07482621130306409,-0.0487869126434659,-0.04812882872463928,0.09467922268327282,-0.001279732236713952,0.0960112891412266,-0.0044631804522467155
EFNB1,-0.023857490907881522,-0.007723407628036018,-0.01476284100988878,0.003703192801246373,0.0003876033309505066,0.043698547920613035,0.04946062847727117,0.027666812279256624,0.04244541237551866,0.051526558549209296
COL4A2,-0.005821515420420509,-0.030008428470246207,-0.004653805836394965,0.03035723745441203,-0.0924891661274067,-0.012108783538637587,0.09685134856176032,-0.019966316579543165,0.043146588244431426,-0.04412401744015119
SPP1,0.08065777394913844,-0.04795706638326698,-0.08400849942461487,-0.0024188243393620584,-0.3395425981842653,0.12187126130091265,-0.026227370608674565,-0.01770199402917433,-0.06145740696904839,-0.004743920425834421
PODXL2,-0.016671886286394186,-0.0003847986427507365,0.06414761838067178,-0.01877063038502307,0.1697199507274522,-0.020931423995793192,-0.058174673424870545,-0.013256290847725295,-0.01605210810176433,-0.10682617140469845
FGF9,-0.01813008784564158,0.025489784475535904,0.07439928944524721,0.011167474712763826,0.22803274098364107,,,,,0.04078257514824317
ITIH2,-0.05264709146644773,-0.019426863496333,0.017906934276444037,-0.02845215062961078,0.06650234084425741,,-0.0015988603838458875,0.09787285986394233,0.018717708722684197,0.021203859993972892
ADAM10,-0.048924730886408016,0.002627151407228931,0.007507043976162622,-0.03844081920170279,-0.13987226018320417,0.03977075309072929,0.02091228737659133,0.03347886879496147,-0.0021168205770418,-0.050896383867063466
CFH,-0.04461334729904381,0.09627329029597917,0.09798772086017704,0.061994510934990386,-0.03333741435574447,0.0038353774722131857,-0.01288540458857429,0.052142899680650626,-0.006895697386310987,-0.0018351628406393663
COL4A5,0.01940547118576381,0.032862413630212015,-0.03194085605391678,-0.016299349675585075,-0.15136056985213736,0.03085327335153752,-0.05146641902929599,-0.03231216631261428,0.04580271407360983,-0.01080038297315913
LTBP3,-0.0732886952190566,-0.0012970960626471405,-0.00822481456212973,0.015386623473080622,0.07072430978727044,-0.02677260546737922,-0.06119408837909654,-0.01825075516166237,-0.03815314677376109,-0.033980006990991074
GNB3,-0.02827286957405424,0.0033818064602099598,0.04830108017164928,-0.018040304680370337,0.05847714231576016,0.012999669902545856,-0.02807086161821598,-0.07892754590055731,0.007870165321498226,-0.04855238006018988
COL6A2,-0.0030562659124429912,-0.03262099594858803,-0.017895214511048616,0.05733042098464165,-0.08464000061091102,0.005987922151197664,0.17606635352786212,-0.014807860054715804,0.046291442412788944,-0.013982349801173442
GDF9,-0.019464366504081957,0.1004118673294037,0.007363384290250376,0.04657203444058636,,-0.04452365088568171,0.014739260707559326,0.013743531930192194,-0.008142112247360233,-0.03212748788864434
NCAM1,-0.017090852551555687,0.09168182771244782,0.019466736931975905,-0.0855671648572409,-0.0801420039851478,-0.061141032992876175,0.05851692320780107,-0.010930735011548766,-0.020793189989711507,0.01524706344912732
APOC2,0.049026328874456425,0.005491689343102922,0.022454177613107393,0.002074290352171544,-0.1841256006490191,-0.02906678764183907,0.09594504162868132,-0.04323470224802337,0.030649873701799557,-0.016218145510865943
BST2,-0.10419701756970777,-0.00021701798812279375,-0.04366143885644939,0.031477747404153836,-0.12399989266689357,0.01839288705817638,0.04210711235815169,-0.029673764839996914,-0.01841441319400098,0.027252563602458337
COL5A1,-0.026701763069920063,-0.024431998955957514,-0.024022460257854983,0.016286190913337776,-0.12490518174585713,-0.06397081338633467,0.019233278369101093,-0.0009671286750481309,0.015206510221462546,-0.06135775657787638
CALM3,0.06272100130012624,0.07685483999696094,0.11231049657713439,0.018151551749902944,0.34484794883799874,-0.021902402820155795,-0.018953955008010347,-0.06655807817708297,-0.008768928384450592,-0.016612517590092895
THBS2,-0.06270507250639518,0.06348474017589202,-0.03798868076564519,0.0015825534748439274,-0.15027911918815562,-0.009338737998521978,-0.01803253237462212,0.010356073454182955,-0.014840042163027629,0.029405838557873286
SERPINE2,-0.09727132422593213,0.07325052225297068,-0.1061930026143879,1.750158000499378e-05,0.06244736239344807,0.003392007549164468,0.0008187213320738962,-0.009051953687731012,0.02525848136764412,-0.01146850660780417
EFNB2,0.02495526143425606,0.007375216198152154,0.0908556434991312,0.036543403172552044,0.14577916051571682,-0.04416616167504254,0.08502074335854043,-0.010686715430089826,0.012434674149608568,-0.01988601473079577
PROK1,,,0.10169084789220503,,,,,,-0.004644195362525593,-0.023177348668212513
MMP9,-0.03602842422163089,0.12836372390877343,-0.033654792397306295,0.014626037861101568,-0.044631936441968285,0.0038491514939406617,0.11247826272291278,-0.0093373271851467,-0.07483920749802161,-0.039091354526240615
DMP1,,,,,,-0.0015888866622860522,,,,-0.0196636795455979
NPPA,0.04287392761317842,-0.03203209481132256,0.06891693829234068,0.0005727249998533782,-0.0015822831066191114,0.06518785156759785,0.052884011546347955,-0.03490579009927006,-0.004336587668493174,-0.01618665525914867
APOB,,,-0.023904890495342536,0.012487719398701304,,,,-0.01890772344921598,-0.02759889083646806,0.021892522116681003
C4B,,-0.006861844844559174,,,,0.08416409736985901,,,-0.02793235191651599,
NTNG2,-0.017672243023377394,0.10348285058444971,0.12024079698235157,0.06072698405167791,0.011232060967357923,0.054384046590429606,-0.037666674828283876,0.015559638189192595,0.002860065758492347,-0.043100461658125234
LAMA1,0.013594369532303065,-0.02909017613383285,0.06516408664889077,-0.00668979735163549,0.016845183674262534,-0.05789081612604629,0.03603838071008812,0.06255289786685835,-0.022061974503693314,0.023653100603660982
UCN,-0.0033300251865633155,-0.038443194499536246,0.047357165839610714,-0.037534291454083706,-0.046794133845160936,0.0181090295649951,-0.028437617478705657,-0.07136584313021871,-0.004070853939356278,-0.02116202567029507
ARTN,,0.03998185203484718,-0.019639553444732775,0.044210161941892624,0.0040044186299978525,,0.05477310709148563,0.01902983735212588,-0.0198481668226938,-0.03342494937708609
PDGFD,0.04806698931175933,0.027922364230557314,-0.026687884369972575,0.009725427115230056,0.014064313652233722,0.06350109733489565,0.028758737705896906,0.03324908037474094,0.03429207040061672,-0.015597224640657487
EDN1,-0.04951543054822949,0.012382369136755207,0.07551047151679922,0.05749055213654426,-0.048261993904223845,-0.008567764571417743,0.019402060319715635,-0.014134228282314924,0.039870314405809,-0.01581665717739319
ARPC5,-0.11500633224752868,-0.07717132529995467,-0.07654941394549584,-0.07189900581474627,-0.2825244870790849,0.029538674074972814,-0.0347882346137142,0.052645738455960066,0.021103543435291573,-0.06926541774050869
GSTO1,0.003588909110992787,-0.06586285009453635,0.01718989366468779,0.013626246956350013,-0.13832853179354765,0.13790493740914683,0.01039571257891366,-0.04052379086455061,0.003334760984053996,-0.030385629211304072
SYK,0.01814535161032329,0.01734596417869068,0.00939990798222984,-0.024026596422536982,-0.08111027940195077,-0.08106553611166196,0.021311565283914813,-0.04754291707984679,-0.00488881000400021,-0.059524259066411456
ST6GAL1,0.03660234534268289,0.08395071834840835,0.00559113692939789,-0.00747496495676109,-0.17474324916275233,0.039300548827212844,0.026965337829117454,0.044953951616854226,0.06843419170347809,0.034587308105246926
WNT3,-0.02718498446331172,-0.034226051875421194,0.013844400754660799,0.03547930054171407,0.19151538625642073,-0.03909631887345461,-0.0360067219364618,-0.05026947454601326,0.02551141135098526,-0.016678743766572583
HSP90B1,-0.10074779667451005,-0.011485476374185757,-0.10773527038394216,0.008541564813896809,-0.05099479306219887,0.027958355265313355,0.0484052925768227,0.0023069465975899075,-0.005791073659763595,0.0031128418558700375
ZP3,0.0069043360276439935,0.03433800379197281,0.017809516014472004,-0.02054432814855972,0.008764711662116445,-0.0016810432781070891,0.01724430190057692,0.08436230240252003,-0.04111841840723316,0.005639733250474544
ANGPT4,,,,,,,,,-0.005681965355640855,
NRG2,-0.002557320383267523,0.051764909461061465,0.03524637463621121,-0.0101149521639059,0.04295942240627958,-0.033207334991590884,-0.06614189608518004,-0.03590053070209604,-0.034372180555995016,0.016184138376300415
MELTF,0.014512896559841797,0.043276928075912956,0.03929456880592559,-0.04124234345608716,0.04555462510201085,0.14404961768957747,0.037132247248817175,-0.005637033836501504,0.027788489161707286,-0.06256177561833035
NLGN1,-0.039844356156988676,-0.05109098457298908,-0.025983096637490797,0.023806612935366664,0.13699948220449853,0.0855743307097104,0.0302564388798413,-0.009821386411578583,-0.03998190926724953,0.03209212685542339
SLIT3,-0.02304918201672344,0.031973474699941724,0.03803746400467607,-0.018671018707774024,0.06680135282611914,-0.021013532305324184,0.04678161124448872,0.015085178191839486,0.11636514358014137,0.09662055934550902
CCL8,,0.005758208954411547,-0.023089770482494665,-0.002082620183033373,-0.0656344974076974,0.04161788999321085,0.08048592127996822,0.04629461995046818,,0.009713032781117965
S100A4,0.030398526811123212,-0.028963642789829287,-0.027458247581583987,-0.00487573394690079,-0.16785387717261407,0.07044823233548844,0.07748925093361407,0.02131680436535532,0.013722378996920576,-0.00713042233683603
TNFSF13B,-0.013628526619204202,0.05078905023381007,0.009329619110867108,-0.010643656207770342,-0.1659269857312912,0.060966208897025,0.038159006143061475,0.013617138736378502,0.0003651443790342228,-0.007353284461815126
HSPG2,-0.013960819998312208,0.02468129570736546,-0.02341143426267692,-0.0004376040723272037,-0.08658653959130887,-0.01392805795991503,0.042920252775776754,0.048896667629682686,0.007212501264014098,-0.01197954985541578
FAM3C,-0.07426017415777397,-0.01861044400410674,-0.006155790684610505,-0.015657192015142343,0.2712573623990721,0.04274584454754483,-0.01049893868128149,-0.029087011795265866,0.013652403705534817,-0.045875464049695044
FLT3LG,-0.06319600555508492,0.03879685551858348,-0.004289259625443255,0.10194311064066398,-0.04386944989249132,0.01203819456574068,-0.030874258523736254,-0.08384548914618462,0.05480895511226723,-0.018906281683826742
A2M,0.017280304923637416,-0.03925745043011512,-0.019609086219397432,-0.015290111558624305,-0.3349801279600351,0.014507486456689271,0.0688879115766462,0.04492350814723378,0.05458172210449893,-0.011942004446241432
VCL,0.020596659458489822,0.047049223609404944,-0.04365358833832733,-0.005761431718496897,-0.015760378767230146,0.01807994263723636,0.024896713880979762,-0.011355756026299083,0.03090792136683411,0.000640277686327932
FGF2,-0.028552258414944503,0.04750217406807304,-0.0190185948294906,-0.040217059922774696,-0.0805874543910463,0.01440667827007569,-0.030766056709711633,-0.01274564897328297,-0.009683793446908073,-0.016371875440515576
AGRP,-0.015143465892713735,,-0.016557028007876007,,-0.04902406876500715,-0.04824806157807796,-0.03317232248538984,0.0452498311966686,,-0.017299387270056487
CNTN3,,0.0509800822030279,0.12134169621456893,0.011879163554997772,0.3001676450856915,,0.0759842909598629,,-0.026986102595849493,0.02356955338217467
RNASE2,0.03919881070228483,0.04773190991361817,-0.04306876681147502,0.023807393838130193,-0.10913961580729829,-0.029775080170992688,-0.011739990033668733,-0.024979770458109278,-0.043450350273557765,0.04200872645460499
ADM2,,0.00504100014997014,,,,,-0.025430949306426236,,,-0.018516429997696413
GAL,,0.1128884740923559,-0.02455332899329953,0.03401250103057839,0.16509668160684196,-0.020325931147058104,0.025494511285028262,-0.0599712221329279,,-0.0457508490450764
IL36B,,,,,,,,,,0.01441421719215221
CXCL6,,-0.025399945598035784,0.005708229241382554,,-0.031561499932145014,,,,,-0.027129895452299352
PDGFC,-0.039895922029512115,0.024466504698916564,0.022569258582900657,-0.03442010176445674,-0.008935343027687887,0.09882275524931021,0.0007659685997905033,-0.05537911309456694,0.03917971364526914,-0.04292730343132806
COL8A2,0.00974101356497217,0.013318259740927466,0.033379290454690874,-0.020132537341948357,-0.023379061094900296,0.0072171470376528645,0.035878391099382866,-0.03310328364286503,0.019184359911218706,-0.010054578808118827
SPON2,0.0029799090708311875,0.05809744551640437,-0.030857878240407727,0.001458613027717173,-0.031048451278154646,0.004561261456574542,0.015099010369141094,0.01862250704970447,0.08536694520604617,0.018072476822344
LCN2,,-0.02192925651548595,,,,,,,,
SEMA3D,-0.020894469001310128,,0.011234986778417486,-0.017711916674408246,0.03786442357878315,-0.03559991526753986,0.052904766966180246,-0.029595190045294838,0.027280586358006488,-0.019633882509383672
BMP6,,,0.12635361467355674,0.05365976030158638,,,,,-0.03313338239338599,0.008347448808949814
TIMP2,-0.06554431712909342,0.06091424978907715,-0.01560943077541655,-0.038592875114377645,-0.1816783614949015,0.10052337693388126,-0.01929808075254316,0.04682951006506254,0.036522907102385274,0.014663267033078468
EFNA1,0.009598311302869755,0.06911227144994118,-0.02652755509286108,0.009612795334101244,-0.22861103713097108,-0.014717805124862173,0.0815672048328425,0.0010550155443752533,-0.009803159289155127,0.003074219583737798
S100A12,,,,,,,,,0.10455620039856718,-0.01626496033032756
TFPI,-0.07586374622325619,-0.015419295794891643,0.03169536754125295,0.002774830688039481,-0.025112009737810064,-0.024284083814989504,-0.007582402317431629,-0.02180989792879255,3.236706872818366e-05,-0.0604341704521695
GPC3,0.02300530703906246,-0.011683057309034154,-0.029493934192510025,-0.03281761680490806,-0.004882150488698419,0.09153172706478147,-0.0484894113351437,0.11481876980585881,0.10021115390386198,-0.048784353003589014
NMU,-0.04411535445020919,0.05298667932830325,0.025478601731354168,0.04450554514331058,0.16722125026041004,0.09803176906949972,0.03581224456934284,-0.0003327821577213651,,0.05181742396869105
SCGB3A2,,,,,,-0.029979386291412863,,,,-0.018982991599173004
LAMB3,-0.060150758122173784,0.024346548211384763,0.05314569622160412,0.049493071123301174,0.14899183609400826,-0.06898211221644095,0.051946554188591516,0.003846822912533267,0.013589764558039223,-0.0035226536078727176
LGALS9,0.031404221751912174,0.0062244528282382845,0.024046816084754362,-0.021016052453558785,-0.19796693481181124,-0.007446400374720752,0.09096551388567115,0.10366245751542216,-0.0001880554250266075,-0.01742371626081105
VIM,-0.05279728295676808,-0.03774701913854664,-0.06710293711717027,-0.009454338708491127,-0.3473805345040166,0.14476925151265574,0.05171578240624257,-0.0018600447752333625,0.03702632833270209,-0.016573406592186524
PLAU,0.004117785214927439,-0.00970757864037902,-0.01139949484059304,0.00849008710409018,-0.12494255352424251,0.047732174937412164,0.11666906606199298,0.07640746327782708,-0.013193690942319486,-0.04214017944788225
TGFB3,-0.04669040393352915,0.02017157336073196,-0.021948063541735202,-0.05455658766356907,-0.14764397248128724,-0.02670528313904452,0.05721219498566974,0.05287116544317372,-0.02004241372062667,-0.09161116425626896
APLN,-0.037349947933693076,-0.01078861013916692,-0.09653473064277283,0.03589663627745522,-0.11643625095603079,0.015335809935809703,-0.047954928949744666,-0.05316004789691591,0.025932810045201767,0.0027056533316222506
SHANK2,-0.01793209552830341,0.0408245411107886,0.10451452410029725,0.07455161853766268,0.2599556085882836,,,,0.05161201475238676,-0.012531231164505288
LTF,,-0.0049201665756762976,-0.07863783829106817,0.008277048842763148,-0.2733954698743654,0.018961561530697568,0.04290939458342905,-0.08427009800871559,0.004301732659752563,0.02517447083032959
PYY,,,,,,,,,,0.18279387784420645
PENK,0.014440936237730418,0.02574322616891408,0.08702457951585174,-0.012745586864317617,-0.07099198807647467,0.15665340502986333,,,-0.030784808699523346,0.010921832797977917
CTF1,-0.04153346574751643,0.031491748505663046,-0.04409972428090228,0.029921769343780526,-0.11921024221142097,0.07774463425088088,0.03234515451022074,-0.03425477690943912,0.06636414357110411,-0.04725558171826713
COL3A1,-0.009533161109184611,-0.032988487696376106,-0.029828221217272993,0.026459478906585357,-0.16640558749541018,0.02682869295717606,0.050265510326478635,-0.008692089132271999,0.04259617461837519,-0.026416255536567148
S100A10,0.13036531957594769,-0.08784883437147986,-0.08904167020641703,-0.0075317385257084824,-0.31738985281791937,0.017182736209590946,0.08899128820757278,-0.03282571628834772,0.029841942898447955,-0.0022845470848113724
FGF13,-0.023207638259386414,0.09971034809208902,-0.005572281524022489,0.02144939419502135,0.15119712209839758,0.17838301196587733,,,-0.004285843077320529,0.02782840430359997
SEMA4A,-0.02548213830430362,-0.04837230634227373,0.0008064546711523332,0.01745998413348697,0.1131796006453999,-0.045059085930824375,0.08160146140284359,-0.05460464347867277,0.031794218542169565,-0.054007653232137694
EFNA4,-0.01567103466647879,0.02407018907053841,0.016334621763762523,0.008541991116155749,-0.00073109833080098,0.0737893619144229,-0.08901956548679926,0.026589937591719258,0.013645941944984823,-0.0019409276715881456
HSPA8,-0.04573945115482552,-0.09169881108885955,0.04417550493115417,-0.001042511832130276,0.2472877523544347,0.024352069618577384,-0.02247507044130703,-0.03581466725041081,0.058844233075324756,-0.0007364648452131091
NPB,0.066872567575774,0.04547076951730879,,,-0.07525159107144024,-0.06387982665610237,-0.028440541404804204,0.08412458411563555,-0.042280407839181904,-0.0805335134909489
ULBP1,,0.005717875354224234,-0.015571100659900139,0.06702114193097818,,,0.02313219280951518,,,-0.017051033807806502
SEMA3E,0.08039837290524451,-0.011022097889320744,-0.04863798077568402,-0.05135408170764173,-0.05910201319717882,-0.03436461049878367,0.010008478998058243,0.004915582411520222,0.005850095968050408,0.05059767636775891
ADAM9,0.017819750342814352,0.0024518997567457824,-0.01508023051106746,0.020257056169303136,-0.14066479346128227,0.1100415427306031,0.01978977371968455,-0.011611512646730687,0.009979302419603531,0.021887106528549687
