,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
CD5L,-0.060611208394892334,,0.05356335661049238,0.009978049901516375,,,,,,,,0.006393072851047113,,,-0.02428588022027587,,,,,,,
FGF18,,,-0.008206482307909952,,0.05375205052552208,-0.01680824465444119,-0.009880715067604882,0.07496791675304225,,-0.030025143008826482,,,,,,0.013050430843803293,0.005229980521277298,,-0.02815648628055051,,-0.02102732436158729,
ADM,-0.017269681190201336,-0.3999755243891378,-0.06969690079546124,0.07954221860223296,-0.1985420531325477,-0.1142258775145411,-0.38675574334432894,-0.19025703184674256,-0.25993960386030535,-0.463841894006193,-0.05125994303587138,-0.09188763681814163,-0.5539123152194385,0.050718458771634674,-0.002890181242981556,-0.042430707051852035,-0.2401688313620608,0.07487943096130638,-0.0739330096628879,0.02849706457198971,-0.577347113000709,0.02613093826123688
CCL15,,,0.0004993811678031185,,,,,,,,-0.09703487634308412,,,,,,,,,,,
GNAI2,-0.006672223014348978,0.02338174311603597,-0.1879914249226075,0.02409293031588536,-0.0019130473968365575,0.03571484191759,-0.17335071074280126,-0.49223485967314334,-0.6684530133049245,-0.20625508825015754,-0.14096101197439068,-0.6007520888071646,-0.2611519814385125,-0.024623252292557355,0.029536090469899065,-0.043622319543976724,-0.059620900457351265,-0.014015127321693459,-0.17282319528660303,-0.10532775439415241,-0.09051409325369802,-0.23377844180440782
HDC,,,,,,,,,-0.27353276112185626,,-0.01748895674219366,,,,,,,,,,-0.09896013148482868,
COL11A1,-0.02122336349881312,,-0.05113588190790417,-0.09250786037165147,-0.022288135207171676,0.034084770284672564,-0.09950007322325193,-0.6144739186889435,0.0685009777321754,0.03727131349346966,-0.06998788830435719,0.07615587440207935,-0.03878775981822184,0.09538436304788887,0.04235403330129119,0.11981020697193956,0.022900285772359287,-0.027035734261816925,-0.1449036673140329,,-0.3510577809467195,0.008353402859867135
NUCB2,0.02091008408760273,0.017983192825128266,-0.06461366157794685,-0.014772329425834204,0.021631659266161528,-0.029293556935278284,-0.04850965791107196,0.004990328740086516,-0.203473962327811,-0.03455653780415757,-0.002861068124914118,0.05912795745671326,-0.08522094601579536,0.01889564524412864,0.04183861251284784,-0.06842572083212624,-0.05723896466643703,-0.0787353108235658,-0.08973593161254297,-0.02998337800907733,-0.036116650245362605,0.03745853318790873
FGF16,,,,,,,,,,,,,,,,,,,,,0.023049744559982255,
CXCL1,,-0.0247879960189058,0.12595333979854467,-0.028036281610654003,-0.028862428615524627,-0.0020770105207141613,-0.00948069083158334,,-0.03790835752539728,-0.03755690777331428,-0.03084865727421145,-0.1792482483959051,0.036608490686793824,-0.0036939893933201472,,-0.015258707324751318,-0.1478445996371115,0.03593515021654423,-0.06659529774494038,0.03125503216246564,-0.17734381788644965,-0.0793325907683781
VCAN,0.0906310165274765,-0.1465643556753953,-0.019006117501625494,-0.07364379195567472,0.14934862675992602,0.07599894575909656,-0.022353512457727466,-0.6719031822385988,-0.5653127210220896,-0.09742046781785733,-0.05367171663492842,-0.19473316436231888,-0.49899746746425633,-0.004489994906562182,0.027338992685914484,0.008208380168749037,0.16164652809975782,-0.03491322815537092,-0.18392269653405044,-0.027420145733423162,-0.22990534860002443,-0.18031638489755908
MMP7,,-0.06304554177013941,-0.15437999179175935,,,-0.060629212091909905,,-0.09074121001227889,-0.04115654974840012,0.049470414280502896,-0.006873348065279512,-0.10016771346786478,0.04640715557549966,0.0982455669721428,,-0.07860572758798945,-0.13428597372526463,,-0.18065089613151683,,-0.17348155096786091,
PTPN6,-0.06374036202608292,0.07857581624169943,-0.0904138531293637,0.027684700269293094,0.05959228388280631,0.06980190182250531,-0.04594729939797664,-0.21239782552250522,-0.3430093988844427,-0.05196194932606932,-0.11566010440795775,-0.21783298180352823,-0.06009261486248679,0.039738861370845376,-0.050804296873450935,0.08017939384725623,0.06646954749265017,0.005239545473984144,0.014307682708725783,-0.03829795329699839,-0.10828582082098832,-0.06169379076086637
PTGS2,0.05086891855793273,-0.10230261618427376,-0.14510504823363857,-0.012591307684129065,-0.17037465690178646,-0.010499665464451855,-0.19536228765626124,-0.03653177651852864,0.5565597967658495,0.0033592051536077343,-0.02878600444744159,-0.028626247486954824,0.026907137385294176,-0.03548192425776921,-0.03752166523772166,-0.05648291887682786,-0.19903488253769078,0.008170325002714625,-0.10538500805290821,0.1988075634090599,-0.26832205959079125,0.22746720312128335
XCL1,-0.04842481153744577,,0.013978096398676516,,,0.012484708750208618,-0.08099884266053457,,,-0.08642686585249967,,-0.02337532820286239,,,,,,,,,0.023549938832734395,
CD58,0.02501970165307294,-0.06024521312417215,0.00854786649286617,-0.00421345175857961,0.051208339402203436,0.10329997289088066,-0.008852819701508453,-0.17287369333849842,-0.486691867874285,-0.15971864872576216,-0.11552208719630806,-0.07152134609840406,-0.19837280364130636,0.05042033326603284,0.028254814380381483,0.08570526013697367,0.012310697593968897,0.0216369993092787,-0.04533792124076252,-0.04726742512493381,-0.18103466707016444,0.004497336309301447
TNFSF14,-0.03649476098064264,0.006059507818064821,-0.007786317218051278,0.009575990608016494,0.10605165947363546,-0.005346289908778422,-0.10116098520190966,,-0.10464061517404594,-0.08874140371447892,-0.014431255873644409,-0.24369990369835484,,0.05513883374418605,-0.02900643543157674,-0.06053772994746039,-0.0253686015194854,-0.002353248817228874,0.01967594500740159,-0.07075839618883935,0.09449994425638228,0.10310812863163211
CNTN4,,0.28008680757231835,0.11892162119438472,0.062253940193306635,0.04550545482877101,0.07345683829639771,0.31058907196314933,0.27871655688259,0.3494992026557885,0.177930020012455,0.12385848348331498,0.480238970042413,0.2579862239551562,,0.0778655947360005,0.04622267963161621,0.1058548924581124,0.0315862245949774,0.012797115057356314,0.14119682365120106,0.22706314448433618,0.1471941205448522
NTF4,,,,,,0.0334098493301659,,,,,,,,,,,,,,,,
INSL3,,,0.012109567387683014,,,0.02365219264261356,,,,-0.012284229130950447,,,,,,-0.016248512203665837,0.012451605532770804,,-0.0033926271371509434,,,
BTLA,,,,,,-0.008460582907285377,0.03714880576989892,,,,-0.038198226429293915,,,,-0.027254628989829954,,,,,,,
MFNG,-0.09923786684022215,0.13903140277438297,-0.1341893479741622,-0.016438826451824092,0.15574615862021085,0.021875653256020554,-0.02082695532746055,-0.32800248021933287,-0.3115145684321426,0.03520166764859609,-0.0655702125718731,-0.1601699082281336,0.045771374107442774,-0.011109885742982667,-0.028836138887792045,0.08427746338313331,0.08986724550010991,-0.01279011014934241,-0.05988719567318345,-0.013631667116137903,-0.001018833157825747,-0.05085119425984444
ICAM1,-0.024760285697345074,-0.18167452521073085,-0.1412846971834532,0.027238222875033875,-0.05841551655976242,-0.01637460152199343,-0.28395148390712366,-0.1428215173065967,-0.4082404238854078,-0.21085727019704015,-0.050887803960298655,-0.2955174117681133,-0.07818382255831578,-0.046316992481736374,-0.05720999475264006,0.019537963094439847,-0.08553590756644205,0.03830029616113018,-0.05960428982080598,-0.02399586849323762,-0.29376791169525446,0.041528004442440404
PROS1,0.015888650801610216,-0.16188713351685494,-0.10999061406337443,-0.05530926235199982,0.007016331881620612,-0.028017535517685023,-0.28257282854599247,-0.3725805346608129,-0.511281696506923,-0.25359573674792313,-0.07471775018027384,-0.18753405322054192,-0.01115701225341155,-0.05925565723783252,-0.09186069976381063,0.02916708275103756,-0.04553792054379983,0.024838511773024,-0.11392116502347223,-0.08433103413817403,-0.21682940474732193,0.0368228812145332
CLCF1,0.04203139173224669,-0.13465981756501794,-0.1567717316716409,-0.014562003208291366,-0.04847772812477253,0.03203194004816331,-0.26519569884820643,-0.1333453764003647,-0.08093150902232292,-0.2329535524137583,0.011729595283105456,-0.23762972799150578,-0.11690692115827696,0.05058350594864638,-0.021597201494043573,-0.0020650043940107694,-0.02198051914930985,0.01484274056606057,-0.12842959424278425,-0.0699974527657964,-0.40776377718011475,
PSAP,-0.1707218825624757,0.35188788969021034,-0.2697252384036411,0.0709886318159299,0.03659348530179262,-0.02788196867417813,-0.2106126258377893,0.4670170652918556,0.27501885564659806,0.3620184187333671,-0.007479010848897474,-0.2730349565593287,0.613682944758147,0.04155213434838734,-0.039065437517988764,0.048694629702688404,-0.1466365884158882,-0.012568705321591078,-0.0636344561559887,0.11444718120833942,0.2014674504672383,-0.15560303420176383
EFEMP1,-0.1344975537634337,-0.3143025776758268,-0.23379306286470486,-0.04269840419153939,0.008607203065138305,0.033140453926838766,-0.5340103384878745,-0.3100236176776654,-0.5674597113751982,0.11256925916973697,-0.1792486311152792,-0.5922750991055333,-0.3311389955353538,0.06353616695296152,0.01597727025109988,0.00028567118643940995,0.028676540909806206,-0.039583255522254356,-0.18776937652795192,-0.0694627434998723,-0.3896490546410257,-0.23230149199981856
C1QTNF1,0.06758803984076714,-0.35364843373323307,-0.11405081007869741,-0.048183046638987995,0.023046441588547132,-0.046665825655221586,-0.04377459503548273,-0.06485520262426428,-0.3624159111564104,-0.16975416887389932,-0.0835779534398064,0.058525130864085256,-0.2316970625894147,0.033799909104996265,-0.013044624440628334,-0.048515490396499925,-0.1830759683447063,-0.03432475698105071,-0.12866858582458354,-0.09487231502981819,-0.44016942930652164,0.1758099805226274
ALB,-0.060246700051687425,-0.03503449232976477,-0.010152603325145056,-0.04897864726038544,,-0.01236054964515046,-0.03190259868790526,-0.1238655536162176,0.03747506748637223,-0.0726467625634416,-0.005912952920499153,-0.19901778730153,-0.08765144047789239,0.057330766480948286,-0.0009240488650076341,-0.0019031937842182243,0.04718494155018249,-0.04432563123329399,0.024441396346728615,0.07636920084866487,-0.09553709851597408,0.005809996773560151
CCL13,,,,,,,,,,,,,,,,0.00957347606648036,,,-0.09381850586201353,,,
EFNA3,0.057246118557586816,0.08107390275462426,0.08862999041475678,0.019578452383517145,0.05531183565560648,-0.011908332816831017,0.033315741429373345,0.33675585940825,0.6360412918079315,0.16373299504954297,0.12493060001860237,0.45947176134717754,0.0010538861518645426,-0.05226911587383543,0.015894414945049555,0.2341585551016683,0.060200772307828804,-0.02707637956811853,0.06750902830990353,0.11875912309257573,0.20787894919824962,0.19440054005810803
DRAXIN,0.06549960938508871,0.17718517852200866,0.07817257972123151,0.01560450837658097,-0.07221213604726123,-0.036119859486460425,0.012446495165553012,-0.3190657471587349,-0.430731143261105,-0.37243044115280294,0.042399616579160464,-0.041874702471274595,-0.2266317745137722,-0.06318768266064238,-0.05818006226016474,-0.013428049101391767,-0.1207899370925046,0.017440398731786388,-0.043419820017658206,-0.11106235383298346,0.03292194147322766,0.11945532240204221
RAET1L,,,0.016569021853458932,,,,,,,,0.04129197632868106,,,,,,0.12918725807576212,,0.06396276564403765,,,
NPTX2,0.06161980523904295,0.3544007848408343,0.2935183505107293,0.16629963557942043,0.12674624146933874,0.2895086947961739,0.35122380475773357,0.5825469529105587,0.7463673005508771,0.5781693021350827,0.04910861559307196,-0.3037636314696823,-0.17351383302120887,-0.0017444888138827214,0.023553899030669786,-0.05699939487163618,0.05518087229253573,0.02256430331043966,-0.05989056246749756,0.10573226369045784,0.07973271138892664,0.15910899143353202
FGF11,0.1176237046112973,-0.2626832546264604,0.07313191475566934,-0.026034407645700412,-0.09402248782504652,0.0023140334995899806,-0.15435258196491244,-0.35218552163507466,-0.39048360416731853,-0.0838015603017759,-0.04615054650871508,0.05109882625414609,-0.32205730279964545,0.00999212937096646,-0.059454689433886425,-0.00019069805192022923,-0.08375764128093718,-0.05311364343484831,-0.05963730660773757,-0.04660609878510185,-0.3100044944026331,-0.0568153075484584
CD59,-0.11477327834906809,0.16652103851308447,-0.1510015605343902,0.03143255421338693,0.07170436854491621,0.01330770115641692,0.20712444569072558,0.26061025260331194,0.34150795633617387,0.11415267253875641,0.012258113315625659,-0.19565560615312666,0.4790688097170396,0.06652324497455085,0.03297074604129283,-0.015727181565156047,-0.10139864793331693,0.00846502274868693,-0.0675883462966858,-0.08809250164026405,0.28453301150188903,0.01842569349147708
COL9A2,-0.0022995428412874385,-0.13698491194265658,0.11698417126206291,0.03488725861228445,0.17602621829541434,0.11934182234743947,0.11238287194027459,-0.2655808715926056,-0.3217359863785192,0.09278365285454264,-0.07374515662747749,-0.22921201013249437,-0.17574892734607941,0.14513800128938348,0.03904289143762929,0.13335678515330662,0.20662560912311395,0.0014886674406303139,0.04075408936267081,-0.07093666111230193,-0.026210024414517995,-0.026336606900236766
DLL3,-0.09821278783781635,0.3496027178427414,0.10639800507552764,-0.07930320000156618,0.17405414394711113,0.06867874250325899,0.12981417902779807,-0.4407027210036643,-0.175851609121851,0.27365278737992926,0.11645053964013531,0.34369585031677885,0.13172025706351714,0.09942932916753983,0.027070147804883694,0.16097652699617218,0.2548571125683825,-0.041856180557113404,0.14563665377318177,-0.00666954174756782,0.12421762309548623,0.003931527010777137
FGF5,,,,,,,,,0.06872901879554283,,,0.11734398249688982,,,,,,,,,-0.07073470977849954,
LIN7C,0.006416959276391254,0.03456360006584652,0.06294090231912887,0.008470723481991948,0.07356997539698493,0.00673637157870785,0.0608654968144042,-0.004462663976913894,-0.15950474846581153,-0.057961678291777494,-0.029416670102474913,0.24771273755759812,0.0029922623744562866,-0.022050072924268697,0.04868051040973514,0.14501487000198582,0.0349384257260733,-0.03636264665519962,0.03281509416913121,0.01801059451864592,0.08701083375296828,0.06459495581452956
GDF7,0.02473329057161852,0.04426642053184147,0.024154000413740048,0.015462270973387466,,0.01761160663931335,,-0.08295944155208078,-0.1028277986168402,0.1387193375978463,0.10952993896668427,0.2560354480183332,,,-0.006312983056650661,,-0.007203228000967189,-0.00019277853477254233,-0.02822748087605812,,0.07652595262387722,
PSPN,0.01893536940392284,0.015822972231041794,-0.000900240986270525,0.09142496594926641,0.01862861531308499,-0.04144467903926038,0.01768299791681812,0.021486486927702483,-0.0818182122451077,-0.08677480673184138,0.006274921995381158,0.10408102052567769,0.04640958160838629,0.0038454689308478262,0.048518368564067965,0.03501934067458591,0.061292275979292384,-0.04225182723979555,-0.032709338116666195,-0.004885046947988899,-0.000784804227522344,0.14517331828429314
ANGPT1,-0.0034793976282687837,0.01709311306801293,-0.0632662841550569,0.042740596021522935,0.02957443817535159,0.03206386467255765,0.07511340557498263,-0.09266696497223124,-0.3564252514703084,0.3246264610026265,-0.06330831518266818,-0.19323340047675813,0.03823841823679062,0.06911644505302174,-0.03249210079938666,0.04718172440966989,-0.01937757093196121,0.021902643820041517,-0.02269538197208249,0.13679619483839792,0.09122337061367564,-0.043905773554051473
PNOC,0.019415559763584084,0.38412430822029525,0.1692296951198534,0.10166846881385193,0.19982007821996695,0.28784121344106145,0.50130113595457,0.4368153185486873,0.6430416217774664,0.4877486677764061,0.13031120812443628,0.3891685878330707,0.2662020200843236,,,,-0.02613858305084738,,0.1169256175870721,0.03163263631025375,0.3700164444987165,0.23176526571709513
L1CAM,0.019410423032676954,0.5065138385778837,0.26594725401512936,-0.07856160971573985,-0.10459305417054453,0.10538352586418266,-0.012512023908960732,0.3181220836566828,0.49043653241151824,0.3402612664856587,0.23700188537604297,0.4171725176090651,0.7241313114379263,0.0779046506386163,0.03720508578728914,0.13313008964714995,-0.0933420587799589,-0.0641089816137257,-0.0658339407280971,0.2059563283274451,0.5044460712562249,0.3330975716964988
APOA1,0.0493609230223729,-0.024937534873731123,0.13440239700296758,-0.059269346830586433,0.0558423385428584,-0.023179245030296936,0.06155215162513068,-0.10131336507660105,-0.12100982431219647,0.011588288791020975,0.03946905339290019,0.08038512821674612,-0.04124574333768304,-0.0034238785927381645,0.051280385168764445,0.10909879551258864,0.013735575806325395,0.011951021536483218,-0.012239375249177738,,-0.14167407577912397,-0.02583450407965829
PSEN1,-0.07001958288035887,0.029037935928142813,0.032813442102256445,0.016065697935234283,-0.011218838458812245,0.03886380728670638,0.0839263768865944,-0.06356688321448341,-0.23748768187538905,0.0037806410807825507,-0.06434080835734614,-0.3131556450177235,-0.22648962087584704,0.09051958816746,0.05414084322806379,-0.02343147999491011,0.024496803440343592,0.0034322964502686375,-0.02686536950670226,0.01341074198137531,-0.04296968109429227,-0.21187122826276478
CALM2,-0.04495381143916721,0.4145578252763147,0.27241671832089503,0.12081858999234192,0.14772885722624338,0.14807621553982486,0.42097459157721223,0.7493069831439092,0.7097178991474186,0.6040871412205742,0.32556066073366935,0.7696111786289914,0.626759557336619,0.005957457900663784,0.04309193101861206,0.13095686438763982,0.2351776957278175,-0.0065787396478118165,0.08126964924115984,0.12469128346255863,0.49890738564237713,0.01886156659999166
CLEC2B,-0.0410377653641184,-0.14795131861040223,-0.1643506598529556,-0.018338699020771995,-0.03164117288930672,-0.045459664911820484,-0.15369476736974577,-0.11207848654338506,-0.4251047299020912,-0.11249293518743735,0.04990511248905918,-0.20631316875706263,0.0407591186884821,0.04305358834886988,-0.05105360450643628,-0.07479320941320951,-0.06136953970103026,0.04250733738678559,-0.09148585957721525,0.013306134579162191,-0.14793568968002174,-0.08563041087958757
NTNG1,0.0920105309772725,0.19949414768366444,0.06983406939420246,-0.036462032022880925,,0.008947073699221576,0.05951545542605214,0.08332457250592114,-0.0376918909951964,-0.024685505379707567,0.06338537571812729,0.09973540088462322,0.2766309831274807,0.0050326712623314325,-0.023711375299423017,0.0551253392859543,0.17102532581807342,-0.012234730776857753,0.027901779758899545,0.009498102396033974,-0.11643239416930451,0.11032240635163774
LRIG1,0.03244752818567564,-0.1312229135187894,0.09180319221949947,-0.03761304565351196,0.06527162293370245,0.0722088585435338,-0.06466248770321242,-0.267625031364677,-0.4208779017149137,-0.1647188830372077,-0.08914259255953678,-0.23700195540473395,-0.3065709427227519,0.044938375875164666,0.00930954154341365,0.1235159925430018,0.22286590526192127,-0.01646417539366626,0.21338906842025854,0.009118898394445305,0.07572117369078364,-0.0653618222230814
CPAMD8,-0.0028205091463525834,,0.026646405778661144,,,-0.03097086579068426,0.026345063389136007,0.08974682164093586,-0.021345811618550276,0.030347260068974553,0.006587594192310779,-0.057515896290412975,0.12374341237377595,,0.015519710970442037,,0.06670390524027027,0.014947741348302396,,0.03199354707982009,0.011569995708873937,-0.13171230297976771
GHRL,0.017166605009373358,,0.0016733694778529992,0.030017570697709474,,0.027867875963497758,0.08616401401075248,0.08082816403980289,0.014923762512352856,-0.03616823654399591,-0.012713784866591346,-0.019148807341584154,-0.028425137878418636,0.16191398723316272,-0.0062900336019640546,,,-0.004467591173646128,0.037433120585396204,,-0.08429272738831554,
NPY,-0.0125564912672695,0.294060565005339,0.13590567614229176,0.08011217949871902,0.006985375896168825,0.15230681816918187,0.22871831409011784,0.46098236848554125,0.4156404630908709,0.16427772002565488,-0.09175605725698711,0.10853967559459493,0.23545439066127682,-0.008178321057138909,0.025035133964997253,-0.06052815703260499,-0.11536270278697039,0.03941910064110529,0.08361885476141938,0.1605810959075638,0.3254021754341025,-0.01291760101304988
MMP2,-0.020776174195689917,0.178384249652084,-0.015780737554311964,-0.06477057505688123,0.08010274800285158,0.025898590104131407,0.10719311382792945,-0.3840511532683409,-0.5004546589888496,-0.03085595620205367,-0.0010940410769973536,-0.21715784952593575,-0.4036516788327413,0.031178970419505455,-0.04078940159079972,0.07811508264068717,0.04428675778290555,-0.027113690904524423,-0.054577218763911695,-0.048883003210323156,-0.0935455063502934,0.08945272477221537
LHB,,,,,,0.005500365980547242,,,,,,,,,,,,,,,,
PPY,,,-0.08250481683635844,,,0.00296942695756129,,,,-0.08685634248726992,,,,,,-0.0002781750559943389,-0.10313831389148327,,-0.017851480833922406,,-0.09645909357967179,
ALKAL2,-0.035713078975440044,-0.0033150934849437404,0.058401622165321194,-0.028816062322398577,,0.07402793154635712,,0.037326809456930524,0.004352321879101549,0.018436885793828704,-0.042845044104775104,-0.27534534011116696,-0.11313837033233731,0.32976843300002695,0.0006466404397140412,0.05068863269429552,0.03127569623163543,-0.0035877977896836854,0.040724821574885876,,-0.0838151861499165,0.006973895358641465
CSF1,0.04545792557084041,-0.34249069626300976,-0.14244166465489044,-0.0014789547122379821,-0.00010720866868679903,-0.08441533375699314,-0.32054814223680356,-0.3443590283269842,-0.4114387983896021,-0.19670743320818362,-0.06402033026255163,-0.2546681352705381,-0.2940738615820566,-0.02383467587601491,-0.03603859239812502,-0.01135937663405758,-0.07516278318882362,0.03172161061774853,-0.12901724610798437,-0.05223726209780477,-0.2687245130745003,-0.12633576339692298
SEMA4C,0.021308437978021847,0.029473183687722646,-0.02156551627248161,0.014891357488769123,0.017242406975276847,0.10357830518572118,0.04052592910579944,-0.1567522563061017,-0.06774745270782163,0.03336328678130567,0.013406788528081635,-0.029161547814413567,-0.11922856735653321,0.001552037605810349,0.04803853351220316,0.13107451681481205,0.034515969090047866,-0.04421954564711959,0.03897519334068827,0.16990169809201341,0.10792002317491245,0.015466173665465799
ICAM2,0.05168352001175297,0.1851700680149382,0.039454923389444264,-0.10456090769256746,0.1478519806861722,-0.015352496866169463,0.14432002709892444,-0.07890815592128099,-0.22387035737073285,-0.041995039458571234,-0.04123561995139839,0.048913093640598565,0.12819604938570933,-0.05789575350527699,-0.03354565718495745,0.04037017223838852,0.07170468512699228,-0.031639362365126336,0.03631327561764337,-0.049170124730951746,0.2174550932970317,0.002922256180205832
SYTL3,-0.02027246801077323,-0.05139616018329737,-0.07802036743784684,-0.001135273012722725,-0.022043363105454104,-0.019651583892215888,-0.06876636975209757,-0.026013040015070994,-0.29459444730130435,-0.14470583010394203,0.023860093442605212,-0.054296639311522454,-0.09481194444639658,-0.03705853308730503,0.009949642174907063,-0.03298507896431864,-0.006652461059806968,-0.002754526938451391,0.01544569386754013,0.01654320952683891,-0.18079426448527453,
IL1A,-0.05128451110905161,0.008288696606697362,-0.09424343315307913,0.036720670889457595,-0.027350123731775915,-0.05550450007361771,-0.06900066218069412,-0.02517982242784057,-0.13475953516145253,-0.2754825444097272,-0.039372508592548996,-0.22853943710591526,-0.06364196140243242,-0.023876167402783404,0.005766200856928707,-0.030485244336623904,-0.03079277929757754,-0.0033757138675197178,0.0179307363816022,0.03130922686409588,-0.10953059356132769,-0.06406921150712029
HLA-G,,-0.025491653918589603,0.01872506408244196,,,-0.011004849532784414,,-0.01224515731660647,,,,,,-0.0413223259312918,,0.06199881532394879,0.05443098920227568,,0.05273055664852831,,,
PGF,0.06675675344283512,-0.13152214655190134,-0.10251518610749175,-0.060620581134084826,0.034006480343083345,0.00988082786524776,-0.0479330877890103,-0.2744260661958559,-0.384319024135266,-0.12764123563210114,-0.006029687608929119,-0.07372219061647528,-0.242669604346518,-0.014890749914212277,0.0421800465849687,0.04492384987605325,0.09277122658905065,0.012349019756258036,-0.09895374271094995,0.04222926419124463,0.14886766535887208,0.1023434066374792
LGALS8,0.03430196774724055,0.0035971344491531397,0.03591683423180256,-0.031063368220599994,-0.013415224491876501,0.1463797983121058,-0.0282733128582896,0.07588638255738571,-0.09237146218215436,0.11339186394161588,0.09872798031943361,0.18761741906751211,0.1366773309948159,0.08176209842805156,-0.055589965504532504,-0.026805721348839004,-0.03448033986833526,-0.015457285434604496,-0.030732113520446126,0.029945957732763526,0.06398168669226682,0.051655837716983316
DKK3,-0.06986688859843496,0.44226434320233743,0.27491154912469373,0.1158104314666953,0.1265816057492947,0.06146323800601813,0.43780898833879045,0.6886021354207683,0.7281781482147012,0.32499947675120505,0.2953786280648535,0.8073805514572402,0.6956775103151375,-0.07313769592390032,-0.012122915971675169,0.12779446702387856,0.046181947624804195,0.009796427169590768,0.21672988882099573,0.3080156342907333,0.7154073367428933,0.2635491712785213
COL16A1,0.15106696123353405,-0.10341308452608729,0.07156258159646103,0.0616374485609822,0.10997420013445616,0.07829470349311796,-0.01205187767663898,0.0243555678378042,-0.22112051771507166,-0.07117392182395392,0.0007934695638289803,-0.003666113729743734,-0.47414855529921035,-0.0031150872850636956,-0.029769730768579347,0.06703933136330498,0.005456811216502474,-0.0013176150779057026,-0.07238004376996562,0.042700468734361195,-0.034175021278505115,-0.048571657593861776
TPH1,-0.04160886280338488,-0.0011010355673923588,-0.055838577766971216,,0.017319858348003002,0.04326402045570875,-0.0327721254901119,-0.01613497483229124,-0.08991906118437044,-0.14770179024752494,,,0.006366489854682245,-0.030840088377971246,,0.021855341259879566,-0.016425730533571437,0.06753567439694268,0.04079476932564133,,-0.1731796120910581,0.018107583920730242
TNC,0.07975035750483701,-0.38005737624377567,-0.25639725414019227,-0.002967966550127349,-0.028520233051739004,0.04388824450465568,-0.41090442983389946,-0.6024000882373911,-0.6608392964891351,-0.5790072964969569,-0.04474516785772212,-0.5294271688170116,-0.5753084465057114,-0.03823923903840606,-0.06128005916876057,-0.04807016829852495,-0.16860475602778985,0.030150075531564544,-0.27477250027780165,-0.04274378237949241,-0.32496910914722665,-0.17184741549288596
TNFSF9,-0.023496811242061016,0.3248042297249558,0.0782013916899442,-0.003816739283677553,0.13249238424982995,0.013553420409981674,0.14577618902491682,-0.027243169370128353,0.2599218212545579,0.013639506924639253,0.03748903991827357,0.034416051752146945,0.15101091329748142,,-0.04023213340954991,0.08074207284927226,-0.02012232695993068,0.05777803287644533,0.013286489674708014,0.05448705137721381,0.028790624894651628,0.09509614294714511
C4A,,,,-0.016018903951755155,,-0.02350004927856471,,,,-0.03629459398381406,,-0.031019744825786146,-0.03875459971354059,-0.0485263540979443,,0.009921540270195369,,-0.04948353045935245,-0.02993958079894685,0.056796644581587265,,
CNTN2,-0.16678333086384592,0.2123050175329134,0.15190165122802396,-0.02267127278705311,0.08874276644547263,0.003497858080416418,0.22959090031718743,-0.14110273018894376,-0.2043037619378535,0.0033188154460721906,-0.022523822738917416,-0.5549715007988826,0.002399367864476704,0.14719541461084068,0.060206353206633326,0.18976488162259847,0.17776311536954242,0.036161599972202245,0.10867025431811911,-0.17960416594404732,0.5980366812196292,-0.2520467227664009
F7,,,0.024661876904549063,,,,,0.08801325312775338,0.0388489693770337,,,,,,,0.08940825523427634,,,-0.040263847374113565,,0.0978551380342328,
LUM,0.0750645312386361,-0.03147597869926998,-0.1487504636826613,-0.06558482080059781,0.014209436048441288,-0.03835481274455242,-0.030350650054318543,-0.06881154861436241,-0.4313574583949999,-0.10881537974778156,-0.06208020511218179,-0.19634485495628495,0.007682184618710023,-0.05323622935849459,0.08763934341271992,0.047689424452080444,0.050283040006340915,-0.01829746689932391,-0.17606079956393786,0.014157072849697163,-0.0649359998865548,
IZUMO1,-0.030720015066733983,,,,,,,,,,,,,,,,,,,,,
BTC,,,-0.018180945995031415,0.08742226401481794,,0.0088823501938473,-0.015207800785057306,,,,-0.07920516573928246,-0.03742292158716658,,,,0.033745301127904186,-0.007054419199452345,0.014375859622387433,-0.02203432771666095,,-0.13892521030136232,
APOC1,-0.2478450706105714,0.2482818132031097,-0.10581569260857944,-0.05575023772998409,0.20097929151092178,0.2685696209532175,0.4063438646903108,-0.687371499916366,-0.6897407906252967,-0.011623369283011251,-0.2648788530014503,-0.7532662779923656,-0.41803810309452233,-0.08466389917099047,-0.08170406983959953,0.15546073551532769,0.18323354811231646,0.03446500936955789,0.1007796379703526,-0.25717634625435654,-0.23449244566498237,-0.2606643438212838
PKM,-0.001973392156078443,-0.26944870274056404,-0.009511331441532005,0.10362203691233175,-0.039163478263106885,-0.06257143920187266,-0.3290413060563215,0.21777448060509183,-0.036717023102355965,-0.23671976782622262,0.2349031104622962,0.5203931669657643,-0.39194196095769446,-0.0003390331750368676,0.0052331402887737044,-0.1050377368093415,-0.21111223713571695,-0.04207267411964518,-0.15037888709664848,-0.00018481166955674282,-0.32329216642831826,0.2235936061737424
