,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk
VCAM1,-0.06498989595842286,0.00815314106473314,0.07051164858307724,0.006814138929546243,0.02982867144816003,0.016124121893210202,-0.18508169307134725,0.04804809686680681,0.018844625682500057,-0.0046752023852243965,0.01689639345629612,0.03347472742908236,-0.03126830274225228,0.10397180638298086,-0.024427195415361442
NXPH3,-0.05066513326290059,-0.009508273758345934,0.046169878851826725,0.022178907724241238,0.004006415891852424,0.011381160221156721,-0.05861286539046537,-0.02082288963685975,0.01870125470053039,0.10061408480536269,0.020949126550794374,0.020729807713983396,-0.07419843851327666,0.06208938998517871,-0.012097630574770112
MTMR4,-0.042478377427433135,0.023510672371538786,0.018372764053323876,0.05321848829489852,-0.006307466446623052,0.022425205903861562,-0.06774447779435123,-0.03934021064986133,-0.02599324190183558,0.12093538548390938,-0.012179480570098988,0.05612603741889149,-0.017780595472726823,0.00016798245994125178,-0.03660475569834633
LAMC2,,-0.013931307985800173,,-0.024766346766693117,,0.012125382809821493,,-0.0181497151121785,,,,-0.027646688785220856,,-0.009695130802505017,-0.02562084381972294
IL10,-0.02912646984250574,0.018797221627875428,-0.03252081930399455,-0.02782415982646006,0.019332957906406868,,-0.04967204074273041,0.061235232593532946,,-0.015796544630366578,0.08218322014879974,0.012863019722422122,,0.022826436445655605,0.15342309960970849
SEMA4D,-0.00812080068057098,0.02933524798897959,0.009042862126274007,-0.0264515201748578,-0.024960638715294577,-0.03676893712319641,-0.02024522526637205,0.049663418815977446,0.0284430369681493,-0.03526436802795624,0.04923631580769755,-0.03711994216479049,0.019125941468228002,0.033793669799902684,-0.03066153036056765
TRH,0.02978476963574838,0.010880140707895178,,0.00773879593612245,0.08950946987495637,-0.011813997360025521,-0.01878602414668799,-0.006517443638360284,,0.07429869292453188,0.023898029757323098,0.0055112292257660555,-0.03362644532399341,-0.02438091872825988,0.010455575789214206
SEMA6D,0.019639719331822913,-0.04336655461667,-0.014076272958701612,-0.02173716112482919,0.06311283976447941,0.019164766562377596,-0.05821240273215194,-0.04185405432217544,-9.897850607096295e-05,-0.03691241713980132,0.006127383951067038,0.01153514151616728,0.06255717395630866,0.05081913184121719,-0.02682587173759517
CEL,,,,,-0.03348359976449372,,,,,,,0.021112523218942067,,0.08667858843130828,-0.027372376183843743
PDCD1LG2,-0.029261896661381015,0.05673193696985043,0.050828625575168415,0.03385699048465187,0.0027034141163014124,0.007828087609976457,-0.04073788874270692,-0.017867414849094185,0.0006282763961752662,0.0138558887959329,-0.02357003956175464,0.028248557646891607,,0.12417549135499914,0.035303702117125066
SPINT1,-0.045674110025069624,-0.03524378575675646,0.04205196205460292,0.006538519280590829,0.030424743960937414,-0.03137881693962825,-0.049009754249252704,0.030489703558236343,0.004742559757584372,-0.02263016199091423,-0.020224110885635485,0.022597822702248627,,-0.007991731897859164,0.02800383480987877
CTHRC1,-0.0031758745884967743,-0.011126444506648136,-0.02393900833238683,-0.02345361718368544,-0.0392746564113481,-0.04545637342071405,-0.10048168074087818,-0.034530256458247595,-0.0006830489096470269,0.03104141441050664,-0.031169854175158555,-0.02815878740017751,,0.047150082433380223,0.10420182523599256
PODXL,0.024517448075736557,0.02843739100535825,-0.005184565993447979,0.009450587532018136,0.03331973565136086,-0.0024952159039384435,-0.1289939453925372,-0.0030251046790062807,0.11484575642614128,-0.008213134565691527,-0.02024518635925863,0.07557472846186346,-0.039028681161203005,0.0298956370311919,0.08557153768006409
JAM3,-0.054404770048210496,0.0004310512845608768,-0.029930569470777352,0.06613019510369746,-0.0031963023663607627,0.0057005346267146526,-0.22383638971477204,-0.001604548152152728,0.00027060018021770926,-0.12220984191840228,-0.06396811310722503,-0.011419724732098301,0.003266562886431103,0.0030182346326462607,0.04314063827511856
TGFB2,0.0011987539035901696,-0.04104724492162243,-0.05979002979530576,0.016564285895084303,0.010016901590103969,0.02732496101970741,-0.1327556229219043,0.027909492298804597,0.020487021507955953,-0.03991120338938288,-0.012615238155446925,0.08502497252767431,-0.06703954585820862,0.01402152782167698,0.01602427137384307
COL18A1,-0.035361757756054525,0.023180593547579793,0.009514289171281817,0.03224247768582691,0.018929670618435646,-0.030436544426136254,-0.11151065438685014,-0.03557312882770467,0.03169985533738007,-0.017126007332360083,-0.007357394988792409,0.09031754566450506,0.02249912544727737,0.008304430265454773,0.13894744717707158
NODAL,-0.04073367877463224,-0.02862493663445835,0.11893440294900937,0.0754576278005589,-0.040876500171326,-0.05502105940197761,-0.04043452013631615,,,,-0.021161490808628565,-0.028857304309500488,,-0.0333675044678754,0.026638300441124464
INHBB,-0.061743245722595,-0.01144350775904496,-0.007954375666394238,-0.029241001694982036,0.03141631246420568,-0.0004858974113020027,-0.0634729566301584,0.08226703143545915,0.009617472700969553,-0.012356621248604175,-0.0263931413861097,-0.037124737626285834,0.01944728867866612,0.03803794103740993,0.04150973296493067
LCN1,,-0.013931311120401193,,,,,0.043681872627835405,,,,,,,0.043886223055948866,0.037548155868947684
ARF4,-0.009190289533142037,0.04633270956055095,0.03290596317245193,0.026674333921409013,0.0543026152914682,0.016941205764783362,-0.06447314528708821,-0.02020069380482958,0.02311447077975066,-0.02972671415382005,-0.07304470637748858,0.052458887020070295,-0.06291701214658933,-0.008292022502900915,-0.0021314805629010585
CXCL14,-0.015656483247675254,-0.049659123458926285,-0.03255172922469385,0.05872311178540768,0.041267050519610354,0.037228976898444614,0.12704180690674802,0.001306202440189956,0.06704092220155224,0.018975288299009838,0.16695379969476115,0.042146144362177826,0.023845977706572007,0.006942665432097088,-0.06794440974908025
LIF,-0.03477667550063082,-0.02722645051082624,-0.02767357489520094,-0.027961359793735048,0.060354766686435024,-0.030605923049450777,-0.053967845692820184,-0.0065639342251458095,0.0035253810471223964,0.012430652978721627,-0.02549217214491537,0.11001147609845727,-0.10113161828632258,0.007595365917352301,0.02837176138511724
IL17B,,,,,,,-0.041061350671498395,,,,,,,0.012634740204209308,0.07865849777545368
MMP1,,0.05236516825073286,,,-0.016971799470669537,,,,,,,,,0.01823230016740482,-0.04547124683562046
MATN1,,-0.018291405084991108,,,,0.09199778195366552,0.047293727015940284,0.061723154605678114,,,-0.012532989575161399,-0.010339341319300883,,-0.015829365995714214,-0.018516453732742588
ADAM28,-0.055310476850476784,-0.010427177894823066,-0.026143125134070473,-0.046714062268708494,0.001829110114962868,0.0033842091300291047,-0.10702960819913612,0.022489561508323846,0.06937578478360598,-0.004950848787647701,-0.008851761396796587,-0.025734110877894692,-0.02256250973504776,0.004898247553015838,-0.03357006321972328
TCN2,-0.011257119470068985,0.052006032615443794,0.010714862954531888,-0.005317587143799571,-0.0014670487362723936,0.021389400115141843,-0.08110796259927952,0.0007626811423687736,0.017922041631359725,0.0376941656586389,-0.0035996554797596346,0.08198156054963479,0.10104862990343119,0.019112551742871485,0.09903695572359618
THPO,,-0.023834458187347043,,0.04399304327049756,,0.06026070405879068,0.03505766343306948,-0.029969726237972647,-0.023787523791645022,0.007439900261311966,-0.012532991014857482,,,-0.03209974934439933,-0.027748589441907123
CUBN,-0.030471686994773022,-0.010759933197184508,-0.018026367327350294,-0.008454584731515773,-0.006987247517966543,-0.024212754210624663,-0.07012542309282976,-0.02440859016186228,-0.01077514166298045,0.000551374831994149,0.04615059226002897,-0.013079273950100653,0.16831165585649102,-0.004725815972115049,0.06897861778359227
TIMP3,-0.04550546519765304,-0.03763839463292431,-0.019036962607272473,0.029551131960175784,0.044723919094323245,-0.03250306320587058,-0.15384374966007894,0.04099053131758045,0.03943895360763406,0.09759988406620611,-0.02050841414833613,0.06877359986424625,-0.01563990677643271,-0.008195698013766052,0.10640468780670392
PIGF,-0.02248152381250157,0.01961181061623706,-0.005974431856360958,0.008543133843293797,-0.049098030567156725,0.04388477421361038,-0.1730671116371589,0.030797485303576407,0.05682852603870879,0.02728006442504766,-0.023564668860939265,0.03284295324273965,-0.009526930848545006,0.03260361369107722,0.017079115759431395
CRH,,-0.01632218961865923,0.019105242603930966,-0.012497842274208151,0.12796361590303046,0.06614208843995921,0.14784827217763527,-0.010421399461259098,-0.00034303583278785284,0.023788895474556697,0.04297966553988601,-0.035274802293715345,-0.039188359103532404,0.022381633207577318,0.055271231375364986
BDNF,,0.022076671053256086,-0.011104111654833344,0.03758355116656125,0.05299726449999794,-0.04768486257510486,0.2730320753890381,-0.015874696547148556,-0.03869648242511279,-0.005582869099181736,0.08206830827420672,0.039043628411156356,0.08090163800489969,-0.009716571525872778,-0.006530324493233102
CCL5,-0.05796416461414702,0.08506751693394023,0.02982625245382008,0.015117775184924753,0.13970683148633883,0.0041624729149809005,-0.043075008060086434,-0.0010949431466736074,0.019424071109059006,0.024644043540987703,-0.017002509473868038,0.04021771660664525,-0.007212790245407537,0.09544021696646417,0.035374400369724786
GAD1,-0.03287083239404157,-0.031889183538537355,-0.015037337970860827,0.01418531669294933,0.08236002880810177,0.07349143516094418,0.27442271958201153,0.07701625710309189,-0.023020556197909246,0.15861253833624434,0.12119845001783602,-0.01851008808137407,0.07196919131454803,0.024744378855851897,0.012875045700427442
COL14A1,-0.00868815532672248,0.06789778579752621,-0.03424808441628833,-0.0027242340122822,0.0089837598398257,-0.0007874898733756552,-0.058927709443386864,0.04489987512580093,-0.012169705935816412,-0.021797339879705176,-0.003994382781366622,0.024760040075540654,,0.07510265532962437,-0.0026365261965241057
HLA-A,-0.014707377907623068,0.005586447370983492,0.04273245425309127,-0.021826864637369645,0.013371099085657976,-0.04220813520772614,-0.18348241370318846,-0.008417409362082996,-0.009788380518390394,-0.1414437832590296,-0.09877454536413312,0.04472789044160007,0.02536457432264149,-0.030901545366366405,0.05659798802976641
CD5L,0.03448578159358249,-0.016322187730306213,0.019366209074929076,,,,,,,0.045998431863892186,,,,,
FGF18,,-0.014768629758043121,,-0.009929442225119284,0.08395635349313145,0.05949095117006995,,0.05419630437195406,,,,,,0.04704583742760888,-0.005318821538690873
ADM,0.007734876534601608,-0.03158112400490652,0.030123827962568933,-0.004127843336965454,-0.0038370853266383224,0.0217499586412051,-0.08122147729230757,-0.05990127672435441,0.023120433791346026,0.009329398121766114,-0.08642117406293937,0.10236281206216374,-0.08553077300524406,0.06158429036743999,0.013084520423366313
CCL15,,0.024699528495007825,,,,,,,0.0381403348122328,,,,,-0.021145570616742305,
GNAI2,0.00917221657615132,0.02774025686000213,0.021501236206747307,-0.00449866578855532,-0.010338578764715492,0.0039231539670744895,-0.23961039095679282,-0.014276826774771182,0.01466135469376691,-0.07268579779353669,-0.0843520626333134,0.08242454496926083,0.012965913363980773,-0.008555426878144,0.05178889433136438
HDC,,,,,,,-0.05092413794420473,,-0.028958250611454232,,,,,0.01193042841084451,-0.018516445346815937
COL11A1,0.04271383845478296,0.03148413565378733,0.03602612671945256,-0.027147498202266685,-0.022026811156110892,-0.0027536359706349573,0.0008597265251765621,-0.0012827805556642148,0.0002607748279912022,0.0493491233914712,-0.011067299790787874,-0.022526234500430158,,0.046247834092124546,0.051596168231265886
NUCB2,-0.021670905991513948,0.02867372815249219,0.03985094505206626,-0.0020998440097282976,0.035087761491074905,0.020476047152715712,-0.04573814250469804,-0.020509313045206333,0.057440227506119906,-0.008072441404660527,0.04360617668686297,-0.04514723823535459,0.029571858003895803,0.0034463353631801743,-0.002411800907788772
FGF16,,,,,,,,,,,,,,,-0.018245549766437063
CXCL1,,0.026323960100241125,-0.029442082986823135,-0.03287136956423993,0.03025952099347038,,-0.06303625356633275,-0.03303217203050354,0.03288265991329359,0.0050734671299829635,-0.01700251235649926,0.09736517769101004,0.0090649166164995,0.0703570548620588,0.08007318179331659
VCAN,-0.0142261703073526,-0.04885808622989338,0.0005025410663626691,0.02322576286345239,-0.0012162518406795152,-0.024226610349967006,-0.18012944716916937,0.03331390940018898,0.017677100943916165,0.054282742982100174,-0.10115193236387883,-0.0035994602134583613,0.014667315024606003,-0.020046375980273246,0.024168177918882452
MMP7,,0.037048373646787085,,-0.019740406572459738,,0.005778906175943858,-0.02424676999272278,-0.014417254537149302,-0.03438515174185251,-0.026372925894234085,-0.019371014454054383,,,-0.011776176351540667,-0.04165352446678002
PTPN6,0.02628337840552436,-0.0043744378238068805,0.03962515640155992,0.02658460984701958,0.032229441448079744,-0.002072210999489798,-0.10832299078069578,0.010648762456642404,-0.035731800036290076,-0.016436304086191716,-0.006060337416401178,-0.05098568882145068,-0.10058605483208972,0.03931440280832315,0.034650824510571096
PTGS2,-0.05580503549408362,0.02276641080234505,-0.026275514646606674,0.0019392861238383733,0.015001172112676637,-0.007711928108640834,0.2910217131369276,0.021396339212103734,0.06138357214609704,0.001645701862095537,0.05060946432216377,-0.005113386683663634,0.18453924191350712,0.039396222918867685,-0.004347254675876443
XCL1,-0.025143980935222337,-0.017886198363639957,,0.015879736551192507,-0.018046416090340547,,,0.022910193675597355,,0.0300988904046336,,,,,0.02926736181273315
CD58,0.01090154537413139,0.036485323273938684,0.029020449111187296,0.033513305643012,0.05210100059235495,-0.012930941831698805,-0.1641501158300033,-0.04386957548132795,0.0043423185515417476,0.014856760946736705,-0.06905743687866434,0.005079728226671625,-0.05592029950175512,-0.022791084809646495,0.057527956610839495
TNFSF14,0.0289254276977598,-0.01802218874935618,0.02245795636884847,-0.03941650924731948,0.05265180470726957,,-0.03561854296199236,0.006199355602030611,-0.021143216442596226,-0.029067135315686127,,-0.058189681326041846,0.22526411254487747,-0.008038611391022387,-0.03170551068052056
CNTN4,,0.012941710618148363,-0.024037437077647533,-0.01941599220798197,0.017678868957798997,0.04191577242008977,0.16138238709009906,0.11077521190893687,-0.00010496630777286915,0.15265868466809876,0.07586359037199984,0.038623634576139335,0.05999947612649627,-0.023750424472459095,0.08563804686273507
NTF4,,,,-0.013666066336561302,,,,,,,,,,,
INSL3,,0.02647524188035836,,-0.009929440277517148,,,,-0.016624610825878537,,,,,,-0.013790822352888992,
BTLA,,,,-0.015761039321587306,0.038122410265378624,,,,0.015849046164534964,,,,,-0.013432550001821494,
MFNG,-0.042460684241865734,0.00883801697820325,0.04715841781227924,0.014376027067339483,-0.015039006151430055,0.02645674420025655,-0.11920569017959634,-0.014370858772020548,0.03607851576008408,0.014812889701438518,0.07234027168274394,-0.04331713597618314,-0.03677186931471891,0.043152578590715314,0.042787820209367736
ICAM1,0.021717819432635246,-0.04116174390343934,-0.010718525454902858,0.006857552306676162,0.021028034814430493,-0.0014550669364606975,-0.12739373861557463,0.018003687855155392,0.029773018435814706,-0.01106210663719021,-0.028865508534975978,0.043433251054583115,-0.043307936425059514,-0.011245084688546457,0.03364172503800857
PROS1,0.025553934967152477,0.01875909167919309,0.04144179585879292,0.007732861627895802,-0.02290568784975814,-0.02293957695029351,-0.17732583105191,-0.02419890880420584,-0.020439132559687694,-0.10222069631941616,0.020990422936572654,0.013470525951004772,0.01232131659109269,-0.06341182276055063,0.011704472909435958
CLCF1,-0.020170930083979466,0.014374361974782745,-0.02147758781854489,0.023169869126810804,0.04109706650314751,0.025048986901515437,0.07488838111242156,0.015242133193240928,-0.006738024553745764,-0.0014770486650157203,0.044306206470623874,-0.05148927966238023,-0.04016709246630856,-0.018294008497162898,-0.049212703413391574
PSAP,-0.05062835624250177,-0.010846355592006722,0.024180382817538454,0.020487416934121063,0.039644580494418456,0.028413764745430475,0.06793748939002425,0.041153721774164424,0.036664916683535206,-0.0679279831314604,0.08388963361410508,-0.031407321612798765,0.07885642474010063,0.028209447680959433,-0.03835062267838903
EFEMP1,0.017424983265952532,0.020502847500697457,0.04563091390361807,0.03878076261638314,-0.005196568317956945,-0.017367298096899474,-0.16370816513809372,0.010984949358926683,-0.024514723180625652,-0.11076790037946688,-0.055212419990076846,0.04464378028370974,0.024333899181991407,-0.01947573016843231,-0.044922961794293406
C1QTNF1,-0.00817991002865299,0.009009102775116082,-0.015057974246907758,0.0371094941631043,-0.021829766312493563,0.021782810780162854,-0.13421420937282544,0.010972379166500196,-0.03449836430960817,0.017748558903881762,-0.06711971568360169,0.043738008947647636,0.06047922697901266,-0.05717041587113823,-0.0016150870751300394
ALB,-0.011369256562102746,0.02891661743905101,-0.006019021286998756,-0.0013022064143366938,0.030899933234779454,-0.02927637361506315,-0.021462950504161235,-0.018149714647592973,0.10566456288195852,-0.051179729383271616,-0.0027487199691874978,-0.041964912275724776,-0.04150498687224847,-0.007814853545644587,-0.007300165778640867
EFNA3,0.016475499221877406,0.02429349066490096,-0.013855388462181255,-0.04402827126384699,0.009065414926560305,0.07938051320378856,0.23294360732862507,-0.025944040273258643,-0.023270339181692787,0.10351563478482526,-0.03505356927718026,-0.07358323552902002,0.10773865532036378,0.021447279274822734,0.030842109415501084
DRAXIN,-0.0017496093644698999,-0.07386792154934264,0.04865511319411738,0.018746931108060704,0.050013391933322604,0.05882827490961861,-0.1509867395503316,-0.005376925423832033,-0.019282246883911967,0.025446097315523004,-0.04145593629058377,-0.0013605477598302022,-0.048376624112998146,0.04447792222462672,-0.006006499536254389
RAET1L,,0.014418835772323264,,,,,,,-0.010547849468736348,,,,,,
NPTX2,0.029875143872081542,0.04122244733384412,0.06407116504786088,0.014949305557595315,0.061158656555708915,0.019999875862504044,0.2578412888676174,0.04561399499327141,0.0023497756704438763,-0.020036432560445832,-0.0013887336846446104,0.013372401169036643,0.034611413894193525,0.017561012071380173,-0.012880519561285867
FGF11,0.020354092451550034,-0.04561786625427252,0.046409680285890396,0.03920105283246569,-0.0018744325927280978,-0.03776020990611896,-0.1292591948597649,0.004503028460564926,-0.036984643263804816,0.0014862950756887566,-0.07299813780513326,-0.0057003845781480105,-4.8987249660141075e-05,0.023698980238375713,-0.08186495307638982
CD59,-0.025461677896313435,0.011185005623752691,-0.05507316578254618,-0.004452589287358999,-0.007520986842914307,0.040932001918771485,0.22299975723140913,0.015542469714063997,-0.027641198528931578,-0.016487900022024903,0.08761065142924646,-0.01868055250523037,0.06169967934541754,0.009302347277220029,0.1289110625143538
COL9A2,0.027084621654251972,0.005311168540676977,-0.010172009232240861,0.02418611923939432,-0.0009254060462966751,-0.07106158010659978,-0.10848739039340714,0.021473085092360285,0.08471281057100899,-0.0001624145344928877,-0.04048546134113084,-0.0018200168387278374,0.020781858475761923,0.09298730350241706,-0.01684899050104041
DLL3,-0.03168414015140059,0.024693681782451758,-0.014164629286687236,-0.0033379192704498023,0.01056637438394837,-0.04997253900234568,0.01654498956772788,0.05628938855110445,0.030600802125461464,0.0932107125569411,-0.017129613071354206,-0.04497574608447286,0.13110210055988447,0.08237905739788107,0.03290567691856863
FGF5,,,,,,,0.004536408627216116,,,-0.003178785067650594,,,,-0.026059008611127185,0.031120072898107018
LIN7C,0.018878868435893814,5.947702407691854e-05,-0.013311358647872312,0.022116242053396216,-0.023100583030175596,-0.00596813424114294,-0.028941572665124055,-0.03212387648270983,0.007595510641763064,0.02276364507659762,0.05824409545303021,0.029116755193873297,0.092143526477747,0.030877181340452888,0.025509116557579186
GDF7,0.04696900498172241,-0.029435328407646164,0.013045573256550027,0.06415478587651398,,0.03683666381418819,-0.05793328580151773,0.0051971358620958065,-0.0211432156209708,0.10477382075270145,,0.013968029043077954,,0.0003338500891807653,0.006486658233172003
PSPN,0.10911407807892268,0.0866264700183622,-0.03874062479475467,0.04283439246916366,-0.018700350168156965,0.03459842752466754,0.008059067822624945,0.023853945551628723,-0.006455794233866199,-0.010509166200751412,0.0540204476881145,0.0817833924813256,0.06169756560713268,0.06875604213497218,-0.004882323170162174
ANGPT1,0.014799984814781961,0.03485113762278135,-0.025095831991676233,0.03533386911059435,0.018209293793914925,-0.0033447670648086847,-0.11365210427402163,0.022093996844791398,-0.03987556084709701,-0.07908747247295415,-0.01986250781082141,-0.027292025485912308,0.15943283482030443,0.021147472295527797,-0.004283406966097059
PNOC,0.05296516412550935,-0.058433576157351654,-0.010303158581228327,-0.005778609597864656,0.0290347044905454,0.025419921270519043,0.2598814038426244,0.04285828652634235,0.030747824031257556,0.20461047313536113,0.12894604531055548,,-0.007782510404867414,0.03995936862068958,-0.004057869715544309
L1CAM,0.010318814084231517,-0.04981954183852084,-0.058425572278726745,0.06955696627751096,0.07816661497801215,0.05668825823160383,0.21700340305418153,0.0613218182172745,0.042428613874859966,0.10434058819935345,0.14909863073651777,-0.03354378802646664,-0.07484326053065879,0.008263016018488103,0.001770970611927891
APOA1,-0.01762647684344187,0.028808032073772544,-0.03572106167663095,-0.015463462664679175,0.005155066032218994,0.023347935036613334,-0.04557422756203438,0.02889697583944546,0.008310592677572136,0.056320099092961,-0.02025438668321965,0.03954506350233263,,0.013103286217900832,-0.02425498846750296
PSEN1,0.024352828196780914,0.04493159850256836,0.024278374670904677,0.02294438261480982,0.046305771974420644,0.021940891074490414,-0.04348658719568189,0.04381421444253498,0.018102456850040215,-0.08653452061916335,-0.024596317398477213,-0.063902302709518,-0.09765110676806005,0.012019923399369277,-0.01713284141847356
CALM2,-0.021921848263810273,0.002898453251940543,0.046347959687640605,-0.012678956377771061,0.038113584384862995,0.04586156082800977,0.18515133496075253,0.06670439602485573,-0.02175511577659699,0.1578624012969758,0.12501337700338552,-0.035478648024660026,0.09242818722216438,0.0438649618389459,-0.020894174473162688
CLEC2B,0.0016804663197101347,0.029077892508665968,-0.02056638179832982,0.01013619521509441,0.030063573750139082,-0.09440298833369991,-0.06046894503929449,0.006873085986362055,0.07115108680925579,-0.049357184119099985,-0.004641338376163851,0.03254118506207747,0.03027131867380886,0.09340410678464663,0.027706818372298436
NTNG1,-0.02501322271148396,0.05862663269020891,-0.030199118532495173,0.007061657275496573,0.052029609707535715,-0.0017744703953630778,-0.011163368703060908,-0.04007716347861413,-0.010766167538150566,0.008778543030937329,0.05354539833516333,0.0035401599424313207,-0.04949317932434264,0.13973319208917603,-0.07141975860397785
LRIG1,-0.06649963578504296,0.011444387320121291,0.017765181813618146,0.04302223860669902,-0.041551879493396456,-0.05102055031688991,-0.14612610900308,0.009020534929601797,-0.016734653198203817,-0.06066343142047031,-0.04627818840503151,0.07472577295920906,-0.006897852919483708,0.051114154528811226,-0.09026705552253766
CPAMD8,-0.02291670625724212,0.0025006916710621427,,-0.011744756079253913,-0.022912867501106667,0.010917991031680185,0.021841356736878554,-0.018440531793078793,-0.007504691090082765,0.02661845603239221,0.11202546500393418,-0.008910416358577268,-0.040128264204808924,0.09624001378594695,0.030558699793966256
GHRL,0.070863823190534,0.018693093180670514,0.04170505742049307,-0.001271747030813901,-0.029089125009346777,0.04324425796304903,-0.008784486654891477,0.040099377377008014,-0.019282246883911967,-0.02828836417726999,-0.01599548949825398,0.10895448482465492,,-0.030892801339412104,-0.017692146286622988
NPY,-0.0336197024761071,0.05256675195174714,-0.015898647712320604,-0.014194817861232181,-0.011207223693517739,0.07188990631206381,0.25029943411961797,-0.031542253861539575,0.05550569288406491,-0.021702349575773876,0.06203915182889885,-0.06748932001196183,0.03411656919235889,-0.0011552411508829069,0.02332277136097157
MMP2,0.03920279701359542,0.031622933896495425,-0.003963667293477006,0.002241816675546529,-0.01973560137996617,-0.024683433594505356,-0.1741034819410921,0.02771857143870246,0.0010098180865692195,0.08365842962599175,-0.06852599236107268,-0.006619421212039123,0.02072452257792928,0.05441570794489972,0.07748127515255422
LHB,,,,-0.010228795577970792,,,,,,,,,,,
PPY,,0.09724365371241077,,-0.01780534984043613,,,,-0.01347702867456208,,,,,,0.007999594391921248,0.12074249617917857
ALKAL2,0.06587583762761476,-0.023407775954370665,-0.004257897684217868,-0.010080187132405122,,0.041091447010277136,0.030480480977917255,0.029185109593008317,-0.04540930315986439,0.02004528386475055,-0.02471587456845527,0.02874335822126398,,-0.010133380324696694,-0.06840687322348406
CSF1,0.02749715108708496,0.016633451917078,0.03820827772392926,-0.009316113089579487,-0.04044007646498204,-0.016718108340855388,-0.09766425913409717,0.006679264280528135,0.09980466288303726,-0.06639447670860354,-0.058886797297261526,-8.780588764643768e-05,-0.04043900717838809,0.04829875629939295,0.057723658731504666
SEMA4C,0.005139575505941141,0.0142364640730603,0.048102315076961076,0.04283445511644261,-0.040113773181459624,-0.004132550281376913,0.013231109812249415,-0.01916660216118166,-0.003261530486261457,-0.029293555146033205,-0.061782480410760905,-0.04650846442968967,0.09105948551206135,0.05180967325598263,-0.006632109118921907
BMP8A,,,,,,,,,,,,,,-0.025986950095111244,
ICAM2,0.07060158914374588,0.05238883206286111,-0.025161413075421052,0.008592759355143427,0.03355498451989782,0.027163979630305684,0.013273886268279932,0.0028905841659053813,0.04195599583111935,-0.02071316053545577,0.053032129103727225,0.1079272209898084,-0.047312038999490075,0.05109431574024417,0.06957358592537186
SYTL3,0.008524730331158067,0.03400554653645147,0.0892939447724845,-0.021179020568749863,0.0258805205064791,-0.031090954513058718,-0.08075064959063318,0.02272551430873504,0.0032625443238359702,0.014702041917266208,-0.0052451447767747905,0.050960329486500075,0.06717827802361047,0.13837272138925968,0.045420607938766025
IL1A,-0.026628844360107724,0.03592478717102366,-0.001348745482549279,0.1648431801579917,0.06277247691645978,-0.005231006320282185,-0.051165175769194854,-0.014534091188992007,0.05500112630576253,0.025279484128116193,-0.02408837865583143,-0.01247744609238106,0.025307133360418045,0.0019135452866524771,0.11065007986421219
HLA-G,,-0.01920660881260403,,-0.010803587523139974,,-0.022587226227774367,,,,,,,,,
PGF,0.052383209442699065,0.04863860448404972,0.0353963999595985,-0.024494146579619534,-0.04863502838280004,-0.029511970669639634,-0.040401979112489675,-0.00554025487506199,0.009116015688586675,0.07661370009629244,-0.06724271911492352,0.08606694373719256,0.03903049492687174,0.05467339565055814,0.1087178274632842
LGALS8,-0.01758869948963533,0.0602873686285157,-0.015173930256092528,-0.013514649929541237,-0.013337891288051082,0.027010376605195847,-0.01097355836497712,-0.019872800841336337,-0.025387878202160867,0.08608753177371378,0.06664853858606164,-0.019149567096691092,0.012129772865586034,-0.006593381146654225,0.012627976892767154
DKK3,0.018096316620119617,-0.038505254855854175,-0.03221897747045665,0.008790522325375541,-0.014117832870805064,0.04299993769073425,0.21827714231946596,0.0066382401752936365,-0.010093000556693111,0.13338558511973636,0.09388343400702415,0.02552237300929179,0.14677212831942849,0.11829452769725976,-0.0057520235115729275
COL16A1,-0.007856614235181168,-0.005520765374532288,0.06642106878228721,0.017077628724539325,-0.013092416612252128,-0.042223699709514256,-0.052504516513252095,-0.04391306218169657,0.03931659846040132,-0.022912219580915015,-0.07089736835883392,-0.03126471841512435,0.045866087812760255,0.06113045301694941,0.08585067509235564
TPH1,0.0018783899037391166,-0.014102528704364457,,0.010440269396807643,-0.02249194972445728,0.07120053876044734,-0.034827345030747074,0.024451932800798284,,,-0.015082906021038654,0.06733855457106637,,0.006883678052100452,-0.02907606211484119
TNC,-0.01708857251197417,-0.02004528434976536,-0.012564545687359803,0.01048270774814008,0.013469763622554677,-0.027855701077418995,-0.21180813475566396,-0.030421621678042222,0.033917562960552934,-0.11851021982076547,-0.09962650251845248,0.04652407610827976,-0.014590055461259167,-0.03239908448300636,-0.07171772036112531
TNFSF9,-0.022916695380600472,-0.01105752701074797,-0.005850573176705055,0.1142934366254938,0.010869089588870664,0.018509468064976085,0.1625188236420292,-0.04236552613765149,0.02061963622645365,-0.02831776914903661,0.0292549141782599,-0.047662100150429966,0.14909369984808568,0.010480957815564247,-0.02867197745893822
C4A,,,-0.02040268180849041,-0.012126830711318674,,,,-0.01597634150337675,,-0.0127927117881067,-0.013258447360546688,0.08327685533795733,0.07949280450380478,0.012894043321278494,
CNTN2,-0.0224804595146937,-0.03642049415933355,-0.005210684550625008,-0.03241344274179028,-0.007652831565993626,-0.03845678203943781,-0.16819082186625556,0.07047955180576722,0.0020595488316833776,-0.13862309093615727,-0.05357511542781429,-0.05313605691326056,-0.1296011288925162,0.005552620951405066,-0.0004154818323579769
