,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk
F7,,-0.013758079610717754,,,,0.07222497380251937,0.06940430754354554,,,,,,,,-0.0036579551007876227
LUM,0.015527187016612477,0.028600457223544932,0.025837359157043882,-0.015376929644730862,-0.04361691882549904,0.019936447474952112,-0.05336495327083271,-0.03180018463295433,0.01948291419815399,0.0517560619245994,-0.00849749480179487,0.02108407489166423,0.07510817234129631,0.011559095420151868,0.08051553343430519
IZUMO1,-0.021897628407319323,,,,,,,,,,,,,,
BTC,,-0.012481859165291542,0.001161970226370112,0.014247245906207202,0.10410591617854073,,,,0.006574937279512799,-0.03720041557707915,,0.0968616880250696,,0.060440769634206214,-0.011789309569310454
APOC1,-0.04543892941803637,0.021148994395827125,0.06614836000429215,0.08297054907481287,-0.01894710639468348,-0.09686235781295861,-0.19598036989746626,0.021574973983945117,0.061756560549749595,-0.16077848305614206,-0.0885595793184534,-0.06008662757275349,0.09282529651632268,0.015722671873967062,0.04031203969582589
PKM,-0.06426624164943696,-0.05348624288020655,-0.04295530000463295,-0.023709645963515786,0.01677007969357982,0.06358491247247752,0.05885791650664026,-0.023402634153142143,0.014725960905195776,0.1984770726178175,-0.027769237513827275,-0.03544157721947804,0.08362224573029518,-0.07601408102990104,-0.06792257969854545
TNF,,0.013513641196177359,0.00920779682687383,0.03291690823760386,-0.0038773857403313237,0.007440798175176163,-0.04299770281290484,-0.03644888105415452,-0.006781028207017809,-0.030141138961916693,-0.010556393511530605,,,0.08019566130411748,0.16286559630477654
GNAS,0.02612417322847787,0.0010792308991793276,-0.008351413940183775,-0.01822053045040789,-0.014197300404739117,0.04458840294715622,0.24903907961602945,0.04202447522371737,-0.0765329171355154,0.17599946035288955,-0.08399506113216976,0.06273344180182124,0.14083640004330983,-0.015925719890871392,0.01648225597286771
BMP8B,0.010561100395573722,0.08283196117220731,-0.002375351461416665,-0.01566241904285142,-0.01298680071331417,0.0065735842950697876,-0.020755370176243015,0.025089748191260787,-0.01871801552177418,-0.017384057208764507,0.032294539060297646,-0.024597640702608968,-0.014136883809371578,0.00993470274005762,0.05613402210263144
LIPH,,-0.014102525232432148,,-0.015363103067427566,,,,-0.012881298648250846,,,,,,-0.042557963945836094,0.0032269860408101693
CCL28,,-0.019836955992959433,,,,0.015098427639661415,,-0.01983508081238721,0.0689805067574717,-0.037915553862951666,-0.011961399678341388,-0.02633419983207651,,0.061675032198132494,0.006340036562118866
PTPN11,0.027684416828471968,-0.002875936938689569,0.02863395782330301,-5.325191433734907e-05,-0.016146770279401423,0.018879657201131158,-0.027413793450344174,0.01664223027206099,-0.07321227745085034,-0.05509532567196238,0.02053505416592925,-0.014520898680906268,0.051116674987236786,0.0103001733314223,-0.00733948849423016
ADAM12,0.06312012645073681,0.04056066987852876,0.01616830036597005,0.014942899440338435,0.052211441865338645,-0.03834451539402981,-0.05385082835335408,-0.037015692021403826,-0.021396411696592333,-0.03722792911441305,-0.01303504245468769,-0.012673964070100503,0.07785030275625997,0.028006100102826705,0.10588218294908579
EPO,,-0.0008121368302211087,,0.02120733410161191,-0.024135003628985623,,,-0.013477029262837044,,,0.07339458354452477,,,-0.021458607519336603,
EDN3,-0.032183795208648454,-0.024565930514588823,-0.02385339594092282,0.10466590354880809,0.01898401969529803,-0.029814724360590253,0.01937281800019327,0.005131771568360343,0.01748899307800165,0.02915795697041906,0.07346798554949464,0.018768413991271993,,-0.016679820325745057,0.019842398199012956
CCL22,,,0.02747129366231551,,,,,-0.016458584821798974,,,,-0.03268877522635958,-0.043284229309335016,0.05656415717904493,
CCL2,-0.044509888990568056,-0.001401855654906308,-0.0255236144250403,-0.021227662133360428,0.012273566349472504,-0.06545054852647987,0.0013117257990306486,-0.02797873179844136,0.0031573971817276786,-0.14106901472043953,-0.04626295136891499,-0.05991452612810465,-0.13913081957942983,0.00591685716823324,0.017340249258194076
DSCAM,-0.029644815450768237,-0.001579715511208825,-0.023930480429276,0.04212516982613598,-0.023081990422424568,-0.02007715291772932,-0.03529496167243046,0.032676079665075984,-0.006006231949826706,0.0873661115251357,-0.01496942274591385,-0.042814386588364214,-0.022133986373493873,-0.00819276481201849,-0.03477945747040513
GPHA2,,-0.015717980957914032,,,,,,,,,,,,,
ANG,0.012734256070690755,0.06857267919372322,-0.04720807551472868,-0.01566611623380155,0.03146654626942972,-0.0164874394960045,-0.07597384552943034,0.024984121706479182,-0.03733331308909036,0.00799073538680841,-0.05249604976869947,0.010211157930104652,0.029259669131575315,0.045017191133164124,-0.07127964686380492
FBLN2,-0.030176267542589248,-0.00437120941010896,-0.012050978351022219,0.08773499324952491,0.00043195693202367915,0.08868460299399714,0.0014230160396946313,0.02024372829302382,0.0319885417476062,0.02348297262583639,0.012410101124519263,0.10402725076116173,0.01948107632654239,0.01674541443797168,0.13396422218544438
VTN,,0.11886793265224736,,-0.005365235396612131,-0.02433321867836292,-0.023934308163695364,0.021288606284693378,0.02749280602541747,-6.639777143785634e-05,,0.013842332439199566,,,-0.02242813969701352,-0.03129834816508473
VEGFA,0.00522680996436594,-0.05664049927153063,0.00555055665048872,-0.01878499227842115,-0.013256709862128072,0.03462589896317411,-0.002883806113767685,-0.06079572426330647,0.03729544428810826,0.05598060446456386,-0.09268079023429716,-0.06291918694469917,-0.07127696186477167,-0.0733668207334022,-0.038471389247559905
F10,,,0.02596678726481476,,-0.022703304802257313,0.007103160646785088,-0.04763834451675194,0.0043696248883329505,0.007772465780176786,0.012719414606403058,,-0.028281946681751817,0.07956978792686215,0.10319167093466923,0.03549563102831713
SERPINA1,-0.0011970283450050668,-0.009604788052677926,0.026570435731767886,0.0034215550833387814,0.03083654521772028,-0.001174651856934605,-0.11744752266980213,0.012412634928291939,0.013040847086242363,-0.09580847617557521,-0.009022797952245507,-0.03940131699098411,0.1622445691225261,0.004068881485511708,0.004486446080627044
VWF,0.07244728517474326,0.01599623944243935,-0.011576290225308638,-0.00919788723136705,-0.0028523509280664705,0.02585607082382998,-0.15528471519106954,0.004420694275694637,0.02774762576156732,0.025532248300501444,0.06967178487598526,0.11050619349053532,-0.04469160708238166,0.02830769842287819,0.13303614592694582
GDNF,,-0.022085576054597798,,-0.012739519337725097,,0.0022393299611531757,,,,,-0.015082907061405967,,,,
VASP,0.00844349257734889,0.04131448242123073,0.027623306247427076,-0.030194921298485843,0.01921879773505059,0.0069058072703679675,-0.011645419924790047,0.00017924752308182758,-0.006856396680678463,-0.026894055371797263,-0.03365050511893738,0.10398504022908231,-0.04111622526337517,0.026854626694586697,0.07982930906177511
ADAM15,-0.038234346709204274,-0.008520756265679497,-0.009488324264516384,-0.0017282729303661165,0.025375990042923187,0.039841513563359666,-0.07683088510432527,-0.07995806482680409,0.013249676107985296,-0.054471200190073156,-0.005519081924607864,-0.010525409878094,0.026598084074372454,0.03409202622586257,0.03221966147186561
WNT2,,0.03124895857711335,,,-0.019553012211478617,0.05427670473459744,0.2248999370365535,,-0.013992866935914557,-0.017569093837974534,0.12889414140002028,,,0.014141434267530808,0.05667717462399264
CALCB,,,0.07131915156139053,,0.019985064590489602,0.007708821364420237,-0.007380613604695562,,,0.028420341798241693,,,,,0.03594171314911316
OLFM2,0.029473715860729086,-0.031155084682015652,-0.00994856559292298,0.007306666610392617,0.007351857331740962,0.04038604680513155,0.16497798613169465,0.01574054907900702,-0.005714313042909553,0.055732023181223375,-0.008067952322162559,0.10822421833801052,-0.039044383966050665,0.044480515499218914,-0.00831775033463118
MFAP2,0.11160964663217081,0.09631980590311882,0.012021438428806,0.010795211912201983,-0.039330584879464225,0.006663115316199039,-0.08517558795023203,0.032677253803490035,0.02021363752415751,-0.03342061317608299,-0.006668227730259547,0.06748228221951774,,0.06909004859588068,0.11600847970376127
HLA-C,0.022084310492933003,0.04837420837395879,0.0736596371619134,0.02376972307119349,0.09725426293752588,-0.02064414278901083,-0.18812255999215025,0.04801459246476152,0.030484961326824156,-0.10386279410119965,-0.07231601643305537,0.05213192136416366,-0.027210885235209287,0.06513722660788686,0.022472275142512967
THBS1,0.06145853439744702,-0.00015154488910984544,0.02332383830669881,-0.02641230652149961,0.043901232528726936,-0.029388531341068082,-0.04104711616759958,-0.032251831975212586,0.03826985063589882,0.037137910593454976,-0.03383346093836024,-0.0018445066810163192,0.030329770838878074,-0.029422267778643103,0.07827120490761343
HSPA4,-0.02866387451529218,0.025720933513853846,0.03708596010340812,-0.0060210096189223135,0.008847774259902847,0.01831818145506684,0.021414754547703044,-0.06368922450760549,-0.018243688792702373,0.11200989566438385,-0.031175046824460387,-0.0359178993548984,0.02616254055861563,0.034542458022530705,0.017892667830675956
LMAN1,0.004607963864940806,0.01361012885565821,0.019053210954552945,-0.024224441158660997,-0.002958345555841727,-0.047760928138279105,-0.19585269165661803,-0.040760068976257835,0.026754622238895524,-0.07618303168616604,-0.03722205853576047,0.0021170151138179,0.02153927808506849,-0.06520461544905141,-0.019173478289834307
LYPD3,,-0.021513953111210935,-0.023776589254869602,-0.011483352355713738,-0.009268932623770845,0.030665133164225956,-0.011352824430316034,0.04188821747519395,0.051413459344805054,-0.03459376049107301,,,,0.014140824121397862,-0.02812047695409235
APOE,-0.025849757682198007,-0.08700703094441653,0.013986884891522005,-0.00709007448908278,-0.04189529816029091,-0.03951585886789347,-0.17920834266846958,-0.04365290049607742,-0.007665885553681927,-0.13172683391075524,0.008927653049095883,-0.04339363645470559,-0.005847050472080189,0.019255459964161448,0.02473578643321193
SOSTDC1,-0.022916704353828716,-0.03176927062561728,,,0.06790687148575077,-0.006538224889400855,0.026523447246932997,-0.03259646673152956,0.0592068488491365,0.005067520249498328,-0.007873374662666193,,,0.01511659520907359,0.10361942531012579
ANXA1,0.022047333929736776,-0.006605603942709277,0.0036450649639184762,0.009066045976687129,0.01878388477737943,-0.048620848324536246,-0.2118121614009946,0.061493006443456226,-0.0038342579553437366,-0.15598389899955165,-0.09962272319794904,0.008833536437302811,0.03394201311121858,-0.033711872238683896,-0.022278225673754357
WNT2B,0.016689932308273127,-0.015130876040609555,0.005616247877450324,-0.0009430686997214908,0.029537992544149384,0.0871973010361776,-0.07023249499712281,0.03757135335535964,0.05655174414543053,0.15102464888890466,-0.024698189488408486,-0.02363933297593461,-0.033626442335294535,0.10470002185486944,0.1272394072524342
AMH,,-0.026270728695201508,-0.011714228717887838,0.020024475157381046,-0.005667307754699198,0.01790694804489398,-0.020811547934063104,-0.01942645542753271,0.032472831753587755,,-0.028769757034918922,0.012442605620513117,,0.06322147685187039,0.03381104949590236
GDF10,,0.025344160140017998,-0.026749051827561154,,-0.03348359294826261,-0.02007972791022753,0.10486876424386168,0.043812314473007055,0.139396170317513,0.050641247133851174,0.00840951923729022,-0.0003561107222617305,0.05668082846132075,0.03752697070367091,0.03860697813269793
EFNB3,-0.008254118234506546,0.013685358773178028,0.012367123895036875,-0.01582615711291498,0.04709015068853937,0.04197989690821735,0.20878710468258724,0.017643007862441544,-0.011822256953107279,0.10839209228371188,0.08676044290751879,0.012253882773716324,0.059189145992454784,0.0023859824286586143,-0.01892623611218908
LTB,0.0113227743818784,0.04756736584562484,0.03640899428845992,0.015286901804227955,-0.02440400860141918,-0.009439141972731666,0.12483010406678322,-0.023448989626959318,0.00805482099482818,0.02413665425847973,-0.028033860853402436,0.005322989631940734,,0.0389824637508682,0.11817560382343392
ANGPT2,-0.013214577509126696,-0.00037485768376713734,-0.013753579320549705,0.0162842945136389,0.05047934093621012,-0.04250038077339959,-0.18180609281061802,-0.029007048516651254,-0.009852236362386272,-0.015026200960333072,-0.05505728585185308,0.029677630383254976,0.004605406811180077,0.000535690281374234,0.12427966751207811
NRTN,,,,,,,,,,,,0.04415614457659703,,,
ADAM17,0.020892876763881404,-0.006263663254551212,0.042786659114027306,-0.020236056814085832,0.04181902478720453,0.0329583602612439,-0.04405062570374667,0.002384117265758101,0.006355526779677432,-0.020563850175291984,0.023975022694950814,-0.05881670962875457,-0.019921896704060763,0.0019926308118062763,-0.013684752117110954
LRPAP1,0.01090646044929236,-0.04496705526069477,0.07261891325762984,-0.04074326275347545,-0.011853969745386895,0.026792503531177347,-0.06112320688436465,0.03897164122999426,-0.0016750981212322398,0.08461213688269836,-0.058393835362662815,0.01863422455754747,0.06966082483381386,0.021997757149854125,-0.05398288430914864
NID1,0.005507559653016862,-0.001418014980628733,-0.004892468949404135,0.004082679750100497,-0.006516601239245052,0.029550931060696676,-0.1496367893995546,-0.05781176135381752,-0.02542000536107098,-0.025630187311598128,0.0022933907067998324,0.049856063620688645,0.05842350813560301,0.017699235806284904,0.10522845904876896
MST1,0.09730751423487166,0.008236603887397139,-0.019474120624341052,0.047524619073195155,-0.014714988774004411,-0.01799291452913236,-0.11383179029805628,-0.016111134680401866,-0.025806649208318707,0.03186690858295579,-0.0497879022236307,0.0673788309225072,-0.009425086740791268,0.06308696100727731,-0.04057441627799782
IL13,,,,,,,0.04278362379283393,,,,0.0011706181731163771,,,,
DCN,0.025341261947287187,0.0401572931735432,0.02917599198168797,0.056275544192694774,0.0020134159243877818,0.003648498387794183,-0.05941768477919436,-0.007093383368201959,0.058545723059057975,0.07462832064725548,0.03722805581289694,0.09912559226509789,0.017818339425897594,-0.02037627177243477,0.14761373144114465
IGFL2,,,,,,,,0.0015838183946838042,,,,,,0.011397743272973939,
COL7A1,0.01331313344901598,-0.003820647936372784,-0.015797414208407964,0.041695768682599416,-0.03350111730642403,-0.014298717816833043,-0.09492930819817615,-0.015480644923860252,-0.031932950117786796,0.1058447115229371,0.02278200249308393,-0.0175898199329172,-0.047086652847812355,0.020195738449127473,0.05985152212701065
CALR,-0.026707214663606947,-0.027081116207067924,-0.03267833110712723,0.0024519287600290097,0.038324062858560985,0.004755623820631288,-0.18760022834345785,-0.09616701137525202,-0.016226499074400554,-0.09072602377219133,-0.07152398610266784,0.06730129748118263,0.07286024877562843,-0.00926065231644731,0.07517141338540405
PIGA,0.0033316607735447415,0.060759556398154814,0.01160033180073363,-0.021912775712864412,0.11915212102391072,-0.04378744670982914,0.009527531538303506,-0.041706373564522156,0.049863447936826726,-0.07750003234932011,-0.015050998705129527,0.05260025325214595,0.09033020260635342,-0.026887038978247655,-0.056618549093495195
CD200,-0.030881126652399785,0.017097245949981875,0.02777709241965176,0.02524202956093455,-0.004959620586181839,0.06050013199715465,0.13459248605494128,0.04990454236971259,-0.013375639868085735,0.15994915161119944,0.11746941574437603,0.0021419149507625563,0.021183805994148423,0.03467681091586147,0.021818169782725164
GRP,,-0.02617300275854364,-0.02270497129889398,,,-0.03238313178424483,,-0.024805206011022676,0.026908609522045327,-0.031795173682078993,-0.015238543695749434,-0.02272660869400154,,0.054606005054116884,-0.028851984612925676
CDH1,-0.014392877881320168,-0.0024681921469206307,0.029103243154236187,-0.006105619690295854,,0.013975409153512386,-0.06675513971538684,-0.02199299237024151,,-0.05281021802890499,-0.02479859842468559,0.06735209365962586,0.0511751454037355,0.04643239127109924,0.035466702175257166
LPL,0.02756440693075734,0.005090143679568378,0.006789516322237833,-0.026660990579342313,0.02435333980428082,0.011995091272938366,-0.20986896807809408,-0.058001648277341576,0.08206362988369859,0.012506061535909347,-0.010934519241899627,0.07322432831500533,0.04811606780868581,-0.027884739861905556,0.009150429520269912
SEMA5A,0.009359714238953133,-0.0007122016994835074,-0.030946974659653913,-0.02484785529568046,0.009023559591555876,-0.0330919359234057,-0.14009193573666132,0.025203615697084066,0.04599466302861207,0.045395469289327924,-0.05845853836851627,0.005830057299785562,-0.012253866788993689,0.023565150428533885,0.06348832528319318
SEMA7A,0.023886122842102862,0.0039909986325233964,0.027239271615504244,-0.021873328229659556,0.004395246073337339,0.04080101917915233,-0.024121733972866644,0.019072120482077216,-0.016595112602660462,-0.027181344892870895,0.024694223790143025,0.012716850232830777,0.0029835464610152487,0.06382573201795606,0.03413374557431438
SEMA4G,0.024395748099310288,0.005873367775043598,-0.0179973960619292,-0.008824170261237127,0.027660879990837915,0.000555535770743391,-0.07153798211174754,-0.03816393176114539,0.007736160595092926,-0.004176501091970543,0.03460159322837583,-0.033790130013910916,-0.032284176524854324,0.01393736878705186,0.03070592335933472
SEMA3B,-0.005326601283844405,-0.029292551753452408,0.02579141881371189,0.006887673201611987,-0.056414638236671664,-0.0016567834265640235,-0.2032288594354391,-0.006073736490717625,0.010419224930405114,-0.16841242987005575,-0.06537862386877928,0.02066145208748145,-0.05373163610847732,0.027663916797589633,-0.08440337417254895
RPH3A,-0.007028721048984918,0.02013622136274837,-0.013526746968584169,-0.03489374499215373,0.00215180798052537,-0.004475455217862044,0.14599691720649888,0.030588621895411724,0.04573231123579305,0.10948778912192021,0.041098779155841425,-0.06130819210358064,0.16405649943946257,-0.026085099183837147,-0.03978753135991505
JAG2,-0.01893086876616618,0.03438199529131469,0.0187218110489249,-0.030778754505964245,-0.009496233859944907,0.004570996742928502,-0.012554558523383554,0.010282350559060297,0.0837885974120638,0.014107018530910748,0.06560453189089095,0.07303794592718325,-0.0345810988875091,0.027706714150463083,0.09152081682348516
CGN,-0.042112679899654205,-0.042750050413372244,-0.03091337952840896,-0.0271147727398133,0.02905660253939849,-0.01053436262325268,-0.008656164643493012,-0.006142451681714044,-0.023327886998911564,0.024675010278451395,-0.019426292226008668,-0.01123172620049979,0.050944399652104885,0.06726729637168447,0.015876713709343508
GDF15,-0.05430719120843756,0.009456887062227736,0.0029455856281700274,-0.02741002762126595,0.07607756189153374,0.0015035607910621268,-0.07649702036474498,-0.03294158461445972,,-0.0182531616573203,-0.06589793880224781,-0.013832481943539227,0.12786947040768828,0.06116162305922723,0.05241838835289996
SEMA4F,-0.022337435618297215,-0.010065838840207302,-0.03196809871402125,-0.002775720096378718,0.05171184352186207,0.026289061495781318,0.1555461236901366,0.032349159512664906,0.015853208245517166,0.07983865834681098,0.08993994795176127,0.01397485893323309,0.03941364539805951,0.05941801586215524,0.07831775611976388
NXPH1,0.01241091485682505,0.02008225523484622,-0.03125167320582439,0.016889336658421124,0.005465083353015569,0.003922593127683777,-0.015135959784263301,0.029892367201639465,0.015360402067661903,0.13015042491246243,0.04625251316876412,-0.05409222303906573,-4.686146758091957e-06,0.06828380131574961,0.06545435192950473
ARF1,0.01359105691939681,0.04554362000937344,-0.004372001548424488,-0.01538686688000919,0.01324872618674514,0.055326941243443485,0.1844164626465952,0.00411565744242227,-0.04601607727116309,0.17144825889901263,0.02909739603620748,0.038438947727894954,-0.04088526643468599,0.002705836408142142,-0.022468156655232323
DSC3,,0.04521957273394536,,,,,,,,,,,,-0.021458614032872064,
EBI3,0.04479764406932312,0.022130868885338835,0.041743425642394534,0.06326403594265644,0.02748560585916502,0.08243790348209708,0.05030406244977521,-0.005570072080167637,-0.013850078566667586,0.020790005395030377,-0.005289282711266713,-0.034562979728786435,-0.04757390459044557,0.00036906346301239377,0.01989498806312996
TIMP1,0.02742136648330922,-0.0015783183791537828,0.002104666952807494,0.016866964760813116,0.04121915335585412,-0.04455121822454034,-0.03246394946447545,-0.07430797352305094,0.009940466399365546,-0.045044164994996215,-0.06325551011364407,0.06931596392676122,-0.032330889573260926,-0.011731523211295693,0.07664824456880279
SEMA3C,0.00468382425179724,-0.017028715559816623,-0.04628864675335848,0.02389039366564509,0.007552964047867575,-0.01913586295826789,0.07877696469790928,0.09992950610974854,0.002663431541496243,-0.01706369616101287,0.06826947739488891,-0.1081257724422432,-0.046026508716885794,0.041194087612289834,0.04003188428076508
GNRH2,,,,,,,,,,,,,,0.06804351990653763,
GAS6,-0.042929495166901685,-0.0211664412836694,0.051102813813640055,0.06983568076251231,-0.030418878971587883,-0.03591916381193529,-0.07670267367627473,0.07224870022679343,0.06693175157448904,-0.004893559606650256,0.0025571891152931145,0.05468665017018801,0.03131991919882783,0.08425669844667523,-0.026099659298875467
MEPE,,0.0023301209502013046,,0.02262456877965518,0.03886630046216568,0.03844291168189902,0.07845329054163151,0.04330592291060962,-0.0438082423367416,0.12112642588984193,0.009659250596144177,,,0.14072965814335386,-0.024832237396201648
SERPINE1,0.05301085891341234,-0.026479638354778637,-0.06840183783976454,-0.010091327461081006,0.037573736784304236,0.010392639675401518,0.23281798774010792,-0.05878062713573656,-0.0048661484264899465,-0.0398047604661366,-0.06397260761550463,0.038063107763343054,-0.12914190461977026,-0.08727299860609188,0.05530378242271726
RSPO2,0.014597991132092022,0.03488836304622411,0.07198956899272893,-0.012976960013630709,0.01446769422279787,0.08174445076481565,0.09579658899166339,-0.0049336723952255,0.02046928600875998,0.1197047949312963,0.16276919583070934,-0.01591977571215452,0.10898711627910916,0.07124642080230051,0.03713355039687973
SHBG,0.04023174647067604,0.006384430262029217,0.04148229032603044,-0.02076455322029328,0.03537804518990246,0.03166633849512334,-0.006094731088937435,-0.005440470461056012,-0.014827249989897472,-0.02920177711511255,-0.012154789307440655,0.0858418446563156,,0.07268702481191884,-0.005602518472629251
LGALS3BP,0.04581852669519902,-0.015990720903831104,-0.0024009047539904496,-0.03741649555628363,0.023482567193629598,-0.035530298296493734,-0.2042554353756894,-0.0019889685871674672,0.0009254981355327891,-0.14874350028214756,-0.049750372907562124,0.02290152966943868,0.033743036446459214,0.003544554204392005,0.006331600370082957
LAMB1,-0.0025228042809181386,0.045382198455070036,-0.00465868624620299,0.03371014244520169,0.017734621419475786,0.035843427186161306,-0.10681632696611522,-0.028123345499008707,-0.00712619511382785,0.09849352716086292,0.014185685544813099,0.04932683714485415,0.1366961626338255,0.003969902468176161,0.10759427266760092
SPTBN2,0.06833083764803918,0.016950599264045102,-0.008280891322437015,-0.0031330170495716143,-0.04477500668262172,0.031796483495015807,0.22959894483426505,0.015096934661600359,0.013040804375754132,0.09400858190641287,0.09539327665607245,-0.01588632711831557,0.07682364148520958,-0.003075415433655993,-0.008838592551679939
COL1A2,-0.020242740434222396,0.027625594720788297,0.026941429965591943,0.06346605740392394,-0.01310605717050119,-0.028303347977694692,-0.1084645411070731,-0.05083583847290158,0.022594370619893146,0.03639063417940106,-0.023058985335505676,0.09462475721842173,0.03138640804142356,-0.0030179281124727226,0.12831858158969395
DEFB1,,,-0.020097226846571364,,0.016829109758142495,,,-0.014233980879276045,,,,,,0.06175909752651419,0.20627448130734194
CEACAM16,,,,,,,,,,,-0.022063695682349126,,,,
SCT,,,,,,,,0.13368269733933913,,,,,,,
WNT11,,0.002736307052675532,,-0.01753918533142072,,,-0.03196213659181548,,-0.011677477466761042,,,,,0.030592960614107437,0.02558264175811595
LGALS1,-0.0012034786921024789,0.0049111666426400295,0.012336285952210976,-0.016293978039298693,0.03308304493420571,-0.04244414305460692,-0.06916379301310402,-0.05918323438834969,-0.041565504900588406,-0.13501969943916892,-0.03637908012118938,-0.016793145429624866,0.003428935382863611,-0.012139114987659958,-0.016565934170407588
BCAN,-0.009606086741200323,-0.013453662147702545,0.005960681392253655,0.011280460975600483,-0.005040544430383961,-0.04220110325654809,-0.2526650802402235,0.031677057035089634,0.038833479334225394,0.07691263284863713,-0.07736358026826491,0.03806565981439936,-0.02595194219790044,0.03949691212455333,0.003239917057329784
ANOS1,-0.005023544424426666,-0.014055751668264291,-0.024694129748955126,-0.01690334292018825,-0.0016794383409083997,-0.0337650032519519,-0.12593000222717937,0.022442479299348558,0.09237648125026708,-0.12005736546566027,0.00738408536801814,0.04656887466819026,0.07837401372539102,0.02545717055188407,-0.0021240650957195795
EDA,-0.034086580780128994,0.09569512135152675,0.03481333778821817,0.025396507435796224,0.06340866052445458,0.06609850456042014,0.036294316189831824,0.006239582974761228,0.08395978392242627,-0.035731865952009605,-0.026551589415872403,-0.0381387162728599,0.21935983053744385,0.08665291651773459,0.053993238301704556
FGF22,,0.020605553832189576,-0.027673569989046253,,-0.028718160902798825,0.007491657265483872,-0.029297503767454127,,0.014136678384690475,-0.017890585954731808,0.11736540427346726,-0.035610523456525614,-0.004941380881601143,-0.0016683777315242975,0.040041792553246205
SHANK1,-0.02885865499439473,-0.017049478743226498,0.0783414076702816,-0.021147163423367032,,-0.021158797998076025,-0.013234988458528354,-0.019149569632241657,-0.009007885901334977,0.06730105671320259,-0.017002506801429982,,,-0.017071567615703102,0.08006083324374681
RAET1G,,,,,,,,,,,,,,0.03502272305196638,-0.019819129020302917
TGFB1,0.02367177417685242,0.0030952280282778325,0.04076683120997098,-0.02702222992514301,0.014872670528747248,,0.02403090210942673,-0.022346479134647695,0.010672711442392485,-0.04743403238313791,-0.021882194540278427,-0.019736968273044605,-0.043290307995315275,0.0698377547837864,0.1255040382651845
MSTN,-0.027962922005510774,0.059829781979416664,0.01523377072977613,0.0057399327354421,-0.02039373191745317,-0.026010460668654624,-0.11473408909190849,-0.03456449449798628,0.041019694829524375,,-0.00019637016292725135,-0.025429733246703477,,0.0012611579626144987,0.012624740801054548
WNT4,,0.04704609916707121,-4.045091357465632e-05,,0.03949949258373029,-0.03458509299612198,0.06342581173514576,0.03552968969494675,-0.01332612633853902,0.006928778181397242,-0.01686205633365949,0.053547543968500734,,0.024690805522256786,0.0750728676257442
TNFSF4,-0.013466022522359242,0.06592840910653033,0.05732309235548137,0.03576644428715227,-0.013385736808144729,-0.025830084428691193,0.014980544749121628,0.009507885697005478,0.009498573454412714,-0.037340627814945605,0.0030991757860031888,-0.039524932487471055,,0.051888499224967376,0.01676333017015105
NTN1,-0.036082671320778595,-0.0026225481554342255,-0.034776623735743147,0.037962384102137516,0.006573219837335784,-0.02414632739025303,-0.1557248877010136,-0.03739103562759531,0.03976316025122686,0.013243525697420705,-0.012109125482083935,0.048758290304792354,-0.04040925741935017,0.04951667233303577,0.019740854367563267
CXCL12,0.0029406264463433204,0.08253186944131502,-0.011188569253698391,0.018167725252960853,-0.002634820787182706,0.00424171260639221,0.05766573950147339,-0.035782949104462565,0.042506656212828085,-0.009980233555095723,0.011545114096686144,0.08449725429470446,0.033854972925318694,0.010786618324540236,0.11845629056665659
GNRH1,0.026830873799471723,-0.022747278349082727,-0.01741857724602532,-0.017703832313812753,-0.025252381575037088,-0.021524397669290797,-0.0768971744396233,-0.03034305399350563,-0.021354218913214647,-0.03342061296448498,-0.02505043260909413,-0.025996542893411304,,0.013711434112366342,0.010606641786311252
FGF8,,,,,,-0.030080578378393705,,,,,,,,,
RIMS1,-0.016218621973322123,0.04176181696170693,-0.007154793301963802,0.010590378902832787,0.0005019005560896747,0.07679909562275486,0.06738993133434734,-0.011088782109739497,-0.036267880265141876,0.10526872094181675,0.11174773663667521,0.01757674773326291,0.1220238822965292,-0.018429277898326275,-0.03923686406470956
FGF14,-0.011213391184568116,-0.04171393621227993,0.03740525389063131,0.0509246976746002,-0.021760439397686324,0.07229675063392316,-0.05332849836890338,-0.002591807020716904,-0.018731659991416995,0.15071994265507824,0.17571162976148927,0.006027378573223773,0.04020576045480221,-0.0005675582499417586,-0.003855541328539278
IGF1,0.04892039394720497,-0.035244323436733276,-0.013205034218679298,0.07048479179496739,-0.037723071894928704,0.028099621160623346,0.05091187736416134,0.0171793646284396,0.0024297902004223187,-0.08828493227213291,0.04005888396512332,0.04226493279569854,-0.006736279283416761,0.03146462333404325,-0.0046570541772050925
TNFSF10,-0.008729028162864371,-0.0172293071321699,-0.028231801477905247,-0.022167671130718384,0.016044795026837897,-0.04733289723765562,-0.09991730247905016,0.003144390427646612,0.010548498934129406,-0.017481171169958294,-0.001300122187521892,0.06375445472040557,0.068501750982073,0.0819226062387057,0.0611800016971753
GDF5,0.033775299317080995,-0.017611343469541463,,,0.015907827928009835,0.05253966495397811,-0.02148246402700483,,-0.005954294177973523,0.007415108153730174,0.015097203942819583,-0.011734404621380352,,-0.0009079031056522828,0.003304761074165998
CHAD,,,,,0.01207131796985918,-0.006088848572731036,,,0.028047860135624863,,,0.005733416199089054,-0.04195554300997108,,
