,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
LGALS9,-0.0015131003395298403,-0.0029645375520230546,-0.014632489341634542,0.02267981655112191,-0.020806578929877004,-0.07179232591694555,-0.04948663250547042,0.022984101026602075,-0.12804722767460616,-0.05128360037099193,-0.048984637322311446,0.009661077100559749,-0.06418785601504312,-0.08083272016134274,-0.04024368658199348,0.06090728373578298
VIM,-0.04927070686438678,-0.06960847830139087,0.09446507422054913,-0.07283558132963079,-0.07995117915939937,-0.06994690874762485,-0.04715680343424795,0.03575151529484467,-0.16220710381966225,-0.17969761384904526,0.08251241126302329,0.0008995278709570587,-0.025831135469914807,-0.11504349840606538,0.02483724084054018,0.052407936083077804
PLAU,-0.011463061309176136,-0.007150909951718581,-0.009123026635537252,-0.05556796777671034,0.03817625570741513,-0.06479476606738563,-0.042924266922334205,0.08179914991676508,-0.02792551996975919,-0.10169440119167,0.0016177445587169303,-0.02634413687583395,-0.009552817682385474,-0.04691702826026067,0.025050315254843143,0.07501486129448692
TGFB3,-0.00485624084265713,0.03615931793413668,0.012147588572640575,0.0050137334575245125,0.02944306451898832,0.022681383584827686,0.0529130280736414,-0.008644474407163998,-0.12137922812416574,-0.07537768015402718,0.10959697069347499,0.07862726713256517,-0.0316304782647141,-0.0836484567501889,0.013433218965316691,0.04182735416232715
APLN,-0.03320294634442637,-0.03414186317948264,0.06624565952833614,-0.09246468825847687,-0.06827867705853893,-0.05800899961591465,0.035995337208721424,0.05888614718402081,-0.046942075505817804,-0.15321040993191082,0.052985327861244866,0.055725887454387495,-0.035062768670297534,-0.058546830130227885,-0.009054376055907434,0.013162978558315776
SHANK2,0.02955230910845767,0.06038246231357163,-0.022954688843001784,0.07912046251198956,0.054366215268365194,0.09911653440233233,-0.005530293591302011,-0.01056977311533516,0.11966143177149939,0.11773243182153856,,-0.02324862491723559,0.07852357201283545,-0.038086158689146374,-0.018963450677343004,-0.13999460908805061
LTF,-0.07359962863298387,,-0.007193973028884033,-0.10224242821035824,0.01691118174860233,-0.04227897294974375,-0.0444960220918277,0.01756726586072161,-0.1256993534725594,-0.01756263280461428,-0.030031308706935336,0.05096321561159182,0.0013494088863344417,-0.10406519923405085,-0.03162604773472226,0.05040606972990791
PYY,,,,,,,0.022494140545744754,,,-0.01647337142016646,,,,,0.10510637876084748,
PENK,0.07533454986695147,-0.01431459131472558,-0.025519248015379768,0.06810256646643163,-0.003214511054924623,0.17220110571320058,0.054999421691565256,0.007264159305290672,-0.03346557999893874,0.052773355170297645,,-0.02728990537926173,-0.02475751738472046,0.006729945499186648,-0.006569657451287131,0.08040535828154848
CTF1,-0.04181572067939332,-0.03877302913349462,0.032687665936441665,-0.04246473170275058,0.030714404794593315,-0.016119356782806328,-0.010857026326238351,0.004585465176236318,-0.060812273224909785,-0.017819606897649,0.10034539594991822,0.005566264215162984,0.048395820832757716,-0.065616262693401,0.013522935177733762,-0.04710930301948062
COL3A1,-0.033639972410054654,-0.0474851550663642,-0.02791362928752929,-0.004669506186624929,-0.01858557887162969,-0.04920517648297124,-0.009778675633542731,0.0076298362452193605,-0.10027512552321267,-0.03314059633012102,0.030612515801864037,-0.05840367583547546,-0.08495821408748423,-0.037195690932125415,-0.018892642169865474,-0.052643059671907834
S100A10,-0.04536068894033032,0.005110914432816606,0.0014761509019264774,-0.11353059589733325,-0.026873799759592584,-0.03751029393814363,-0.03629102141285581,0.03867397445219575,-0.12225616623754153,-0.13811716213006764,0.05690706767813296,0.06273912859070942,-0.021054735464259247,-0.06457436628866116,0.016207456227936647,-0.002825575098560754
FGF13,0.007775846463509852,-0.02149851664470665,-0.015803950472462858,0.03490549944967472,0.04765557533062654,0.11445697058943057,0.021735543722505888,0.011810311748927228,0.06637141806807365,0.11046144041387723,,-0.021638631054146824,0.003774380292485934,0.007920256569816975,0.011584821597248765,0.06223708659246282
SEMA4A,0.03925797874309027,0.06186274654682261,-0.019404318412754834,-0.013808600600054378,0.018353805804921925,0.10260172536153077,0.015002449556007932,-0.021659832520536416,0.12930396732357557,0.14605444205263912,-0.028830618213649253,0.017865365965415325,-0.00553619507035532,-0.02672795617678612,0.058353597989791436,-0.048054017222520735
EFNA4,0.02137627256046814,-0.06718249942458673,0.046003677074348444,-0.034510817393380765,-0.014022876365754774,-0.0036207517161881927,0.06950339233173149,0.03260270112409135,-0.035044307591463285,-0.02895281262597032,0.057908737530554484,-0.046145337098578924,-0.012054540465914795,-0.03933979874621634,0.018427003633979838,0.09368705916737768
HSPA8,0.029345410578357323,0.057840465500466814,0.05309249136670051,0.09324340959932675,0.040867787016333174,-0.010830086686945175,0.05318320011343249,0.0248889905306027,0.08777562685375961,0.12730739001244115,0.01323136917913587,0.04227748185995111,0.08588077333847005,0.056016551976485335,-0.00046962534510975766,-0.11594825156543272
NPB,-0.020115341289496245,-0.016983425689858472,0.014972719571119023,,0.019016172897520476,,-0.01810759020635033,-0.018617504722271243,-0.01494003859330499,-0.018529525988949077,0.030217672206720166,-0.04483858767709491,0.06577221574633679,0.08443483172462243,0.047809102101403184,0.11254862255009655
ULBP1,0.04369011966461067,0.12051378242280404,-0.010793764369913438,0.11569681148715755,0.011284486300422874,0.08011449605407421,0.010019747800294623,,,0.05675639822390162,,,0.16069778438399404,,-0.011643253894448867,
SEMA3E,-0.06508697539859079,0.08399090411286705,-0.012083321078701338,-0.04066064257524805,0.024577643396495204,0.0040329098518234316,-0.037667099234438096,0.028177624448696675,-0.02527516445455745,0.023762948841612414,0.002533825997035321,-0.022284633997959852,-0.03361577269873942,0.01503823801696812,-0.03155735246219248,-0.06932591986436949
FGF3,,,,,,,,,,,,,-0.019991773097975323,,,
ADAM9,-0.004513632060419192,-0.023024335780437288,0.027391113746125937,-0.02716144182062679,0.013506636453807761,-0.08475696838142095,-0.05704494057753838,-0.020155697058353413,-0.1028569981031654,-0.14543649444899695,0.06541950521384388,-0.04959475018783582,-0.020426130902276487,-0.16421637979744808,0.08524156881544348,-0.016493710723034172
ASIP,,,-0.016197043129885392,-0.017859362753318602,,,-0.01511049240825932,0.041953517562698155,-0.06952170020633558,-0.02360447654073157,0.08017214231373763,0.003929567735103568,0.0077799722152578155,0.013022530105352478,-0.01572385105504692,
IBSP,-0.03387790668919911,,0.017128408445550646,-0.034621797255278246,0.028187093740368957,-0.034026032583275495,,,-0.11010927157606729,-0.0329572885605557,0.01698231285016688,-0.028086791390221633,-0.030840127285675104,,-0.003733806805838723,
MMP12,-0.020430609966080083,,,,,,,,,,,,-0.017395264970770773,,,
FAT4,0.029227498235070676,-0.044435823181532,0.07634775967968299,-0.024794906052596415,0.01624484475328412,-0.004524698965818415,0.022877475660827346,0.008826760549589226,-0.026282102162698048,-0.03504918671460815,-0.021297366480447947,-0.027096087229855292,-0.018844776746501785,-0.057870095444670304,0.04628180990892647,-0.00542106507596884
MDK,0.022548311353726362,0.06008769196825878,-0.04978472474991,-0.015248331418188824,-0.03069075632546636,-0.09774986697410037,-0.026648097989270626,0.026411074651244506,-0.09640377335308499,-0.10640876059428685,0.02087903340087575,-0.06122048338279847,-0.08782713396238559,-0.05301900245626812,0.030359434685232323,0.012826583590535418
BMP5,,,-0.026561893195819985,,,,,,,,,,-0.022820796712675222,,-0.04192888036881382,
CAMP,,-0.014415322837725321,0.051969558626460265,-0.017493915383188494,,,,,,,,,0.04909120118971551,,0.028102443303570184,
HSPA1A,-0.05846180596275696,0.052814059864229254,0.009664705791680559,-0.014771181446160695,0.02903810054978864,-0.1406402945901858,-0.05608430740318951,0.0029509382580851186,-0.04048723505907198,0.039041788548288325,-0.05243387555262473,-0.02936216474650413,-0.009035658468956117,-0.07604278914562226,-0.015798790054962413,-0.013253183850276197
SOST,-0.03164661503916063,,,,,,,,,-0.02268791783300967,,,,,,
SEMA3F,-0.020092649324889654,0.051522911144137234,-0.01481555005182913,0.014947565000104088,0.044143142132591386,-0.03809854925073346,0.013664953389843216,0.055249460892028965,-0.01661617350246211,0.0482449655942531,0.03991682701277231,-0.059862215698751074,0.00041234535278741863,,-0.026564697744773227,
ARF6,-0.016503148470248266,0.01989897876921159,0.01690503592364082,-0.033784513013952876,-0.014844756960440622,-0.093060869258638,0.005940488730893126,0.029421689689763445,0.02865546277802634,-0.018950333579920518,0.029591509044861887,0.010955024449135452,-0.027367847596938114,-0.04493770374564164,0.058103030840972146,0.03242589134540257
IL6,-0.010698754135526985,-0.019064541027579384,-0.02821687118944724,-0.042968576431502765,0.018068840530419614,-0.05730004926185965,0.008547849978699798,,-0.03663587814955011,-0.02342379919872401,,,-0.027729538606843993,-0.06944144194610351,0.0545254363142006,
CALM1,0.06264426532783142,-0.0399774821166903,-0.04978631911611246,0.14326029056284292,0.03371078436352319,0.10116135282138145,0.02576697612375967,-0.019292807458611175,0.16162718298935255,0.17459422325878365,-0.02594285437047667,0.0402731295091754,0.0697918620807513,0.048601909364636216,-0.010493949044993574,-0.07480640334098161
VIP,-0.027842435918922853,0.03099232515618139,0.045816702875369125,0.07011738126882891,-0.030566418182203514,0.16478791020874053,0.049682069304723596,-0.007155503255409522,0.13783187368959493,0.126277572445312,,,,-0.03435303900436462,0.029561728987490273,-0.04760841121025117
NMB,0.04321231026469931,0.05796450230800538,-0.040921831641776645,0.018641988908621992,-0.00016861494333836666,-0.09746408370230926,0.08770022778563695,0.021015830566173087,-0.10423796190624558,-0.15317781135186007,0.11137655565474794,0.005310531351134284,-0.001510107878070919,-0.06662387506147618,0.029756927840953736,0.09679925622100256
CCL26,0.010397790004324732,-0.015044971351765017,-0.02357620363579506,-0.019259061605846218,-0.027468915751968276,-0.009519228383591571,-0.01753479841381055,,,-0.02601376700345273,-0.014390521752100198,-0.026193497634679864,-0.030965684769666216,,0.039203453858895565,
FBLN1,0.02812392289751046,0.04430154766041865,-0.03918931680725162,-0.03072177932262713,0.05050460127722457,-0.019074013294605806,-0.003559038211951542,0.011925628732315816,-0.020114069460315208,0.07612723848481918,0.010105769394951513,-0.04417270533960444,-0.057817406451863645,-0.10755764697846792,-0.020511154568971086,-0.03348406936721234
SAA1,0.006170210368953123,,-0.012029802558341914,-0.09453217263612859,,-0.053908416381275505,0.007069584269764698,-0.02164000358513191,-0.09127248828640816,,0.02184993673895542,-0.026459154450867894,-0.07379949929754888,,0.021720843508221666,
MICB,0.018487120088373728,-0.030891451217013772,-0.014763322015266929,-0.05266660376483426,0.005932602109338776,-0.03177012657811758,0.014335598303781436,-0.008029867812287364,0.017851727748405308,-0.0415822826882791,0.04724308460680281,-0.017870231644410494,-0.03664592335819059,,0.053601512274304305,-0.05183333231665962
MMP13,-0.024173647593121846,,,,0.04512648575347054,,,,,-0.015698995718557596,-0.02384389486590493,,,,,
F13A1,-0.06775460378157609,-0.021103786584089325,0.026599718485631228,-0.061702160180048975,-0.012615448511365026,0.011655395218755953,-0.018735343665771544,-0.006986006961465161,-0.07209371104629694,-0.022916238422784372,0.0032388518907695805,0.016291408053691264,-0.024088280353119326,,-0.010922057798875659,-0.043025221725838496
CXCL11,0.005234102686420123,0.051506188892038736,0.061279934852283204,-0.016222519344399073,0.009500454025402099,-0.028671661964399336,-0.024773770533230287,-0.027626967303638138,-0.0309454012493101,-0.019274754813731008,,,,,0.057148776887950954,
COL5A2,-0.03771383552112349,0.03447747086507053,-0.03566552512154196,-0.05764565345731767,-0.004900103974251727,-0.06283218213831793,-0.07343439588655949,-0.011069174487837521,0.046413637798099025,-0.10549801379318255,0.04955385677151825,-0.053014538176290316,0.008847919841566021,-0.058637896562514384,-0.003651145773640051,-0.06711350565886577
EFNA5,-0.0043225628680359845,-0.028274233774363368,0.005169421918519344,0.02337752345254068,-0.029364062801204058,0.017096649508128565,-0.03244154888633536,-0.0019309998249437276,0.09214067607274266,0.041990311050768094,-0.023482670645043145,0.07858824009349995,-0.007686779883981505,-0.06490553531060883,-0.03286267182894856,-0.05782452107125416
AREG,-0.03349838110432559,0.014876321944275196,0.00760748428251607,-0.04208477027263821,,0.037261724301460915,-0.010739386230172945,,-0.04983960109525399,,,-0.029872080712785187,-0.017808017498907456,-0.04335482281618299,-0.028100794514802213,
EDIL3,0.06213529949556434,-0.033070123261689975,-6.873612941282095e-05,0.1263233832898606,-0.008160999945284499,0.07680419825386699,-0.012108391887937683,0.013393546712863,-0.10729932622570497,0.06677702732678925,-0.07572005903352318,0.04111413925037299,0.06288074865369855,0.014172723889602794,-0.028030637602737152,0.12696074803554122
CD86,-0.004443830994310627,0.003121078117955955,-0.00041839295592483307,-0.06936286210216787,-0.06314537808986033,-0.011592678781957287,-0.007292105067439943,-0.009436020593121484,0.013913565334598017,-0.04442944996452561,0.06081379313049391,-0.015886898451619478,0.006191122569756889,-0.026984900679956868,-0.09092469159977846,0.11523331388211122
AHSG,,,,0.0612696663977335,,,,,,,,,,,,
WNT9B,,,0.07764184268267917,,,,-0.007679413161755456,-0.017861895951734562,,,,,,,,
HRAS,0.020327456005747823,0.007074008622076452,-0.06216624989072915,0.021538565030611766,0.014712679433118927,0.03373170401288874,-0.004687579044067626,-0.05503452008544317,0.059195949422418404,0.07093806150903736,0.0070831650838900275,0.06414867467646289,-0.016585445283594735,-0.05476770951273934,0.028514169678803037,0.05583680479271757
C1QTNF5,,,,,,,,,,,0.19157242540567307,-0.06194027140829073,-0.02041934170085123,-0.04037518678465401,-0.003689839459241019,
RLN1,-0.02104761764086595,,,,,-0.028580040364860795,,0.008934663386115087,,,,0.003690167492719672,,,,
COL4A1,-0.01409846557469016,0.04415798609357322,-0.06512404411152023,-0.017707593985488324,0.007064702001213748,-0.058728303195634796,-0.03454108029338468,-0.019553658143823836,-0.07152487209162191,-0.06431183833798755,-0.004574358093432262,-0.056056535189164786,-0.054320145357050216,-0.00012258216778044434,-0.013086250410667912,0.04282481250544935
CCL3,-0.03267201570978629,0.021069656373261178,-0.0005788423958785311,-0.09251830347906914,-0.023813698220331955,-0.016545199343748877,-0.027571578085878113,-0.01748330982009378,-0.13021479352087367,-0.06350019844617769,0.05972230610022524,-0.018755810636747375,0.015421060814893937,0.03384656824296762,-0.015146326621739245,0.07557326697089303
BGN,-0.034013205744977924,-0.03549983373008561,0.008248955922410914,-0.049698685052579065,-0.030821703938506882,0.05242201965192308,-0.012538066337958134,-0.029046295115518057,-0.05469102684933905,-0.09386230089604121,-0.03818292157724229,-0.01320449359263581,-0.09075854839962544,-0.03436052499158497,-0.05863020933913281,0.1765387437204312
RETN,-0.02837026368416688,-0.014199510210128613,-0.01968623516722802,-0.021309252711810833,,,,-0.014604302350951568,-0.04304272796353512,,,,-0.005052569614915123,,0.03388818553816699,
S100A9,-0.06368087222783117,0.008849482780957015,0.04754039965616465,-0.08101906646750119,0.014698816193099101,-0.02686723704795384,-0.025395086367426486,0.0091312033441439,-0.14206948710845055,-0.03591557694660601,0.047058550282321004,-0.02056523884765642,0.00932906583442246,0.027998953422035396,-0.06417205695973971,0.035387678356829606
HCRT,,-0.024329894161353994,0.0017432497155336667,-0.03504554064411871,0.022639444559929334,-0.04287148709966054,0.019453206330190775,0.018755573803179673,0.00015999064199055722,-0.02988202205802803,0.07171826600044429,-0.037441504217881366,0.012618512360071138,-0.06737196592202427,0.04728890085916708,0.009319639840692093
FADD,0.02499776512759221,-0.005079630921024807,0.029522575007308375,-0.04097658838011789,-0.04603342361941122,-0.030790969953604738,0.021971567984842403,0.028590462095417164,-0.055165700099907296,-0.04673030861295587,0.03383555773863389,-0.023813328422683154,0.031978139479711905,-0.07591261915522601,-0.032877161331658716,0.011453885204015567
ACTR2,0.018976953141548368,0.03095895007227348,-0.05451858602530873,-0.02296455032976307,0.03627739701162492,-0.03945919350743184,-0.025941676159305815,0.003979351784108765,0.081574676879762,0.025812753756716465,-0.05324424074255625,-0.026348997158300833,-0.03660179883447136,-0.024004332450469474,0.006034673924062515,0.06514285151089393
BMP2,-0.014602889091679682,-0.021841556607396152,0.016777518842032338,-0.06672306524728264,-0.023213697168978965,-0.00777277058466668,-0.006762282963230404,-0.022837560592008657,-0.029627982408471722,-0.01328425676695792,0.015302545973147747,0.1207918883656699,0.0029069749308620616,0.14464093311390816,0.022423555123322704,0.16192246575688313
PDYN,-0.01570431246514521,-0.05420459428567391,-0.0392663249957956,0.022288591779594105,-0.016401708238046937,0.14342836884689378,0.053058699712882726,-0.03587645468626173,0.06199220490087154,0.08806107652182299,,,-0.03627490326956825,0.044921653497967236,-0.020292825021698747,0.0837068497773812
CD55,-0.021534259788458774,-0.036816277898799196,-0.018124936495410793,0.03406022812749498,-0.04397043590929448,-0.021862467058141176,-0.02737704335399038,-0.028143811374449178,-0.10297466384119353,0.006560054856627277,0.04382249169403188,0.013679187462212751,-0.03583221135956519,-0.07905024398092975,0.013762028977582897,0.020726640173305506
OSTN,,,-0.015744165982311733,-0.013511373094970816,,0.11695353145765544,-0.031216698558788985,-0.03187827231407039,,,,-0.02163862819708938,,,0.03587584526617397,
PDX1,,,,,0.022320579409722614,,-0.026671563917234613,,,,,,-0.016608846911984363,,,
CD6,0.009163493440461898,-0.026488720807401736,-0.03261420072578518,-0.016995698180630053,0.11041132646654457,0.055753639820939366,-0.02682357902138991,0.02906629020788349,0.020214808519709845,0.09504297986941941,-0.04271471263434639,-0.027823449353460695,-0.024392386164043843,,0.014892856058879621,
IL16,0.006535930652268331,0.03975809048825822,-0.018106736383404175,0.0012505632377957728,0.03215191499164985,0.021324746215815264,0.01144316343573512,0.015056798703877213,0.017461638907150304,-0.036007377757841186,-0.006341109590676175,0.049096299475774374,-0.0038463020381041477,,-0.025936450132307907,0.028469507374880448
LAMA5,0.010540650016008846,-0.010842371072579885,-0.012895529405706985,-0.04611950380097997,-0.04002568398796673,-0.002233558237398437,-0.07892414543510619,-0.030868356311446434,-0.03058485638503524,-0.14193814173721317,0.08693538786807521,0.01943269700983696,-0.046171747763607815,-0.035752076486852254,-0.00809589966895417,0.08183215966826714
RGMB,0.05247609951019149,0.05795542098167367,0.036466874542772615,-0.028342883833709163,-0.017224937427930416,-0.02535080936331812,-0.002176540119475304,-0.0059597562151963044,0.12321279766528709,0.061360391639912415,0.03773822147916829,-0.05313784296536306,0.0278801097401217,0.08073442671751442,-0.0025537534323793374,-0.031246385027417018
INSL5,,,-0.006052644180841421,-0.012031222337648178,,0.0042959639729089494,-0.014274685933384523,-0.033044055726976704,,,0.029272663096876206,,,,,
IL12A,0.009226245503607107,0.012312009690522893,0.02911137447028976,-0.019371656920138113,-0.024447589901339856,-0.02889102990332884,-0.017920622338981715,-0.0012841687354187294,0.07294856943246542,-0.015651469356099398,,0.01021977036488494,-0.01998215697190407,-0.061641276999553705,-0.01766239734652804,0.004309308454882419
S100A8,-0.02243823027466032,-0.015024472870225056,0.08431792357853296,-0.11745376492779713,-0.035470989564234987,-0.028498763289509097,-0.07976976059505694,0.017834350005092557,-0.16025149421548365,-0.08713816751886665,-0.014170223689761395,0.02706628718082146,-0.040156607650958104,-0.006578782079871351,-0.025940192661110688,0.01801882914531953
TAC3,-0.025472386822444897,0.05776597738678357,0.00035063422712162403,0.1892456972202808,0.06133805063658462,0.14890413295776475,0.012914374251865243,0.001201675811031776,0.11229544879951518,0.09205934543871565,,,0.08608642200469352,-0.051435135786666794,-0.023517768695668524,-0.06305606814155726
TAC4,-0.0030811809781298894,,0.016547735853053296,,0.01173511564859155,0.024499093238744486,,,,,-0.00562392169619669,,,,,
MFAP5,-0.022232583014724274,0.06458106190445084,,,,,,0.04265893333198875,-0.03674855216080995,,-0.0019130701047498104,-0.029872085563235864,0.03153393240610241,-0.015810236660766468,0.06823289188995174,
CXCL16,0.09116009018405993,-0.050551861660024386,-0.03213677685604784,-0.060570679795654475,0.046667825084893484,-0.07527783284662194,-0.04341455102085416,0.05822352935549687,-0.13188328283070677,-0.026712602638809927,-0.003426996931762849,-0.01200365003595382,0.018756646325199928,-0.00937451399067996,-0.02028883672037953,0.10785322710328267
AGRN,0.01047454789280246,0.020541782989309608,-0.024033917688012746,-0.04949336623093433,0.026425355011375714,-0.049645045204002564,-0.043052682679009385,-0.01905485617359548,-0.041583169473395305,-0.09269238574646343,-0.02679640828784184,-0.07677118176382783,0.030158355419498944,-0.11124603747612108,-0.017220062699355138,-0.057899354217144525
COL4A6,0.03271596303754995,0.013534421861110564,-0.021778012082595343,-0.054431471114467944,,-0.027815802478935676,-0.0319856466406195,-0.01211931258571533,,-0.016970802294782233,0.02736995889047663,-0.030523714711891425,0.02275633714002163,-0.061641323260822806,0.049834845756524616,
FST,0.004966581998524291,-0.028962106849793504,-0.003048991241812109,0.0965441585031969,0.015521566606714226,-0.033078119175693324,-0.05398840198344481,-0.0020143822820105463,0.017496621631034787,,-0.032233258503137276,-0.06730280157135238,-0.01008918788245972,-0.007320036050656036,0.049461186013494085,
MEGF10,-0.0147640648043445,-0.00535958594474008,-0.06534455651134842,0.05586357510467332,0.016674248618480794,-0.029067297353640727,0.009274295530734398,-0.021846729529416277,-0.06943724285534807,-0.016895799324082757,-0.05244816818598115,0.015936632830939934,0.01093723890636419,-0.03257869717408103,0.03914767243114182,0.08854471403103152
C1QB,-0.002939589977712638,-0.02222890973850963,0.0010672615085962536,-0.011720944458112378,-0.028027209674298413,-0.06082595747066499,0.006407145784482159,0.05444262289863192,-0.19740753494051202,-0.09618666056596317,-0.07880200872679222,-0.023353929062559547,0.027965050339736494,-0.12749747484621318,-0.038801590934196724,-0.008151801946294467
HLA-B,-0.0041309460185558425,-0.04724666346017511,0.04445920477668104,-0.09337767544051072,-0.10150214969334224,-0.07275090372401606,0.06627662275088785,-0.006864201017648668,-0.16723175313217312,-0.13782531103914483,0.05182284668022493,-0.07054045289952603,-0.03902757645125349,-0.05072688215734226,0.05509647376330675,0.02755161122268727
PDGFA,0.02132598008349495,-0.009828457232081457,-0.020336940691573584,0.0044251959901576345,0.011066642601085563,0.007321730189992373,0.008572743002665263,0.026780163407081874,0.03090929938528516,-0.06841982524729741,-0.008777782473706381,-0.03429184565463952,-0.00026627656110793423,0.002533752988334464,-0.021237881961399467,-0.014293408092108726
LAMA3,-0.03760497049718121,-0.020496204942168878,0.08802620217787255,0.01494598393720761,-0.027810886719124277,0.060235318689410636,-0.025579070187415957,-0.0024482610773181868,0.1175099449056284,-0.03988426138250307,0.06827292773742438,0.017864659482474017,-0.020201851747259626,,-0.02387294126088472,
DKK1,0.014470506652380984,,,0.0028432123482718535,-0.0006550406085152755,0.06911464725379583,0.020106162348989275,-0.02589424625934825,-0.07639889396116883,,-0.029669082855964493,0.001954794876471891,-0.04511487554169321,,0.04904592606858693,-0.04397598671056491
INHBA,-0.031037004697737226,-0.014199508146357315,-0.026615622465922882,0.01204067787954602,0.00997646092069749,0.14594718067582077,0.007677138173631513,-0.02428672994757244,-0.025621177109827684,-0.0015877525571477865,0.09859290037730997,-0.034687792344817746,-0.014847600424099978,0.06110634634460847,-0.003778139583706534,0.018065675119525806
IL7,0.03446445630800858,-0.01562901219551126,-0.026410166529963267,0.06941407890993408,,-0.025403295982226973,0.09562440461983816,0.07398627397120844,-0.033124994107824046,-0.0201264288173098,-0.02846627243176069,-0.022935040742417513,0.12414074434542823,,-0.014478509609783726,
FABP5,0.02400813462071258,0.051260550140961536,0.07434499662889743,-0.04303966465108127,-0.049749320657551284,0.003504200973377518,0.029783867119591124,-0.03043406724211794,-0.06345106237163697,-0.17142330167025957,0.026080420154498265,-0.091622446617885,0.0007769347052967937,-0.07289469256083357,0.029726877210467947,0.11576824982636821
CCL4,0.005618120706461663,0.026734175251988946,-0.028080476147801764,-0.0849348942639159,0.02180587824261632,0.011490307459847967,-0.006274377672675622,-0.04263359545827685,-0.12733292854426417,-0.08203417189566384,-0.0006379840059693224,-0.04253487740009243,0.02264294617091171,0.07641630986121126,0.007878668787359194,0.02952575126504951
FBN1,-0.005886298296533955,0.07236220580807488,-0.02155215948140139,-0.02691450122616691,-0.014981237414085975,-0.05535995701289682,0.00758418082772867,0.0031142642138293373,-0.015363473902866584,-0.08363521839793499,-0.02232295292667893,0.05089200592617219,-0.04322568251673627,0.019417305147191838,-0.015712958609555468,0.018468496618845514
TCTN1,-0.023501643562352334,-0.052214679669479167,-0.0007608770178432928,-0.005429463586126995,0.02180742271747069,-0.09959294192479222,0.0028909785764350505,0.022686743641304144,-0.08152436479387605,-0.09461279019507661,-0.03303522950506968,0.024368853435646595,-0.043767625507984714,-0.0692623527008594,0.021993131797010748,0.07240656179754988
NCR3LG1,,,,,,,,,,,,0.021286805019828835,-0.021510401473531213,,-0.02911977064334468,
BMP7,-0.0022937634701802496,0.0007508020703147863,-0.0047876616429251544,-0.012879430036251565,-0.012088903499754491,-0.042813571439015374,0.012399885790529567,-0.0608792927671946,-0.026249419636958562,-0.10491300632499347,0.06905080004457492,0.011774821222345607,-0.006143059548239049,0.045040824203679976,0.017813222064333004,0.16626509794758332
NLGN2,0.028414673099322364,-0.006186828355933127,0.01821557670074319,0.012727687232387127,0.011946719878282549,-0.0003687112730842592,-0.05188064861213621,-0.027223190478819465,0.07754514489076418,-0.030564487649254603,-0.015701357360150107,-0.010786833590137119,-0.023692974185805703,0.105215026383744,0.05710399478557316,0.04284079657310872
CCL25,-0.03342083567999169,,-0.027161148830734092,,,0.002122035221383839,,,,-0.04024649354168068,,,0.0010081420360023236,,0.002697202687803915,
NPNT,0.030548167110197196,0.013465501735080446,0.022407051151674552,0.06716415128807447,0.06620141566839807,-0.08075745130289852,-0.004663821325916065,0.03518680910368624,0.060231732827705456,-0.09280810721189396,-0.019936594383389572,-0.09967612975980739,-0.03169729654223415,-0.07811906158771076,-0.03106793365304197,0.0498156562078037
KITLG,-0.0015397592496253372,0.0292067822102061,-0.02663973261323262,-0.04681562725026857,-0.028155684859809117,0.05152781540302355,-0.10735101732802062,-0.024770068185665402,0.08170744965975353,0.13555972810871264,0.04573296492404107,-0.0694420008313031,-0.03378304656529732,0.018142847489531568,-0.027693839163194647,0.006062936837876371
MADCAM1,-0.012965677591415774,-0.02648871656694078,-0.017834524053445884,0.16368072394988595,-0.041998360553912685,0.0018699466539473688,0.008182834401491848,0.00890259290284845,0.04329520988164867,0.02043702704669523,0.031065085628867728,-0.013476662337889595,-0.018613183945415383,,-0.0018391806034983992,
F12,0.010204974484863594,-0.023413424924683627,0.012724559582066785,0.04951198666309331,0.015680623207659672,0.11266791890528294,-0.010029011424426219,-0.012633066095131224,0.046548866220424416,0.04902113490842032,0.024475507216367487,-0.0005117424607397613,-0.0021145471253903787,0.009251455875364896,0.0024247848339026875,0.010766775589796263
S100B,0.06896901910018288,-0.0030611206336996783,-0.11355715585215778,0.059854392279640165,-0.04377397116616125,-0.06596763023300516,-0.019380790364242107,0.015345481908514987,-0.11998358853333801,0.17259262254648938,0.029102205720561623,0.08364255767983188,-0.016745807353967617,-0.022893131585320123,0.027230609364711875,0.04133003531200216
IL27,-0.03143784875797428,,-0.03446482754255721,-0.013196013951941678,,,-0.022242825371443054,,,,,,-0.017395264970770773,,-0.004677070284942743,
CD99,-0.011173791400887888,-0.05312858521272513,-0.03196472909246434,-0.10463670313367053,-0.023637717870237652,-0.0851076876749484,0.052413436375518034,0.040957302472192154,-0.13308402039740416,-0.19422582404655658,0.1228312361684607,-0.02526027165079183,-0.06498629076286982,-0.04096703494380143,-0.006564643645437586,0.0722898149587286
PDGFB,-0.024722504279639103,-0.017301954296619723,-0.05422330620401662,0.035096170039756694,0.03162645205061933,0.07262348084807063,-0.0015718637073298136,0.004787629779865596,0.11356739569312353,0.04046849694076197,0.002647750658812339,-0.023820909550589443,-0.06991501500606231,-0.06207780864656365,0.06716414734899952,0.012610660196326425
