,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
CNTN4,0.04881690453431466,0.04006936787400983,-0.031197995949338798,0.07593733531543082,0.030872840514153572,0.056671435423556425,-0.006886003700399619,-0.0017662743536847347,0.08385343412269324,0.07046304149325637,-0.023865098883776432,-0.015224960348545882,0.036300985776963016,0.05522019557832523,0.07186625393150534,-0.037308566369026394
NTF4,,,0.03150338388701639,,,,,,,,,,,,,
INSL3,0.025705643450570963,,0.057019136512071675,,,,-0.021630080017484694,,,,,,0.08149773559341567,,,
BTLA,,,0.07816000464764342,0.10151805626256998,,,,-0.0008313703942429394,,,0.16150448523545255,,,,,
MFNG,-0.020397883088091765,0.004383372179018992,0.01448739677823288,0.04099337299877885,-0.020734112205065932,-0.026717682612262334,-0.050406591590245596,0.0986919420550676,0.03282719489354155,0.01844327111540095,0.007474411053946815,0.010585590266121074,0.05430655719486628,-0.07380315906057165,0.06838150096370896,0.048794131500615325
ICAM1,-0.019193846105447266,-0.00638939535264195,0.020747188331355665,-0.08106953298533721,0.009532150465346306,-0.00010114381167900622,-0.03432312444074,0.0536084975718432,-0.04309951804261125,-0.024273290899827504,-0.03669411987260272,0.1152309203806907,0.0200461525774145,0.0810470690081271,0.025538033445681497,0.06442665879715394
PROS1,-0.04836686355470851,0.002837602255787961,0.07504437009220125,-0.05496971507673759,0.027742250465962574,-0.054154344915119695,-0.044555051942159044,0.00038213057737691044,-0.05239040577425238,-0.032756251437987556,0.007505888254491504,-0.08982399473518517,0.007506840116573124,-0.15002617195865964,0.01619395724061856,0.06523563358486036
CLCF1,0.01055194468927699,-0.028447940177383425,0.043028106560758984,-0.06876685965080821,-0.03265291256102707,0.06835351638624679,-0.03708083255893049,-0.0071029992294115015,-0.043892307507450705,0.006730342522969299,-0.045158118130099345,-0.01066912404155001,0.019400415116174928,-0.04357236399524266,0.04247949315747026,
PSAP,-0.05301729275282976,0.007524469530487113,0.07724365285165616,-0.025007853488220388,0.011878953848745535,0.04543485022767103,-0.016768340661898612,0.035171384635165906,-0.07968177412191452,0.1537468066279747,0.052025458164922087,0.007886017857830236,0.009523511598422747,-0.022813693647086398,-0.01201373475312417,0.12461386629957222
EFEMP1,-0.04356770150088389,0.010560577921524612,-0.03176938913076355,-0.1241765680420622,0.02151376774574678,-0.06134575675494915,0.06082351855898472,-0.0015400046388265784,-0.09060156725535441,-0.06712887354647153,0.03250075062579086,-0.07921827994813914,0.02157745590929945,-0.013167649251563626,0.054998231085634564,0.00546238495110906
C1QTNF1,-0.009294970297508198,0.00038921390936033173,-0.012323948614287783,-0.0046413409447034724,0.015017143557046347,0.003731229818921976,-0.03948365053010736,-0.029016843497696707,0.07286217632627755,-0.0716469517418914,-0.02116487783665144,0.016407878864340343,-0.009562690424741036,-0.03152830099591993,0.0311488048073721,0.02981742596255568
ALB,0.01140647163223277,0.08420299086600214,0.002384515814446358,0.06096538723736408,0.014727027884052153,-0.011115823713290266,-0.023614374148888014,0.004979626658995305,-0.020728687178281264,0.0041612665790053275,-0.043805123145398805,0.07775757372955486,0.07295600250343122,-0.043835027042343815,-0.03335641249944814,0.0035735251444458964
CCL13,,,,,,,,,,,,,-0.028174882869966042,,,
EFNA3,0.036194428105972364,0.029784513786860423,0.06372728544938414,-0.04891558077365497,0.02610000237792427,0.07357888448990114,0.0175731979916375,-0.007709258909522538,0.11783598165327,-0.008557733410898102,0.03033550246056911,0.027114902559274952,0.04588328332462672,0.009580628674601023,0.11689736218977005,-0.050771224387569404
DRAXIN,0.055510776143613244,-0.017044477908075017,0.03703787698961626,0.0687889257258248,0.03848054329880778,-0.07972164098137506,-0.07504043886423456,-0.017711790323119564,-0.006723938978300196,-0.07226676260933934,-0.0005468343341694368,-0.0019354033717496754,0.06916627060379238,-0.11376969234164538,0.07157597273724578,-0.04838012020325977
RAET1L,-0.020430619917300188,,,,,,,-0.02121385497380873,,,,,0.07091240950160481,,,
NPTX2,-0.011646796946789204,-0.02138446266524045,0.050298610365947745,0.15331156802335894,-0.011682278022155409,0.10279822528626872,0.0676915240541371,-0.0017122252546344814,-0.039959603333474876,-0.08282276490906386,0.10593891061686928,0.03322459181702967,-0.03425410846664811,0.10663990114253899,0.005726470964051856,-0.014172347529993053
FGF11,0.019404032262726096,0.036107264454464105,0.03794702249153301,-0.009744948319082986,-0.010154132337210872,-0.08185968746293448,-0.03434261127460203,0.003153720205385662,-0.008844353170572172,-0.10338035210497164,0.15416981520767986,-0.024574309987803838,0.011757140191241192,-0.07831952228876453,0.03770983403150777,-0.04275553327315689
CD59,-0.019861844014160992,0.0132883410338207,-0.0015010961589459872,0.058704941714396455,-0.022054396368210768,0.09780709274750597,0.027824348919362984,0.03217232184225733,-0.08436374967529904,0.12699232159525023,-0.028918148290569046,0.040638387490471044,-0.04132096894317742,0.03129247016489378,0.019380534844344724,-0.07128326514546834
COL9A2,0.027513773088660202,0.0612426723273881,-0.012862986031272604,0.049592305370477825,0.05772785012506527,-0.06844769080036595,-0.017984056890617297,-0.006943989905939209,-0.0685943124064399,-0.04516312987030571,0.0686663362297217,0.017446749587432024,-0.008350796320002931,-0.056907046617533485,0.07119762325458215,0.02169063551384411
DLL3,0.026812192707780968,0.039804978970078474,-0.06935955415739382,0.04387849302548295,-0.00041011160933822013,-0.03656453735044667,0.06455457271476876,-0.027074689574643554,0.038590546720791374,-0.01754263277922601,-0.008116588048864802,0.011792008618508803,0.024289168804529485,-0.09586301632870262,0.06437481228877766,0.09922801258809265
FGF5,,,,,,-0.001953996439263305,,,0.03617232234389397,,,,,,-0.039823075418719496,
LIN7C,-0.006547804909565909,-0.006389644126984248,0.011592977205017941,-0.010059356512579543,0.007239779875866544,-0.003140420771698853,0.004349165227149212,-0.010186351509543206,0.04364278952112508,0.021934983751561103,-0.009773900279892713,-0.011239988126323248,0.02955135410354212,-0.07326026274382845,0.03679846167999041,0.019736652447939707
GDF7,-0.03385025167703947,0.10510129413052625,-0.02846805476625858,,0.05348920042924749,0.0043251431952807335,0.07688533403702132,-0.019421191113759142,0.16529121077889608,,0.04523993104950185,0.010305399920298225,-0.020419342095751258,,0.025185132139710593,
PSPN,0.020823919240014973,-0.012993545700221655,-0.0028469559005809882,0.027527887169962763,0.062112978792929485,-0.011395396147121413,-0.006115266242075234,0.06001078457464822,0.02541268019998712,0.0307359225350443,0.07299185978650635,-0.03109730862866102,-0.04012283112420082,-0.058637927537280005,-0.07723649903475165,0.010040150583834518
ANGPT1,-0.011998393967281073,0.0007704301809467524,-0.023869980241537678,0.04760541343444405,-0.04353116686474134,-0.06626491578627794,0.08997105807296067,0.028555568328415007,-0.08034816428294489,0.0006946949823430935,0.10876876451896562,0.002718468039024098,0.0025898130041278953,0.00015661068768805684,0.0021813242385722675,-0.020434033961271362
PNOC,-0.00492036310038547,-0.010170211365314989,-0.0027854017733693615,0.17687369364657432,0.06315569850221016,0.08915598472240141,0.00585620611890793,-0.05546522529745988,0.12263716393224813,0.14620579503141654,,,0.023379862932038992,-0.011434536873186426,0.02281167428927066,-0.05407903986110057
L1CAM,0.018101200451888497,-0.02104158650043326,-0.01812522699927736,-0.008433799904351155,0.0290067363740319,0.05531872182264119,0.022329294764002888,-0.04821627499743368,0.149396995521421,0.1872451403673659,0.015833413910560666,0.13970665748304245,0.09311839165168238,-0.0018867957061710235,0.0031979638484970502,-0.002243990502258153
APOA1,0.04236835547471524,-0.02523837976139271,-0.012636837391512548,-0.03507924748666354,0.0653608704198081,0.003778921139809158,-0.018263094758527984,0.0442149468006762,0.08462914906767417,-0.014123442689657265,-0.0444499627128973,-0.034959778110972464,-0.015858391900540125,,-0.04615393141233645,-0.0439760352363485
PSEN1,0.002545457312142906,-0.028870343946162655,-0.022010149778823644,0.07438041933200581,-0.050417115796425604,0.03611918108019732,0.006127956150733035,-0.03984821618574485,-0.06988822816721586,-0.04070072560507037,-0.04105730900752223,0.06018830507531757,-0.017452161290676747,-0.033385609695574484,0.051645082863057586,0.01875641241119172
CALM2,0.03330236901958278,-0.0028799896995668167,-0.07162080172860921,0.034220623268606754,0.04772402605405162,0.0497833371656728,0.02165667444036056,-0.00614113793917644,0.18154165030430786,0.16708746625308385,-0.04657289632987413,-0.06767924932466457,0.05410107696679436,0.06758697128324666,-0.019014288997162374,0.06381197547599579
CLEC2B,-0.045966574119002346,-0.04552085176179133,-0.017200952984221567,-0.007652415605858901,-0.020286356648575147,-0.09605690009330321,0.008642305410186053,0.036059058588609104,-0.033260906540793965,-0.01677834383320275,-0.037298485795559076,0.018740656404805003,-0.004783169380309178,-0.0831150202414433,0.002630089103002205,-0.007250121820200131
NTNG1,0.07426385009424394,-0.047720597074961804,0.035482493007025155,0.051817511752208834,0.05857515914023917,-0.01893098940902038,0.030023461646647966,0.0021710729674031407,0.08968535668544844,0.08669693639433629,0.0282364264338509,-0.025767506862849582,0.04541025726001145,0.10593953160807877,-9.898508993177432e-06,-0.016147212309997775
LRIG1,0.014647726035165558,0.05269077948286574,-0.04543929279222448,-0.047267382845292326,0.0007132345705261862,-0.07453547826883228,0.006568432142434079,0.018126563677177424,-0.03986851072767879,-0.1354390772730349,0.05703284706389912,-0.03730741742741205,0.02175487754803409,-0.09799520589427554,0.022239330985185612,0.09616896748501755
CPAMD8,-0.0328214319740435,,-0.0188717037306959,-0.015275598319294072,0.019441921976382243,-0.018777277061770726,0.0347120807133604,-0.0020722396427633447,0.024337043910533214,0.050013976463664754,0.1265260377217471,-0.050810732743740435,,0.0564833712705964,-0.025536807833438122,0.06525288739860327
GHRL,0.035651367365533586,-0.023115712842810728,-0.003115818636241569,-0.025870349646988575,0.005643327392782922,-0.0017536293458394173,0.03603132713165742,0.048311985769317826,-0.029093244451591546,-0.021344164914823004,-0.015841803743655875,-0.030700519320410194,-0.02208748291815783,,-0.022510961816785885,
NPY,-0.006783851881839683,-0.021776963195825585,-0.020896192536728298,0.02751281736399539,0.03700198986129281,0.15887122418417063,0.020551461367110873,0.023251562609173,0.00997455928455328,0.05236451671530517,0.05929214956272029,0.1629159690724739,-0.0014137055173535707,0.12553250249894715,0.04510555014953168,-0.021790420979062818
MMP2,0.04714720223913905,-0.02947993283608394,-0.04486582009932518,0.009918776153446137,0.043380171946673686,-0.0757684319164311,0.0017097592946661436,-0.015785274925895345,-0.04851470597441358,-0.08456108994121646,0.01111268487511542,-0.03525908715152148,-0.02657970522211448,-0.023952965166775697,0.012002777703785295,0.03495630170830171
LHB,,,-0.01643582875342096,,,,,,,,,,,,,
PPY,0.0372416838814209,,0.033765686686092596,,,,-0.017534798960522943,,,,,,-0.007051503086750654,,-0.021156629752017146,
ALKAL2,0.02460374871864952,-0.014628085633968477,-0.016197041797125767,,0.03680855563662083,0.015584832169590078,-0.04229676186244698,0.04413435699142192,-0.037733229209560036,-0.02453871371927505,-0.04271470378842636,-0.044706860751323976,0.11034631345893275,,-0.004084421967862852,0.03555494604120468
CSF1,0.02477281340278836,0.042762394612455644,0.011655572900099111,-0.07439751093340646,-0.002748821038372574,-0.05228388537840161,-0.03126732495289314,-0.019499752611236456,-0.05581809770881066,-0.05932415728554959,0.008638060343923639,0.04030100109623952,0.03474629556340757,-0.0536599892574439,0.02015747128968398,-0.024439917160327698
SEMA4C,0.006188174786168271,0.031872115034011224,-0.012745750909430953,-0.029563307232399336,-0.0008452890891093246,-0.001522776419283075,0.0006670669763847398,0.056525230502173035,0.05538725292147949,-0.07510598816776179,0.015281979605052228,0.09889259817152549,-0.016826784657730076,0.13094509367389565,0.019072710110523437,-0.004367324938265036
ICAM2,-0.004178995520817688,-0.05696436313615512,0.043732645244287646,0.018813563981433155,-0.031337801717893896,-0.019124087172701167,0.0530673037483698,-0.029894984876124835,-0.0050353514231619954,0.023740994877126703,-0.02429979744596644,-0.08918410316738988,-0.04676733895567716,-0.015530995373898621,0.002628799431027617,-0.04867221290168373
SYTL3,-0.011266349903108944,-0.012051101423342085,-0.028517357897178647,-0.00463002454772039,0.04236522983329019,-0.05789832243640808,0.0019174043052375721,-0.010015408269347157,0.034214943691041125,-0.05221585231334772,0.14697799703527942,0.06766776114828836,0.0025060675626644834,-0.053098013283618364,-0.04979926678471272,
IL1A,0.0055678807731199854,-0.02918835989029459,-0.02830442341406459,-0.05702429666370123,0.00044969363704838944,-0.05164595692051215,-0.08567804737111809,-0.005502458414701993,-0.05481796611508146,-0.032143206784443275,0.22172833051083332,-0.04900411825972115,-0.008298909529558193,0.09177479932102411,-0.027806640928973485,0.09521593646496226
HLA-G,0.011272169972873678,,-0.01735941569067409,,0.004600401022484875,,,,,,,,0.0024444954081384524,,,
PGF,0.009523823157479619,0.07598169772591498,0.020438444526956145,-0.0021226829414532013,-0.025519262405166714,-0.01618010457226778,-0.048334251048710836,-0.032026027804886656,-0.05453205940850809,-0.0809762321957815,0.05163366845867852,-0.04815577122477574,-0.056798551466933876,0.015538656101383485,0.0056545304289775875,0.0967389010184998
LGALS8,-0.013390755159598346,-0.030300221807441102,0.001912925748564216,-0.014148666542852906,0.014394496546314051,-0.0378592346429881,-0.005419150199956467,-0.017524137730764323,0.06769524059042313,-0.003736128554225863,0.07771931593370175,-0.017462050640947753,0.00210761989578153,0.10943595428165633,-0.0450840182730157,-0.06449700707989653
DKK3,0.04239283746300548,0.008196635031606517,-0.009243102244631318,0.09400153645637013,0.029846839250701838,0.11579218071967715,0.03305341803396447,0.02338195535144322,0.13799461125960363,0.16212816368636165,0.010414933724127141,-0.03997493760222879,0.09082998063737295,0.07438526207037832,-0.0022190051170339798,0.05653795020568811
COL16A1,0.0333614496850025,0.015485116841958838,-0.050478921301306344,-0.017365943609880793,0.04343205869574143,-0.017257068093451865,-0.013191306864055258,-0.01107459358111982,0.007442042697331996,-0.11557259943581324,0.00024228607405436708,-0.053492819182935254,0.01512735609110819,-0.044256050843389134,0.04444311686655066,0.09968518965051332
TPH1,-0.023083362823081367,,-0.03158965352415154,0.03320170789511654,-0.02746891692358103,-0.005387206339615698,-0.005920034486212374,,,-0.020126425861676,,0.007119722548483308,-0.030694946818915384,,0.1022590265298832,-0.04205556340953191
TNC,-0.0005400092407440498,-0.043614844847854654,0.05507893066690737,-0.08209463641250857,-0.03571239310956142,-0.11140951359997965,-0.0392939260860489,0.012994287125060231,-0.17134614098898834,-0.15477622398557866,0.07991777735635418,-0.07918465524178751,0.027201216427309178,-0.050876349236768356,0.021972250338248376,0.026599175215104093
TNFSF9,-0.04104722368895767,-0.02446149401711071,0.014862180267991378,0.06301774758755452,-0.037952118362700384,0.08242306980359092,0.006869282793001454,0.02988618581699581,-0.05741781873964063,0.05928654888917835,-0.045088143695785406,-0.02353810219666539,-0.00704381642903176,0.008244366764300064,0.008142393837486,0.013086030554722128
C4A,,0.031235532429988434,-0.019485628720766774,,,,0.033184677221936396,,-0.03139249563265424,-0.017691892893237096,,0.024164355663755986,-0.020634697672238175,-0.05227156907866234,,
CNTN2,-0.05266793220246086,0.03841066001795267,0.02221263096548865,0.09666208953738117,0.04123789329149613,-0.0553739993435287,0.020902019281290582,-0.013414086300363453,-0.14680245168114095,-0.012865124796173947,-0.05467502019147629,0.04114835297606441,0.039153451031548596,-0.05966478488694885,-0.024178509839388674,0.07389155711822985
F7,-0.02251956014843993,,,,0.07721369191171287,-0.01877726614778917,,,,,,,-0.020419344070251744,,0.0779650917138536,
LUM,0.0036156935725258897,-0.006328362207875251,0.0035681386096587057,0.02359269339102945,-0.03158322111304314,-0.03322645855342521,-0.04137483550056216,-0.001694028858025151,-0.05246766216602144,0.008009160733076396,-0.013222710219334487,-0.042325883445987506,-0.076524967939439,-0.037195690932125415,-0.010990066744423687,
BTC,-0.020430611407290366,0.007191958135018954,-0.018246645708736967,0.005633881442857221,,,,-0.013015373750409738,0.005778617190682621,,,-0.029622904367870167,0.037720934992733796,,-0.01335392305016588,
APOC1,-0.0257178371324269,-0.004363996810871726,-0.004487098547040236,0.10428628667072012,-0.06810087533179252,-0.08193611594991487,0.006032052971613448,0.025398093854543825,-0.1834665939395049,-0.08560442155601303,-0.036030694609445,-0.03158032617052808,0.02713967954414575,-0.1381499476560032,-0.013187027971852713,-0.017496081918520374
PKM,-0.007564561793806,-0.05910712014573873,0.07268093526615768,-0.06328113555123147,0.06459098380623847,-0.0531044452924261,-0.03923503928616647,-0.05098733902007261,0.17210791275084913,-0.11923018280035379,0.0503151418805663,-0.006104078369340793,-0.010461369892274896,0.02361828039572218,0.03917982546710051,-0.018620895016631417
TNF,0.0032476230754918374,-0.021825023188553647,0.04610258674806364,-0.03239552965775591,0.02744494788214199,-0.0003250112521717652,-0.0014331358729573105,-0.0032043002681290443,-0.052187491148092895,0.009402365147825418,-0.0381246894773735,,,,-0.02456672918642129,0.03637104042875254
GNAS,0.02865616662751239,-0.026256808032053183,-0.08199525225592239,0.10316420169389243,0.00797570300902046,0.10520914018257754,0.014996199537917181,0.03911379234635686,0.19129139636134873,-0.15279727770426363,-0.07593043905231545,-0.07579982858779859,0.0363579962417674,-0.05762613273114661,0.01243995308380528,-0.03934499545196068
BMP8B,0.044200844949235825,-0.003242466291209886,-0.025166681188450717,-0.01621821166366877,-0.002462382846047001,-0.016662338941383668,0.008387038690021503,-0.017193513192861953,-0.07918795616740491,-0.057680977477576764,0.08424683428030011,0.011859427289242202,-0.02632317845607252,0.0029767855811291886,-0.0041523399874755194,0.028542786325793594
LIPH,0.03526748641722921,,-0.02468573442617261,,,,0.06970601345263636,,,,,,-0.0324268215309767,,0.02732476918919761,
CCL28,0.01302263637399001,,,,0.03319251004288489,,-0.014949774885878557,-0.020336295567920243,0.07299972382783058,-0.01596113000321108,,-0.0238643238344683,,,0.08743637391982025,
PTPN11,-0.04360962204586978,-0.02571437452136977,0.020994437949774288,-0.0074793586492935046,0.061393508820619176,-0.07461919613664873,0.03188248596532242,-0.014781321953911554,-0.04221639287138308,-0.0541575815642905,0.03511389148738439,-0.0035788974465524107,-0.005245878693575165,-0.008804883096211052,-0.05120402298005181,0.03622679292818971
ADAM12,-0.022847784821246872,-0.01716586339077016,0.015747616262852045,0.007372087168756529,-0.03483654173198155,-0.03998226699071509,-0.07314811588512411,-0.019653765451648517,-0.0006290531675885618,-0.03095992409030274,0.028197579040207768,-0.014716960668531244,-0.060312432043581284,-0.05787006773490183,-0.11502346664819783,
EPO,0.03534910046792812,,-0.013564603375311936,-0.016090374583333244,,,-0.01753479972592038,,,-0.0201264288173098,0.060516370244148396,,-0.019535841361581645,,,
EDN3,-0.04021011401872662,0.06894944767960497,0.03442857548015424,-0.016483903137131762,-0.03421773937030602,0.016221368157018492,-0.016688035397244182,0.014129543801510871,0.057430779188291016,-0.0035781567196960253,-0.023843869018031115,-0.019287679201868718,0.03580395546077751,,-0.01276586914385943,0.0021267129099041926
CCL22,,0.016743032319847525,,,,,0.012420240730564582,,,,,0.03877662778507227,0.07166108629446215,-0.04571415401531783,,
CCL2,-0.020389157129908887,-0.003443929026249652,0.02615163572125742,-0.12013104398159197,-0.036943376718718786,0.0200574730478211,0.029825244245841372,-0.0005687640764735038,-0.13181373016123954,-0.08396590066600894,0.006115757650634668,0.06756880315937933,-0.08773276279630728,0.098990766062885,-0.07388253770243332,0.06419288944454567
DSCAM,0.029772512472438194,0.023313875801204753,-0.007624962136139268,-0.033110821280632266,0.07407936791767597,0.008579560346914884,-0.04029624917030726,0.03122941598039456,0.026527866034522663,-0.041045716108964445,0.03137443701288584,-0.04836602008252905,-0.05676870645346306,-0.00575160405000603,0.006866587952047399,-0.0837008182809008
GPHA2,0.0002458167093741152,,,,,,,,,,,,,,,
ANG,-0.05293408049594205,-0.006093548111909856,0.08180003315114763,0.024775073187953956,-0.02064851628866437,-0.05407691619288213,-0.015160907947822823,0.00915783530800779,-0.08493714050236151,-0.07141107794387709,0.12894965790553045,-0.003833285130068303,-0.008084344532869514,-0.061641315097061854,-0.0019147462988982392,
FBLN2,-0.017916493631126625,-0.03314165155974614,0.11699484906879702,0.06271695905040868,0.011357442365189305,0.017750448932458723,-0.011095961555702225,0.035671972538783285,0.00942402920696041,0.03299817203407067,-0.04293436387125936,-0.03839357339561155,-0.07384114471695315,-0.05787006205085168,0.032263279473999026,-0.043025491413953856
VTN,-0.027483404385040006,,-0.023154422891460386,-0.01622252100607935,-0.02746890794122043,-0.03165234458982315,-0.02880770675520479,0.025972653627806756,,0.06487632136717215,,,-0.025296277811034086,,-0.027303042013654452,
VEGFA,-0.021970616737807924,-0.04558694408293337,0.09149434871673665,-0.10132551323558413,0.0030168349872618087,-0.01962508077605853,-0.034642369260731505,0.004712339818459304,0.02228992920987426,-0.18415572940778557,0.06873552138069013,0.04937891553719178,-0.018328047696491125,-0.0992971881551857,0.003459368198736124,0.003762242688989277
F10,,-0.02080202607330275,,0.008841283683963957,-0.047767806841513556,0.05850981147380332,-0.019226528911784137,-0.0016381708696098021,0.03516216361520749,,,-0.025629392143534588,-0.03383481771568291,-0.036082239518644685,-0.032343345004211446,
SERPINA1,0.015542142587312825,-0.04559424744282101,-0.0017019580008191314,-0.06601199576093653,-0.00796751758939068,-0.04028148721822719,-0.041993398342940545,0.03884439602584932,-0.10709863329363795,-0.023632971628721855,0.002612057099722517,0.010020750788380477,-0.03609891802490767,-0.10187742879592684,-0.06231695834921002,0.10902048344964595
VWF,-0.0015639351303011481,0.004013544828674475,-0.03132479343990311,0.06339399590636835,-0.007619938325168869,-0.049282921077539975,-0.011589793741588864,0.03846492086115202,0.011613698787438825,0.05141997691015305,-0.0024172607844723413,-0.013140682502136684,-0.07273877737740592,0.06463124955075493,-0.017566494241920392,0.05623293722807086
GDNF,0.004923932570949841,,0.02184796610584934,,0.017407386743403818,,,,,-0.020126427249928077,-0.02657332603567049,,-0.013462716364688819,,,0.06528662637616656
VASP,0.003106092754235626,-0.019601119459834438,0.011795938433535732,-0.060170304955208455,-0.02600253411516283,-0.04076842464894512,0.04517920320656339,-0.0297425891741615,-0.08947081483510465,-0.02654790502852467,-0.01727700169205273,-0.06464727809610417,-0.06311630636204095,-0.07721718252691612,-0.041379780577654075,-0.059310025579454126
ADAM15,-0.025837221946576845,-0.011412406773917902,0.027051395772606047,-0.06695760841923501,0.0192849639815574,0.033958681879850974,-0.03227904251493248,0.013912526788348789,-0.07098336765899421,-0.015238276419994083,0.06679639234562104,-7.555122811165987e-05,0.02392462555530639,0.1205175283113776,0.07781970319373584,0.07998115505879831
WNT2,-0.006360411264582155,,,0.09731701794092115,0.04599761514556467,0.10779643897267661,,-0.023073052505633514,0.004567182091549857,0.0351209964217251,,,-0.023457145013128806,,0.024363057821954318,
CALCB,,-0.002214585931589922,,-0.019595132321915485,0.06645435419248447,-0.020756753438200857,,,0.026288551310398426,,,,-0.030515834003052092,,0.00316149879710102,
OLFM2,0.07848215243233671,0.014275874425227963,-0.012155313502359497,-0.021980321589399637,0.08323504339928617,0.07287350999697184,-0.015799220071274798,-0.0040439424787736804,0.047066713380359185,-0.029122251765772877,-0.022803343319157687,0.06272895432220113,0.02665814997721307,0.015106030539813561,0.024545759059560492,0.06233408911602264
MFAP2,-0.021067166552242958,-0.02350283627370857,-0.03564292619549665,-0.026220996400934046,-0.009344729310816143,-0.024634410029129326,0.0002001248444251272,0.008847381141651331,0.03337255392053153,-0.01870740633547054,0.024078771139174532,-0.07135812880934071,-0.030075506900414342,,-0.02511234448385672,
HLA-C,-0.003761154375621836,-0.050033221367782245,0.05088237053934233,-0.04686251738044235,0.010993048073678966,-0.08566185666980447,0.05658481511917765,0.07822624325537289,-0.1442740610508249,-0.12590174820101138,-0.0406355056090025,-0.1000459995918397,-0.01806029407729648,-0.07492258639082984,0.08231248283587099,0.010814800812781186
THBS1,-0.05161629874672639,-0.006864898200403154,0.014383810249201538,-0.0902293056631637,0.046838595974760866,-0.041402284917638636,-0.03434395435803347,-0.041132843988362006,-0.07763372520061464,-0.01348042049318845,-0.01095351857440096,0.024838034202688163,-0.0400383401527811,-0.06545966310155037,0.0386669427102897,-0.026797696375270453
HSPA4,0.056146093624187,0.01670177202877414,0.0009875503033485798,-0.05843105509771066,-0.0028504709226406344,-0.00765797757546522,-0.0622142373089261,-0.03517512302439324,0.031030065721293118,-0.013989613237092784,-0.021792586870028705,0.01424221806350676,-0.011335679900350344,-0.04428418649966427,0.0518168637506355,0.03299313329573391
LMAN1,-0.028268127164762194,-0.05289107551413302,0.011913612960890305,-0.05548597908301335,0.006505854263517528,-0.06580273967316244,0.0365945124464185,-0.015293977590243578,-0.0035660748902515446,-0.03706515634115415,0.05974262483059307,0.04660754474024504,-0.014475615357106153,-0.0828687577271338,0.017439042742177134,0.03602458408721286
LYPD3,-0.035214562993312666,-0.016799125246538465,-0.018451675116098715,-0.016222522401891173,0.011783439419027519,-0.03219960986151696,-0.024550130025348046,-0.026946109267322407,-0.03557804630058057,,-0.033850795411684446,,-0.03111440272384178,,0.07994940783873891,
APOE,0.004832022751627315,0.003394987597557681,-0.042762452901528865,-0.02300566555506281,-0.0498559411028597,-0.044690239778310825,0.0390748410325342,-0.031326314577678316,-0.14551759684819118,0.07398284112425862,-0.018051190234606423,-0.03171353932289568,0.008700057593305346,-0.1308400097336026,-0.0007365869525749062,0.1315292293316569
SOSTDC1,0.006406090705096697,,,0.07067169643724458,-0.002603129119282903,0.019632906042051333,-0.04241086850542876,-0.026214622298763327,0.023796367031269583,0.015352654979924775,,,0.01971083415009566,,0.029622527875813317,-0.04490847012892751
ANXA1,-0.06852234904185847,-0.02362156477856475,-0.013889474507161265,-0.07945204267870842,-0.013111725414915957,-0.07710178159780798,0.021911058309269135,0.062219343865759544,-0.12736946022486345,-0.11151427850173494,0.12865863574105954,-0.01546795172618649,-0.0046874999853173645,-0.05286136145133164,-0.010751265334228979,0.0029716626120275904
WNT2B,0.03300135632240809,0.004876614033355336,-0.043564631006084695,-0.023299273560456663,0.041947957134572084,-0.06481471305932204,-0.01805101513182471,0.03241742245129109,0.059362385082821593,0.0008616138886872807,-0.04380510202365048,-0.025125561164720527,0.04110421806520714,-0.03551419046685748,-0.03762857015463489,0.0015890549811272978
AMH,-0.011210468600436688,0.020493073987901532,-0.025639393321683756,0.07220544073410629,-0.04247183323324193,0.0721589202367758,0.017539810697641944,-0.022873498022005598,,-0.052687480169441754,0.05830581665630848,-0.023864320791259743,0.055439136883696845,,0.07335990937898491,
GDF10,0.000423217982487474,-0.018899290687175257,,-0.022322911618971437,0.0037118209229139083,-0.03344629499676723,0.024021147074595302,-0.02085512586003732,0.15625559472158804,0.11927779286513324,,0.08871011390361637,0.11038524391591956,-0.042381198561620655,-0.039607512589759336,-0.05890408443792069
EFNB3,-0.021447170176995003,0.005909303379538985,-0.004293684015644945,0.04727961201675969,0.04408756504527973,0.0869199510465934,0.02099131226755798,-0.012054687434923316,0.1712655023865377,0.10018523153047212,-0.051344840696272986,-0.0813665765175733,0.0733230823278601,-0.018685417154655243,0.08032187595696978,0.04591134346245114
LTB,0.011861581982711202,-0.027571894318316286,-0.0037046413429475365,0.03889352462061035,0.05322979032058107,0.02558868310299725,0.007020665219969885,-0.01376590090618812,-0.0562111927903261,0.03970797845599187,-0.012116768601114996,-0.057493573583105,-0.022856972337115467,,0.01737223886662857,-0.0262950995153139
ANGPT2,-0.04831163500215321,-0.04302671160147043,0.005802811354994464,0.006687269719352017,0.050226909285169034,-0.08098304942613573,-0.0280326621332617,-0.024003039849374276,-0.09511675341682281,-0.007276071286676664,0.019033793736854022,-0.06770012952394719,-0.07241293452115251,0.005741818587847362,-0.010386547034700665,-0.0013677896733957286
NRTN,,,,,,,,,,,-0.027217201633543214,0.04067550631397222,-0.017395264970770773,,,-0.01822696177378412
