,UKF248,UKF266,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH916T1
PROC,-0.02751156005078024,-0.007242176354368937,,-0.022949719345738875,0.13618662088323605,-0.06389634002737342,0.22818466897540346,0.027292445271698416
TNFSF11,0.30932617518079125,,0.033448965972892104,,0.2714801129069244,,,0.06780417266163404
AGT,-0.05961300607138189,0.005693531778558362,0.059775966670087825,-0.0491979723813469,-0.04675204571500265,-0.09301380423930514,-0.06804829419623452,0.04783790288736455
PTHLH,0.01865731161032817,-0.011249067757411912,-0.08664622635944406,-0.0318524699685324,0.15969265911900565,0.00412941761377366,-0.009268370695687025,0.02887070514949088
COL1A1,0.16535641501280193,0.07798882576628177,0.2841003081538698,0.18814600505901632,0.12498371022930693,0.13203546299764138,0.13077568967659034,0.02329799484514346
LAMB2,0.15682716856947732,-0.017442981572675917,-0.1625571218797909,-0.013212424760971092,0.07868326222953143,0.05905196742587673,0.09689173147550725,0.11657419266712143
DSC2,0.07767228956064659,0.03482707989478212,0.1265436146627228,-0.03541412371497409,-0.039175759929671324,-0.005205957195399509,0.05008464550739662,0.1301222970224333
WNT5B,-0.028617467431899562,-0.025075415990250146,0.13460270642748606,-0.006555023282484728,0.026416255411375184,0.08516871538826476,0.035580922436551476,0.008800475981721964
LEFTY1,-0.03183875807958836,-0.017509299544200913,,-0.024265049536309802,-0.007603574895981861,0.006344985340596832,-0.03488541581627084,0.05001849297276658
FGL1,0.002497018674678864,-0.020416503539284543,,-0.011622141832738497,,,,
CXCL5,-0.021917203720655802,-0.011269272044692177,-0.031513646531416625,,-0.02053381072162461,,,-0.017326063448234525
S100A1,-0.08258438081674704,-0.021454356235663975,-0.05154159160036363,0.0003238785157328566,-0.22511159736569775,-0.022470921100235554,-0.07086613176482055,0.00813927213701446
C4BPA,,,,,0.02045411234157957,,,-0.017342482619294587
NPTX1,-0.047187693974639525,-0.0322909403144849,-0.007025624308483684,-0.004964053021113665,0.06514156955482539,-0.06561583838451929,0.057486696166836125,
TGS1,0.045493900161028014,0.009473952392489311,0.1046086329532078,0.01451053611544204,0.1088593122549854,-0.12257459240612502,-0.01242061721321972,0.03198792060333754
SST,0.0201531465455884,0.015306020426996561,,-0.04333599939263376,,,,
IL34,-0.023841792946520998,-0.0021787114363413275,0.008260059480902408,0.03189600643602507,0.08001315576774724,0.05953097987208925,0.08396734825610637,0.08870356391125961
DHH,,,,,0.02167600537639906,,,-0.0256128185472632
XCL2,0.07599688031120158,,-0.023361468451860736,,,,,0.07507915013818948
RSPO1,,,,-0.01072753226799983,,,,
TF,-0.043065404270777034,0.0038103334931141202,0.0035777840161873658,0.05810933335227785,-0.29677586155402286,-0.011942679405720327,-0.10289145078152913,0.03319238426055423
IL33,0.002204199286005082,0.006923434195372485,-0.12749198724992186,-0.03322977926134599,-0.019228311174425812,0.012875816698302586,-0.01560318106977767,0.06982045751364702
RBP4,-0.06331842738999395,0.04804234075797901,0.09584301903360505,-0.0013064447732918474,0.040829531796831096,,-0.009622118940146888,-0.005296081886699994
CCL19,,-0.014393297437283454,-0.14345859531903465,,,,-0.020083321266422878,-0.0331540409355763
CCL20,0.008051501716370655,,-0.08613842491597351,-0.0105714299462793,,0.1157328887537777,,-0.04152461097667683
NAMPT,-0.0018618523068861992,0.011942767275538316,0.08189060770360744,-0.03219250727745402,-0.013799247656500105,0.060482150573461305,0.14222261348925175,-0.05897507048177051
