,UKF248,UKF251,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8812bulk,ZH916bulk
HLA-A,-0.022081421141827078,-0.002701431121622202,-0.06033074073631614,-0.022235612080752854,-0.026822718607388826,-0.04495976678118349,-0.043081700391807184,-0.06715076152134307,-0.0004366535131445297,0.12983187359674947,0.013223031414485956
CD5L,0.029062243478453206,-0.03630270324327898,,,,-0.023856391163660833,,,,,
FGF18,-0.00711729597723817,,-0.026580015307252326,,0.013722038201919562,,,,-0.035238845942704135,,0.03889049076989829
ADM,-0.08561856107602774,-0.01887027570951491,0.009548427192191535,-0.061124946176262636,-0.08848094062433354,-0.00992726142565392,-0.02132154807719018,0.046087213591943954,0.006007526230039636,0.04777378476550928,0.06289390518389178
CCL15,0.02716458616799301,,,,,,,0.01914355884489621,,,
GNAI2,0.029617671126523002,-0.06388805005503538,-0.04220751926745177,-0.048041316969644955,-0.033989292299388955,-0.02567458645486521,-0.04600130849014939,-0.018916930366077167,-0.02567289803336817,0.0198117392816139,-0.04513123345028008
HDC,,,,-0.057810534156623676,,,,,,,0.09462655234404564
COL11A1,0.03490388888141067,-0.016251332885317528,-0.00017834657429081422,-0.017752089298280822,0.01722903673941278,0.05812263996581205,-0.02475646724358374,0.043837393442633085,0.004150147832939333,0.0266717452048071,0.020454384789402442
NUCB2,-0.034588001084220665,-0.00654191915279463,-0.05638502175341771,0.08317970519693443,0.03233841573080153,0.04092617417042628,0.03305891404548376,-0.05471494934385235,-0.022612384049674163,0.009778929692514088,0.05136103675767732
FGF16,,,,,,,,,,,-0.021272195367832956
CXCL1,0.01674469507067057,0.03450753510725163,,0.0074909759314756835,0.02980582390837138,-0.05213469648636676,-0.015725740999634575,0.08385033460820603,0.027133093598929906,0.021182132721188136,-0.044571239989728756
VCAN,-0.014715161555635202,0.004746825095565716,-0.0391485568761299,-0.08240843857970973,-0.03471396942316287,0.007036813765513487,-0.05270001149332831,-0.09474424616141115,-0.09748972492840467,-0.09941495210595704,-0.0688440452625135
MMP7,-0.03482534768355861,,0.022632491214781572,-0.015540169182805784,-0.016484935420328826,-0.022487930912668434,-0.01791638493285339,0.014592817139186856,-0.003039550443979116,,-0.04974521335912533
PTPN6,-0.01595287644198978,-0.03079683366995614,-0.014896261757709103,0.02142947528653728,-0.03514161668545995,-0.08709437244156644,-0.023249672299851597,0.14073169527766438,0.031204769739559306,0.061992590201180364,-0.027402089806054564
PTGS2,-0.027005273978021653,0.04037579984987235,0.04375905626696877,0.08773730136527456,0.057256687887570934,0.022690008976084357,0.0010792403452867425,0.21463648598494708,0.002410774266853166,-0.002912205664126294,0.015178654655924478
XCL1,0.011016712504322134,,,,0.03632472327846074,-0.01136657340877203,,,,,-0.038419807889529416
CD58,0.023864219561573113,0.047698301713602,-0.016475393976125297,-0.05000826166917864,-0.007018440791284936,-0.05775946131775036,0.051197195334071965,0.050314294738683006,0.031755400867116694,0.04784715850609847,-0.06118698767225985
TNFSF14,0.010070256679957633,0.12488732256334971,,-0.020443735836596044,-0.0005483370883796825,-0.05499771970431197,,-0.038443290037533454,0.0025256138515489424,0.05436014031640651,0.016497468097738433
CNTN4,0.01864838672468058,-0.019033200094242777,0.07964454122772333,0.042657868305843956,0.10966073577012664,0.0165598932740441,0.0160609212690205,0.007106588689401268,0.01513450646711739,-0.024786920810782993,0.034780746884118856
INSL3,-0.024574387699462897,,,,-0.01900886435392683,,,,-0.017470187042405917,,
MFNG,0.009736970523743334,0.01962670756807599,0.0002459231516171446,0.006323693257588502,0.05151538592478278,-0.05672506258010594,-0.007040362536700804,-0.02629229520589051,-0.02939661964927999,0.01389313687271962,-0.07620705818947225
ICAM1,-0.05908915375913761,0.03892708457551022,0.008916053787011014,-0.02893274287018224,0.03971721463670871,-0.055938178247066185,0.03032460216003774,-0.010476424235037902,0.0036627905718643883,0.030535727069894308,0.00731523063074528
PROS1,0.047368957603275544,0.024040608492104272,-0.038589687539727024,-0.029591729956786328,-0.05711068764227048,0.030416498034305607,-0.05801934996116455,-0.017168723505883506,-0.03330428777784175,0.14120628168023983,0.0036375148676193966
CLCF1,0.004190193774154935,0.03507270513591716,-0.021890633828182855,-0.023014166413341197,0.0077522947452605,-0.006717792881575151,0.025955770728151955,-0.03580843737116856,0.016581506221066945,0.11825644607316735,-0.002364054724187854
PSAP,-0.058024372617149,-0.020107366913583696,-0.01294880032905182,-0.021366322535809786,0.08631033034973068,0.0010914907221547718,0.10297429396109957,-0.08707598596831623,0.03615166798555931,0.00485656027561727,-0.06867288407776657
EFEMP1,-0.07292805686825089,0.039705731509324736,-0.040513561539689096,-0.039226276997686355,0.027394962283421417,-0.03383179912864382,-0.03821237075458609,0.06496576202049958,0.0032021006105516715,0.003931595576189645,0.0015423339326215714
C1QTNF1,-0.051965113198581235,0.03332641657487227,0.02918748127884644,-0.0001444828537725696,-0.03630730920440629,0.04742544576204679,-0.012780840983945201,0.05659112693398137,0.020705797910585775,0.09504457805186015,0.022269924199896037
ALB,-0.019526525954515504,-0.03207412572117182,-0.022525487942928125,-0.02606667861292536,-0.020752694147975134,-0.010933863066296155,-0.025078947060753556,-0.0028427285444266375,0.023207485892307467,0.015166353376939333,0.018895053112433155
CCL13,,,,,,,,,0.00021492678610434988,,
EFNA3,-0.060133631783975745,0.04580600569875401,0.09272806572981612,0.0960999731172068,0.03490125116997834,0.09284096904070525,0.08192417542564179,0.014377353801469974,0.0683418954543152,0.003133439739424813,-0.07687625466198657
DRAXIN,-0.025799449843808546,0.12744654691206955,0.09058275696471939,-0.041019803564237074,-0.1151582362273381,0.040675559743084455,-0.0027928975936701733,0.02279926158319966,-0.027653244284483947,0.03490060775696082,0.009196781196504897
RAET1L,0.14337203462850853,,,,,,,,,,
NPTX2,0.03219924464013825,-0.02347060940373008,0.043981362967216414,0.06196675946885999,0.13981532583363201,-0.014796265849308899,-0.006999806024175892,0.037774174344926574,0.03361584493011414,0.0795074449777535,-0.018777918856065574
FGF11,-0.048249639653441825,0.05002180936624273,0.0623019480522747,-0.01217412897558638,0.03910262067723577,0.03832019284292883,-0.025201319877862557,-0.08855737852788025,0.008422672866854374,0.02031125106505702,0.04465068626004001
CD59,0.09399009261211615,-0.05732399077562693,0.02445220201478296,0.07126244931819238,-0.007335325406526349,-0.0024341189887736384,0.012726299175065308,0.019769086112336635,-0.02908161311831895,0.029781993486123048,-0.0008847704499027041
COL9A2,0.009201281979598413,0.04477599730512111,-0.02053907009437457,-0.04508723570789432,0.003803613954529417,0.00582275851232331,-0.06625605525594225,0.032299948728554025,-0.044695732762597654,0.059160872381658056,-0.030201316949614258
DLL3,0.07945502347960097,-0.008005806641713561,-0.03393438752291505,0.0016273960192107412,0.04998002844383285,0.09950229540926872,-0.02267011569295478,0.046960592918208845,0.016733869688858295,0.012591704696372129,-0.011488953385881016
FGF5,,,,-0.020756749438306285,,-0.021627822403366578,,,,,0.006079349351241239
LIN7C,0.035024575400703695,0.049095330494148326,-0.0014017752924807454,0.027659101585285093,-0.009000999304569017,-0.021287012955540963,0.07446715530604808,0.004856670885833685,0.012216301070213553,-0.0007485890536816637,0.0265434947998171
GDF7,-0.013081114246573619,-0.00418685365907596,-0.03217614983988047,0.008710272685784433,0.02246587605347414,0.0652906431645757,,,,-0.03227388416657437,0.04903803520755889
PSPN,0.06597329270051672,0.009718059681208436,0.003066621812362177,-0.0023980534467824438,-0.016304889477444583,0.019465432545129786,0.039420178313596906,0.015672912642540004,0.09365864759300613,0.03514689302588304,-0.02249453952785877
ANGPT1,-0.047563923999300546,-0.04033620465422024,0.00026844503523368177,-0.03712089531359725,0.07782754115107811,0.005695110920171675,0.00019943218206664096,-0.003863068729859548,0.020342181215319773,0.0959599501800893,-0.032115212459102545
PNOC,0.009610874886373117,-0.02586373224110503,0.0909212908441609,0.11103323318441514,0.07158975672106517,0.05014470879234235,0.12989076311870154,,,,0.02111161388880447
L1CAM,0.07075240331730107,0.02644720350173658,0.10013303677350473,0.04281229406401758,0.08098920366448248,0.02626264824997218,0.11986357497220429,0.03603081048672057,0.01221522105118831,-0.03153146137937519,0.019981643031577415
APOA1,-0.001718889177128401,-0.028284467777237858,0.016794641921113688,0.04161296925964777,0.04172096879340408,0.006443867048926941,0.043972053148309,0.008992102729675589,0.025904358771188934,0.1379731250295968,-0.050003704757558505
PSEN1,0.008947232674350863,0.0500147557045074,0.015154521584079985,-0.03214893882253403,0.028204062858687495,0.039213096085835536,-0.012564633366413336,-0.0752256493724661,0.04367468659537974,-0.036064809077749733,0.01729541245513183
CALM2,0.042733525270879515,-0.052902942262385816,0.061129280028699925,0.019763683386094192,0.07366992034704191,0.07658852080618304,0.07293246049696757,-0.041591062818540615,0.02208866400352797,0.012525463153308396,0.012323784950171147
CLEC2B,-0.05417517032492568,0.04339209702124798,0.0037372920111436335,-0.006170760711738733,-0.030810741531086906,-0.008028499241101099,0.021267779083404388,0.058812128983917134,-0.0017828590086127218,0.051572343483476016,-0.05991034872067532
NTNG1,0.055378954965983745,0.05803806030915735,0.034318517779991224,0.05763973405416462,-0.03320135658306297,0.056713116833693296,0.007576203230956334,0.02327829824198748,0.03303943286270994,0.01573428135832474,0.07086464997455778
LRIG1,0.059177843661214174,-0.0814832421309909,-0.046500844038695394,-0.03355205419457108,-0.0241425338023542,-0.02687659457693123,-0.04193705790248647,0.015474506638147048,-0.032523117252813344,0.10620831272296648,0.062089585330259885
CPAMD8,0.016935547019269435,,-0.027891855420653807,-0.018777273239269015,0.11011955102275697,0.04302868855696095,0.0417520543968016,-0.03230329307190424,,-0.039600649854440874,0.018697178339645903
GHRL,-0.0006893624044517734,-0.025905610472289852,0.0063065898540039305,0.03536098823581616,-0.004089739230793675,-0.02412120603538847,-0.01479433860936232,-0.04352286444055269,,0.05053240950813707,0.07801613410072307
NPY,0.08118586088721814,0.006630136793827022,-0.009400527171351175,0.09617540601949134,-0.012355390537387314,-0.005538086632053672,0.10234630511209776,-0.03772325098990176,0.0164929694142548,0.0401448699633928,0.03822230211961275
MMP2,0.14387314743454965,-0.011443072074454837,-0.01392206218458704,-0.00866733636264381,0.03495290019411527,0.03252252197053066,-0.09552064228556162,0.03215787825844333,-0.02570653171490496,0.1074125989578999,-0.0598949414230438
PPY,-0.032280038850542085,,,,-0.015409865088086639,,,,0.014228337987906407,,0.020623892521461563
ALKAL2,0.09068749678539874,0.12288675316223363,0.03499043965463011,-0.0032717022152026452,-0.014532235776215765,-0.020285174274305384,-0.020754779157445533,0.03622926313726793,-0.055355147769651086,0.05127072512255337,0.028677236480369322
CSF1,-0.01770349946273038,-0.029319312291678612,-0.013334796533090049,-0.018886794005017596,-0.0021702454134501677,0.014136531371133505,0.015131571459811014,-0.006085337879076253,-0.05406488952833529,0.036412700618321046,0.03069667445476147
SEMA4C,0.07713313642614412,0.02093880286015099,-0.02901793089125579,-0.06754312508442244,0.005751459096116244,0.07211828461884937,-0.0020103831426084213,0.019682622079600327,-0.010223506178624064,-0.022613392205710035,0.052024288078250894
ICAM2,0.10063580660704144,0.06626166515600897,0.030397182066085347,0.048286465750237456,-0.02568573677541706,0.10414094488285464,0.033451620127407385,0.06593645799793196,-0.00037459207618159834,0.034333600215436216,-0.01351904695455166
SYTL3,0.021989175836992014,0.1265596918956698,0.04044709797347906,-0.02405723696842561,0.016563849644358312,0.037055578266285374,-0.03619251458105252,-0.025757345228439244,0.07246647851509021,0.019301346065660134,0.007806044111590375
IL1A,-0.019472202409619863,0.00809527454058602,0.016268211048757305,-0.005315957788849778,-0.006956025384788318,0.04394311145829084,0.038618188080459685,0.0539122709899351,-0.05286620892844242,0.09399985565931594,-0.03707766465749442
HLA-G,-0.029457562635654116,,0.11196172563895718,,,,,,0.11828405701456056,,
PGF,0.07788112694471415,-0.0324027442148364,0.030494627265379454,-0.014172216964556162,0.057680309374875595,0.02871249881965282,0.045468526513302555,0.15096515911648084,0.06915250324808488,0.012039532595485044,-0.0033320904779686
LGALS8,0.031188145763888196,0.036784246061084366,0.0088860636320322,0.016079092058357527,-0.00019754182640106184,0.026897003617138773,0.03885579644143459,-0.04758435502427768,-0.010165436175330644,0.015564329499911694,-0.030411252398962887
DKK3,0.07552024152469465,-0.13817427189920806,0.05032158814377507,0.10831870558515523,0.0416275238712483,0.07557621732499947,0.06282520439683273,0.13047864036240506,-0.011377683137660853,0.03503306628846055,-0.004191102484150326
COL16A1,0.0670500254027527,-0.02770122940969969,0.041644939844248906,-0.049584973676732653,-0.017114775591915557,0.08411944048762725,-0.04064330607146193,0.007641550096301558,0.01098409525441858,0.02104520148886496,0.052303197077689365
TPH1,0.02595052065381078,,0.0023138993441622494,-0.02232144051055863,-0.018764194157635562,,0.009635493892316351,,-0.013096422110870035,-0.03832213927524841,-0.04871835022479766
TNC,-0.027219811786406173,-0.0030922744125208806,-0.06400815825877748,-0.052830004245209575,-0.07653537197238952,-0.016035962838513357,-0.06949166125610848,0.008576434645872653,-0.01738741959761254,0.10333108318919831,0.0008467544498381845
TNFSF9,-0.011022457335736265,-0.015537190608187566,0.01866583013393571,0.1482977029480592,-0.012631501984200263,0.024596966774581005,-0.023668339904944293,,0.01283625023593372,0.008273731373909231,-0.022894009523711286
C4A,,-0.01615514682641738,,,-0.018267622123037053,-0.02602751495730349,-0.012262829449998694,,-0.023296951307212613,0.10321204419644256,
CNTN2,0.020473163844564105,0.05037266616092018,-0.05769044839911831,-0.0556329297481903,0.04143720515283442,-0.05035010138632585,0.0016381637976170668,-0.08074022260125246,-0.011885302192457535,-0.06365343468945002,-0.02643278256771173
F7,-0.004786576268539682,,-0.015993709249480993,-0.018777262325289684,,,,,0.00151416756979159,,-0.028923228218537246
LUM,0.11599847477303421,0.017201490945673425,0.0014698289912273258,-0.03107542125794119,-0.03636087499724751,-0.059584430690888916,-0.03939742599081002,0.09368005198101131,0.03136203897659261,0.08383373275637543,-0.08337415322281704
BTC,-0.019143678707596812,-0.025279935478437744,,,,0.03781024274804279,,,-0.0009691975876137556,-0.02308737150987319,0.02511936028717594
APOC1,-0.0469543966721854,0.13446287269233737,-0.04596607304553133,-0.026929029401496624,0.004227074271885133,-0.07229265185461588,-0.0678783554042351,0.004796429930312198,-0.041045962299632095,0.0927833650871,0.014896978928859515
PKM,-0.11598519583292165,-0.013585148822413767,-0.03122929431422975,0.00013410530182831682,-0.04755530680110284,0.015951631598054655,-0.024771746594441417,-0.04350116730944191,0.017951507311827774,0.10416717001227171,-0.02679570856705117
TNF,0.11947671045059056,-0.0003135895722975882,0.007430840120054527,-0.027557962416647274,0.03446013696238106,0.0027569858127881276,-0.029129760437131634,0.032496202697015523,-0.02061137060566818,,-0.022510708690363944
GNAS,-0.03251252473558633,0.03601283068148282,0.059440687240790005,0.08705107615800671,0.013209401014882046,0.07247745247140923,-0.05961710634108179,0.05910801725751235,0.019508293162182624,0.11837435427635351,-0.04816931789236126
BMP8B,-0.026184619681182568,0.0003702608514969961,-0.03633488747600372,-0.030342863654322774,-0.02309818250688344,0.019973202790752185,0.07895410494330687,-0.025691881393862095,0.036944193660526044,0.05151910629475234,0.010462868860698395
LIPH,-0.02162932688474636,,,,-0.014728697187056206,,,,-0.020925741824628457,,-0.035894938483587206
CCL28,0.03878893326295697,,0.04388540090226686,,0.06324144847012474,-0.03233021467565072,0.019132419424321992,,,-0.018599273837439204,0.08452382802707976
PTPN11,-0.051702835153527735,0.014139171228879114,-0.05610563553026565,-0.06676763572701368,-0.07078704260265738,0.01831510246638615,0.036804061952964665,-0.012336128653042044,-0.03722963167168357,-0.030894873128005918,0.009886827188847995
ADAM12,0.06068338703329583,0.06465739100397569,0.03644272957662641,0.010542024541554638,-0.0647204203514068,0.08224721746322196,-0.03540502957725807,0.004068957168785184,0.013063510885176844,0.07620984231158996,-0.05454450946108621
EPO,-0.02906278286285445,,,,-0.015409865760730291,,0.010391539499101796,,-0.022725890038388822,,
EDN3,-0.018357174699952607,0.023293597215332983,-0.022939699531661153,0.015553151091502222,-0.02388453191706014,-0.025021541409934712,-0.014094232092244785,,0.09000008364133172,0.08757050328699399,-0.021417374478129154
CCL22,,-0.02042397758673531,,,-0.031028098430682858,,,,0.02779072609614294,0.020227980690831683,
CCL2,0.07387071138016237,0.016603671701796618,0.016905400438440753,0.056652182866644564,-0.020669341609889955,-0.04808650512502482,0.01645261253677791,0.06844963722676765,0.002281617641953506,0.003658967327290979,0.033319199141012314
DSCAM,0.02864827836782226,0.0021673335785054697,0.003421283264870495,0.041086404174334505,0.002792997388814227,0.021609684935019906,0.03641926620382263,-0.008299118257399964,0.05179568052191593,-0.04343562403498268,0.03360638350519521
GPHA2,-0.024106983855990558,,,,,,,,,,
ANG,-0.033171132328669896,0.026470859486461863,0.0022657893216085517,-0.011233854821048205,-0.02749275354421996,-0.008475759434780265,0.020144698598221867,0.011701390566414114,0.054170156723070184,0.030702494437996806,0.011407336576000853
FBLN2,0.01990616939054564,0.008890010437586091,0.020284696019060383,-0.027461164377803646,0.01255995795585182,0.07449739263849628,-0.0015723336071725431,-0.03575526947438085,-0.009638757566063583,0.011726378372635295,-0.04145114514928932
VTN,-0.004635934635808352,,-0.018415257881743054,-0.03165233814633611,0.017923375942026167,,0.046440983048091966,-0.027396533495710758,-0.025977247522474056,,0.0598579798027906
VEGFA,-0.150917295757703,-0.03473098106222825,0.05435102006702083,-0.0249887099114257,-0.02480807289467138,0.022227735342028612,-0.06737480679562928,-0.02121280194549257,-0.02575417847478479,-0.02286378940695324,0.038232825942334986
F10,,0.06142070717372894,-0.020019167349126805,0.04367278492320109,-0.016896584746127867,0.056613814719011085,,-0.029717848921766692,,-0.019974925167425484,-0.029636489739308363
SERPINA1,-0.07191727672824583,0.0461479375044968,0.012948223828010131,0.05412685195133037,-0.012797624630091266,-0.035067270160915466,-0.010801286237082423,-0.07212353989811376,-0.0619134316082424,0.06091073141039578,-0.0656969399905267
VWF,0.10642043193815441,0.03355030257567229,0.011657526017355287,-0.03881128311112509,-0.03833892346646517,0.028692799282914534,0.06232279071411373,0.050170266110943294,-0.005829905133947717,0.0782132741328288,-0.03471608863249915
GDNF,-0.03387309265891228,,0.009391151256554644,,,,-0.013950284816500258,,-0.0019702683613178878,,
VASP,0.05761148679568171,0.06414878880558471,0.012309512052504116,0.024030902153160585,-0.026779647981835155,-0.04063702380307042,-0.0005564384692254236,0.07584436773360043,-0.0007764236610846746,0.15526758828995801,0.001169695124707017
ADAM15,-3.411814361216078e-05,0.043218714176812556,-0.006561601615792696,-0.05121861952378915,0.03225315459656514,0.04054098013150139,-0.03256883961989812,-0.09027523336761359,0.03584871047759712,0.022770659067254926,0.058880356408439104
WNT2,-0.028662641551857684,,-0.030304024734690044,0.18613571961275324,,-0.036616356465328806,0.0635081257446953,,0.0042852245268796595,,-0.006440453878839523
CALCB,,0.0027259984475992453,-0.018665833888741924,0.017313261921643685,,0.0418033591080114,,,0.04736906828593497,,0.03925083605391013
OLFM2,0.0602996390511075,-0.023017695926371658,0.016729472671911324,0.0774285709419395,-0.04456181471298766,-0.004038343141469984,0.02782395516770905,0.02974822436031978,-0.0651435119284281,-0.026594500093295035,-0.006803875934041814
MFAP2,0.07423765637885513,-0.04435531106569619,0.009193942217660395,-0.0206555762946009,-0.04046925496950433,-0.028497423576618944,0.010108185495273647,0.058962417107072604,0.04087654600884655,0.13932615802929096,0.025141045195519414
HLA-C,-0.02287188007166779,-0.04898122215466106,-0.09971387924692464,-0.04799741725584307,0.02149673919369678,-0.030867627357439968,-0.06512421332180529,0.019455133118026928,0.0032731815286502304,0.08402831968262499,-0.04142268993707946
THBS1,0.04800763441965638,0.05693261254945398,0.006360982823666245,0.010254523110702725,-0.04727290953811744,0.06677536859669302,-0.03129280148027808,0.06810360652693769,-0.011721444340589998,-0.003925417500524601,-0.04610217518576715
HSPA4,0.04391665556181416,-0.00804244278372433,-0.030464895348926307,-0.01189482395219164,0.0015770584085967624,0.054856007902076204,-0.007426803725908057,0.0817696289203412,-0.0027102698770196574,0.03274504713680746,0.007049325794717009
LMAN1,-0.06435203506349463,-0.06750331248565929,-0.02980194710360387,-0.054607725314028785,-0.03142254799096559,0.01348698532746749,-0.013422155662819544,0.03954168743891688,-0.02292899881602912,0.08009591696485133,-0.004636730390363154
LYPD3,-0.02214964625666297,0.01528126673291534,-0.023144254183672813,-0.019955563999788498,-0.008585687978223552,0.026599466847797744,,0.007656651708704631,-0.027062788219428417,,-0.03278521542302139
APOE,-0.04590225174345872,0.05746170354137411,-0.0371918562873271,-0.026463959816380826,-0.004979955398222787,-0.03950213327865841,0.03466058399781549,-0.08597378640115465,-0.034929196398288676,0.0859418517590302,-0.04961361826218387
SOSTDC1,0.06476258819941982,,0.004897143829675428,-0.04165317582116769,0.015929925011890333,0.04355958270607578,0.061211168541872425,,-0.03767011651182826,,-0.044980875407185546
ANXA1,-0.022438682038824556,0.022121210706286767,-0.06425770334931441,-0.07027756092025556,0.007928121275704313,-0.03262041810151313,-0.04239011517776468,0.05099686599383796,0.04857762812774109,-0.033891718461430576,0.026869640281187164
WNT2B,0.018811923399713167,-0.0265180484657529,0.030062118399513765,0.09153022757188121,-0.04373637799906543,-0.043148440326335635,-0.02284352588081743,0.025689430220138285,0.0403309689118802,-0.0234942964587261,-0.01247341478914864
AMH,-0.04029194552634057,3.868578967057794e-05,-0.0335216134403789,-0.042584787288691105,-0.022212541392231975,,0.022440200786571943,,-0.013532922262890972,-0.01859927146563644,0.04528134197957902
GDF10,-0.025033669096210732,0.040690060606982485,0.07047843383677777,-0.03344628818808463,0.03263244177186573,0.07833355008850748,0.07884367901791992,-0.020392902900599863,0.01487527267803162,-0.023474369384290206,-0.036292709993758665
EFNB3,-0.01490355505539085,-0.0166350504620968,0.026181937131348414,0.08321066520317903,0.024585184701384974,0.03666629264923204,0.05806383996801733,0.06095502780162865,0.01403331012749372,0.07988347467018825,0.06480203267847581
LTB,-0.02555919938236181,-0.009015635223182843,-0.019157669434550204,0.13888955902385708,0.08698820920921499,-0.011682550356304293,0.0010054403750293071,-0.01353429203853768,-0.008674749137787976,0.17361192508803514,0.012777918044586094
ANGPT2,0.10757782054094102,-0.003599978391727005,0.029597892519922463,-0.044665791323938775,-0.03902774328043539,0.09748749824411915,-0.053578643986456904,0.07109620731420127,0.03237543463673886,0.061444910184863394,-0.06380256322721227
NRTN,,,,,,,,,,-0.023474377805609657,
ADAM17,-0.042107909293699314,-0.0050731637446589485,0.04588481310712803,-0.052879460827084085,-0.02672873238831738,-0.039298566525713334,-0.03701802927887603,-0.00014039451254613773,-0.041320482903490066,-0.050620530282277316,-0.0150759905077741
LRPAP1,0.03260014386774132,0.0324080746947702,-0.010480999848399336,-0.03330666403394538,-0.00906472134683471,-0.019893474374499488,-0.017010484393671668,0.021529262370616722,0.013609052369015844,0.05195569100390697,0.07444044752932204
NID1,0.05344915390420992,0.07388531416636901,0.020018147777172576,-0.024790061193104937,-0.04860038112023977,0.07723149392696163,-0.02494551473427567,0.11193155463684797,0.009059193774425657,0.10669517097226247,-0.09250582496359319
MST1,-0.04716946753371073,0.006068839859161767,-0.022803108274466365,-0.016257372665512953,0.03020430417606493,-0.0523384731996401,-0.03373332125755214,-0.04773731675438597,0.01879191427928578,-0.04447412095767187,-0.003390411457279404
IL13,,,,0.01557319626640503,,,0.045021218478296175,,,,
DCN,0.09719865245312123,0.005631761563418403,-0.06712241941339518,0.017272613368496472,0.002209861285392021,0.06965804049962493,0.02162120178696809,0.06172597386728414,0.013928609955515998,0.10568557225612482,-0.08632591180320827
IGFL2,,,,,-0.0182676240559737,,,,,,
COL7A1,0.021373671916455686,-0.01351032617902155,-0.014340390959000261,0.007467158523242703,-0.01707482086135062,0.008219567051679455,-0.03256591197250449,0.014869169520659833,0.026041925504839386,0.05301776940020909,0.039396576660247935
CALR,-0.04292524966952921,-0.013954389931406774,-0.02216679693883353,-0.04078908591559814,-0.09412172161314374,-0.040320862773104774,-0.09321637794360751,0.019914320725444568,0.01698987161378667,0.10799258319867312,-0.049449642779478664
PIGA,0.029683599056974413,0.045357716235859644,0.026227466547324007,0.000524542921365961,0.017009278295790655,0.09589211345003994,-0.021123351314403772,0.0788510707780366,0.015434271943398041,0.08431268607701792,-0.011528673597299928
CD200,0.001378826147507497,0.03073650670582668,0.020975556594112644,0.04396340565764642,0.06946457253535933,0.040965762747242555,0.09269552398063813,-0.015650084209922473,0.0331972305551345,0.0006680333955003721,0.024078080090394773
GRP,-0.023032105220987212,-0.017978133877997505,0.06728886058058452,,0.04978864043709522,-0.0271114275293667,0.010131967806460074,-0.047263191181998586,,0.03742325611221826,-0.0032436092629089257
CDH1,0.027342062537636474,0.023072742324839746,-0.02883171914876666,-0.0006245081649541561,-0.005543665761338084,-0.04503074627668126,-0.022936394798824065,0.21441446975451323,-0.004595013062763981,-0.02202004096923427,-0.015723021984401765
LPL,0.013998071174140725,-0.08478372135034214,-0.010771305917587029,-0.033224215763775204,-0.0737920684022969,-0.05580695462193243,-0.055267325971232704,0.04007761230750616,0.02236317946524218,0.13751917045699508,0.018697660472248728
SEMA5A,0.04386640593661321,0.02151592956039661,-0.02770950611360514,-0.03518686429982168,-0.0471019095798029,0.012986201076046701,-0.021244827082600313,-0.02139561069461842,-0.02815923339981719,0.0733255757909125,-0.1089223710721119
SEMA7A,0.0784198210126331,0.029469168359922273,-0.013286726792976794,-0.008571470412044353,-0.054893479424908034,0.07996442554624351,-0.019780793346887683,0.03167498269343974,0.00933365973231553,0.07031595186919441,-0.030494474637864723
SEMA4G,0.04826835795504662,-0.018006739740108253,-0.005715549687408618,-0.003213150493099423,-0.04107757301876444,-0.03299200693517114,0.014546347635205126,-0.00343383237444947,0.033899921757830305,0.05737873909368747,-0.03667480435877474
SEMA3B,0.03897663282421723,0.0366013765431854,-0.045872621024336174,-0.048871049883982165,0.03413126566948626,-0.00025754594498466146,0.0013740390080371776,-0.04412856930406417,-0.02451585826625514,-0.04861732130450206,0.059160112111082803
RPH3A,0.052855911224682924,-0.029536591495957325,-0.01144955773314914,0.09388357479486617,0.07501046017523481,0.05787860006540165,0.018028320662817298,0.004560189733213608,0.04422039577392507,-0.021189579799159267,0.016712247756346353
JAG2,0.05045496450084708,0.11910721533838038,0.04489461097881513,0.011299914642396464,0.04771714010378163,0.04132374694795984,0.06013271538875829,0.029094811562921062,0.040016685994016435,0.08119724060924649,-0.0345108905149746
CGN,0.009490171263924662,0.0033338659373970112,-0.030304034255926718,-0.011884632892555012,-0.01620335878076556,0.08804858067651246,0.02763435694394977,0.017622503420685002,-0.025064604708006255,-0.006096797386094281,-0.04517057698656191
GDF15,-0.0206655579747789,-0.015984301699267393,0.01859619623991098,0.007467483104805654,-0.07174561596192931,0.11163109769177082,0.006209009593789138,0.027941726988662725,0.07904204470869941,0.11076176341830074,0.0651928722655886
SEMA4F,-0.02296904254129732,-0.008346732467673389,0.024081110511389364,0.042095275094325486,0.03425265750241562,0.003992937254238618,-0.032717408054353095,-0.00515882310429562,0.006030749872205381,0.04265816516208064,-0.011896593177587109
NXPH1,0.06081677759896008,-0.03129527992242928,-0.021647983769236514,-0.037513106817392006,-0.0034875737253494544,0.07437599781568364,-0.03821785170078153,0.010131692036587705,-0.07219385569178176,0.04732185139007377,0.012169878774163128
ARF1,0.005909227104014187,0.009684960446184934,0.0218777896920883,0.040665258426241906,-0.03642880304092601,0.02242138341532276,-0.0074062969643261135,-0.03307650816815506,-0.011679518446807433,0.06213370024876928,0.00409540970431446
DSC3,0.0006635502830497149,,,,,,,,,,
EBI3,-0.005158465348282093,0.018913316248176777,0.019042441808185016,0.05037144934106804,-0.01401129699387336,0.028663569748068232,-0.026674921399527565,-0.012792570649832082,0.028007293008561977,-0.01268314626472535,0.04218008058492908
