,UKF248,UKF251,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8812bulk,ZH916bulk
DLK2,0.013906590842799087,-0.017978130832567517,-0.013198347183114367,-0.008679330967367638,0.023729384555601734,0.03474335555471183,0.017066327679940967,-0.027874900516959938,0.04371403748703128,-0.019067944350722513,-0.016174611455699612
TSLP,-0.011458366222605983,0.08459642156124225,0.027737579284480382,-0.01856464139118955,0.08452232314922391,-0.027463941772515377,-0.01623580080731348,-0.003582965434242631,0.0003862713848854083,0.032668803491775505,0.013844866252730813
OSM,-0.05227529548007589,-0.0019600106798904012,-0.027290360707223082,0.0011601898775974943,0.01067876924349329,-0.02371420133350389,-0.034589039962938314,-0.02460801160610423,0.03712877120269395,-0.017551709452914944,-0.0587490324379461
PRND,0.025501285529624735,,,0.0450434950952082,,,,,,,
SLPI,-0.09727846153854426,-0.026819579687575184,0.0071231879946118005,-0.031006810548006546,0.035972587954572095,0.04084841518803031,-0.010251106169833098,0.06287573087217907,-0.07589344413656803,0.115842004768559,0.05946158551738879
AFDN,0.024520454062889285,0.021821469275274376,0.028290824130120178,-0.03410805773800047,-0.04040169133381708,-0.014286138378199422,-0.03588531857142621,0.0020105735632417847,-0.02058468036088648,0.06894643619251259,0.03037130723683784
KISS1,,-0.015632349235498905,,,,,-0.013804926778507975,,0.025789685464434192,,
ULBP2,-0.005446274495010458,-0.03980109598940175,0.0876129348251551,0.024432154245008022,0.007915274119553076,0.007589405122836099,0.022777916372538013,0.02349513285483939,0.05652025923534381,0.029524855951111185,0.028962426987810545
ICAM4,0.034372004807160135,0.11172750280148305,,,-0.010644676377656643,,,,,,0.014573132603021507
TDGF1,,,-0.019637879725062077,,0.048847876767770027,-0.03467392457627518,,,,,
ANGPTL1,0.009094884719358263,-0.013780356827539007,0.024155203348104816,-0.04161670189661461,-0.015561028763626698,-0.03312214812242843,-0.017916384710839735,0.014516657309060871,0.06042373753609371,-0.03947411575758709,-0.02563093510327852
LTBP1,0.02892395770864209,0.015004932898169239,0.01409523198523148,0.05640928310944524,-0.013483263719434561,-0.019498937335377012,-0.03052895740601727,0.030472015120936925,0.011214223921717465,-0.03702347204013006,-0.03332260273882414
CD160,,-0.01861795060247656,,,,,,,,,
NTN4,-0.019338932785406538,0.00024076403976472325,0.03348927909117757,0.025271041735448606,-0.005332001789790661,-0.0335953102073388,0.008836638889424523,0.07417377779206948,0.04444895143644734,-0.005711344551931687,0.03900786027788032
APP,0.0016208531344765135,-0.027161349593798907,0.030715762779652163,0.04116261410189817,0.04816738963539332,0.0031909466947681263,0.020007320653122173,-0.022773812422741787,-0.02017473145904002,0.015018371602406077,0.0006659438681213539
RIMS2,-0.011025216307201581,-0.0131695510462743,-0.05792283771620148,0.045848252202916134,0.06817584881671367,0.07624424854005932,0.04312033033530265,-0.0441637143856557,0.08091825145002778,0.060562026827436166,-0.03685249693979622
WNT7A,0.05223001225298743,-0.0377077685649029,-0.007541311450325458,-0.050112854614042496,0.0024705780716343193,0.1827872076302032,0.006285480826060291,0.09674876319279152,0.062181090632380406,0.07430114987663824,0.029017495305230546
GAST,,,,,,,,,,0.027661256953342338,0.053130550763334866
GPI,-0.0738162969089349,0.019983583500005554,0.06980326988015548,0.07600021389414355,-0.005599044075300545,0.12110698842686936,0.06698755963420819,-0.04743736104546149,-0.016153652695318554,0.08548445580989181,0.020646030231876764
IL1B,-0.012828540294016765,0.045014062662996485,-0.029562235591081145,-0.012258879454277711,0.013526087255507002,-0.05177603768213433,-0.025445793890754704,0.023307291384241906,-0.004891809249837453,0.008946403836223471,0.04025909152951836
SFTPA2,,,,,,,-0.01106317603177777,,-0.022435292027269915,,0.07089166407857934
HAS2,-0.0502313690382129,-0.04083339757963754,-0.03104641770156405,-0.01834667122742204,-0.03488512637656863,-0.04814287527612074,0.04005916768529876,-0.010372292246676301,-0.051952854280864075,-0.024654781882276718,0.003542057164650469
IL11,0.019152840965550495,,-0.020792756277922497,-0.002461382408255113,0.04271705960713324,-0.027463935613584838,-0.012425177343150096,0.00748446623106734,0.07132362312372503,-0.0216849234552303,0.03525053957324494
SEMA4B,-0.04592578578307883,-0.033004752225767334,-0.008530172569601908,-0.04203925469008247,-0.02177599775843766,0.02817851532238073,-0.03380911547984842,-0.024878972525983006,-0.049567200036890205,0.09240136351259881,-0.013516021905736792
FGF12,0.03578780284475436,-0.002608592259495425,-0.02167795136486278,0.06918259440630899,0.0522607010304053,0.041834890038602815,0.03544013628287428,-0.054705699655754406,-0.02590773968232205,0.0024753260974601813,0.0013293510870719693
CP,-0.0552900236635863,-0.03271129311735435,0.007470833309330993,-0.05180531127917984,0.054560140656713677,0.0006480821218416597,-0.008657022837610481,0.08432901434891586,-0.03646244597880671,-0.09277220668327707,-0.02781807835936354
NLGN3,0.10260190783741659,-0.050922206680202316,-0.05543448868090623,-0.05301195160090049,-0.013915407564990934,0.0077114734516144316,-0.06466337359221773,-0.044295634866953676,0.007651716382499611,0.013087709718889385,0.010788872553175004
GZMB,-0.022801329099958977,-0.01639358966341898,-0.00981194760890251,,0.012943665574573417,0.07509219417987614,,,0.039523727639093516,,0.04304989153329466
PROC,0.021129671489025302,-0.03346220001583372,-0.02325179336849567,-0.008276690132945736,-0.015157316193713587,0.024887881323179446,-0.025164963806502648,0.1243375501185955,0.009039351277702397,0.0004190370813412254,0.03068097657265606
TNFSF11,-0.002641489478581026,,,,,,,-0.0343246679872927,-0.0007280819588953481,,-0.022510715387015597
AGT,-0.020369749441114474,-0.03723024623469692,-0.046996028229877786,-0.06143688621124649,0.03371806380326324,0.04982774290006863,-0.08022245786293958,-0.005516568310908036,-0.04226402753140845,-0.0006754476286610541,-0.007308039073758771
PTHLH,0.030283650444259475,0.009056076009056337,0.03223525320464686,0.024267093242423224,-0.007689629236288898,0.03011724179290937,-0.014334532477730989,0.048778997457720165,0.09633124501605558,0.11871002722711822,-0.01180027931949249
COL1A1,0.07731471106962491,0.06380510156440376,-0.03817394532820453,-0.03356296185783734,-0.01518490055551869,-0.03025441996331567,-0.027947775079582352,0.026208870104335754,0.01447056608664569,0.09395513380196213,-0.1098621433737598
LAMB2,0.026745680680965563,0.0030026526334047477,-0.013109066610212059,-0.03243354366652952,0.006217283454310152,0.00047694930666263436,-0.05879431691956379,0.029366239542365336,0.009340601367140277,0.13412711721978157,-0.01050627523734031
DSC2,-0.04463721184692049,0.013206954477869012,-0.008643390710442556,-0.02624472678558771,0.0003251595578319243,-0.038062506683214446,-0.038832507191065076,0.01818948309568027,0.014964874843457507,-0.013131177871967947,0.035323480876879
WNT5B,0.042578870881766796,-0.015111684510015334,0.018331936490566508,0.07742394561017064,-0.009248424781522331,-0.010067741585361152,0.004794260001897525,-0.024528571454350473,0.058586578706181947,-0.029389014064607897,-0.04255423558896916
LEFTY1,0.04546463169533876,-0.01944008882933404,0.03486684437981926,0.003351845242371049,0.0383175933054492,0.01611160924099973,0.04723326115838635,-0.03230329858435178,0.0277799666950159,0.02249303322879252,-0.03447305145670403
FGL1,-0.0005802968718986356,,0.037323019981418196,-0.02917785494663245,,-0.04857475460464728,-0.012743980619928943,,-0.031133627692605772,0.007556940876962916,0.06373453244246394
CXCL5,0.02368963010210421,-0.03698146182303484,-0.016279750847156854,-0.022820641648899055,0.07279434660054374,-0.012483083782376891,,0.041846163767335076,-0.02176981769886341,-0.0388370846042476,-0.007093728802555437
S100A1,-0.0048695056822564845,-0.0827261429905905,0.0411530635358996,0.026185198917321097,0.04161079270812896,0.016860504144626014,0.023464096541302343,0.00914650764540967,-0.00996375149805177,-0.12067346594093527,0.009076196009937528
C4BPA,,,,,-0.001084722761004438,,,0.02103536943527215,,,
NPTX1,0.0009177514811682518,-0.03770776326121495,0.024955607301580307,0.09828484294650128,0.11764561592197749,0.048801096416361565,0.03782623264736678,-0.08664873793477083,0.025845563869884444,-0.017122438488865518,-0.03144642503641519
TGS1,-0.005278415667632564,0.05098085845853513,-0.018462837066256784,-0.01816138859285993,0.012199861078055915,-0.013505111621343227,-0.03609667088214636,-0.04036294596197191,0.020076000183330375,-0.0010957634753841956,0.025938852590401178
SST,0.10850220849882103,-0.03930132279059551,0.09472744978609678,0.10206957943848073,0.04735729224426715,0.007924970515570711,0.1579709702526646,,0.0081102380239468,0.08835021649163681,0.013139658744398906
IL34,0.031295699926226106,0.024721630954152432,0.07066100871707165,0.08983593286229072,0.05931122827368216,0.013442593496544399,0.023962058814447042,0.025769358104267125,0.035789632529351786,0.021335670199791552,0.005076253414971785
DHH,,,,,,-0.007681749846496475,,-0.03146266637980827,0.011620971209448352,0.06900294883033292,
XCL2,0.03945226563692286,,,,0.01606876157725606,,,,,,-0.025630917773992647
RSPO1,,,,,,,-0.011763017978144844,,,,
TF,-0.06260785936089458,0.033833919132669275,-0.08136422725480333,-0.06944280594478122,-0.014600134016072476,-0.042970736385541684,-0.028730124868907983,-0.06528663974978148,-0.04158263023923875,-0.1262925874641482,0.0014481559237120186
IL33,-0.00312892564806345,0.024729745025506806,-0.039154032759715206,-0.020994166636491392,0.05579729649227619,0.036219085678278536,-0.015410338808344757,-0.04007294176279205,-0.025221038426848582,-0.015257084280275167,-0.038966212285785354
RBP4,0.0460491687574583,-0.04544093280353898,0.04979342484991114,0.10196920402736896,0.08211475524712272,0.09314026728068746,0.09393891329219137,0.008867209531038948,0.009553319560854989,-0.022694549362593953,-0.03725074184520917
CCL19,,0.1326659805693027,-0.020792762409028914,,-0.015630554666535196,0.037224361646743774,,,,,-0.0330001682241274
CCL20,-0.050755471638569166,-0.018826656540008698,,0.032754965733006354,-0.002046538078749315,-0.004944117537847566,-0.011591847724730066,,0.013537196392804459,-0.019067947110312285,0.01823925087777223
NAMPT,-0.071340188515843,0.01906610270265105,-0.030431667525380717,0.0029513902553879763,0.007763994265857191,-0.0034506346361180855,-0.03620534821587884,0.0598971675540099,-0.06998927616808691,0.08063587558170605,-0.0035993849674260284
