,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
XCL1,,-0.017886196659081303,,-0.011518566506656338,-0.014933129661265103,,0.008115406741286505,,,,,,,,,-0.004148999520214606
CD58,0.0797841074417868,0.017682707967490836,-0.05378400810730981,0.005047709508541746,-0.013027697020399354,0.11137431589078171,0.008923386560250646,-0.024802156198330743,0.019242902102352955,-0.03669005629330561,0.09048810155901887,0.09432827390667142,-0.01454128722403954,0.014913258602384292,-0.009942742236550107,-0.033585818876216395
TNFSF14,0.048353236440771705,-0.01802218703183761,-0.01626506979250407,-0.02667654625016953,0.07124471166418088,0.0172550888314757,0.10898235714490168,,0.2789550596093627,,-0.027135062505279205,-0.015873271167523868,0.012193953741215806,-0.02888111644274997,-0.02847519039385843,0.04065524108349583
CNTN4,-3.457969791824054e-06,0.048446680568793,-0.012732244747668205,0.038207766022849816,-0.03516965446252895,-0.05939231794226677,0.025510842189879163,-0.014074340147878717,,,-0.021706134525795753,0.019761510813156205,-0.024786939686539992,-0.034597684539005975,0.07723425290976753,-0.04597416248700065
NTF4,,,,-0.01457048220594664,,,,,,,,,,,,
INSL3,,0.13326160207012497,,-0.010586567437589171,,,-0.017452537403292254,,,,0.057756134848901526,0.02807987988009314,,0.025017879228169976,0.05113981192800698,
BTLA,,,,-0.01680409982849515,0.031317685192218024,,,,,,,,,,-0.02159610507502675,
MFNG,-0.0008706974243133769,0.006851114261505763,-0.016805670265440057,0.032013114993573025,0.06002503205391678,0.054967990220881974,0.022544189858601703,0.03252206024510793,0.02669841705787954,0.039316169874887556,0.02155585575487888,0.051431921643012184,0.02816770455842849,0.045621728796927205,0.020492470311652276,-0.032840420520707986
ICAM1,-0.12078764629303035,-0.0003937502266635646,-0.07465235599058792,0.005634871918716126,0.046720178322763484,0.040682348867330596,0.01573679574404163,0.017823516020929516,0.07497350848507349,-0.03719837442828873,-0.008741974478429256,-0.0299837273157606,0.01744493235102628,-0.02469044405626022,0.027265159850501906,0.032983238655700686
PROS1,-0.06720767383015741,0.036885657249502116,0.03758537463837083,-0.003737411743650918,0.021973667279424056,0.11192712622114274,0.016058984576886003,0.081588561460352,0.02266354673611588,-0.039416404626538996,-0.050284616316339216,-0.02568815080688647,-0.010443957334022393,-0.06493411558282237,-0.038545555796067686,0.045660650471566665
CLCF1,-0.022876089464874533,0.0015295345201662232,-0.03992341410786499,-0.01918448652922545,0.02326617196879345,-0.023585060573009103,-0.010465454880152944,0.022445893363725614,0.03886243028430204,-0.001275179164763266,-0.011986840714235692,0.06766099556888697,0.07017594311001878,-0.01814824812447456,-0.030756932899800304,0.09042908374479555
PSAP,0.014326441170566901,0.022848147051126238,-0.01793172161897323,-0.056310973303160664,-0.027461859388844673,-0.09182528157578639,0.033986202310275514,-0.03820790000218781,-0.0019914723095111725,0.04150229981942829,-0.03683777744988692,-0.06182498695346115,-0.007798180955682633,-0.04723018869502596,-0.10338529852152209,0.0006933091819264034
EFEMP1,-0.07355183869992149,0.0619770032285737,-0.0070096401623997604,0.036166426441127046,0.0848821503334369,0.11728566536180451,0.011785088281316016,0.044903007103094555,0.029066809573848277,0.048813336907083844,-0.024860193100756472,-0.031245591599659884,-0.00014767232685039948,-0.059713359958595426,-0.08690453856097201,0.09354052651789965
C1QTNF1,-0.0868728731274915,0.007096622698803555,-0.016935314568242855,-0.023407801214085245,-0.008866911016179556,0.07725371117634929,0.006292741198272974,0.003694536325123374,-0.0021604191397353364,0.03553194476686918,-0.07704239228252661,-0.05549743434442536,0.05644740330766811,-0.02950489602658279,-0.06021869445773448,0.10981167376409837
ALB,0.13622070156774654,-0.010411018223781137,-0.021455962041452312,0.013037479427243252,-0.004303212852471478,-0.033171297760235856,-0.019053593317993257,-0.020280421405111396,0.01495512288675246,-0.06860327954350848,-0.02341635548382654,0.000873472181984686,-0.04457016172524722,0.005691253422997875,-0.02525469096031333,-0.026876513793119148
CCL13,,,,,,,,,,,-0.020143197905094553,,,-0.03239617034380359,,
EFNA3,-0.0337422472050032,0.07155268962210752,-0.028261680734107817,-0.016962608548967046,0.028149772723060913,-0.09482759921323677,-0.044148935175168075,0.02972852130649244,0.005927043732822002,-0.03299413128512211,-0.02762294673795203,0.028419474373977714,-0.05188661317168027,0.053880033768216665,0.05475278344670628,0.007287964000653736
DRAXIN,0.13820328889197903,-0.0266009971464301,-0.0003544727161901819,-0.0060319669587995785,0.05494526215143147,0.1329989858769304,-0.04313644056087365,0.05121359794104555,-0.00449876596775861,-0.05620594041165905,-0.018604107578785452,0.00546325775610043,-0.04485415930569851,-0.02353624623524866,-0.03542337339083815,0.03739605354933235
RAET1L,,-0.012481863174864778,,,,,,,,,,-0.0154881927742068,,0.01018857453989226,,
NPTX2,0.08042900538608141,0.04673173614154513,-0.037904630180599225,0.06170004693179183,-0.0567420277038321,-0.15482867207228584,-0.007641424031297986,0.0022108983250724796,-0.011814079278141404,,0.005616351085258083,0.09065700939141864,0.0661755244041764,-0.05153032983286769,-0.025782681245087306,0.059820478760803306
FGF11,-0.06671207165820017,0.04843155999949333,0.03140133758658508,-0.03734505091563666,-0.026389768859630805,0.1790566983069476,-0.00407957837790762,0.023685827993493044,0.056432279039893146,-0.04264174879108551,-0.022947810140110977,-0.020159711704527586,-0.009406102366712491,0.002858640920853898,0.009485545496350296,0.09176087373378418
CD59,0.06634522641145835,0.015493959170997787,0.03209686768496898,0.058586695593105,0.006559556291359912,-0.05271278629355278,-0.010925546045947681,-0.01849183736072281,0.1790040720558659,-0.03982427980493944,-0.0515574922199489,0.021957701250520007,-0.029375460738783853,-0.07870356931196945,-0.0768824776074591,-0.0020438282383225775
COL9A2,0.015902451222834398,-0.05990328998810724,-0.011182316092182079,0.018640789081589892,-0.03484359599466918,0.026054492217608863,-0.0010264160126066714,0.04736039461877444,0.038938977267176655,0.015053521994649342,0.07554387574662584,0.11883926689308097,-0.02462606719538059,0.04921670725239012,0.08299529408227388,-0.008013412436577218
DLL3,0.13526887142336008,-0.03966421399374145,0.05312457319902044,-0.005544003929378154,0.1063491680083109,0.05456262760439212,-0.005501534350972329,-0.004775133045343119,0.05976119019517984,-0.07239699959279464,0.14588664159040632,0.12009019422239374,0.0359446581429305,0.05670031195717355,0.11519881195170541,-0.007670211590699258
FGF5,,,,,,-0.026414117670183503,,,,,,,,,0.003475826154472195,0.08131851121114808
LIN7C,-0.00015653347549104662,0.01675856253291274,-0.00012081773390861338,0.02758388485706614,0.057963917376786044,0.053654416307225374,-0.048204189807811285,-0.019215282091588466,0.0231839859379716,0.03415614289640273,0.0705638773909202,-0.014310044879304781,0.04848660901663137,0.03890352790132584,0.016465680144090906,-0.04500882054910898
GDF7,0.007279910105394226,0.03246665889739827,-0.01366260462584584,-0.018889527065321245,,0.030821501812346386,-0.019263652549823512,,,,,-0.025294251646393286,-0.01537040568504656,-0.0234786596237287,-0.03185874234802612,-0.011816631822274857
PSPN,0.025660728417808223,0.00464735317385662,0.07063676318634958,0.01521921171454978,-0.039066221921986645,0.03553074547887117,0.039307850222610366,-0.040039863964528515,0.057387247026105676,0.009049339338757066,0.01947965878393456,0.038894651385060944,-0.06419534067236242,0.015322276537444026,0.08029362913183127,-0.016859251770771633
ANGPT1,0.09815890365223942,-0.004049880044785715,0.04896758321492052,0.01702795606738919,-0.04771450512084594,0.10457008607544632,0.061903190054237674,-0.022988186456760876,-0.05481828511488095,0.07872781013532294,-0.03271659733599151,0.04451081516995588,0.08473415161059841,0.003512349438774589,0.03131057293314278,-0.04962364549218475
PNOC,0.11754402599888532,0.03804363857440238,-0.005417895672145198,0.05517733468325038,-0.020059342032802997,-0.14791618986152424,-0.005102965564293557,-0.028701040753207792,,,,0.004798049563656532,,-0.0009572336814175398,-0.02305102156616496,0.03887040132461811
L1CAM,0.05603612249003396,0.015303796518130209,0.0026997714845609535,0.09994502302330915,0.031105088292121833,-0.10514170852032696,0.0464495822232068,-0.06914980325634887,0.13049274670124691,0.12084809574807427,-0.07424351859475503,-0.05415301913183574,0.01840557347565455,0.004046403294974228,-0.02805419385088661,-0.025843653764629358
APOA1,-0.02999132651560821,-0.009363704116358713,-0.018920873238035204,0.05248143269922307,-0.024817643109703805,-0.0016849206367333797,-0.022726239705132097,-0.01193665879505951,-0.05975278041584973,-0.009155154456891645,-0.0181769334180528,0.03791586088480309,0.04675857246695562,0.045429054066587725,-0.04861998859263005,0.04270278110636521
PSEN1,-0.0222664597089505,0.025824062919306046,-0.04675979956371152,0.010185281408863897,-0.06740515154827713,0.006719038262679048,0.01916575576601017,0.026730808875793852,0.011741220871126667,0.06489119255030444,-0.03769221847067114,0.0024325662360092284,-0.031498781918727306,0.00776916049671483,-0.0348293861313606,0.07296815773300595
CALM2,0.07420299933486532,-0.0034022850303864777,-0.002391131460700992,0.03886038094644351,-0.014562781391173136,-0.17196130203319965,0.03286784133327986,-0.02940453243514255,0.07238632551228408,0.06639558802634678,0.04726267995693123,0.0807485557256511,-0.011175766609896448,-0.011176790404183396,0.06862159207995314,-0.10767959566832566
CLEC2B,-0.038316376447370015,-0.003981392803022211,-0.017910745701446577,-0.047143898176269225,-0.0368942207820929,0.1029368576348486,-0.008613993681533786,-0.04190538915248668,-0.05047645175063838,-0.055426046835308496,-0.0248205594356002,0.01623296155732632,0.05747604321181924,-0.007559266865639486,0.025438759640455794,-0.01711771778999894
NTNG1,0.019126470517095245,0.026240819357846973,0.11555807173730252,0.06079862282151103,0.027856810431776225,-0.007958134628787595,-0.0207523346076452,-0.01908845649559296,0.04320523663785408,-0.055775298460260886,0.01910083036413704,0.06297778146974213,-0.010562801285019921,0.06762813633251419,0.038708480858845866,-4.8774134541467484e-06
LRIG1,0.04726911325961293,-0.006358739328289677,0.04585753715121694,0.0429291678807818,0.023066034069459892,0.12129051697396113,0.0035378174535813556,0.07279712974088694,0.179324693751835,0.0035292718559362395,0.10593877355360365,0.08645766498625176,0.07699148884217472,0.060469399218470755,0.054589735595081915,-0.04288464792013984
CPAMD8,,-0.025077353749295504,,0.08039666645327481,-0.018960042791463554,-0.02389512415426214,-0.01935889352395112,-0.02679101026217674,,-0.04369083335133592,,-0.02841604894784933,-0.010652138081031746,,-0.02340200539122256,-0.020575964755771857
GHRL,,0.011635362664172989,0.11353054525348288,0.03274322058090133,0.09022211816135711,-0.02089276261206365,-0.0339430080337482,0.05592621191575388,0.07028311149000269,0.1160724500727998,,,0.01256396468464142,0.01848825091142868,-0.0321257060643656,-0.01813792702603237
NPY,0.03412329251736782,0.0029026235609283316,-0.004576620140150233,0.005965529109841847,-0.031260424035368016,-0.08185249306676476,-0.03257163659492158,0.015049752241979486,-0.02378653087711826,,-0.05235756327775282,0.051124365978620384,-0.003078566358254922,0.043388581669268726,-0.028202697979335948,-0.029849105837371128
MMP2,0.13057091560573664,-0.028469439362086665,-0.01654534731168759,0.04213193737875289,-0.0633270193396737,0.14369626460557108,0.027702898103998,0.021114167498319122,0.010097800876463916,-0.02961947081507387,-0.006873350903543306,0.02825092839364452,0.04280549872390209,0.025732306852446186,-0.027558912348527132,0.06830202664775646
LHB,,,,-0.010905733975427972,,,,,,,,,,,,
PPY,,-0.02104688793303022,,-0.018983702159169284,,,-0.014148201692751938,,,,-0.0782082496531045,-0.05203323689985913,,-0.022404785136632917,0.004709560665362691,0.0482899545099285
ALKAL2,-0.026566729739609666,-0.023407773723604447,-0.010966478696815054,-0.010747290670789894,,-0.027093096461242833,-0.0011419044807676755,0.017201661975651875,0.021351682257989536,,0.015677526788000117,0.057046847307924024,0.021727053440395355,0.011190513270010376,0.00911273393275209,0.012300887788080124
CSF1,-0.060117512523014234,0.07189118509264097,0.005147893899805772,0.028390402903728698,0.04383225438226166,0.03953291523779685,-0.0026667531959112313,0.06765529036230378,0.03504087909378513,0.008541886685471598,-0.023490879514439584,0.05034684443927537,0.022536312728506987,-0.015008210965834936,0.014713125100044007,0.13391950727826213
SEMA4C,-0.021775696971128747,0.016675882228205496,-0.0062722702011842706,-0.03404224184610447,0.024346208851662214,-0.006011266188971158,0.029032295759278882,0.07811502940014149,0.04481519415893853,0.08512240688247678,0.03717342604875459,-0.006389067729574576,0.06613772360201356,-0.05287241494220443,-0.0013508193426008612,0.0459271493867361
BMP8A,,,,,,,,,,,,,,,-0.02004619351490672,
ICAM2,0.00333098561206417,-0.08753467607685271,0.005563108515561584,-0.030196261379221934,2.4867377501340017e-05,-0.008098541572564137,0.022588880674448333,0.05328806455285694,-0.007720950888921785,0.08945966458329943,0.06482129698818506,0.015649423036766287,0.05134200043324941,0.012822548731240505,-0.024513090522181372,-0.027169587582259222
SYTL3,-0.02521440468700544,0.0583925750635124,-0.049070853079445746,0.026000707073781056,0.032050957699979316,0.016257621782378672,-0.019901610978219283,0.01730638726606709,-0.03109987891866788,0.009580014272011491,0.04750541709191842,0.014418212772292245,0.03920317874618342,0.021789604416005824,0.005696195929436958,0.03703097422910552
IL1A,0.07440141880186962,-0.020854393435802664,-0.021882120117521348,0.03136648500258918,-0.05064666531022589,-0.0027440163850439474,0.05478799356614516,0.020784742833079756,0.013644891215868997,-0.012983468325144742,-0.008238567788207342,0.00023143712103707137,0.06524167021464101,0.0029731081283802486,0.03305312945212315,0.07368170447346635
HLA-G,0.056775411689546015,-0.019206606982209967,,-0.011518565466433038,,,,,-0.049465813973007616,-0.06300216949789392,0.005799128408490314,-0.007569185971785825,,-0.006561255917233874,,
PGF,-0.06710889226149795,-0.032873159098179575,0.04828649244356453,0.0173814403358682,-0.0012557366358793198,0.08600366822272641,-0.04836786734505662,0.0457331578678503,0.04101100005884628,-0.03994488075468092,0.04841792882927022,0.06044571671575988,0.011277762637591154,0.0062511156433329605,0.013047855896703734,-0.03813470594638684
LGALS8,0.025120974104414717,0.014226355181944332,0.02220788497270168,-0.01121823655103892,0.05793097015719434,0.044101474245219936,-0.009729622826488071,0.010272090243071583,0.01538726478155155,0.08479649488751881,-0.023461273643480746,-0.0021734583592050807,-0.02519026963965262,0.007825760868564855,0.02574727057876867,0.0537183662933626
DKK3,0.09571680923822189,0.001661815127585355,-0.0371399853516259,0.0012605660332260407,0.01043017009350104,-0.10693470605607287,0.013757119106325426,-0.041575215764394435,0.0607001271812501,0.04221184489208337,0.03619468295520507,0.07212896237363098,0.05060248638488796,0.036820769308547115,0.02184553985571401,-0.09527923262812563
COL16A1,0.09303466838700711,-0.001857550667529908,0.04732388723209253,0.05121875092235343,-0.003996619994137632,0.0708123394072446,-0.0005439179737427961,0.04702950221149354,0.1139514253366518,0.04501371872552088,-0.04893701536976516,0.015180134709343119,0.027552270337298113,0.02701649517682847,-0.017398020827099233,0.05442585814138428
TPH1,-0.005847760895309588,-0.014102527360390357,,0.03311417572716347,-0.018611739853973314,-0.02840527405152351,-0.03272182167064063,0.0988115940013155,-0.06432543573353072,-0.04512499802334411,-0.03997914340646319,0.03354934190838264,-0.011353707219336264,-0.0056709693831112655,-0.03341367836082082,-0.007919646345644099
TNC,-0.04882377244796107,0.02152971127560189,-0.01644272979695585,0.008436417479116219,0.020614791566518038,0.12953976423554087,0.008537643597354209,0.08596587477764378,-0.052701505488609544,0.13685520746581387,-0.0775657301468324,-0.03576959280778703,0.023864968998277333,-0.05846878213543172,-0.06465593959828679,0.08991339354059968
TNFSF9,0.0532027972727854,-0.025077351145855107,-0.01833845246352566,0.10516350788365325,-0.035373131081121334,-0.03356684215152379,-0.031822712020735854,-0.02961695518318471,,0.06657999679500923,-0.012660111844132599,-0.008139366207381817,0.022956890572792692,-0.0362850061465712,0.034339419916246394,0.07448944269795955
C4A,,,-0.010806973199986457,0.031990825247854814,,,-0.016771983451270858,-0.01534487301172227,0.19902850943651765,,-0.022425741332724933,,0.046367725357838716,-0.023726280739761633,-0.02699526315123019,
CNTN2,0.0340426930978353,0.01537113281226586,-0.006944402265684191,-0.015040112339459606,-0.01182382961545114,0.024293082174046948,-0.011466830620967889,0.011738255555702468,0.0981279957133807,0.005744416162104382,0.006772329359001597,0.06106559171931789,-0.059840571189120374,0.04069170300244415,-0.03241599767341904,-0.060477749260939864
F7,,-0.013758078299569728,,,,-0.02389511026561665,,,,,-0.02825513930077216,,,-0.023478661894057715,,-0.005670294036234663
LUM,-0.022616322711111584,-0.051790721040484274,0.06513154128493355,0.010776165625613468,-0.029899494631512546,0.051974545221671976,0.03643663353272039,0.00022182409882669877,0.1045320116829459,0.03682627627434013,0.04673773155144437,0.05113781335858248,0.07114025274536363,-0.035258390999799,-0.06279858155979672,-0.011663477678614108
BTC,,0.17942240536154702,-0.016910993638641483,0.15087078580026717,-0.021495696861784465,,,,,-0.021207869858433783,-0.020441599938092192,-0.0027360818986524645,-0.023087389091387963,-0.02272075427437433,-0.05104523982138041,0.0238673337228146
APOC1,0.057330805182564816,-0.031962259159114936,-0.0674741329153576,0.017485176441871475,-0.031935263521846585,0.13554503996716838,0.018702058088352833,0.039278407991171216,-0.1262862981967446,-0.07297309795972413,0.018028351991571746,0.06539279623775976,0.04553883154851799,0.07762393720417624,0.0585267587919371,0.025146937763187566
PKM,-0.009921487354486124,0.0458119896419876,0.027719904903587795,0.010892434324844715,0.025423016793307576,0.06322191918924407,0.029865780226934806,-0.001271670492483456,-0.04344342710058188,-0.09856952479773831,-0.0998330297044434,-0.0960972396717286,0.08458117977366375,-0.04089327176187047,-0.082342099250393,0.09416651169809773
TNF,0.09970776682787891,-0.03210400230849836,-0.023995974713408766,-0.006133893125266936,0.00991582914597346,0.04211928544698994,-0.002101255066828937,0.10841020313037937,0.07183441373817577,-0.08952490539829813,-0.019840590282409278,0.08618231804047596,,,0.04858558534726104,-0.01979433597187942
GNAS,0.11948747463532201,-0.005599622884272507,-0.03941022796723007,0.03313721585164898,-0.06439705754655597,-0.10562211235326782,0.011727934471476815,0.05625475797905783,-0.14655826517103096,-0.10006065622116109,-0.035590963741754945,0.030639327881964905,0.03409631023522329,-0.034274915375228254,-0.005930577074119566,-0.0337679930756386
BMP8B,0.05253348652203707,0.00029502591782669624,-0.029936990151302648,-0.016698952891470383,-0.005410901133974089,0.0014498678375703085,-0.009586186464749616,0.025751244875097747,0.11035601811791655,0.0014538012996345383,-0.0342112044513786,-0.026037334482101816,0.020035236294178194,-0.06626025244882683,-0.016852838718188136,-0.026189409897687435
LIPH,-0.007106759116047525,-0.014102523888458379,,-0.016379828281179176,,,-0.013522803560106532,,0.11327370503797342,,-0.020143205313272735,-0.032897013569688334,,0.004021237102588814,-0.02813679151508941,-0.015875261198725035
CCL28,-0.020325197144913702,0.05066548130234081,,,,,0.08490483901343687,-0.013843714434676914,-0.044987926607527325,,,,0.03672030859660357,,-0.015565912610595135,0.0382996471230342
PTPN11,0.03473904249861852,0.024705953070806294,0.024539154966416357,0.04227636083710278,0.013479807134492094,0.011993633422664346,-0.03711291881873155,-0.0027374915907064095,0.015989442404871938,0.011089142094201289,0.04095363189290135,-0.0027152916272261073,-0.030543308075756385,-0.029319361230473434,0.0031962881537289894,-0.007205924085096599
ADAM12,0.01643167552289012,0.018264923892059536,0.012585475881366662,-0.05049850518049273,0.03338286481921637,0.11382511736184396,-0.024642552777228887,0.061866185959973334,-0.02299432507813562,0.037824289416360464,-0.037686284415727904,0.04906870073950483,0.030315213925671488,-0.05538561795617095,-0.0598757739418889,0.01816202123890717
EPO,-0.014890692878192124,-0.018949206869564122,,-0.016698953359058646,-0.019971341498640178,,-0.014148202310323738,-0.017456441560255137,,-0.04321768373760827,-0.021876035402068887,0.03916606394205046,,-0.022462788842113314,-0.016553054410720473,
EDN3,-0.028051106052619602,0.0039043965564134826,-0.029135083000417394,0.0070756262481547665,-0.02045978837081661,-0.0029993212696916584,0.0281851969817964,-0.017636566058028307,,,0.012619815339071017,-0.014956661125690966,0.04356210503317894,0.010668173950809847,-0.030076779345783355,-0.0003853820919902817
CCL22,,,-0.013662604295000423,,,,-0.018407172019803894,,,,0.08446269245220062,-0.031244335487589755,-0.023087390113146384,-0.01971011934339342,0.04217885617476107,
CCL2,-0.07587492989750533,0.0012348744691883947,-0.010931252117360053,-0.0072369901228002895,0.06489666617121118,0.02525833728437213,0.017067475955430733,0.0241864765811964,0.17184250241663562,-0.03628385348260838,-0.030516509186532304,-0.017203372305625984,0.032342553285533274,-0.022233714441040695,-0.06557893271828248,0.05023563637733259
DSCAM,0.06970779774700678,0.04988362750320496,-0.001227977642832262,0.03790271838124365,0.05049436969742406,0.03040585680718203,-0.04730146138414895,0.033943785054771074,0.06688812383556135,-0.04338980768112506,0.11152620992968233,-0.004837214465977748,-0.003351348893729557,0.0006503375265328527,-0.0012190669824073657,0.06585915949841306
GPHA2,,-0.015717979459986976,,,,,,,,,,,,,,
ANG,-0.017420221057582938,0.01689282383674632,-0.03761157674844642,-0.017254011208076087,-0.011789575616636759,0.02837940483378106,-0.024155672735899855,0.014318876253029805,-0.0544786395584289,0.06156707810524754,-0.0445140800487292,-0.03378704051797613,-0.019753288805619718,0.07076563666679109,0.10618684399907155,0.025076606598321453
FBLN2,0.009306083595801066,0.019262895293435868,0.05592688168136663,0.06005344649887795,-0.015438301383865293,0.0277554257551645,-0.005527319261064516,-0.015494776420487157,0.007315658078704978,,-0.01962945525664934,-0.027506485263026917,0.046744538942068245,0.011346947676687171,-0.021628782348864464,0.051890861599982185
VTN,-0.026312189226977152,0.03746144872928631,,0.031726416395238426,0.016167655471830928,0.01642696811939665,-0.023243907523313553,-0.014505251945719628,-0.01781781471366451,0.04679090181574557,-0.0080572903106721,-0.006821625822950222,,-0.029086279748265272,0.09788994157364421,-0.01624970247990395
VEGFA,-0.12148854980985538,0.0655060393737066,-0.00488989073371128,-0.014685010203436915,0.06424033765132688,0.12762466118863464,0.006961432190289604,0.022957656799326025,-0.10686042342116513,-0.022654194506049666,-0.10678792191453074,-0.0781738403618348,-0.03758087066803763,-0.0540771551537332,-0.054004152174156675,0.12452948487636058
F10,,,-0.01559499865476092,,-0.018786632905621617,0.01104652879318675,-0.015513198041669243,,,0.01610998002552448,,-0.000650899516524997,-0.01997494037874747,0.02966000840210556,-0.029224330388943613,0.07339013965731425
SERPINA1,-0.05781755375713389,0.03014032190948703,0.05202590482427584,0.006413361807237497,0.013832060804075673,0.10546457259386083,-0.0003342591952373457,-0.014574393606460028,-0.08588521831035024,0.022684714375227504,-0.038224395318965224,-0.03669078494974182,0.009519318836651174,-0.06558628185768682,-0.020544277265846907,0.05303361364722672
VWF,0.03388482819365082,-0.04578048276736611,0.03222796605031737,-0.01675006801858392,-0.029679889495495246,0.09945678579348997,0.0019630081226627415,0.027958294763502138,0.1566438176538273,-0.015537138720973122,0.0581207251211578,0.08879071186665674,0.04934047425684139,0.04459122635509346,-0.01860454396400401,-0.04276310537970303
GDNF,,0.039005538126501677,,0.02854327921134625,,,,-0.01745644020080346,,-0.03851592302738264,0.0022615567564313547,0.04006671675989303,,0.016491410763457018,,
VASP,-0.05808738613702976,0.001052377819314652,-0.002161922831241209,0.00374495488946857,0.025938264184991372,0.0177922132727287,-0.007269619661976778,0.10296746507951744,0.004621800509079934,-0.03300828077583777,0.03182710440881188,0.0023028490669605157,0.08821619295498913,0.0592142682424416,-0.0962578499093475,-0.011719100137962221
ADAM15,0.006785109529145922,0.046660926664084945,0.04813343959689057,-0.03161199955680508,0.009580664597395035,0.04001739168078855,0.01029914628666179,0.011041812929772327,0.09998144310083919,0.01813674348915678,0.011732122660493775,-0.036464871440733876,-0.041290367704240605,-0.025881443336242416,-0.03102382111150466,0.1103306795086557
WNT2,0.0746706502005484,-0.024668921141827897,,,-0.016179814604773423,-0.06133509760096568,,-0.016336639895619804,0.006849390008301852,,-0.02713505020798227,-0.011874934641045356,,0.00032392768396163034,0.0019600070310777577,0.06722435195762852
CALCB,-0.024736355844096693,,-0.019766237489233732,,0.038200354755941454,-0.026414117383132693,,,,,-0.02374813206740808,0.02277183739371802,,-0.03508785328793457,,-0.03049440321427214
OLFM2,0.08776860045360947,0.03251796293336379,-0.027384981497372205,0.046474192190918306,0.06422933324044972,-0.032960567252719744,0.00840340381841475,0.025258679964643826,0.03560759657033764,0.02152824125753317,0.008101497430484097,0.034274665372548314,-0.03797031373002263,0.07409395989158306,0.08456132274017557,0.011805222830922698
MFAP2,0.04181797857172364,-0.04304879498429817,0.060100284118742575,-0.03175871357932558,-0.03254544950744005,0.10216502326828174,-0.037155885427355394,-0.03268386052212281,0.05469974147922131,-0.09354367342241408,0.08651679586035851,0.006928866384503995,0.10005469164775159,0.05893703511638543,-0.04151213240566636,-0.008639331823814581
HLA-C,0.06628220697451317,-0.003813059986732771,0.02266867538457269,0.030615684055165023,0.029189797823444795,0.13667632536856772,0.022231939088625134,0.03588693097385555,0.05103613422498216,-0.0025187804180044856,-0.02336865522513288,-0.02940112086473822,0.10019741720736619,0.04477758487066697,0.015234663938122664,0.05305383941972598
THBS1,0.04664984691788576,-0.018331225842241946,0.021276943035418758,-0.05083457430236038,0.023453088763101152,-0.005653507981165535,-0.05258108046550592,-0.003289575249385318,0.02590091222515133,0.014844447154801262,0.021473699199870442,-0.02446327782052059,0.013989196727446414,-0.07761161833024573,-0.10035915040765056,0.06345802875823169
HSPA4,0.09313066453102481,0.021105813002398548,-0.034477225811458456,0.06203619942000185,-0.023895354258027184,-0.003506011496558147,0.005533534131846332,0.008945556414069284,0.007686266121828334,0.07213690417902023,0.003130119148045056,0.030306559358023764,0.02447564426067351,0.03730314447290206,-0.07922460856779884,-0.008601562535211249
LMAN1,-0.09760232549728266,0.07578069747922356,0.000194667737921688,-0.002880537800101513,0.021586750071568003,0.10234186647411322,-0.02761985581239537,0.06995702695579316,-0.15391382617496716,0.004093071628213232,-0.029358369995595636,-0.017965889249520632,0.017347188514997836,-0.027939534676539514,0.015993362674478324,0.07745322027769763
LYPD3,,-0.021513951060926455,-0.012594077841155809,0.08109340396037694,-0.020135363112869998,-0.012317823431072595,-0.005339389323925703,,-0.012723066402499698,-0.015229680517224117,-0.03616853711132319,-0.03950037292419002,,-0.035776102262408425,-0.022306299469631658,0.04003630956229274
APOE,0.10886341014659535,-0.02737531134386552,-0.04901411482168449,-0.00589747938390004,0.01831715630542195,0.08480731297861642,0.038470856355546264,-0.03975723876307555,-0.08593068851921438,0.11446857478443116,0.07425701442927489,0.009494777377461124,0.004004260322052722,0.007979927794377633,-0.010755425358908261,-0.08444825739101393
SOSTDC1,-0.029930037268226913,-0.03176926759799877,,,-0.025137522869187853,-0.015676819386910366,0.008721970985623075,-0.026544051060872747,,,-0.04518249426864664,0.0582122270199152,,-0.016045238785193747,-0.02760461047511921,-0.013317762596086628
ANXA1,-0.07067916800954291,0.01507271432558442,-0.035843726160593774,-0.0021249688010724303,0.04026221526327368,0.12056222548311939,0.03440092232320819,0.01810650935503433,-0.006230545634871801,-0.05121051269689145,-0.025210555437882393,-0.03398648915604928,-0.014779398481054066,-0.03485846883940912,-0.02639019643631077,0.06159077241063565
WNT2B,0.15464173299285078,0.0021053527689336242,-0.017739228381181256,-0.03249893456191431,-0.015660324077001984,0.07999118114000398,0.003077260029087514,-0.005060173488075791,0.04332450884148812,-0.03881801187977723,0.013494600464654229,0.012224162154005092,0.0523852205589752,-0.007839623261583968,-0.004757827758080924,-0.0011507443843155156
AMH,-0.0006075140707656893,0.024328849643558803,-0.016910995417606753,0.053061159943651084,-0.010326654410086768,0.028499056394182248,0.03331848280632173,0.05238034293347407,,-0.06697851898973253,0.05547098784933482,-0.03258248450295,0.036830761081236674,-0.02216518142823017,0.014477396934496149,0.07930981306086378
