,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HPX,-0.038522204740564614,-0.034379187624065055,,0.05642291689616913,-0.009157117406226498,-0.044957939133504654,-0.0168324414051262,0.01665937780219926,0.03680022673799985,-0.03848820257287757,-0.0005165155202671672,-0.03207025591801517,-0.027077453677574734,-0.04795813904360362,-0.027483310316261937,0.24873399533440835
SFRP2,0.0063877711825244664,-0.01829140084917373,,-0.013454362037705033,,0.11507675439751057,-0.02246335954760707,-0.027157814767454512,0.0637971139918999,,0.026367797415570927,-0.03677187577483239,-0.012103606683030507,-0.03900651145544647,-0.017367965657118473,0.07744907853398245
CFC1,,,,,,,0.014538447593882502,,,,,,,,,-0.024135544240890133
CD70,,-0.03341793658561354,,-0.022868587322477155,,,0.0033638871614000737,,,-0.04967210723588091,0.026751932764442946,0.013537291037039087,,-0.050589318175142964,0.043953204958380794,0.0636631829517783
HP,0.10185607590385978,-0.027143972252395288,,-0.007755667990058695,0.045356463709006756,0.04219813034565094,-0.008649719977490082,0.05788972548895368,0.16919637831879344,-0.03623446696771928,0.0033633309292631064,0.004360027483203965,-0.025865691986003542,-0.002570634924415561,-0.024761566436007052,0.01998200406726373
CXCL2,0.014741772949433393,0.05793672624578986,-0.019373550134502326,-0.026344793269706002,-0.003948081510211802,0.011627799137928382,-0.02564629303548492,-0.02740002787640953,-0.006776475417874736,-0.059485550250750405,-0.06823491602016846,0.014296909493036402,0.008137100625792143,-0.06076018210371562,-0.013725006670146134,0.03601113903132389
NPPB,,0.05959142952010275,,-0.04208264886947766,,,-0.015135252071311658,0.05777890071301879,,,-0.0546314154650692,0.00678864132840955,,-0.01655472526416239,0.0590244525106762,
CCK,0.12819122271656358,-0.026600764987073474,-0.002059467942484169,0.07929043677377352,-0.04075028022005634,-0.15339227094791372,-0.0025661716245758267,-0.044250540168190855,,,0.07477598899415906,0.04235903924711688,-0.05654166866730714,0.02773924113376896,-0.021782765041826906,-0.12125145765155744
SEMA6A,0.10281931595512621,0.02588221134407214,0.002326354517801237,0.009917246343679874,0.06825752377865149,0.13702547481893604,0.004954842891707778,0.0062121554338629235,0.08706272652067527,-0.03229150647154178,0.05117550212685421,0.016244576403437856,-0.019899320709177618,0.003054527724891492,0.035383367736513203,0.08241590825334892
IRAK4,0.004725028422185725,-0.032037747018159375,0.07097120233181144,0.042317221101595755,0.02135556786469387,0.07031323922292851,0.02500209597303529,0.03639140688776394,-0.12397551565809813,-0.022919514313646135,-0.011049820918833287,0.09271854850781916,0.08348345341073017,0.00040377244752504935,0.10124066780481748,0.0929851719878633
GSTP1,0.1011577952254177,-0.008329747016596247,0.004898701625288013,-0.016610885101430318,-0.032037776729380345,0.1295685187429645,-0.06616500030877318,0.04344108671637103,0.04162716532489118,-0.04166105433285634,-0.0336552199070119,0.05716647673746402,-0.06828890578986181,0.08259598241715757,0.05884571853348179,0.023212864615838266
VCAM1,-0.00835331260466467,0.007023194023488559,0.01541915704630795,-0.008376533608924363,-0.00230533506905345,0.08430664726550456,-0.01813902002091249,0.010036648330022933,0.06131707213316692,0.02521084991235342,-0.017225106820723965,0.02260051387732358,-3.87167607667718e-05,-0.03740880589795397,0.08385459749988716,0.03735190725942632
NXPH3,-0.027055394976553553,-0.0015895192486539648,-0.04154899957446389,-0.011067199980898704,0.01371668693398906,0.0072437134830890286,0.003849837988059879,-0.03263262486852658,-0.05923220725126226,0.14634872160754225,0.09082715940047097,0.03710820981957133,-0.0034253685262018644,0.06954141558144697,0.05480258771639516,-0.03650427961508639
MTMR4,0.059892232154377764,0.02046807614960709,-0.019839571882642692,0.026404145216717353,0.04704607200396892,0.03171540830706972,0.015709414917798047,0.040801992019668075,-0.016013272361921377,-0.10903467747434004,0.04819573060437935,0.06407617884353267,0.09012640328858709,0.04822605253325522,0.057460391858644023,0.05469075053603306
LAMC2,-0.021582308480780188,-0.013931306658143445,,0.018444263349723156,,,0.03902359925767496,,,-0.02645480424128825,0.026654105831136348,-0.007237493986807107,-0.019526271171103365,-0.01941457717479235,-0.01882044780906545,-0.026266400244433486
IL10,0.03576166949784322,-0.01772715705157468,-0.017225756200031393,0.013971290197295455,-0.008225757589997622,-0.04051264685120423,0.0029981127943704174,-0.015946952696529768,-0.029066891341354623,-0.008336619740569727,0.011917386688589753,0.03678726854569944,-0.018834963745296696,0.014121009840151777,-0.025874535859554404,0.045905761163448154
SEMA4D,0.10395721271217205,0.012662247119988417,-0.03324294915643905,-0.0197118529089261,0.007266682071568095,-0.04820198883940335,0.00018648661298650626,-0.003956463637849857,0.07479027342300508,-0.08939835858866997,0.1291786480392285,0.09124264930453468,-0.03873841955135739,0.05739447409306181,0.027533351275561974,-0.054873681308861805
TRH,-0.0003587788777750359,0.02443704439790803,,0.004816276048335874,-0.014043904124754515,0.07367847863970768,-0.015570487856672347,0.009182334364585947,-0.030239450553111957,,0.03835815699370434,0.0783509466665243,0.029034383572117607,-0.0375594817619512,-0.018807309557648144,-0.01558240112053292
SEMA6D,0.0970230438633314,0.03380727393224387,-0.012654970025621604,0.01045795924004437,0.02650630390164106,0.029633331867206684,0.02291800687198141,0.061337695041131214,0.0612847516821862,0.12325413344669858,-0.03082530898241093,0.0636706321104606,-0.003958530028214791,0.010119246916015989,0.039009633037617744,0.12035405551471111
CEL,,,,,-0.0004784595906573196,,,,-0.014496207513885794,0.009484486955431269,-0.004459353852011332,6.398243207215855e-05,0.10782477127161932,-0.009645349573714662,-0.01949312297486258,-0.028062065150741528
PDCD1LG2,0.059306031884358054,-0.01996892679869768,-0.007819467918981804,-0.015354436558284647,0.020568272927112684,0.01599873492722849,-0.003327621301968125,-0.02727915676104338,0.07160405282918247,0.060850303597556735,-0.057946891725172485,0.03619510919385238,0.027174212834341224,0.05825764152076425,0.006656677294470982,0.004301797141368425
SPINT1,-0.033415996117552346,0.05871477621771574,-0.002841070622305583,0.03203264719993005,-0.02685213568277815,0.03905586117521434,0.06091895777950346,0.005631202953952658,-0.0043453487353669286,0.0935183231161672,-0.004912700287193436,0.02315041035871888,0.013914234897516514,0.03540872047449417,-0.012228184999264629,0.024523621590873037
CTHRC1,-0.013629837986151671,-0.04582081978249996,-0.018041043723173413,0.021995758253238868,0.06123300332464372,0.09613768844159573,-0.0056246460089662345,0.045135943195966706,0.17543349673271616,0.0730035895139289,0.010998396192498799,-0.08912496759299657,0.06769804701816731,0.016646239988325096,-0.005575235206122557,0.020075699994299676
PODXL,0.004208846162927894,-0.016728200578301964,-0.028721165220720598,0.003950969972208667,0.03793586665934589,0.11371051712146578,0.04621429527854282,0.03103166547767081,0.09643429367886851,0.013130384054795774,-0.001404652930358307,-0.023298610990095194,0.03779458521259777,0.05596873338966141,-0.04925053176995976,0.059489771764485576
JAM3,0.037369942871826926,0.06857785317917917,0.04039209590388421,0.03485231896817867,-0.010278383971221165,0.1201698537930407,0.017049615575577944,-0.018021198990650328,0.02371979964423021,-0.022268312087115428,-0.0797401990215614,0.0037155127731734947,-0.0623750512037872,-0.05428172346493183,-0.06252623499573241,0.081969963467946
TGFB2,-0.014826782601307953,0.03138267996777855,0.039194470794870394,0.018047531423817383,0.02009856617072044,0.14342600842426834,-0.04042509605959659,0.07392052809488785,0.10313953981018023,0.05509735732562948,0.015289060563190529,0.05013426524366796,0.08721365996814333,0.05123536473750837,0.06039086290414398,0.01941275064856285
COL18A1,0.001217671006097338,0.015816954652622006,-0.02249211781292363,0.0010381768529954705,0.04222886277709305,0.05274140487671286,0.0487252733379856,-0.011128212717283547,0.046301090375035533,-0.014079347929153255,-0.03024376303010506,-0.06436063668480847,0.10525462936487547,-0.10733414657166253,-0.07904900429355846,-0.02306070820052554
NODAL,,-0.004170724097257729,-0.011583495137194526,0.02689712663720326,0.03263474524255361,0.06885754680435402,,-0.024491584901819467,0.053321525807466574,-0.029458402073368056,0.07071544565169131,0.024493770945223276,-0.02937377984022545,-0.02220202511957515,-0.02573951345673223,-0.054717155865236435
INHBB,-0.05104587853735514,0.008120826375478073,-0.011912685794903,-0.010331694880652035,-0.055339891941380864,0.08827566923376676,-0.06726527133463833,0.07219671401388193,-0.10302389896028051,0.08546634529654688,-0.01706230067365068,0.003712248761096328,0.0319127542775826,-0.08758632033349542,0.07602579916659229,0.049438917593123084
LCN1,,-0.013931309792744167,,,,-0.027093100852254613,,,,,0.02085480255844647,-0.029506335985612336,,,-0.019018975085288166,-0.018423638775773223
ARF4,0.012585503656926416,0.033281911852636674,0.04511851313070508,-0.00171945117557514,-0.05808784344873035,0.1148783706237708,-0.00530576363373816,0.0630526602370503,0.12901755125079764,-0.1419439332205616,0.013039478416503594,0.021426103136822118,0.061973753864029694,0.017207183620036575,0.017316090160988087,0.027836138172860868
CXCL14,-0.017540673742991012,0.05565443658478651,-0.003758640468749332,0.013490422018116028,0.0063853953589188914,-0.006564339070327567,-0.007681467669220469,-0.05926520759285464,0.04837120474904893,0.014047810182875426,-0.02390813396928856,-0.024234798433250455,0.028391406016524234,0.006052358846014945,-0.04140258492148492,-0.03523375942316649
LIF,-0.044944903538290094,-0.0020287351452926,-0.014658248609052954,-0.04532279750728937,-0.009433926300937841,-0.021089942374803727,0.007591930495046342,-0.017716257691467133,-0.0036380548819469906,0.0959862477770124,-0.06152632696950145,-0.013443883649558397,-0.03161177712627216,0.008270583648617855,-0.01806138562179286,0.08381718954986074
IL17B,0.019202080888286094,,,,,0.07111055378997802,,,0.15604485276356975,-0.057656950566959964,0.0028709638427153066,0.05783659086824021,,-0.027621382305862894,0.020089575255587973,-0.020830456481393856
MMP1,,-0.01920661105071433,,,-0.014043901061117338,,,,0.017835850693230668,,0.04860398431293963,0.03050328799445464,,-0.020001500099952375,-0.0031053689774599496,0.023201192874573246
MATN1,0.008445672426104337,-0.018291403341816163,,,,-0.028405274319657337,-0.01532533896899002,-0.014505253010271097,,-0.06300222112538732,-0.008459691571139709,-0.027381141948618997,-0.01975176692519891,-0.028466799761158307,-0.022873707305645523,-0.01898300416153158
ADAM28,-0.02752089735463069,0.027589108058755148,0.008629241254178924,0.032836880137026826,-0.009173837944764182,0.044216185373382705,0.00014311647266601634,0.01111660288198692,0.0342743090617821,0.04512166810422151,-0.023919346195505665,0.0919642951836601,-0.032637722873687484,0.029315705066529394,0.03301192194142031,0.017698726409548362
TCN2,0.03428542875268592,-0.033564635424275596,0.07972298478892588,-0.028300883120037663,-0.010344939647342625,0.09744137934748437,-0.0034993499422527378,-0.059270363482830206,0.0819649376000123,0.039935503725084864,0.007257750851842447,-0.006018806917985043,0.040422651227582006,-0.004918183357079087,-0.04180674078238141,-0.0037912475082575075
THPO,,0.019144280038731237,,0.07544121337119147,,-0.018472182567169777,-0.0049769267112562765,-0.01450525467652605,0.08747955919231885,0.06759108244137293,,,,-0.02469363027262809,-0.007758923836185531,0.0073520469246473475
CUBN,-0.035651243610045756,0.011782337095613517,-0.027901173336614616,0.013381095791466607,-0.0352715137982143,0.03858063007134629,-0.05111881397837064,-0.017297897455494392,0.0961873512515537,0.03176366933000741,-0.0017287939708859805,0.056946944080751134,0.030328109168180236,0.0008062238111983572,0.028077514821800167,-0.004615081876018474
TIMP3,0.02829255051823826,0.03494328131695216,0.0415137954007059,0.027184325687997318,-0.015654187209847438,0.011438804907306265,-0.03079468384890961,0.0011674091745721398,0.033377029122578575,0.04065461141395333,0.044618292022134604,-0.004912768841354064,0.05921485688173996,-0.045307793100459376,-0.08087145228760766,0.01951706863343892
PIGF,0.09229970801769403,0.0014512557433702731,-0.017974777071277807,-0.0026852730861398394,0.004539044044610953,0.1276971570889157,-0.005154919564754355,-0.0034794003988161785,0.04730227256374825,-0.002790907975252669,0.028503190318935723,0.059254706319601815,0.0028423145997645174,0.03983687061108318,0.07142903503376907,0.04052662462629105
CRH,,-0.01632218806315095,-0.014537255853410142,-0.013324945451340315,0.1403043088509261,-0.04166206460691509,-0.024125660878504436,0.013937122697434147,,,-0.017010999278624893,-0.02319453676027676,-0.03329135550744818,0.018278393003709443,-0.02820270586370966,0.009549081352857848
BDNF,-0.006124364242076791,-0.038345700348101,-0.013004431298665055,0.07688013677918422,0.06646488106507135,-0.12038090808716814,0.022894199344408332,-0.016336642252009054,0.05318929158417658,,-0.009600608136685106,0.013318846518883222,0.009211559911296617,0.038157150313298964,-0.05138065542063104,0.11677614795791963
CCL5,-0.03216112447102332,-0.03584303217200548,-0.019588374067098218,-0.05148130627664706,-0.001318197248517396,0.0608137264038699,0.030256911914072832,-0.019678122306649348,0.15597589131100295,-0.001941468460035354,-0.029738220250949302,-0.01140277365210191,-0.011910781697727307,-0.03318711849526036,-0.00795215948903313,-0.011590901876360022
GAD1,0.06689616481416318,0.00446749404857331,-0.025805676336746755,0.039049876842294634,-0.0029913338441143384,-0.10760382158403987,0.05207268762320062,-0.0433704730422794,0.17710445486404544,0.03054825770564438,0.0855074768601117,0.08065700442357927,-0.012020985010708843,0.0003089648130067251,-0.024570534502229017,-0.017339391815113733
COL14A1,-0.014653421944241081,0.053201011924661944,-0.018140660816642257,0.01184538077676458,0.08401692654182012,0.01902467028294735,-0.025140589361837582,0.03820783303635451,-0.024749725473128613,0.09232139965362376,0.01899450692260302,-0.03967014919061156,-0.02676718614981841,-0.09022504309623999,-0.06987569363587753,0.030635617421373895
HLA-A,0.06326467971363693,0.016843488291407294,-0.02016130114222819,-0.046162856533512875,0.028339185760898156,0.14372154943412965,0.014608943051620454,0.04336245910474169,0.016670164415697696,0.031199720812412155,-0.06279182774306205,-0.09315894551921883,0.05917641725650438,-0.04110623773909475,-0.04987950596205864,0.1013207332525748
CD5L,,-0.01632218617479812,0.032694670944599574,,,,,,,,,,,,,
FGF18,,-0.014768628350589445,,-0.010586569514082992,-0.019471720241483297,,-0.0164217044764462,,,,-0.033921058320200335,0.024335395828153396,,-0.034564015435456646,-0.018807311066543833,0.052922783838597075
ADM,-0.13809520868143838,0.03494696681963689,-0.028385767985120786,-0.04587572295618126,0.039144660112722704,0.1798386809332237,-0.018088520918569825,0.03445936753297498,-0.08920459928944646,-0.05073152857253733,-0.11587804071032184,-0.08178058615720234,-0.024188954054386622,-0.0356291940916679,0.024833149568127797,0.12224881671334237
CCL15,,-0.00239524671434689,,,,,,,,,,,,,-0.016311579427940832,
GNAI2,0.003899802720104955,-0.06108875820057185,-0.003287801042531628,6.521861621757116e-05,-0.0317790448835862,0.15781910916443667,0.021509998354890383,0.04574560470451946,0.06469129455576986,0.04737333113539138,-0.007723926986833943,0.07064302535770349,-0.04084858841476899,-0.051164387304679954,-0.06399856165420906,0.006633922485368878
HDC,,,,,,0.07498711832429142,,,,0.07749605313712515,,,,,0.06729503321506594,0.0070904462075155935
COL11A1,,0.02934367625886879,0.024035191208503538,0.012689992838680475,0.053396059235174195,0.044270839320098905,-0.022103385693159883,0.04311716745653186,0.2321197289304334,,0.07835743002478038,-0.059270529872732985,0.052561870276305225,-0.017092620901911708,-0.009310452005762724,0.09669116076239859
