,MGH258,UKF259,ZH1019T1,ZH8811Abulk,ZH8811Bbulk
TNFSF11,,,,-0.014905255564493404,-0.019556942736836776
AGT,-0.10034305642629246,-0.0558285443562281,0.1484653356293011,0.005412372131454702,0.0039058260768067995
PTHLH,-0.002450759100127313,-0.028339993501582582,0.03462934652756857,0.01941832519801996,-0.008377249779000182
COL1A1,0.09909747907262592,0.04944529210082942,0.10220684541079482,-0.006912587390625544,-0.009197494540169205
LAMB2,0.01556607602204281,-0.022013309822810044,0.0016350905469209548,-0.07280839511574633,0.04938050823654509
DSC2,0.12793533055608497,-0.010135376795573635,-0.09440510237347711,-0.023783993724131418,0.06202315624641804
WNT5B,-0.031085989330468026,-0.0042434272825625395,-0.033943896051735055,0.00016524599728978814,-0.041975588850631955
LEFTY1,-0.01861305994386317,-0.01799551441690575,-0.046459192297171145,-0.014670330048509289,-0.05428111039814548
FGL1,,-0.011518565525560433,,-0.02185254817562316,0.09892684662169705
CXCL5,0.08839801707395058,-0.01058656916722276,,0.007588771988417908,0.0018541954679915766
S100A1,0.03661199217037905,-0.04972112943810794,0.04452236317386345,0.04278942108785468,-0.026534804142614825
C4BPA,,0.057450155818303386,,,
NPTX1,0.14118559192818042,-0.0226275164847509,-0.11320119575772856,0.028846567781019922,-0.04583846190195422
TGS1,0.03760341151193076,-0.004305361527323396,0.025391296463352416,0.02937247563044062,0.060242593917167755
SST,-0.021498384271415937,-0.01668971166441815,,0.11845637244333569,-0.04017564420174061
IL34,0.0037062569372768588,-0.03458183196682077,-0.07880380506023699,0.028598075696083105,0.03238913668662163
DHH,,,,0.004824587808751748,0.05243240976839578
XCL2,-0.017088070125803906,,,,
TF,0.028652734479641385,-0.02161481032173832,-0.012518270354515188,0.02880561344845675,-0.00602781402464532
IL33,-0.0391196380990438,-0.01270406976677488,-0.02663500664178342,0.04842313169567188,0.07476620249040741
RBP4,,0.033965349318748596,,-0.026009272229576233,0.007489601881504377
CCL20,,0.027843362193936034,-0.049259765126447266,-0.019688740641090517,0.01995515283968023
NAMPT,0.05901010722116537,-0.037162623347699326,-0.08252793301102403,-0.07901450522036378,0.007728195132772705
