,ZH1019T1,ZH8812bulk,ZH916T1
VIM,-0.044575006921289,-0.03998399290963276,0.018486628820550115
PLAU,-0.04381728219705074,-0.04674010837502386,0.0032143631156411343
TGFB3,0.006248038104668279,-0.05173927867875425,-0.003877013600733768
APLN,-0.11397135328881673,-0.05990113643026323,-0.04488392731714892
SHANK2,,-0.0208287262468884,0.036860926368857086
LTF,0.12503221209688337,-0.11827532514200023,-0.014864889461174478
PYY,,,-0.012824129797182919
PENK,,-0.024449358638270715,-0.020443738661990927
CTF1,-0.05368923775709506,0.012262687841146013,0.060238148229332975
COL3A1,0.03318048451044624,-0.09179564610971823,-0.024841559751498255
S100A10,-0.133621332688646,0.0018032575521948412,-0.010585917774670902
FGF13,,0.033769589734496945,-0.028202703483416237
SEMA4A,0.04632518199765923,0.022606412069428754,-0.036565147975542785
EFNA4,0.04876087912276228,-0.022196019989865257,0.06290773131307961
HSPA8,0.05896771215386525,0.06731274969984627,-0.011289935486955695
NPB,0.03900579136655784,-0.06251808999576677,-0.0005941958451143493
ULBP1,-0.04717114881284778,,0.008380752169706655
SEMA3E,-0.053106875813250624,-0.04323665747990673,0.04407877093529748
ADAM9,0.03459833847620121,-0.08406446458942998,0.045537917023069974
ASIP,-0.03220202895221949,-0.017882223732064325,0.03894811496233323
IBSP,-0.021798092203294577,-0.025163298522085247,-0.0936110691035076
FAT4,-0.01768164698438079,0.06250339503278252,-0.011941503068142999
MDK,-0.14366450614686804,-0.06811601307226053,0.04323609223888717
BMP5,,,0.09706347652527497
CAMP,,,0.014912366690631132
HSPA1A,-0.00417777940208757,0.0006309149766319476,0.0034285485194123656
SOST,0.013267222499489263,,
SEMA3F,-0.03213989456779385,-0.022175728519933584,-0.015118363372454263
ARF6,0.09997527299524883,-0.06429470216812438,-0.03269264578101512
IL6,0.013932644135730962,,0.07509135839477116
CALM1,-0.03566129528771188,0.058585060656042194,0.012280555838823473
VIP,,,0.013087006590223776
NMB,0.01554921969141309,0.037897059867742285,0.004246388369124697
CCL26,0.04906415940955188,0.020071525920628604,-0.04698941886451805
FBLN1,-0.03200443561754707,-0.058399302795251004,0.04588666938675745
SAA1,0.06432812831089996,-0.04585053249708807,-0.03909927455188034
MICB,0.01058173479984565,-0.03826922371675759,0.044182005190954846
MMP13,0.026735887803198875,,-0.02044373002526194
F13A1,,-0.03805097420440331,-0.02478006739267166
CXCL11,0.05610512942351516,,-0.007115067007694386
COL5A2,0.014629298533234497,-0.03788682644794263,-0.027422349658215592
EFNA5,-0.05496290656951401,0.08473110840109772,0.05945471001219767
AREG,,-0.02676276097216768,0.05752108944258298
EDIL3,0.006115952786467081,0.0391471487273324,-0.03734167356475829
CD86,-0.06846235257672406,-0.03310699524314896,-0.0009369557922051758
HRAS,0.08918358113723221,-0.03719421380484579,0.052420264014552506
C1QTNF5,0.017291785232238573,0.033608743527014075,0.06145879985529365
RLN1,,-0.01878044614731544,0.00994362440723585
COL4A1,-0.04791414770463845,-0.08036708010097725,-0.07886792595286689
CCL3,0.0711114813355921,-0.017399712532397693,0.0819097363872747
BGN,-0.00421243457336538,-0.09136067078042025,-0.04023290411014272
RETN,-0.05183860139164943,,-0.01272062974162429
S100A9,0.018749473950274126,-0.05079224866521949,-0.045099086667167936
HCRT,0.0920662063493398,-0.049913975777553916,0.07997811580743922
FADD,0.06186270911896202,0.008592318592584374,0.08755031585405064
ACTR2,0.03547216656982427,0.0614220942450395,-0.07695197098524835
BMP2,0.040176377863302276,-0.06468299100347104,0.06784672693693546
CD55,-0.01318759813494548,0.054021928537343916,0.03713104958530282
OSTN,,-0.01938631057449082,
CD6,-0.07850712044115725,-0.02492736718367197,-0.02278104591677994
IL16,0.011786155424732724,0.019439672228583137,0.05435374948437011
LAMA5,-0.04811942368843817,-0.10105115863444641,0.03268149066494582
RGMB,0.018079266447158016,-0.03704180725200895,0.011960121172638711
INSL5,-0.07686290573808276,,-0.028054202433233772
IL12A,0.04847573303519174,-0.041933809230875765,0.0019783168145108007
S100A8,0.14162663201955583,0.00972745107761115,0.003953596523045529
TAC3,,,-0.020428864139739787
TAC4,-0.004197650469577452,,
MFAP5,0.0017345709090453864,0.049987582299196254,0.021080143796507054
CXCL16,-4.045640987370184e-05,0.007226020433025346,0.014719513824779977
AGRN,-0.03974365729450328,-0.10153569359133534,-0.003242740384183705
COL4A6,0.08869625122457712,-0.07032535065898525,0.022230081703474888
FST,-0.07049124619889936,-0.08669730898847042,-0.022640271354282697
MEGF10,-0.01723979129037328,-0.07771861416494362,0.06609000359800699
C1QB,-0.015279191135965714,-0.08417873411406376,0.05741908216796119
HLA-B,-0.05771797070048913,-0.12616712970899518,0.029939718431719903
PDGFA,0.03754514922886463,-0.04117539336733575,-0.011073793002392831
LAMA3,0.02565086550698425,-0.021919078328248347,0.025299734968601675
DKK1,0.04039472397957478,-0.019682683512386383,-0.01950673268123674
INHBA,0.04583004605599413,-0.015005921545653958,-0.03584297720658786
LEP,,,-0.01631158160826867
IL7,0.08722144503463973,-0.020547782365007462,0.0500751000789555
FABP5,0.08228806559697563,-0.05436942640071179,0.07383536622693221
CCL4,0.06731576046877061,0.007042068834793179,0.04789330493837605
FBN1,-0.06192357431572041,-0.004570037669633468,0.04927181144383681
TCTN1,0.03912564754254863,0.013340738841072761,0.03377939270822866
NCR3LG1,,-0.020547793275164275,
BMP7,-0.03461226684867602,-0.08303367115800156,0.041154560951456524
NLGN2,-0.11839959370938634,0.01094829263695667,0.061438089559377164
CCL25,,,-0.025254691060737317
NPNT,-0.05520603077967857,-0.07541546010077277,-0.021433542930145773
KITLG,0.030183787668752522,-0.007577778589743466,0.007877568828966426
MADCAM1,-0.06413326312994624,0.010073865557852049,-0.02166383462142098
F12,0.01974856137462391,-0.041624789504936636,-0.022446074798974706
S100B,0.08553144431750619,0.16155504865989742,0.060910692538443965
IL27,,,-0.02908024287945176
CD99,-0.024105129188808635,-0.026347947046559128,0.005303111896263806
PDGFB,0.034598084069263485,-0.004246463678565332,0.01024124567507046
CLEC2D,-0.03763158495295359,-0.021693988528366674,0.06053986424188147
F8,-0.028220150361375086,0.03260600283338826,0.06648059780162664
C3,0.09253221911833244,-0.11354573007566682,0.0035988458393758755
DLK2,-0.04717108659836406,-0.02191908708356465,-0.018158584832887098
TSLP,,-0.007505844519324587,0.06564057869237323
OSM,0.05555623958812063,-0.003907372723357401,0.0077350758343336466
PRND,-0.060805935310567306,,-0.02121832464433644
SLPI,-0.002995107525609054,-0.05827319215450916,0.05466510899743735
AFDN,0.01673484162782751,-0.04509120522547489,0.05269162783331609
ULBP2,-0.08170384752831306,-0.03073368860238655,0.08753663353483955
ICAM4,-0.04717114881284778,,0.023599287737289473
ANGPTL1,-0.06568047326306385,-0.019597833721155818,0.047398024802642755
LTBP1,-0.022958232539617273,0.01409082221201129,0.011344570423188467
NTN4,0.05365812734916682,0.010926001387266132,0.05698861485233014
APP,-0.04372958779142739,-0.09073807910749884,-0.05457514186490353
RIMS2,,0.058842615017933156,-0.020046199242747996
WNT7A,-0.0483110436339049,0.019440880187653182,0.053882293094483266
GAST,,0.0632367965444819,0.09156848386967797
GPI,-0.07509797282114179,-0.1338544041043815,-0.07723166902065091
IL1B,0.0133309649297453,-0.052078457020780775,0.06260121129402318
HAS2,-0.04909562715026437,-0.07924340749838461,-0.028269909034779616
IL11,0.10181457446551874,-0.024927371135190893,0.044047767928380645
SEMA4B,0.0628488987220129,-0.08372654746020405,0.031497597238008664
FGF12,0.10299721682558384,-0.06134233150289259,0.06860200207854865
CP,-0.0034834767975683682,0.04062790133840456,0.01206026061627049
NLGN3,0.027637724544989358,0.02608886192997728,0.06824448780155998
GZMB,,,-0.010289111177018277
PROC,0.08114120786930176,0.013230483861151466,0.01967525901266759
TNFSF11,,,-0.013872114470224916
AGT,0.08086879843107189,-0.06401275556747793,0.04628832573053694
PTHLH,-0.002465595901190272,-0.046959405036418024,-0.04406360414635645
COL1A1,0.023893377048751063,-0.08211793255514177,-0.028797233168873216
LAMB2,-0.07991864408114405,-0.11888370639712827,0.020548165623021933
DSC2,-0.043969113897629884,-0.012491553913090906,0.015417769127780936
WNT5B,0.011664377975668385,0.04128566328396602,0.05851791682196775
LEFTY1,-0.007135411059103104,0.11096834014760223,-0.02088587364953233
FGL1,,0.14694208291041505,
CXCL5,,0.002588555744252357,0.028131048610551202
S100A1,-0.015110316873471296,0.09740164603783041,0.03145937073281628
C4BPA,,,-0.01631157761082973
NPTX1,-0.05243969562917935,-0.0196826786053737,
TGS1,-0.04912463630401793,-0.03617837413722171,0.03548063370367454
SST,,0.027422921909090837,
IL34,0.07207315431682515,-0.027441072510795576,-0.0028940273437414706
DHH,,0.027086045076202308,-0.024090292418743473
XCL2,,,-0.01702629148991387
TF,-0.09225595129426342,0.1322810782646017,0.02905557152418419
IL33,0.08162690470633191,0.03243430472757929,0.02022622504697859
RBP4,,-0.006007208130837132,-0.0008403504926471681
CCL19,,,0.08149232698093327
CCL20,-0.011751218100856744,-0.021919090255783293,0.05513873918486032
NAMPT,0.039551422247457425,-0.13082041052728963,-0.02866200191993737
