,ZH1019T1,ZH1019inf,ZH881inf
RGMB,-0.022790133213067238,0.012049647916771076,-0.03980085165143777
INSL5,-0.03459813331138223,-0.024974752669451688,
IL12A,-0.01937134528559258,,0.027291555430259032
S100A8,0.03399616507395661,-0.0030097095108570873,-0.020101587337774167
TAC3,,,-0.04656012661819466
TAC4,-0.06672439364755076,-0.02760544810851955,
MFAP5,-0.0032960037705415304,0.0011754019369334423,0.019915298733768783
CXCL16,0.008705740997549269,0.00555946877189619,0.05174018026305288
AGRN,0.03531980476485717,-0.012869517822606267,0.052283767762302306
COL4A6,-0.018053759084852357,-0.05337907801112329,0.07089940397202658
FST,-0.0014218613510216089,-0.030294196475866272,0.0021334387535486238
MEGF10,0.02576917664437064,-0.020567535953874765,0.06824007476749094
C1QB,-0.0006878361208761736,0.007225969493713534,-0.05982592871845242
HLA-B,0.013502806206969465,-0.048643057049343526,0.010768402690789334
PDGFA,0.07230384879147504,0.046325502053529005,-0.04441284371470769
LAMA3,-0.0672835706963479,-0.03327682748751875,
DKK1,-0.032181721955465446,-0.0030726555552036267,
INHBA,0.0674433393300753,0.023619544391207548,0.11726207117888555
IL7,-0.005434109520984646,-0.026753821674571306,
FABP5,-0.013142184838346326,0.00022634611219175246,0.030711554772820095
CCL4,-0.019222470724987104,0.0476389229716875,-0.07268773595588328
FBN1,0.03426489805817597,-0.03966315812727256,0.004801991444681395
TCTN1,-0.022056781517166328,0.03972028453998153,-0.04477654474734885
BMP7,0.06144023055431708,0.06424103413419387,-0.03187310561077881
NLGN2,-0.07413458374099512,0.04202911076127743,0.09139614061894782
NPNT,-0.022960205900963055,-0.030996944024860876,0.04743600186542215
KITLG,0.08193974952077993,-0.03571944298882011,-0.00027066733066884467
MADCAM1,0.02284121721108353,-0.003736979217488209,
F12,-0.050449615027043565,-0.03910065042559971,-0.021390656104364435
S100B,-0.04492079919291689,-0.04434575278074155,0.02444352752318878
CD99,-0.017293867021866572,-0.04142475700751843,0.002194501368815249
PDGFB,-0.0592093910961652,0.0525832376230396,-0.038853719241397223
CLEC2D,0.055472066665127176,0.068484838070104,-0.004486499636096442
F8,-0.0035653158827360113,0.013484577812322247,0.0016367624275183481
C3,0.0820266158636801,-0.00869581497717525,-0.0795053058883837
DLK2,0.030201054674979747,0.0783920315948959,0.037012953130989075
OSM,0.05250309882491679,0.00465813838553512,-0.0665507049325251
PRND,-0.05261663125210169,-0.031062060514042488,
SLPI,-0.014501114157073072,-0.01000409443485856,
AFDN,-0.06280562043171388,0.003878329180410246,0.003714514984189799
ULBP2,-0.07070002616221709,-0.03131453888841905,
ICAM4,0.058733131142620534,,
ANGPTL1,0.09437246132897965,-0.02008928032297676,
LTBP1,-0.005620703820161663,-0.045043448313943704,-0.025274447894080794
NTN4,-0.04478891467722701,-0.030034579987704965,-0.0561323428734268
APP,0.04125699126411927,-0.03081084887564652,0.02543441878850511
RIMS2,,0.04178998632136399,-0.02888191686148575
WNT7A,-0.014008973989156397,-0.031062069990131197,-0.04738871380279384
GPI,0.005253160808572443,-0.008023576199091791,-0.05584146747670544
IL1B,0.055411240052168104,0.08296756603378581,-0.010248404224499392
HAS2,0.10844707983387633,0.040777604943677125,-0.05025931657689932
IL11,-0.03959862162938624,,-0.036548383078096006
SEMA4B,0.025880914977647478,-0.06065139927222583,0.01312249233926878
FGF12,0.10357643813037164,0.057767817514388274,0.08572660364610912
CP,0.07159733181801207,0.035806932604876454,0.03008762396223602
NLGN3,0.04757512599952214,0.04532381866708357,-0.03435522885194757
PROC,-0.041877703272240795,0.029005468921031483,-0.0028079609605969743
AGT,0.047893479779271636,0.02750827404052822,0.0037080951353376515
PTHLH,-0.04968172217403596,0.08235466620981517,0.00047868664831100203
COL1A1,0.010111499723570436,-0.020131898796731315,0.017415219810357457
LAMB2,0.1658921128522727,-0.0880873277486534,0.00020636918628851695
DSC2,0.02786405340852619,-0.03871951416591092,0.023681040077368706
WNT5B,0.042943146588123905,0.07057067710674429,
LEFTY1,-0.0061428111448952865,-0.03327684889279052,-0.038364256249493266
S100A1,-0.020379292635345568,0.06396740567955332,0.09306488227386508
NPTX1,0.04182540733399216,0.017584239807719598,-0.009707282628766179
TGS1,-0.007179296130360296,-0.07073394232936989,-0.09102391110332733
SST,,,0.04469651137216768
IL34,-0.04595371941720077,-0.020118585764683568,0.017460781694203845
TF,-0.007523886109774819,0.02803609571088579,0.003417275782450921
IL33,-0.05841787291781437,0.04246016968669641,-0.0906571849731555
RBP4,,-0.040557319332294096,0.08438340340138101
CCL19,,-0.019157279092439982,
CCL20,-0.06172000477044097,,
NAMPT,0.060321216894447444,-0.05599820676725389,-0.08948101943895422
