,UKF248,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
LYPD3,-0.011364216238039952,0.028632825601533025,0.06028419854010484,-0.0196685601942545,-0.007206241772714524,-0.022989497121180556
APOE,0.024986468281563902,0.027705562411977105,-0.026394408672142107,-0.04987387962277926,-0.0005239446064459398,-0.07666550323485505
SOSTDC1,0.09363951156068395,,,0.03655009676581146,0.08149889401949889,-0.031094380533436397
ANXA1,-0.009156740532565176,0.03435394620627128,0.0381784172623526,-0.016222343969895647,0.0016633086200783177,-0.03829615220280249
WNT2B,-0.03347500541993604,-0.022632070657097023,0.0972297706806305,-0.002980924674710841,0.06472477984766324,-0.029909408450400344
AMH,0.037962817280077256,-0.019767088291846355,-0.019740446034277468,0.035561366534474156,0.020833188906883716,0.046865974873572816
GDF10,-0.01906230954322734,,-0.031274320860023026,-0.001138027983325045,-0.026655767468102356,0.04643328099952824
EFNB3,0.014251993915493899,-0.020705220110336875,-0.021707320244760193,0.0003382057719654159,-0.003245996774685669,0.08648142311485324
LTB,-0.010582496641824498,0.034699584067471825,0.039784597687404825,0.03419408339445109,0.038460399988883114,-0.04522714106275495
ANGPT2,0.06528042646619321,0.031835647824037,0.008219422625456647,-0.011629828626977838,0.01701450413650736,0.0030727305207648684
NRTN,,,,,,-0.01886866787327182
ADAM17,0.017185742414775277,0.01410790189603969,-0.010120510331245664,-0.0331879179411429,-0.06300627504235691,0.009101873930211585
LRPAP1,0.041011075214379106,0.0038470448166625514,0.024101794991670016,0.009356982731465416,0.04349816068132589,0.042079937148486735
NID1,0.055013075129062214,0.0674296618972451,-0.024842662370056418,-0.01791760947421963,0.039607198098548374,-0.04653165323379832
MST1,0.037801575105105144,0.027855069425412986,-0.07172347157858187,0.019743570422135273,0.020945106031619625,0.05026778196898769
CCL14,,-0.020301770339575476,,,,
DCN,0.02647163168121826,-0.08601673451906458,0.1190353921807679,0.021879890469510697,0.06491818079829892,0.02902216211965759
IGFL2,,,,,0.006340818887539122,
COL7A1,0.000870424889466338,0.01881950294008527,0.02432058352803223,-0.025205580806282036,-0.012204992430033186,-0.030232957388098086
CALR,-0.018688260862213292,-0.05087803422644982,-0.014734659793420963,-0.07053156206900041,-0.06470058896317314,0.008216260732559232
PIGA,-0.03330341455499281,0.03186152212575072,0.1839966617443149,-0.0037093603692711164,0.0501253021217003,-0.055406258789651185
CD200,-0.00860208327382645,0.04341588230688362,-0.003946919365937402,-0.005850074480661089,0.03900678165049293,0.013821913313477052
GRP,-0.006032776101270523,,,,0.009469406891177451,-0.020695844566328985
CDH1,0.0031108570801863496,,0.030804968379443118,0.03146604265296868,0.05789379583770785,-0.010666770929424824
LPL,0.023015766116640024,-0.04228676887764044,0.05362065577318618,0.08697448976580258,0.08555010013749736,0.04121058330725075
SEMA5A,-0.01189156397054453,0.021864434101457955,0.016364195302926945,0.03767236984734996,0.09423447632994063,-0.0017732284024085923
SEMA7A,0.0292323658871103,0.01841670199743436,-0.03738128405226524,-0.02526621694853242,0.01693015444050476,0.01749683403917413
SEMA4G,0.03558217158958586,-0.038683264414438555,-0.07693206248212946,0.016082681619930386,0.05697428066792514,0.10685171523588796
SEMA3B,-0.027369660635246162,0.025846861652849364,0.03323966983719037,0.014812182384239038,-0.021290080124945893,-0.03972325225103502
RPH3A,0.03649291053966381,,,0.00406772286407063,0.07209549835371433,0.002821466036677074
JAG2,0.001555909673073514,-0.019208104369922634,-0.056358838703441175,0.00440061198302817,0.041684084135520556,0.021734124681018253
CGN,0.009305847902578343,,0.007918538604580647,0.036047548096893485,0.03405050700828806,0.015362315124773757
GDF15,-0.03951192416833236,0.019589838493772074,-0.01575448690426122,-0.004205325650037272,-0.020247035549132663,-0.01857208580241226
SEMA4F,0.021728396365419556,-0.030787514149334297,0.02987307420091479,0.04011826348460737,0.016423818464672207,0.06587052337520546
NXPH1,0.0018163742380524442,,-0.02688843403794156,0.10212908384498058,0.08285223873973538,0.04932437477327299
ARF1,-0.031329371831639835,0.027056340014662,0.012416349112941817,-0.020847588241917476,0.051786969602995295,-0.009655961403703483
DSC3,0.03503054018653062,0.039615991403721997,,,,
EBI3,0.0724845298320626,-0.019680832881238692,0.03755783542755049,0.09939139757051417,0.007735414494069027,0.03966133909290748
TIMP1,0.031563374863842954,-0.03337161497733211,-0.05047938429948592,-0.047915773769949405,-0.1140546800577261,-0.0371521682055413
SEMA3C,0.01117465176200904,-0.06045656833584821,-0.01429059628645312,-0.0028177412876828076,-0.03874750113427314,0.06735504567385822
GAS6,0.02158499815509825,-0.007078200295476398,-0.02340278919436228,-0.019327695662214612,0.010209388904007978,0.05938170084977196
MEPE,0.022898588121493552,,,0.056815825658391744,0.09282405366436791,-0.008448974584469023
SERPINE1,-0.009981915577311219,-0.0462096148762305,-0.07807448356948898,-0.0823040607221807,-0.11830116688305078,-0.02298471035490293
RSPO2,-0.008618711535563884,,,-0.02728563249353559,-0.00574666897300264,-0.0173695649488268
SHBG,0.13563412196224164,,-0.06416921577081788,0.12066913789224516,0.08665147018736098,0.0199213597565449
LGALS3BP,-0.01900551930517494,0.023564015457828675,0.0004564690670571142,0.035461935242889486,-0.03708817043169663,-0.05808181810077547
LAMB1,0.04381087421058287,0.04861296806094176,-0.002150526915449341,0.007911912249714876,0.004198264272896428,-0.0007859030570783574
SPTBN2,-0.0038650942146332876,0.04761349508288644,0.005872189813539779,0.03887383743208866,0.006388186107228816,0.03637488221830354
COL1A2,2.270395836199892e-05,-0.052164619782878126,-0.019655991290899073,0.030072381073690393,0.025024153254076156,0.004996056835528983
WNT11,-0.01991169643912987,-0.018549016979456857,,0.058632553397069485,-0.00106784965644437,0.018611755682619215
LGALS1,-0.027914744696655357,-0.0667482378443008,-0.02094243456569849,-0.04119822911983801,-0.11777859586113505,-0.04398973898842412
BCAN,0.04094945392808107,-0.018714525072599353,0.010556588970585387,0.046849453572999966,0.13541864732030137,0.019257897416634626
ANOS1,0.01793368004028871,-0.03313208548177567,0.08256281504048167,0.018445138770895462,0.08284054300399518,0.07041092071740211
EDA,-0.01457728201774132,-0.0003635298283813455,-0.011912669542415493,0.003342648703073311,-0.026655765936272908,-0.024776467777935032
FGF22,-0.020728951998937123,,,0.029138458951430246,0.008474704832737389,0.07573274048910866
SHANK1,0.03170215370167506,,,0.12408544327378553,0.1933197481262334,0.015917888903611566
NPVF,,,,-0.0220842718995995,-0.014765378219261202,
TGFB1,-0.0019637590562815656,-0.042782048908196736,0.10436024673109372,-0.014767817698279544,0.007509916774986056,-0.03366238077962565
MSTN,-0.018821920187196615,,-0.09973064443352445,-0.008028829317593498,0.037036479597611076,0.13223142959536022
WNT4,0.06353886002140659,,,0.040075382938849234,0.02334312227028239,0.06721747320397796
TNFSF4,-0.019314131726240972,0.0016017487773595331,-0.07400241838145621,-0.003097855478781758,0.16766694869256796,0.011606429016911956
NTN1,-0.03324860925652073,-0.023161992607127424,0.09424138571709302,-0.03389943082673333,0.07113679807407021,-0.006556892249632132
CXCL12,0.007821449195141718,0.033658028459940925,0.10805330026067114,0.014929563145401345,-0.009919174727742498,0.07037794439254247
GNRH1,0.018678479707019153,0.03259623095773067,-0.008867263692558303,0.051694220741667206,0.08257579518571005,0.009886341385094522
FGF8,,,,0.07086768132472428,-0.020380486182599706,0.003771697155802414
RIMS1,0.01179537184376997,,-0.07579630135618107,0.025676165190255677,-0.0036246284324654033,0.014336071151484083
FGF14,0.093993449552277,,0.10489832929494192,0.057648517866905294,0.057809447613458166,0.07447647562339631
IGF1,0.03125107241701185,-0.025823286040611296,0.00013351450417400647,0.023023821686158918,-0.01247597754202363,-0.020998079158170722
TNFSF10,-0.026822282357518268,0.002002611945404555,-0.008401293900572352,0.022557702812315835,0.06890944204089373,0.06100503705556918
GDF5,-0.02056788408721218,-0.00933436145321822,,0.007695617045846007,-0.03152746814172106,-0.036908219303298316
CHAD,,,,0.08286088713415062,0.01051509552001091,0.02057107831348893
RGMA,0.03919196585793818,-0.03550511889493423,-0.03963509882904806,0.08249166506762261,0.014149338248583979,0.006220831048178466
WNT16,0.04547766539465086,0.09160739405615637,,,,-0.018868665382800277
CX3CL1,0.02509896628113008,0.032081854294995216,0.029302938561655268,0.09276403790935908,0.026290668227811734,0.03882842072764222
FGF1,-0.005706366466795568,-0.027588576942795446,0.09937239868127205,-0.022550515865599162,0.046192236735763684,-0.029304019001950465
ALOX5AP,-0.017341002917636177,0.07786880854074128,0.024565211406128357,0.0408971258162079,-0.03238466439165046,0.03878470960438952
IL1RN,0.013447087238996057,0.02672978292065175,0.06493722208039393,-0.016373778818667983,-0.03684375449570685,-0.044672619163678935
PCSK9,,-0.025654124890407304,,0.048689553307492174,-0.015655380371265317,-0.01831498731422043
NPW,,0.020345859612488394,0.01659864292571233,0.00015538571843181785,0.007229717136267241,-0.025394532250084482
CXCL9,0.05025555018114738,0.038394470201468286,-0.05834644577527331,,,
ANGPTL4,-0.026896242169205595,-0.07772744216450445,-0.08390652437614521,-0.053176014189586646,-0.11533780525881496,-0.03661072605466243
CCL11,,0.10300185237429366,,,,
UCN2,,0.023647481420561178,,-0.020498510296535453,-0.027194786713725248,-0.020695844566328985
OBP2A,,-0.01548928660336634,,,,
COL4A3,0.022378677600256077,,,,-0.012388421912734626,0.12583743027461125
NRG3,0.006094913756629224,,0.08787214564069439,0.03516380062826753,0.07494533417159321,0.050320416580715815
IL23A,-0.0066307717545703625,,0.0033595165231928388,0.07299334827660149,-0.02010601589933826,
COLQ,0.035795161359650496,0.057866167431446604,0.045166836575709204,0.08577088325142475,0.09434932635010986,0.10126412102542967
SCGB1A1,,,,,0.06221676692453431,-0.021190553905171473
TNFSF12,0.0016024357609767477,-0.0010138277434365876,-0.02645256255331719,0.051371649351011225,0.02617433702518078,0.041149042662495736
DKK2,0.0229480909854967,-0.030730271852977383,,0.09185872964617843,,0.03614667548356463
FYN,-0.031114742051459636,-0.028625836667469512,-0.04864878781632432,-0.008585061146980162,0.11142130795042052,0.0021867218215178923
ACE,0.03533025314299742,0.06010732054311022,0.002105546501139497,0.042753610266045516,0.08104030574250799,0.0015338317901526196
IL18,0.01980208628753095,0.09549935680757164,0.08499312308603782,0.05117137934899731,0.08464072233179815,0.06499602209396188
PPBP,,-0.014475362759838207,,-0.023586015189168513,-0.018532409567069554,
CCL27,-0.014577282115675341,,-0.06286130951073836,0.005106302531812524,0.030799787945946313,0.04357743148247208
SERPING1,0.008846373390682706,-0.007206638920303315,-0.03766602935269389,0.04840126950877803,-0.02198857748678732,-0.0640331112005657
AZGP1,-0.017160328342313784,,,0.02165285938625093,-0.036681793070627,0.021337769418533166
INHA,-0.027959109289254994,-0.012239633655851267,0.0430329638242846,-0.04624130507988331,0.036725765021728064,0.02498357707363987
SEMA3G,-0.02485905585900565,0.10608135812626694,-0.05868001135083824,,,-0.030385529056795833
OXT,,,,,,0.025763039088540992
COL6A1,-0.031132900862139195,-0.039469386361227786,-0.028436946634385986,0.023356447917768627,-0.04696141536317228,0.030619808166124994
FGF17,0.05320557504647399,-0.016444243910393973,,0.017183980041564816,0.1433567379898842,0.005721207849308766
TNFSF8,,,,0.04112362760075733,-0.01714920977958619,-0.01886866787327182
FGF20,0.08024764551319111,,-0.03786057814610034,-0.011551903229059041,-0.026764271487921976,-0.01918664819660989
ICAM3,-0.005375787095714592,0.08150114405123246,0.04144922619229542,0.01793858186009791,0.04854526917009722,-0.032514541640942064
LAMA4,0.020345529507346846,0.02735520812382511,0.06296919704053175,-0.009515062485789625,0.0006383717527560926,-0.048165630097150476
INHBE,,-0.019041595443932826,,,,
DLL4,0.01864136118921719,-0.006835130616301502,-0.007549909183815857,-0.03541740305978622,0.08741720107829275,0.04577436999554715
SEMA3A,-0.031695423690165335,0.037277722904622564,,0.024086266127569613,-0.0014464851799651126,-0.007987225077360651
RLN2,,,,0.07895372942562696,,0.05085030473893945
C5,-0.016181068886459433,-0.02680522061358902,0.04135443154699892,-0.03114729937263198,0.029587328039898084,0.026933166439438203
COMP,,-0.022492717896402677,,,,
EDN2,-0.01647001827854602,-0.015091442072423874,,,,
C1QA,0.015171179310108203,0.05918261884592303,0.09236525144992051,0.04562468216452164,0.0159463146489417,0.009004671945040623
UTS2B,0.0017566927916789824,,-0.035946865133357195,,,
COL9A3,0.021445937708920657,0.02977954883288031,0.02266024359006714,0.0788472017445589,0.05481213092963467,0.023887462228217603
DLK1,,0.008735850940451045,,,,
HGF,0.025853513875780883,0.022706173584202165,0.10086035596121981,0.02149902035014829,0.02068723086261227,-0.005387347635165742
GIP,,-0.0010861985282903097,,,,
P4HB,-0.07778159499089102,-0.03078801750797863,-0.06444539562908007,-0.047499651900632815,-0.09047230486727778,-0.07694606657683348
ADCYAP1,8.155189561635119e-05,,0.0055656033670937275,0.0023779905246740724,0.05199008643383336,0.06293367102531093
GREM1,0.006740837700053888,0.006834591572737717,-0.031129260176857954,-0.062392367814830055,-0.02749041526850677,-0.04606954638237667
EGF,-0.04481329949889768,-0.01968082625056595,0.08513598899637267,-0.0017900289214620715,-0.014947337307687115,0.01778391239899881
VEGFB,-0.005315970277745658,-0.09025485792298037,-0.03214872080996004,-0.0473924563179235,-0.047446916301961704,-0.08538415730324579
FARP2,0.02363951111551211,0.003865775973509084,0.031226924245779532,0.011049771779787698,0.06454510680066392,0.016663363063265737
IHH,,,,0.03297793857867968,0.11567352658734528,0.1127805505668217
LAMA2,0.033282907686083975,-0.026305649569764087,0.02905789041295089,0.036322188047510466,0.06510294283902862,0.00948920525916734
SERPINC1,,,,,-0.014947338496780756,0.07187909249145508
NRG1,0.016481126783291132,0.004853496596901551,0.04572555274161717,0.008210336331823252,-0.032284336738987465,-0.04146529369444018
SPINK1,-0.035402245050999905,-0.010425553865013678,,-0.04014499540150914,-0.04081604375656661,0.006005055429036863
EFEMP2,-0.06019731266861124,-0.04652117204843835,-0.015921531536986794,0.012356571753653706,-0.03971369145771985,-0.009732506045023731
SELPLG,0.02284625008402475,0.03105468313444707,0.051905522381182644,0.04612517131710523,0.022476004966867746,0.0208324925149929
GDF6,-0.027959106560094364,,,0.08135868284097962,0.07355689346170474,0.03302742756164983
HLA-E,0.04774246882338166,0.011501083940121282,-0.03466355197754153,-0.004413312966651661,-0.062482136927553646,-0.04947266750395604
PTN,0.032995910933037796,0.03608774748469317,0.06730241781515765,0.1251180913232827,-0.021052572430889992,0.04422155409819788
CD274,-0.0020628345954208462,-0.02723461544095102,0.10841814362175306,-0.005675260241837313,-0.02295677395679214,-0.03559767147870816
CD14,-0.005790561729512069,0.04582075006810206,0.016756361107250154,0.06955433921972178,-0.0027353938109427344,-0.014692692661663344
SFTPD,0.012789428516647883,,0.04748240789595527,0.06926335709488694,0.0806247006821808,0.0567860928700673
SLIT1,0.03019421997624505,-0.017872939792445884,-0.07293008299681515,0.024121807670155218,0.03984268909616108,0.05042546830645305
CNTF,,,,,,-0.020695844566328985
BST1,-0.027550832172649736,-0.044151676717452105,-0.053970320951624746,0.12059974460989262,0.042983085403640646,-0.014134563098572027
AGTRAP,0.02535294493222733,0.05659103380102868,0.01896066330621562,-0.004480001253513189,0.011235615250782052,-0.06413245065471462
LAMC1,0.021071187507790533,0.0002949359384278815,-0.02592426595893247,0.02789648115934913,0.009151684166546579,0.026664165124088653
COL6A3,-0.020376342709388852,0.009875513741539626,0.04751709390415791,0.03313404969158673,-0.0036842140880273795,-0.00206150701144443
FN1,0.02018694466102099,-0.03275541567751293,-0.0047340551454214085,-0.06280984602690717,-0.03877616651450603,-0.024614236411342083
MIF,-0.07791464092332683,-0.07694134162162374,-0.005907836586945223,0.015516797480072168,-0.03966167516017913,0.03015193304301104
JAG1,0.009564946920169834,0.06322126829143221,-0.00952488615138791,-0.005155591352055904,-0.036776080377645515,0.09100628885512332
NID2,0.0771621558554267,0.03993320010235303,0.06721618936702597,-0.0018308535869881962,0.10167519830832386,-0.020089453227778113
EFNB1,-0.0034803794060558504,0.023109026186393232,0.012452693495755639,0.05968576636666606,0.028482990435821597,-0.012158537049984246
COL4A2,0.06542401819261108,0.06496037319260987,-0.004776735775951154,-0.0077364788367751715,0.05214634505155527,0.039777756382024285
SPP1,-0.010652508270901645,-0.08038532879527441,0.005795266717406496,0.04124335722979597,-0.12602384461457578,-0.03140153258155332
PODXL2,-0.015751895220744317,-0.013612936324877528,-0.018753063464014473,0.03150112336616246,0.04920956462748709,0.07691460109874888
FGF9,0.03510780408983096,,,0.029450206630093893,0.0710548295340378,-0.007511271014499403
ITIH2,0.060322670675131605,,-0.0004742330952070072,-0.03126627313195278,0.1645012785458535,-0.016475887364331046
ADAM10,0.001117836543300901,-0.00822323347074633,0.12377529859884183,0.016680648816292,-0.06418658099858308,-0.001537474762864355
CFH,0.02807835495355861,0.027053239747745924,0.15061611433248343,0.04179764883915591,0.09796216203597852,0.011359591075207773
COL4A5,0.05880923322030796,0.042271773666193,0.020533275004435223,0.06665991471814742,0.034775952254419686,-0.02172484087643925
LTBP3,0.003430123404855444,0.014816407930200864,-0.05812336354018121,-0.05529583236538578,-0.05192223269920233,-0.049418698823985696
GNB3,-0.0027678318525701084,0.013335212519484092,0.01045495829380567,0.05359649441485956,0.057179848976383264,0.01472587854887615
COL6A2,-0.015314762649628453,-0.022256283648550194,0.048031700947758035,0.0037001586257165314,-0.02594150079368793,0.012036450633083095
GDF9,-0.046940939301844585,-0.021054668858808172,-0.02378279446224789,0.09850395586775641,-0.023741486109162303,0.05359449709800997
NCAM1,0.03025269113552018,0.05276742072614993,-0.030916654494166557,0.034026138552291266,-0.04211612268827659,0.030451359574245947
APOC2,-0.03231942632518112,-0.012787364969661525,-0.08236049054091407,0.0664264717835255,-0.0025894526058367422,0.017243579647567727
BST2,-0.025869902467106267,0.02555147403327161,0.024758478703030024,0.08340030372518498,0.009442049145169646,-0.06681532054591455
COL5A1,-0.02505150632211451,-0.03728878510526559,-0.004262997522327595,-0.02438412163141568,-0.05392791188368921,0.015333075886321396
CALM3,0.03221594436143092,0.06317434581653304,-0.033148490562937845,0.028274533953961054,0.08298332276705864,0.09160465612396697
THBS2,0.010101484797385853,-0.0701327066621374,0.06874934396409775,-0.010358199450642593,0.005339867615678268,0.03053538451545367
SERPINE2,0.01282125218762744,-0.058751617829583345,-0.10282562808737279,0.03751281177643537,-0.014845299941352696,-0.024730548191143457
EFNB2,0.02718873680135267,0.015986703289582897,-0.08434441376178065,0.017919073156179532,0.005820697103323242,0.0012172056212144456
PROK1,-0.026958530090162528,,,-0.017697225958830862,0.08419614547433585,-0.019407311240845767
MMP9,0.09166407950444852,0.0824857015589879,-0.02720599570078005,-0.0571035437725074,0.00907842393653545,0.029791541465516977
DMP1,0.01534447569345198,,,,,
NPPA,-0.04826639143574215,,-0.030168015737806295,0.04067874176665349,-0.011263822499200602,0.023926407716750975
C4B,,-0.015877736150970795,,,,-0.008593448722162968
NTNG2,0.013452303566414948,0.03548302665830644,-0.0705672881674002,0.008639750646281062,0.026416275451647604,0.04089029609852483
LAMA1,-0.053510921678545056,0.0761074081288513,0.0016876896812069683,0.10835753086465578,0.08043489074510762,-0.03359046252745219
UCN,0.04878109536019413,0.006312258949763197,-0.05940348848031816,-0.005622379732278693,0.014506294303007655,-0.028861285215426014
ARTN,-0.02618665303286273,-0.03640882464426617,-0.0475986221788842,0.06546718493198077,-0.02599710605099413,-0.017200379391649107
PDGFD,-0.014107146959130302,0.02636407814996276,0.0296062180138659,0.0731045276480316,0.07088905728146873,-0.0017703356201672002
EDN1,0.024868940530875693,0.03776805630243353,-0.12228839504420103,0.06610711772150493,-0.004184081514925987,0.025409763826292724
ARPC5,-0.0017053262078356721,0.06766607796434199,-0.02472298183625777,0.012538183308071453,-0.02633854393517065,0.05488635278834591
GSTO1,0.05468506717276671,0.07475023693965288,0.05970757076788726,-0.02006820133245187,0.011298378930869983,0.004615248877597351
PROK2,,,,-0.015377505740628598,-0.016827815906138154,
SYK,0.039045960241971565,-0.04592827763986435,-0.02413907574988477,0.028721787301047293,-0.04349904183063437,-0.01544225437360885
ST6GAL1,0.10573658597298442,-0.008629153434867686,0.01937024154198156,0.08325313567261795,0.10892314487015177,0.011349708709392555
WNT3,-0.019285037026962614,0.0636279435924392,0.011230509985238448,-0.005570008796928934,0.02876849789617657,-0.04808740050424978
HSP90B1,-0.023144134373098726,0.05864499080249041,-0.04728128891819315,-0.06465386475344508,-0.08208504102618668,0.0033332008952477693
ZP3,-0.005254704000309005,-0.03835779527230822,0.057846734440516835,0.046680175458665554,-0.023814010940789703,-0.012318253436744205
ANGPT4,-0.015445755780464962,,,,,
NRG2,0.0064068718863720545,,-0.004387210439730682,-0.006623856610933279,-0.00020236663943016403,-0.01839094927394278
MELTF,-0.02867691601127869,-0.02752447204337845,0.0567424659545954,-0.003962270188945996,0.0076178829286185105,-0.009741318189143925
NLGN1,0.001855547322596079,-0.021202369189000096,0.08760842218696065,0.08958631069513324,0.03763825109932788,-0.035395565536289926
SLIT3,-0.0530994926278557,-0.041280062016056614,-0.0410251024727625,-0.008665519296413128,0.05218894209585669,-0.0056683717978562335
CCL8,-0.028893402641722462,-0.018213861110951288,0.0653649516510839,-0.0244859906025761,-0.013417818997991625,-0.0029477262290478375
S100A4,-0.06609357029594759,0.009043874445829735,0.0468040181390465,0.012287473948747867,-0.017123167636006683,0.008304093020618119
TNFSF13B,-0.06539434043189282,-0.031202584903038524,0.06965869876355489,0.039247782091972674,0.0674326836495818,-0.04742740288524833
HSPG2,0.02884554601806739,-0.055332877686966556,-0.045725500854398686,-0.006410294149204762,0.025291782815284145,0.033349847563414144
FAM3C,-0.02732299093213014,0.049348653011094985,0.01749031014757934,0.08109191485129884,0.014658657474487717,0.015440092132502572
FLT3LG,0.006656506026351511,0.00898554762508306,0.04397444344012579,-0.007574846742097646,0.02033421574384527,-0.04538111515213919
A2M,0.026972468861174454,0.07597537416902113,0.004590523777330398,0.046246892153716614,-0.007137508610499803,-0.011454281161860659
VCL,0.029846881133463784,0.010049412699367228,-0.1100518382738921,-0.01529353475747387,-0.03595947228349706,0.013621872425034591
FGF2,-0.02336201123526986,-0.03333462320502822,0.03929033851369805,-0.024986345565024916,-0.008542736310576721,0.00934114687548057
AGRP,,0.036007321294051514,-0.006013327973608746,0.005650321696153789,-0.012813582026958786,-0.01993216350665932
CNTN3,-0.0029892075557852262,,-0.04836982208111529,0.09477901141725488,0.06547979868511346,-0.00111341232528987
RNASE2,0.0324036437168033,0.034940187374923805,-0.07024174458542327,0.1048732019253195,0.03439288705243508,0.08365873802869012
ADM2,-0.021978644311778112,-0.02120237151445765,-0.0318234333605631,,,0.03318955327606912
GAL,0.021643153407286876,-0.01734998271751056,-0.03936746599196115,-0.022063041368936387,-0.03760870911378715,0.09179095126583146
CXCL6,-0.016470015706152665,,,-0.06581441587079627,-0.05162246321673814,0.020376907926244057
PDGFC,0.034039632884857056,0.037756204634923386,-0.07985831507830819,-0.05889732717344676,0.0019459724634575289,-0.021640324154739907
COL8A2,0.030512495711430485,-0.02547778476180955,0.11872102610404289,0.07598616755488184,-0.01612144027058922,0.02236116648616184
SPON2,0.02681954518647033,0.04043969192131068,-0.022522085596637112,0.02708316637276158,0.051275537537456006,0.04062081038862236
LCN2,,,,0.007079435231412331,-0.02698020609354105,
SEMA3D,-0.01565569360845698,-0.018382138965137764,0.06412283486132309,,,
BMP6,-0.0005617560836979364,,,0.16020612478419682,0.059953289930740235,-0.017054936356413673
TIMP2,0.024855013896926306,-0.05981325264705339,0.1012509873000587,-0.04120970985772562,-0.07931588295881695,-0.056148004436859605
EFNA1,-0.01063336521100553,0.045589045664337434,0.004772046742353612,-0.00910718554327814,0.03318032378478588,0.029128844216434597
S100A12,-0.007780859453904474,-0.018044144764809648,,-0.01951278448966536,,
TFPI,0.02612133584236443,0.05866755288698484,-0.013185337500469362,0.002478822689620552,0.06761221273688775,0.02837615688400431
GPC3,-0.04356901037522663,0.1357384666306074,0.08915731089906449,0.09409978695718922,0.10632148635393408,0.02535061569178034
NMU,0.08423241130044481,0.02691014941005767,0.046777667301605506,0.01923259485939356,0.005935811296656362,-0.02931216278864181
SCGB3A2,0.0005911951984548014,,,0.05943861272507726,0.02950105180107891,-0.03342653942208639
LAMB3,-0.004176818620875679,0.064414876276157,-0.03192933627744699,0.024240904227844105,-0.055938667472379,0.01750580055149112
LGALS9,-0.024091220563471693,0.053855275209536806,-0.053749619800874046,0.010020569257240652,-0.0036092154581997705,0.006010137889405969
VIM,-0.06592592088551687,-0.0650568968919913,0.031633429148334155,-0.013395928514688965,-0.11119145915100122,-0.051439677058654626
PLAU,-0.0008206881331015366,0.019535578767718477,-0.014163445136931742,0.06995189710902551,0.00701306879324061,0.04933750267970717
TGFB3,0.05357289911119054,0.006036042751407515,0.005342805399825797,0.05910372226619395,0.01073391765495227,0.01447051533623982
APLN,0.010491966132521343,0.008997827321642041,-0.06403135576181472,-0.01430486523664557,-0.044317390912488666,-0.02853811129617786
SHANK2,0.00601609078683155,,,0.02519525025939556,0.07612910879240717,0.02279352945782795
LTF,-0.03297538102118467,,0.02578464756008141,0.0665008659201186,0.024037483335907075,-0.017075587793677394
PYY,,-0.014264405614603648,,-0.025785567526795585,-0.018383391641141146,
PENK,0.018031755245573454,,,,,-0.026854513207127353
CTF1,-0.026592489414346766,-0.030514515777458395,-0.07448879612987426,0.029552658867794453,0.09250001933741324,0.0030914212103246917
COL3A1,0.04713156455848223,-0.06458852893962475,0.04027499481004606,0.05823391012852571,0.013687081686227337,0.03139628329869799
S100A10,-0.07135953246756008,-0.01873764308222808,-0.027348412813879498,0.006713068280791471,-0.09932304634283094,0.028115728845812347
FGF13,0.048686880157151495,-0.017872941126391338,,0.04076345230920146,0.05797929783022292,0.026915800784694202
SEMA4A,0.04824287331740647,0.1331820514508846,-0.03175839376335717,0.05854228245121544,0.04066262964684564,-0.051626302257029896
EFNA4,-0.000794040388170432,0.0691027600958407,-0.02330559641528826,0.05555908678608751,0.004355296059805861,-0.05940900193841859
HSPA8,0.0012777964378317692,0.09951941429995911,0.036697639617714974,0.03321607950623939,0.09841868157960731,0.07006820101139742
NPB,-0.014352331241870275,,0.11643726876954878,0.006074995506583057,0.02814462933601578,0.037612660742743026
ULBP1,0.11262350212452746,0.00532391776347342,-0.03445165688901498,-0.023793522738041136,-0.015655381564433666,-0.024756373794024383
SEMA3E,0.019489201057194185,-0.021054671075662255,-0.03878684132168759,0.07491415059349522,0.034641203254791454,-0.007525496038528679
FGF3,,,,0.011223968446498443,0.08221120371228158,0.05575791305609218
ADAM9,-0.048686301492665736,0.03087029812832175,0.08126384221490679,0.027130243755257945,-0.027404368697150648,0.0031383263073931867
ASIP,,0.02999601486472028,0.023902736434610054,-0.016550388892124103,0.063262224371455,-0.011016382666497323
IBSP,0.036882907484080574,-0.05468310429657033,-0.03447315898766405,0.08677403466365959,-0.02746059060013495,0.08159357373272819
MMP12,-0.014577275994802708,-0.01606864161090068,,,,-0.01886866787327182
FAT4,0.04040373622979948,0.025517043345069535,0.012638673359874694,-0.012215338909842655,0.07987063855504957,0.0540853173498346
MDK,-0.00464668177139118,0.0356505769498235,-0.08405664597878613,0.0951321199891107,0.030520904580871408,0.06095804848885286
BMP5,,,,0.04029710084511811,0.08081891824467045,0.03921865780816904
CAMP,,,,0.028614200421382577,-0.03658645303196399,-0.02763123919042241
HSPA1A,0.04055480643921802,-0.04891319267501816,0.08944833283592604,-0.03712198469268093,-0.06445697369120255,-0.02764943074540132
SOST,-0.022579915259163943,,0.03035658288075813,,,
SEMA3F,0.03333124428665392,0.05660526610505628,-0.02349578283082368,0.014599291393400155,0.07986270525388352,0.00029303645989677864
ARF6,0.01628150499685837,0.046357393526590726,-0.039643104801666135,-0.05043709534061999,-0.029261315815928866,-0.06057394581177377
