,UKF243,UKF248,UKF251,UKF260,UKF266,ZH1007nec,ZH1019T1,ZH916T1
NTN4,0.07573000302450397,0.028379000061047824,-0.0004146742376780517,0.08617624693316919,-0.018830506915502077,0.0974498575966949,-0.07794782611647376,-0.03849143046220016
APP,-0.0002946460872697773,0.005526841357091625,0.05565440765129606,0.06715296982355755,0.058539348330515016,0.02269369040847273,-0.06233278931947217,-0.04082156642994454
RIMS2,-0.06294637674199621,-0.0005942756448556439,-0.011273319537185782,0.09557447684803735,0.010611732012629783,0.047363231072883004,,-0.017005248937140442
WNT7A,0.060878339641691794,0.06557945782391823,0.06757250309230126,-0.0112683355510928,0.022974760761448196,-0.004988571557598651,-0.04671028000548887,0.004437463690495965
GAST,,,,,,,,0.046533616092658076
GPI,0.010894687022068984,-0.02653766480222532,-0.007754233663327712,-0.0028000282534202275,0.06678507385290723,0.01604494948153841,0.04761081572005843,0.039509305060522845
IL1B,-0.013300851679482265,-0.008814775691666136,0.05850032110769983,-0.055704104953205234,0.0006315135377422025,-0.09954715779675691,0.008801224131938554,-0.029826986457889174
HAS2,0.03230586463212641,-0.0221200868551436,-0.03481526582231244,0.03762358341906559,-0.01545364129167184,0.024501008719829968,0.057962933343641374,0.024596808549683637
IL11,,-0.01825698302540382,,0.10231873246434171,-0.015251703291844432,-0.0299459994967641,0.08024276173991231,-0.03610500883133358
SEMA4B,0.04468894859191485,0.013436818362182629,0.020846895093560074,-0.012534572361782605,0.038271983046959876,0.007873307908809395,-0.0034740611948195364,0.08582310307427533
FGF12,-0.04746740566514995,0.050491332685629456,0.0010304522284353787,0.010558458431991128,0.031442888667734155,-0.016058737821093936,0.005112644919043676,0.03340120660534413
CP,-0.07449442429707531,0.04673124355549359,-0.04947051922855019,-0.013749819943873833,-0.002384011530797606,0.009238215238273636,-0.0017274541751717814,0.01814937492318116
NLGN3,0.06993306648623915,0.08356890768388664,0.0022729864999295624,0.011850673867669892,-0.015204754514946515,0.060531612220086024,0.03020994942348325,0.03497723720815416
GZMB,,0.0698937187335831,-0.011906086529132956,-0.025974309208068567,0.11666433563325428,,,-0.034885799186762385
PROC,0.009690629879449656,-0.024971824517811624,0.027652885280394692,0.03903983867661537,0.056595095079717495,0.0662748942552871,-0.041274230492736236,-0.011988766713464898
TNFSF11,,-0.012398471651690562,,,,,,-0.041761909341619816
AGT,-0.024638836517766907,0.04229772838175797,0.062368958026112205,-0.032197783898358874,0.018576288749860035,-0.012191435187770251,-0.06987184529052096,0.04063105607169388
PTHLH,-0.03870430222295495,-0.010139067106705252,-0.023107065534445227,0.06392085930478263,-0.0003580284143564192,-0.00900376275079143,-0.002783551021170247,-0.04134759462692991
COL1A1,-0.0004516562278672207,0.04202246129791662,-0.022823755835353083,-0.05500015917417665,-0.0007732984669352566,0.04412700017680475,0.08876585974555867,-0.07438572776159502
LAMB2,-0.019762938231866034,0.011122745639081359,-0.0041711425313524265,-0.05046856522173586,0.012096673965155806,0.04013728190488847,0.0002917251291286941,-0.013764776665840117
DSC2,-0.03323134096669491,0.07286827409150745,0.06073411597593291,0.03387788113016119,-0.03610870433664109,0.05611846221871025,0.029142025233993035,0.04916769505844068
WNT5B,0.016924830063351978,0.014160431037540253,-0.02483787815307395,0.05849943584564342,-0.026570903508332643,-0.017954899657964526,0.11369940301947644,0.01019033908767196
LEFTY1,,0.03439574360042769,0.008251025305856207,0.011398107193790094,-0.018553546982763895,0.03234309144582059,0.033351123700056384,-0.028471949383221482
FGL1,,0.05175657566379278,,-0.013836256635961356,0.0287534712589577,,,
CXCL5,-0.03571349756027606,-0.019893912385307383,0.01227192728984174,-0.02981311247925601,0.20152059932092037,-0.06541841965247183,,-0.04340829412802652
S100A1,-0.021323722011614803,0.0486334727175875,-0.012330076373808297,-0.015315149491149512,-0.015872899098242455,0.037329170354343244,-0.13862394563381478,0.09550458268416372
C4BPA,,,,,,,,0.10428263439953277
NPTX1,-0.02651087450143683,0.027351762163962758,-0.027385819788443715,0.1083489492001285,0.021180739326642935,-0.015031758788104843,-0.008923738936462821,
TGS1,-0.022440228442704983,-0.0326882090656806,-0.03226432778813298,-0.04185353800162809,-0.04185804957559658,-0.000892305948735104,0.1241268767996666,0.037176623426521546
SST,-0.031692935416815615,0.06422303082650604,-0.04447304917174915,0.07656786927554615,0.08308672973188426,,,
IL34,0.01196749491598229,-0.015525007280094228,-0.011438030192575372,0.05472537802237277,-0.004378965979561412,0.05618497005514907,-0.006250972377350208,0.011453630405791705
DHH,,,,,,,,-0.020435864903290378
XCL2,,-0.013882681286792518,,0.05917958487967442,,,,-0.014443452434857201
TF,-0.07408948364197131,-0.0568669915363294,-0.04396323094842658,0.020695078804525095,-0.035460515380584395,-0.01010834585701001,-0.053551869771426605,0.02295089244280197
IL33,-0.030137991627603354,-0.03203208069224448,0.01216510424743846,0.03261708882067513,0.004389616656477367,-0.06505179436372012,0.04773939012609672,0.03609335753313724
RBP4,-0.04518899257384045,-0.010766688543012774,0.04128763169949112,0.06691833688036473,0.01357164412326748,0.02114059359854033,,-0.025514220199358388
CCL19,,,-0.011198029909647845,,-0.01525170778907485,,,-0.02645282870010385
CCL20,0.0019005518384520238,-0.03145682702782198,-0.013673137270221404,-0.03565170029625626,,-0.056204596467405485,0.15590040300789085,0.03954340215685023
NAMPT,-0.04522234728614052,0.00020004765319335102,0.006070404721838861,-0.05799382404031766,0.04086734281304318,-0.02441659219694031,0.10663889345901931,-0.004204745368850599
