,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk,ZH916inf
PROS1,0.0810854324454801,0.016559739766376053,-0.0017455457435516049,0.04191424023410125,-0.04363203425332241,0.03824279178536511,-0.048717017084261655,-0.003381388107052382,-0.02270563121512477,-0.06565323984413157,0.03936479824321201,0.08696229773755597,0.056765347263167364,0.0595508385684222,0.0788191656575085,-0.033135542843279665,-0.023663089496516385,0.014065842825617797,0.024376301832072126,0.08023201469587417
CLCF1,0.046646055783148774,-0.023361514398915564,0.04408816415400808,0.032231765066170724,0.019908297108068376,0.06253615306370566,-0.032870865936602565,0.0385671116209365,-0.03098274224344525,0.021536757509301167,0.015266131445717764,0.01031242857074802,-0.002556409300262096,-0.07569224218356889,0.020068787190393934,-0.050414218095999545,-0.04942973689985721,0.00970841975488261,0.009577666899972899,
PSAP,-0.06262661501816608,0.05682733787428471,-0.006364480538253769,-0.06961718156976313,0.01812186893162094,-0.06348705660842087,0.057381166863111684,-0.02326372218438635,0.009433759057338205,-0.01238066355876542,-0.08870972779465039,0.04883608849571378,-0.02640061426268726,0.08029576056960665,0.09456110883840674,-0.04429979418844691,-0.10081137009094523,0.03389985253157739,-0.006888864703258066,0.05887298862818774
EFEMP1,0.11718092652301092,0.02212452285175173,0.006618077616964584,0.01664942412469604,-0.023270320637667905,0.03582478654648005,0.02768228796511882,0.0639529062649729,-0.004975039891106684,0.009282591098759455,-0.006281001928381635,-0.021876845515806695,0.07502998097438833,-0.0020570951031226433,0.08771695127120546,-0.009332787328262747,-0.034298461804012574,-0.018439369044130856,-0.0038077292862948157,-0.02683829393393156
C1QTNF1,0.12728479148745026,0.0070774404354204245,-0.010661138548844368,0.024334661761134337,0.026333167257611152,-0.0022810868953888836,-0.05669302294657217,0.013862273698394633,0.03527080370506143,0.03499924077345744,0.02385142228450513,-0.028947282959493954,0.025137876232833055,-0.027263285871332452,-0.02816827019544657,-0.03270714499928026,-0.12305489360841,-0.03447993221341568,0.07649225890532965,-0.00374168621344445
ALB,-0.029495106913789877,0.07866845431100117,0.025186396818013452,0.019889284468405533,-0.011806788788500649,0.0015769847991320112,-0.02924803137998725,-0.013664486124634685,-0.01288464974455896,-0.005201426706427872,-0.015160335121656128,0.019673597220205303,0.02170505703320486,-0.01987487527962803,0.02179960472590007,0.05581814816462505,-0.03871859572667106,0.027843055329333188,0.06378426932155197,0.03584317291682849
CCL13,,,,,,,,,,,0.05420482696476906,,,,,-0.01724769556120904,,,,
EFNA3,0.01745309317790825,0.022145967435858775,0.013013236694561918,-0.019992401849981505,-0.003341392363938044,0.01518283604786811,0.037065324020708786,-0.02831991277585329,-0.0030249051120275028,-0.003513338232252981,-0.054228600468647234,-0.03563792701175366,-0.03857547535598244,-0.015854784626574317,0.05465860718903898,0.021879733762030614,-0.026162500117210684,0.016579209305877585,-0.02121303285918667,0.07038883388270159
DRAXIN,-0.054118058399857734,0.029806900781906964,-0.06811495963729992,0.006963019260036228,-0.03506710682552414,0.05448014566464049,0.017203146912395408,-0.006162527037647173,-0.010345741471449125,-0.03331229652146855,0.013221662457747713,-0.02988783481546249,-0.08411072097484579,-0.06111480542107764,0.04613710488413023,-0.022134773978782357,-0.07954653831986296,0.12752283177211868,-0.016711271932705985,-0.008079464617085055
RAET1L,,0.025951134795203164,,,,,,,-0.012391353734882328,,,,,,,,-0.01709637957278696,,,
NPTX2,-0.046142259145712926,0.02977029080364691,0.11199939331361287,0.02464677576901089,0.007163490375011671,-0.021199857298643914,0.05013895922053657,0.045682064713538764,-0.007313509403800341,0.045769613748767514,0.10214481483522782,0.010884665002739843,0.021654129912624328,,-0.07326288000142434,-0.014688162802977878,-0.01699858798194158,0.06768277567891917,0.03506487613840836,0.007915200858935063
FGF11,0.06175274182614247,0.06572067081969567,0.005710864709237083,-0.033316243929495656,0.05634566958534017,0.019816612661290135,-0.04815013955390741,0.062005212423165076,-0.02344962432491401,-0.0403480383409454,0.05826185376067942,0.007128755811857491,0.01328920384942453,-0.00893017938021621,-0.022962307725418064,-0.10900170010308191,-0.03813425498695005,-0.04380995596502925,0.02584631718945172,0.09946092516313629
CD59,0.010582118741411631,0.0059656392338165685,0.01177464404467615,0.01570664308031134,0.0386071967597401,-0.08411933666989506,0.011358560212229744,0.02794196910884635,0.005658840603790877,0.0670803440717555,0.018832784974301253,0.050266801647752754,0.05650467449165554,-0.07885415772591108,0.044547880103458594,-0.010573075460204693,-0.05136020093266552,0.05097678239660826,-0.01136769067744009,0.06719047869910255
COL9A2,0.0023617707728267184,-0.006255100205606699,0.04825452045938873,0.04486377706929407,0.04887499463084134,0.03810541341422559,-0.02305627342927404,0.034274112272145614,0.0013693120459300602,-0.019887575272773402,-0.006630383130083076,-0.017412079923806525,-0.018458152111649865,0.08901271285680212,0.037265904705170785,0.02045924341943968,0.09244363987398727,0.05377304920714469,-0.05317888574692799,0.055622412750981766
DLL3,-0.07618276784555808,-0.0306355503466617,-0.005036391086695136,0.04702592620134584,-0.039551225775689224,0.027709031947020554,-0.03838594173899394,-0.01498412178816047,0.003740393734182885,0.04806072178965232,-0.019426751113770988,0.05273146818399629,0.03426971295623435,-0.028985785189307754,0.004713664373489529,0.05570081145287886,0.1233422998461846,0.04184378537197967,-0.03969273104000238,0.050078980515334694
FGF5,,,,,,,-0.006457419663591452,,,-0.023402943404822022,0.006515936240116391,,,,,,,0.04120941158466439,0.044178777582983456,
LIN7C,0.0780293044347514,0.05580709016079475,-0.041681792403795825,0.07125030686902477,0.005925370876152174,0.06445905755838562,-0.014466532467299903,-0.008948188875622107,-0.03582761843860863,-0.015298009334003231,0.08043831001542953,0.003713924213831819,0.07804168979003905,-0.04471156185134898,0.002250399501590527,0.05805406384042286,-0.0031997947975280386,0.029959363214574444,0.05994366172652937,0.003356974671407793
GDF7,-0.02083884390514529,-0.019692263708240006,0.02551834384550963,-0.02504880913002219,,-0.018038103805558633,-0.04166208048265234,-0.027617199230594285,0.03847638329573234,0.03277287057049105,,,,,-0.009049100742616405,,-0.014655849196949825,-0.02350042207699038,-0.03453643128649111,
PSPN,-0.014038890074333557,-0.0012578239499602094,0.041223051859862365,0.001430261439389985,0.028397831644957044,0.048404791818045495,0.002611530775426913,-0.03773765166977376,-0.027681935482953297,0.04186911954305956,0.03651784862237573,-0.0024995995766256295,-0.03805737280397317,0.009765261362540627,0.03775398317877432,-0.025852819690020384,0.028934539245375177,0.015339283904060069,0.08048427707693478,-0.036771902532554496
ANGPT1,-0.0033872627664784543,-0.0015771152816467,-0.0159205099364454,-0.017759039279836943,0.05944158328042615,-0.004657133078962078,-0.018756262884623565,-0.04346099484727817,-0.018083703491725566,-0.06309146412100104,0.09565327739458009,0.09025614482270106,0.04950472998954187,0.006728295319651721,-0.029122854144264472,0.004816899809842537,0.008249128047075224,0.06284409265405365,0.01871339287881421,0.04809785074273223
PNOC,-0.039686058091590565,0.0092397736451817,0.021612971859801013,0.016322087668526896,0.027376666148098,-0.004637534401143453,0.0452460734791947,-0.061596448751975195,0.028919937073007166,0.035240771907870186,0.034973430068356966,0.06313660114985803,,,,,-0.015585094502614744,0.035654794892404446,-0.09705956810574547,-0.08823603014273815
L1CAM,-0.036782069169143415,-0.0016461949928709223,0.019891508341365646,0.04519304175376862,-0.007039595738883107,0.00040181639126075404,0.02220914492479779,0.01257106020972071,-0.008704868620401129,0.029347577017719964,0.01948093002728688,0.003972706955530777,0.1114754018463775,-0.009320313045604087,-0.06506740378627933,-0.004336064838558975,-0.08606703360562712,-0.03175390840992443,-0.0731120177703001,-0.07365725438658348
APOA1,0.011913635251152474,0.04695177362638902,-0.025703077267091926,0.009926757602400164,0.014478292267437692,0.07695386611018273,-0.001413188610069116,-0.016298363355044365,-0.0028981897648462504,0.04936584892177242,0.018133259740129117,0.033093108839711095,0.049562209967073806,-0.07334293642997322,0.09824641522076955,0.04131831632951652,-0.012459246254995036,0.16178037030298215,-0.012817938151699017,0.006629065953572686
PSEN1,-0.06785070944170549,0.013081252257760178,0.053355829571296906,0.06637924823400373,0.019354319326639186,-0.037875920994023385,-0.03328054445958559,0.01123557112451885,-0.0011788717711851953,-0.04989838249944911,0.0013971738962922518,0.04061271831228781,-0.001941038975551627,-0.07812495139317938,0.038085360639621806,-0.03573337579293444,0.03142376365615991,0.03012093006825514,0.01218643571162073,0.054007980551029046
CALM2,0.005695480215335305,0.020534128840998887,0.028357663936498138,0.012891344089011058,0.018714387283326275,-0.036450373719566,0.043928923876350626,0.011356152333909355,0.03008367177700384,3.170756406709519e-05,0.06040214229396668,0.03501545225617508,0.11261468717726095,-0.006074102853355282,-0.030637501589836007,0.013083236021470846,0.04312432077990449,-0.04130957634286418,-0.04135053807634784,0.10453374869597917
CLEC2B,0.023765334576306495,0.018189245628270716,-0.004697637658505627,-0.041172065744533644,0.034234185555071836,0.012059475029839464,-0.005125082875540747,0.007071676025925933,0.027120048646729,0.024371248433402843,-0.03546324372788877,-0.05603193429346176,0.1401580894492438,-0.12057374378121485,-0.02428276023440451,0.03504346925339851,-0.05828123283825762,0.056699964828915796,0.12360889924231162,-0.0553634684830974
NTNG1,-0.027159836566328945,-0.03382343088906739,0.020516883271939117,0.06067328150254728,0.017197232776590285,0.028163768725393123,0.028335630138766943,0.03302994591889858,0.09028033505035797,0.027803871945178863,0.021817854893298315,-0.014285994966161777,0.03514613588666111,-0.03950162934806936,-0.03322173814155117,0.018776202128877862,0.03000105917381941,0.04222613788376212,-0.014170233768404981,-0.027820129742130873
LRIG1,0.037012650469577066,0.025076733912081487,0.012855405776868735,0.016893026501225702,0.010323340560785184,-0.011436462083100611,-0.016541722412950093,0.007105340373619024,-0.026180947355623985,-0.0017145516486585211,-0.06719468467902434,-0.0273608939416101,-0.04269255671706904,0.012137811135488796,0.13778944941910912,0.03318720130598311,0.13265653904760338,-0.026425184293357037,-0.01822378388545884,-0.03458376301513143
CPAMD8,,0.032063654459722965,,0.04099446609842186,0.03077678474961086,0.021294463041779267,-0.021068977950279056,0.06552792286421906,0.005988465101460844,-0.012534973427393601,,0.023401178676391292,-0.03563778036186996,-0.05092341441202715,-0.006181282498962651,,-0.016464662958795537,0.14445446182551033,-0.0037557267858725654,0.008247683385001876
GHRL,,-0.0006349278945243619,0.08954021965680845,0.031805629234263784,-0.03448997150288556,-0.027975317308668216,-0.006085700460631252,-0.02434258748807835,-0.010345741471449125,0.05918802641349122,,-0.019175029277974733,-0.048015484990936996,0.020008660173378313,0.1363700145658089,,,0.09424997950467078,-0.02158723626781281,
NPY,-0.02115745087000075,0.053825050368428363,0.006735183347713364,0.042963870128223385,0.09352778338734069,0.017276988251715336,0.047754088390900895,0.021493343195653603,0.018068674411891035,-0.07133086977875451,,0.0780632674057574,0.01704057136461112,,-0.001906523986135012,-0.042313679160627365,-0.07249577471469122,0.11275428262507965,-0.04251207427312219,-0.09555324845306214
MMP2,-0.013879055399944043,0.030078495731957696,-0.012985851258615535,0.016294944860942323,0.05788202200400632,0.020751927767646686,-0.04753635541419125,-0.013700125747793978,0.00362963661936502,0.06582633901055758,-0.08326389769313484,0.0321089010398087,-0.07993013802748726,-0.10031193720798842,0.007384829670913951,-0.025383871508566743,0.03617824304046482,0.11397028704341733,0.005895652894157668,-0.059945831892172986
LHB,,,,-0.019735594716003873,,,,,,,,,,,,,,,,
PPY,,-0.014415235763799309,,-0.03435391445150211,,,,-0.010146532598476986,,,-0.0140226339530206,,,,,0.0289953648343238,-0.04787233125900027,0.14728722285122492,0.0014261985991216209,
ALKAL2,-0.027238085033355442,-0.02991374273619265,-0.020612619287085018,-0.019448867307023707,,0.02820790225266289,0.05945498495923218,-0.013189675871791038,-0.027508122866347996,-0.03189886694762632,-0.03575100606114011,-0.012551743896350283,-0.05696878564865066,,0.043930027981067446,-0.047186753304551715,0.030860606688294778,-0.019837529662222866,-0.033644394938776315,0.008323976464365678
CSF1,0.06645435813095765,0.02438335337232037,0.027171134133470908,-0.009878588968365527,-0.025060204101127075,0.04409557191669854,0.024970563592110837,0.024985705661512675,0.010430556792164555,-0.01669785822000762,0.10229193211288246,-0.010813427316466976,-0.03599974556386251,0.08090864040574011,0.13286621750911454,-4.191379301498971e-05,-0.07932716909843317,0.0015922131817522494,-0.0009471483782549882,0.06057431518065059
SEMA4C,0.03844622396439436,-0.03620512523806291,0.04529449388742879,0.023220128948282088,0.0108281907131635,0.02802827999088103,0.0464633010748868,0.07577876179822081,-0.020994134566106465,-0.07915375940913498,0.040872320275716426,0.047149414772745576,0.011394308821363532,0.007564265580070937,0.08368708203297513,0.015055484896128037,0.06283789925041641,0.13531152816414896,0.010291014513152001,0.04668730174863318
BMP8A,,,,,,,,,,,,,,,,,,0.07942106496085506,,
ICAM2,-0.040300212611765085,0.01189975163621863,0.04319434328071053,0.01902095399735081,-0.011363336772017597,0.061329478612888934,-0.019637499237863697,0.02841017775709338,-0.04647558971397392,-0.017357237020664235,0.04285223491142874,0.05118176342016546,0.03281444626185885,-0.04394093316161198,-0.02709242770129383,0.06055283805325114,-0.019604349320032015,0.13516871843574718,-0.036698499022719586,-0.07635880607428197
SYTL3,-0.05090972085854658,0.0280128135920281,-0.01635632241691968,0.0016604738403202676,-0.009354719841681954,0.04113581869982481,0.004526105636743829,0.007851447645605573,0.041126625136220334,-0.06659217910474387,-0.029985580506353776,0.05611168875161322,-0.03660923712229253,0.047331812909863887,0.020828620136933845,0.005460533983331835,0.05518801493381063,0.01616749248692737,0.12110540678159892,
IL1A,-0.06311978571339494,0.0011576120148734039,-0.041129684709799094,-0.04177798878131508,-0.026440553611423463,0.023101637499431584,-0.016486660364450373,0.06482816637208698,-0.029163214966300373,-0.0295453617506896,,-0.01651520211465604,0.005565319355885147,-0.05981567589709091,0.007132898559308057,-0.013769722013339205,0.06030936589893952,0.007155313845816117,0.017863076694644094,0.016575582732551122
HLA-G,-0.032958247308985125,-0.024544901488073666,,0.03714862110454498,,0.0886970772855312,,,,,,,,-0.04461990193388571,,-0.038045153765546964,-0.020303853121353427,,,
PGF,-0.025774810028564642,-0.016750546220964727,0.04276256072853859,0.007203154406474448,-0.03034556452711985,0.017057796345140194,0.008623346552956362,-0.021148305724931832,-0.018706917707483412,0.10013034271850052,0.046811112852407064,0.0031340379663899274,0.11365165831737933,-0.12092354477344545,0.042535921018450766,0.022643506137392376,0.04281032821113564,0.18381927252018007,0.05989353896619526,0.04943616474204722
LGALS8,0.08257515156538782,0.05786976324798973,-0.044211278066057506,0.009091212464546064,0.01818602415192159,0.053956343152185886,0.016867327488089237,-0.02604521227160821,-0.031786922582402864,-0.024543400615704158,0.0165841819009291,-0.05436855995603376,0.004948477674279674,0.06278006838723495,-0.02104959285531341,0.0321342841794885,-0.011389925040701307,0.08063906138528394,-0.012567769910863454,-0.047834523900023414
DKK3,-0.008214364140831388,-0.016381611234825896,-0.012939673958212529,-0.0015101847336531566,0.05887262662315188,-0.06387701144037768,0.021314714361909643,-0.007210152381809088,0.029619269829751948,0.003667257133189703,0.0014071692116772144,0.025795783166146145,-0.011594276256839408,-0.0535826418307363,0.02017443384731279,0.0031311115746114108,0.028466395126134383,0.05570712522982499,-0.06987274646705889,-0.13031512605587445
COL16A1,0.0669107316368316,0.0186498309579411,0.10059721352222477,0.049385184172412284,-0.007687615424762485,0.01338523771101857,0.0034970215707808366,-0.04409104596876992,-0.0038408365883264173,-0.02240146442654799,0.0702321683841947,0.0060107655997623305,-0.02887245082157758,0.062354925555735574,0.04070986932669993,-0.0047124352658527305,0.07245012236732042,0.10914387026625356,0.03696285648042659,0.03684585056706984
TPH1,0.12286115074055133,0.019237891833645604,,0.06327401383771082,-0.010565909733214085,-0.021513592634469902,-0.02504569923134023,-0.023466800761880187,,,,-0.018081044945947252,,-0.04276388824989318,,0.03657709175781042,0.03627714469792244,-0.020171417701175535,-0.031269963348265345,0.008626253795407714
TNC,0.039779837354567325,0.07001396350875345,0.013975399380342698,-0.04241295292593113,-0.05586409680087366,0.04037693719000038,-0.028124141046136007,0.01559189590692218,-0.015597598768710561,-0.04035717264933032,-0.08413759921609829,-0.01848009877713744,0.02421491655130656,0.08270078714937079,0.1502835337958933,-0.029119502877502312,-0.14766926599742017,0.044828373807280074,-0.019446836636875093,-0.06611730258468057
TNFSF9,-0.03911274163033571,0.010996044276937,0.004798387443028234,0.0010381564347404482,-0.0480154645523566,-0.0008558148567124831,0.036701676367992465,-0.0318959914969,-0.01728051265845865,0.013072612883240704,0.0257835756418021,0.05765236401423923,,-0.0003797609230363352,-0.002946900699859343,-0.042390376619445544,-0.03681861382355946,-0.0006844365595040085,0.03369405438315362,-0.010201281877462004
C4A,,,0.013342440664201675,-0.010880022119725071,,,,-0.012028205458550783,,-0.028163744280566904,-0.016629064790083668,-0.01589392536856847,,,,-0.019202132703240518,,0.03104546419441648,,
CNTN2,0.01753337430955311,0.06818472030416638,0.03765426490853101,-0.010279863169302845,0.016822275605604987,-0.003431770114624564,-0.02433577489918069,0.04460119815979611,-0.05356232809404661,-0.004162947851620588,-0.017607526652646383,0.03814810210547181,0.02129341819573092,0.027751154575538367,-0.03502517092117202,0.08753558865835602,0.1324869221354352,0.11001989706111436,-0.02137678955222794,0.15404586483959393
F7,,-0.017582005860844005,,,,-0.018684616593582414,-0.00227977318537975,,,,-0.01516033724902938,,,,,-0.02419357854673193,,,-0.03026968687552793,
LUM,-0.036840088339919974,0.00454537917375143,-0.02994815500969924,0.01694433956478597,0.0052885564955576425,0.014285741170849561,-0.008077612763434208,0.021538629537300243,-0.008316164844689403,0.048829651227427724,0.009148436746875514,0.06805614112261281,0.06559070761276994,0.02201541335678511,-0.014673015630899533,0.0013769349432080906,0.004291580899018591,0.04444458832716698,0.04892743229203725,
BTC,,0.026402271697921656,0.041864687565521044,-0.04187408956243499,0.000797279871363786,,,,-0.0021514758462461434,-0.03432390277427442,,,,-0.020097888336101058,,-0.017503203521972682,0.07428797132801916,0.033518405425021804,-0.006092306866181245,
APOC1,-0.04788438305433051,0.04854363198637187,-0.05829672351693142,-0.020616489033859854,0.048510238558434865,0.06645309455093584,-0.030737013418815427,0.05682202855750163,-0.016282392389695515,0.012996848609150255,0.051507872363127136,0.026900364729314508,0.041761600240641475,-0.10938386771518681,0.0007070122666214892,0.006123249648992743,-0.018003938672423964,-0.03852427483526023,0.08733154867443924,0.050593134764258425
PKM,0.007779429365965737,0.05222152829513485,-0.02073902869111832,-0.05529384855366883,0.00191272003342627,0.005314735865004669,-0.003513163072228932,-0.008611048879539847,-0.04261824597112078,-0.054400615582550924,-0.018812280080625507,-0.015727127271753693,-0.0730878068948333,-0.023539300436330898,-0.004511995479947319,-0.027996021892673542,-0.15244529882267885,-0.028038739755714134,0.0058914241727989316,-0.054865894496204416
TNF,-0.061846641298569004,-0.04102700569469941,0.029485904764539092,-0.05165402811372942,-0.011512392954086448,0.0037137033756510906,-0.030921321488612652,0.03286949817108849,-0.015125245384856748,0.014241846329752398,0.05008201879679696,0.03809887900248038,-0.0010733777549589284,0.04469645500655512,0.0015175144027417733,-0.016988586547080915,-0.017096384235828335,0.04180252198123038,0.04132693499609449,0.07785018212390234
GNAS,0.011670764190547583,0.05286492273792016,-0.060494751792063685,0.01633965362241894,0.03340358630914048,-0.01926102487119484,-0.013426454250188307,-0.010830434042807762,-0.0009620472321633729,0.0019076416039051699,-0.0887385651255907,-0.035792622016762345,-0.13141092665887566,-0.040975282224546904,-0.013720287042517364,0.024330279129598096,-0.0747346607068746,0.021674159089892748,-0.11013618134750706,-0.03702102116206378
BMP8B,0.009656552622992231,-0.032793866371814015,-0.044050278017366974,-0.010626091493926099,0.01347687866840207,-0.0026002589200524373,-0.012609333627569167,0.026866272261327998,-0.010043007467579922,-0.006573851913087413,0.009293137966471413,0.019844434825684123,-0.06731644960783173,0.010648870828775798,-0.017370260970803016,-0.012325122989207269,0.01870010760677286,0.13700461668277342,0.09129048224077099,0.07285184927981012
LIPH,-0.028511268849611797,0.057450622515730035,,-0.009177548520473438,,,,-0.00969802170799653,,,,,,,,0.0820567581930448,0.13333338460992553,0.038284153855581066,0.032649650548309136,
CCL28,-0.020838825613054425,-0.025350447620452604,,,,-0.0018698567226294181,,-0.014933358006144617,-0.011878757177813238,-0.03498374317158369,,-0.014339054085390128,,,,,,-0.011485146050596945,0.0234193815260156,
PTPN11,0.019023916514919262,0.061150803088977065,0.06418989747564689,0.003994191437934958,0.03991247508240862,0.00017468900123785444,0.0020565164263445994,0.050529674314069496,0.014143845774570058,-0.032172865602338806,0.019493158418886113,-0.04814216036755861,-0.05273678371685609,0.007706794861606166,0.00558039314991941,-0.004430445016928294,-0.02741116203253436,-0.010811980092605228,-0.044811690261958595,-0.017351499114903995
ADAM12,0.047540349820071576,-0.0032734728410222834,-0.024188633814557707,-0.018203064818877505,-0.009454332546612496,0.00519940113073953,-0.03596833227717105,-0.01723554458382503,-0.011480080364198965,-0.050755692260418366,0.025433461928327787,0.03335999342926544,-0.06264091801061168,-0.07289453223903447,0.05569874538243126,0.018958595454734335,-0.012498951764038186,0.12061734296032986,0.06742455452625698,
EPO,0.014237854925065407,-0.024215959451941868,,-0.03021931182425527,-0.02710908563880989,,,-0.010146533041375137,,,-0.013784363626251852,-0.01808104760120994,,-0.010788878599291106,0.03703161792268196,0.028351059561008547,-0.0197962990951774,0.08600905623839042,,
EDN3,0.012905550823614914,-0.031393795246548534,0.043038185369495406,0.019365211820272205,0.07854985475107407,0.028073825075835376,0.03396051286807279,-0.015726625788772916,0.041833563437389976,-0.041912031829307056,,-0.01826761710377087,,,-0.029809386696623617,-0.007013581800848752,-0.04858577968562648,-0.002407345086458325,0.2664549421492607,0.015210695032034743
CCL22,,,0.025059312246342436,,,,,-0.020430264015683652,,,,,,,,-0.0005550105131554068,-0.018103412410318022,-0.04447682704042181,,
CCL2,0.0834945265128241,-0.002993686142947127,-0.007987438381843232,-0.013895039712274031,-0.042864858607784176,0.024693137187133535,0.034045267279655816,0.06647786151627795,-0.0713514612811484,-0.006969038203911358,0.08913877159004181,-0.0692252255755984,0.11666330133975904,-0.04998812023506665,0.020969627780332938,-0.04189222860596659,-0.02508754298463396,-0.03016299726422888,0.03005789332359232,-0.0640225538792525
DSCAM,-0.024044525984304427,0.010298114437358724,-0.04032835277619759,0.041765969441355036,0.0678985643000218,0.06920812000476022,-0.028463861976345768,-0.03309023071965168,0.027016517239105652,-0.03573930265216531,-0.001639799695739693,-0.03677128375152004,-0.048531689618100164,-0.06646997070716724,-0.03907229470044452,0.01999141525908078,0.07879459089958729,0.04451274508777614,-0.0017651499617479236,0.053698972412272464
GPHA2,,-0.02008664298667056,,,,,,,,,,,,,,,,,,
ANG,0.007321613657287241,0.004074536081894755,-0.025729997835579776,-0.001722440145153952,-0.05391440910915356,0.05399781845322376,-0.03550041984617344,-0.06265530130258394,-0.04497038205367829,-0.012990885437360855,0.009745432748198711,-0.025127800902521556,0.03973670073543324,0.07811598994068418,0.05557492976586395,-0.04981681449758193,-0.05688054928433519,-0.006609346146861253,-0.00011096670886480864,
FBLN2,0.023107848385505527,-0.04530013670884021,-0.03151973702402769,-0.004085870620957166,0.020674247733728213,0.015753507869377608,-0.008806375040118782,-0.03550466277991302,0.03330345502247026,0.05441349372605555,0.005398806812359254,-0.01937082214320542,0.08109393158697585,,-0.053676148541332604,-0.012157225940199693,0.04642202357776293,0.05220502783311554,0.08989750440819638,0.11161184805633592
VTN,-0.026977112147513898,0.017026585563965083,,0.015128239282973533,0.03916060189388522,-0.02151358559950571,-0.024790156485733007,-0.016669614310213555,0.057258795546091604,,,-0.015024261960423647,-0.030224523587223186,0.06383829931527936,,-0.021411323207643967,0.015712266521173107,-0.009475684937502457,-0.03818896959623286,
VEGFA,0.07620516616039684,0.04995976806646578,0.003257614096317152,-0.0775627957245784,-0.02958244262916867,0.031718203806756114,-0.04196303519622205,-0.019990098469203004,-0.03894683665909427,-0.023965076023593337,-0.06829725250726464,-0.04126374324790331,-0.04743553710225222,5.191118623238775e-05,0.004492090545656035,-0.05692579971179857,-0.11398299390646086,-0.10717114145508574,0.05471025593316365,0.016588238275269684
F10,,,-0.029312396343463314,,0.0608797678896431,0.025654179122572916,-0.03425858754355763,-0.011125454178184658,0.01226302878542587,-0.038432818632732575,0.002385463892209562,,0.01403207513734737,-0.04017293646128103,,,-0.023774700554065106,0.1279970072614337,-0.01450097483050894,
SERPINA1,-0.04482295052578939,0.05528209903269212,-0.006772866983722781,0.050527148841051875,0.035228814879688174,0.001406852848811379,-0.03064930232602739,0.032907511602254254,-0.04207923253083871,-0.032319104203185206,0.07683226359518276,-0.03649647521945304,-0.03323668506395489,-0.05452406912634535,0.04294828938210301,-0.03855216255411916,-0.0481158991343599,0.044746437956349736,-0.0264690749500712,-0.030881477830879685
VWF,-0.02519906270978837,0.0024652610018161734,0.01045082487062702,0.07148696416998951,0.022381715236857294,0.013710470190383461,-0.022898351495822932,0.013627408166170831,-0.04010309935000111,0.05113521336691224,0.03333127235669947,0.04708550642249609,0.0993283765027758,-0.09098081245506538,0.011052777679276272,0.037931187065671924,0.05822578805282217,0.09744089721179655,0.019426658958213983,-0.04529920074022035
GDNF,,0.020375720386389264,,-0.024579823558847014,,-0.0111354524020011,,,,,-0.03758279353645374,0.020150497271135766,,-0.058599804232348694,-0.0332217288651323,0.06762135658826714,0.041839462839795664,,,0.024477873083229906
VASP,0.02018511472987246,-0.007779058634861627,0.008689291758870612,-0.006845117172929826,-0.0367283715692018,-0.03160022963509717,-0.04917780075283685,0.0687316452981381,0.030006283595906992,-0.04899436309933231,0.04086764558696182,0.04500459853069301,0.020480740109958092,0.08361638064107685,0.03557167465095641,-0.003861942256029466,-0.023207768590325487,0.13717824793805136,0.03219181412312798,0.08436465126360636
ADAM15,-0.02750533284237563,-0.008923465951227002,-0.010085113470234523,0.030927227928771634,0.017837931699736912,0.07028162947168982,-0.06369851694840126,-0.014055885898157924,-0.008448890417654516,-0.024601133047601656,0.056635441666489025,0.04046164357678558,-0.010640747275433057,-0.10060893876831054,-0.010238140101812064,-0.07330655383534038,-0.023027345296612396,0.07017359572084782,0.05152931672952652,-0.003026910858079408
WNT2,-0.024231006538282314,-0.03152541413504538,,,0.09378239958572256,0.07222874524774339,-0.03899648377889442,,-0.013477340902622679,0.0037242421501604193,,-0.01692117849889046,,,,-0.003990096838024985,0.0601906646790418,0.06366234503304158,-0.05087450626780002,
CALCB,-0.02536145662265257,,0.008185895854993458,,0.013164155225505968,-0.021806320483283632,-0.023290042484338382,,,-0.026525506213860624,,,,,,-0.02033443517637513,-0.024079672044376273,,-0.021406968333761718,
OLFM2,-0.03723069680366668,0.025223963358925933,0.02144465312451408,0.026383518340987403,-0.009215607643958474,0.014410303467155001,0.010591635242351372,-0.056885218290480793,0.02333977861195853,-0.006961412952890382,0.03271310698463883,-0.03824994436651256,-0.011060353252132634,0.007633582546437017,-0.0010017178643465506,-0.031752648335975665,0.05421113334277398,-0.024119974150585206,-0.03389874268524317,-0.029775376222601457
MFAP2,-0.03251461430278591,-0.030839589222684996,-0.012210682331347854,-0.0050299783617814165,-0.044177171468968594,0.017511429032287522,-0.017203356343775098,0.029405117716999527,-0.02855853678953296,-0.012696077491850411,0.082586442999368,0.08561547730798176,-0.03556941350576385,-0.048288701086219625,-0.04792714214256144,-0.06196922397046864,0.005690840169898708,0.11896488447693021,0.04537079300947448,
