,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk,ZH916inf
PRG4,0.013879215360506356,0.0268953780052664,,-0.020572726670931817,0.044758922991976965,,0.11524878406231828,-0.018424679061364576,,,,0.0003704110347567308,,,,-0.02566138212147042,-0.02299675815161642,-0.051404332177679556,0.0726164952139199,
ZG16B,,0.07720856389634778,0.02863001036975115,0.049753057231401485,,,0.019024852231093063,-0.009849714477106634,,,-0.025396861933660336,,,,0.04283804738161736,,,-0.024309765712545065,0.02593339216704832,
TGM2,-0.04032781428334093,-0.01041845778994562,0.019604049002475688,0.009127083566541641,0.006518815332243404,0.0008973753796680541,0.011426980157778903,0.010880400102075435,0.01760307255820424,-0.02324020974544722,0.006184409408875593,0.04364217134809037,0.10111665821259479,-0.05903466867226322,-0.01307984284872759,-0.02220238513613545,-0.00648754485581965,0.06054080358419892,0.07914954084600552,0.025567900547097042
VEGFC,-0.025637047808238316,-0.0335724124287219,0.02164122608559687,-0.012406602419182908,-0.02238037291128081,0.020981132921541384,-0.009503948869171476,-0.0044505411401423575,-0.04683865718689349,0.10261462113612625,-0.05396908921552393,0.05651916122861958,0.12807695485928752,-0.06905122860402536,0.20714235790027666,0.031157394902318544,-0.031226845868691365,0.032189369450682084,-0.012755949282173752,
WNT6,-0.03251460655193266,-0.016204608915859717,-0.022604958350949906,-0.02845472998910739,-0.029885503196170192,-0.02266305399564631,-0.029001858658478707,0.028263027780578466,,,-0.02839888301240077,0.026095597660640655,,,-0.027483652006252645,-0.007764173287096511,-0.014256115505129712,0.08653566423520294,0.025085072998526064,
NRG4,-0.024231038212403817,-0.01619364546840138,,0.055673337000421055,-0.007278117896018185,-0.027743767618255488,-0.036734585635461156,0.06793425434228546,-0.02953016949536325,0.027623613517020584,,-0.021526909944640345,,-0.042763924141864154,,,,-0.028782717155665348,-0.03246388112808639,
PMCH,,0.05552923840920715,,0.02696727878270319,,,,0.0639174839587455,,,,,,,,-0.023814099069721845,-0.0029539691875767582,-0.01803045593060479,-0.028678352549042847,
COL9A1,-0.03774893407627615,0.011506466087479626,-0.004431821006526369,0.020735129659208512,-0.015125992025822054,0.0415211829435776,0.010368077272285356,0.029523712433935687,-0.008632886709272545,-0.02816373685308575,,0.045735327841667554,0.03226818960846234,0.011054894574063846,0.02865807861357235,0.03458511647888351,0.10793645120428709,0.060802090354229676,0.04509658604083159,-0.05676488412010295
GDF11,-0.006156129053330072,0.010718303325207153,-0.038121446207996644,-0.06941411958025798,0.018065603962252375,0.07073013017883031,-0.000845443677162396,-0.02119146581718528,0.004530015537475701,0.0386798506107093,0.02502551575772182,0.03263327416481876,-0.014616797874964482,-0.005363777468730354,-0.022061304018808892,-0.017413230507686474,-0.008257412587434641,0.08217817962551913,0.028713784719843472,0.13274546254228098
RAET1E,,,,,,,,,,,,,,,,,,-0.004577654347869566,,
IL24,,,,,,,,,,,-0.016015174192813935,,,,,-0.01775521841969903,-0.014655844553681519,,-0.03629353913473837,
SORBS1,-0.0501241893054147,0.09083134414051579,-0.011668455551166208,0.031101033106473157,0.0033609843835004736,-0.023373867116951677,0.004351911358055673,-0.06798213351904438,0.03125609294660275,0.011593914715166761,0.030238446038232884,0.027246847870431495,0.02862304247806022,0.004212257178054889,0.03139407129573099,-0.0006865168312940913,0.018820118744523728,0.001484597737585036,-0.03152613622752394,-0.049451156569523966
DLL1,-0.043336451787423624,-0.0067885449000537855,0.04337981650458948,0.0018773007543923764,0.020925461823745998,0.02722931244296254,0.02015719572528731,-0.015859059812771324,-0.032508318700161,0.0002402165228372589,-0.02901489355358645,-0.015612621611933532,0.107103196618717,-0.01971310448148129,0.050516374588596924,0.06008279361214775,0.11602501483994501,0.1247179236168048,-0.054609841569758025,0.0449381373689785
TLN1,-0.08795971124973974,-0.031142763452243344,0.01844451418594985,0.03150407323455513,0.0408910862468158,0.011808836117911437,-0.013785448320027689,0.006623381893420002,0.006080788856773371,0.009699931233073358,0.08599538421031785,0.047928540936680246,0.03535513463315625,-0.05104161201201736,-0.023244764155284488,-0.02708210911801083,-0.04716947344140847,0.025220752920053765,0.07152794243439774,0.07325087135691379
COL2A1,-0.024802063268956127,-0.033614788340415765,,,-0.019371664032526003,0.06797092463125948,-0.02722181377664856,,,,,-0.015024264932763539,,,,-0.038815235040395295,-0.038197614239529984,0.03927319207812286,-0.029248214414332015,
SHH,,,,-0.02137844076615601,-0.011318461085934522,-0.026799260227912198,-0.021399653251792,-0.033008945294464055,-0.011878756293752651,,,-0.014339048721168667,-0.0639442668012277,,,-0.01240042172370467,0.03811648335709773,0.07926209302620492,-0.022582939386059542,
PON2,0.022260351586019064,-0.020124151820045736,0.05737527936556299,0.06885608858544424,0.008610873048364219,-0.0784117847977671,-0.028868947056357716,-0.06869587726947377,0.0578620039209465,-0.0844611195261811,0.07109438269966897,-0.029985333961365726,-0.00415616494579477,0.07126947121720877,0.022491639063999126,-0.0036317582167286143,0.0872233768661287,-0.02446977409012934,-0.018552648521013754,-0.06874808218948038
ICAM5,-0.05779368239929536,-0.017331798372270977,-0.006081082686870239,-0.01495580288875291,-0.007447227522380774,-0.012528044748189325,-0.02067936132857461,0.023701163298170735,-0.01842858414779923,0.0005783071430669647,-0.015160330137528013,-0.028003387600429797,,,,0.017355513905992024,-0.020845259379713734,0.04597289309474159,-0.0005563213167579269,-0.00962352343409255
HPX,0.01995070916125237,-0.01974920254124503,,-0.04005600136503774,0.016697798953696105,-0.022663055524429248,-0.02960705401560013,-0.019329454196996058,-0.010345740416725698,,-0.030102516617389052,-0.03644700003831641,-0.03327610332893033,0.12600146352041938,0.016173542692880596,-0.0059018989780707165,0.030938539081265943,-0.02882176999821961,0.05163501248952695,
SFRP2,-0.01413707326390083,-0.023375322478232832,,0.024346685454638188,,-0.040035842448814286,0.04901299786656605,-0.016109836067566764,-0.012075296523884605,0.011966810010099265,0.15256623354391746,0.02134030408734511,0.10819762008353641,,-0.038541209635077865,0.002208420004109542,-0.051075397450404715,0.025555293632512775,0.008219801816657369,0.04285907022545768
CFC1,,,,,,0.06958063553557108,,-0.012395959453734524,,0.04503269903704767,,,,,,,,,-0.028725426849085516,
CD70,,-0.0019629409902587125,,-0.034059246953571654,,,,-0.010635958050512099,,,-0.03770134978532044,,,0.03506934085385844,,-0.0015419568052689725,-0.006161574658036542,-0.02479631797117922,-0.002049071320959201,
HP,-0.06591824134808656,0.012364857380445887,,0.002015109389738058,-0.01642910252040412,,0.047724285244289594,0.05484185662594528,-0.024781426116166582,-0.015273120648364776,,-0.05008555808032471,-0.02142558401367708,0.009336259257476491,-0.0131009214883317,0.0032423150105636176,-0.05102431846634738,-0.013088451112475384,0.012608842174464188,
CXCL2,-0.022181773089551177,0.017447526402702064,-0.019678240541726184,-0.038689601961260374,-0.016495022700568778,-0.0025922100425777132,0.05429733967174305,-0.042835140712242016,-0.014378045594263275,0.031906867560210474,0.06027406570573142,0.05561042302774675,0.15646295038387859,-0.019551619230453496,,-0.06663147971560737,-0.005619974589636993,-0.010764502617124758,0.06591262085069666,-0.013661693894940888
NPPB,,0.05288715226177218,,-0.05842684536757145,,,,-0.01085440622509668,,,,-0.018452429690202936,,,,0.028958910072969312,-0.004835833481427167,-0.029196861016868803,,
CCK,-0.07315237403612379,0.027429428586139292,-0.022367560588628134,0.004752037869509462,0.025646426225924945,-0.08751940513728082,0.03416718812546953,0.018729058287135336,0.0638740588422453,0.039055949771945264,,0.05131088127785908,-0.034238248170265835,,-0.01590524839042259,0.03209431876107343,0.02568550523028589,-0.014930868651170612,-0.07550899055362828,-0.11158949266177273
SEMA6A,-0.013983255269000615,0.007614130519366213,-0.0041681642120532094,0.012430510280682108,0.05531811787942679,0.04422683829073455,-0.023197661277648402,-0.014238678392380907,0.00011234516786307375,-0.024947793834251733,-0.03554265832569811,-0.01211950434137503,-0.06033683029238944,0.07747829978385129,0.044337753253660496,0.04688825046540158,0.0278947746713539,-0.00311594503103201,-0.03782758546395632,0.055676751084880266
IRAK4,-0.029175044587822645,0.020109939263770426,0.002725204073271313,-0.0425915128324006,-0.0006305250143010051,-0.01708004931757719,-0.07218319822886296,0.013031830670829837,0.01262003008290392,-0.0016656084376358612,0.028159852333716335,0.05180972491222606,-0.04128978527235748,0.024888510801001514,0.045373966786562976,0.03957770350670199,0.02815968199119825,0.10888955476949029,0.04976470125257838,-0.028098449639945244
GSTP1,-0.0471851453100179,0.005446539115572435,-0.034241468515269054,-0.011673058982328519,-0.05042935916333154,0.02369172635454769,-0.004196908442522606,0.04496877158355611,0.012520438323054845,-0.01090941444232774,0.015414398517690327,-0.00444352055832661,-0.06251615005413155,-0.0982769907520084,-0.03627015413157304,0.0031011076921474787,0.057303383978013676,-0.02440514454877453,0.01615529828252693,0.1829853729890323
VCAM1,0.016189590807353237,-0.002418431855561258,0.01898150494903968,-0.004976100655489775,-0.05530565539400497,0.013923986659379727,-0.03499623000845028,0.005470877222640236,-0.013303562985313936,0.014162589714037041,-0.030889341415128328,0.005888051431582488,0.0538670716555804,0.029475615625688883,0.03219903470108225,-0.03788677209192214,0.01719859827877139,0.05861208714482116,0.01635888584947612,0.061084131819803315
NXPH3,-0.08696140645355635,0.05368533346151982,-0.006924497721148939,-0.0234033343121593,0.048309805424955256,0.05806457861843065,0.039571445718364184,0.046268317599477304,0.01255777971895307,0.025781494776937437,0.08773287074599571,0.011367841179904498,0.08260824726734622,0.023062542415652035,0.10345965431562464,0.03547174645729841,0.05526864502055073,0.015296789536472268,0.08982096707810333,-0.05875812592298657
MTMR4,0.028209286361078247,0.016960668567752257,0.01919788015445941,-0.016677467537538324,0.04742004794299477,0.021505016930009283,0.016817562886169424,0.02156876365034267,-0.05014499184641266,-0.0014146402924494557,0.003054214861489586,0.02163012009580232,0.003418167806353559,-0.02087524871980956,0.021068331144853906,0.0017718679760754899,-0.012565035796025912,0.025655988176579093,0.012991015247652072,0.035383114978117136
LAMC2,-0.022127704816416606,-0.01780338140104592,,0.024141213588226365,,0.018607925498691568,,-0.01366448647441002,,,-0.023262769627552676,,,-0.04276394977904162,,0.019120606056312828,-0.019247236250052986,0.049892712079174555,0.03444888543671243,
IL10,-0.035106375326749345,-0.037616588001654405,-0.022154789141554866,0.02027656360912486,0.08793438000916418,,0.008440467918202289,0.06565780360582261,,0.040206406944914744,0.03414830749699583,0.10467487711659079,0.01608736834149093,0.034371599931375695,0.0398172694444769,-0.0415477848405781,0.05722073434765816,0.00010097597286874768,0.0680656227449182,
SEMA4D,-0.010308991897576964,-0.045572478480723724,0.04241820735971422,-0.002802549047433381,0.04969724097571912,0.025020023627430922,-0.00907885361746435,-0.02556612446274169,-0.010956682891537547,0.020826935566424017,0.018109958405419638,0.07193445657762575,0.02241934743617688,0.05902279224345105,0.0015612733529998873,0.06084887687071753,0.08782056893439764,0.0911846615911074,-0.030948205693176484,0.053468868339052185
TRH,0.01600452080158658,0.06343480510439506,,0.0015768932522481469,0.018927746054969153,0.09358480917963731,0.010773157715768736,0.00522915937226564,,0.04368070340635555,,0.00976139974823498,0.09960898251353949,,,0.015419119364993178,-0.0039512859072361245,0.034121077868750585,0.004507035618641494,
SEMA6D,-0.01854944379422031,0.10441464577429811,0.028243770237392395,0.01001525383359954,-0.038774059717227395,0.06490382609538584,-0.028924373325878962,-0.0014248146707224961,0.00046007095491562843,-0.015055480862855193,0.0873970524392566,0.0021231611076700007,-0.017961774793248356,0.029800781752215018,-0.08420898531020048,-0.040067105127076126,0.03146126196410349,-0.0015303030739350736,0.012730768295353752,0.12657197757495822
CEL,,,,,0.001294981300811173,,,,,,,,,0.08493601657540747,-0.03995238420138498,-0.026887564333615704,-0.023927609646596123,0.05657491644552023,0.011575803065613805,
PDCD1LG2,-0.06030766828282738,0.11555607412712586,0.014930429448094935,0.021324441847404795,0.029860937914431944,-0.02180632320110846,-0.04169625842055873,0.008606754250559213,0.07808198899225027,-0.030620731914504127,0.012847565501605752,-0.02825522774585936,0.07452896699696333,-0.0872515316237746,-0.02211833903183524,-0.047001897648884794,-0.02385353803329054,0.0416487608783057,0.05127049618403577,
SPINT1,-0.03426043599062634,0.041310005468909214,0.004794754845796132,-0.03847553217176752,0.05173826541687222,0.06254696947651647,-0.00956164824015045,-0.023739059244108608,0.05186335836105438,-0.04436839261123786,0.04748942805858182,0.04378863577755843,0.03277027640846026,0.055854825257502294,0.034131589291329256,-0.06342363551603572,-0.007406756718171738,0.08138633268516787,0.008049900747551127,
CTHRC1,-0.05337949656927375,0.017138092054201085,0.007266225891119606,0.00689625536711485,0.006275783369837455,0.07579524864560504,-0.02396263306467825,-0.0398172376929543,0.017906123345716354,0.006054326348408764,-0.07035035554644983,0.13482867193068943,-0.07864090167116955,-0.05919746948982495,0.06656362882165655,-0.05561749488985424,-0.0013316617952953632,0.1290457949078167,0.08215449404847824,0.0599221152598564
PODXL,0.07825141506861824,-0.019118927670726732,0.05124782353579327,0.07227757769770951,-0.004395411908767192,0.03225721962290523,-0.0035474624439495958,0.005372515033546932,-0.009783959995590893,0.030993083884754417,0.021667877624780684,0.04920530969631112,0.0015997783366996548,-0.017674389947148268,-0.007716669588799854,-0.00010702549273953643,-0.040972323129875594,0.14817389786842422,0.06657208641328762,-0.0110147913470029
JAM3,0.013290519470438349,-0.02640826415564357,0.07537585185729573,0.05657646767253988,0.038131185895353865,0.0654492406675431,-0.05996914919804981,0.026262497107543498,0.014386058733622923,-0.010736500002634332,-0.0004702570987721571,-0.005919993968652202,0.03542534886494594,0.009552671502789923,-0.012241531576140115,-0.07246986205826492,-0.005972469620001147,0.021607354268650673,0.03442532225202115,0.0840627406000392
TGFB2,0.04814163521334927,0.04522960538600373,0.08497870913380258,0.03151805535605694,0.05537927815591886,-0.027126416374701794,-0.011841055005206946,-0.02941688200874997,-0.03531809065507806,-0.0009359721546307164,0.03143565380019633,-0.011410881351722657,-0.06252156955297279,-0.04853347455714788,0.02885404788666796,0.030874144013021694,-0.002674660919748826,-0.022908346906212372,-0.01471682400908806,0.09159046246336527
COL18A1,-0.06497046150859577,0.010163167240423704,-0.05520893355032547,0.02499438929833713,-0.0354856510315628,0.038338788130293434,-0.06531633176902654,-0.018126910548091714,0.05698538919529524,0.03687351139543843,0.03428432970110812,0.0853902014593807,0.09832917619409952,-0.09399284768733009,0.03595438626659236,0.01596451490513476,-0.03703416128380389,0.14149222889645177,0.08398634567309646,0.013923912253633333
NODAL,,0.015094690777390249,0.15794899142100077,-0.02770665732300886,0.012151177123393553,-0.0360820046651746,-0.01282302848202142,,,,,0.040604948769155505,0.03201533062641811,-0.12879835197288836,0.026517057150164277,0.005913644519233899,0.07283469134881453,0.034253636437521766,0.023276658696361724,
INHBB,0.013814247565204107,-0.027175446551609413,0.02756570087692432,0.00869714907170083,-0.009511800995263884,0.01661018256034821,0.014014309391212657,0.0027571792580860957,0.004300148910596318,-0.011235253162464666,0.05024553036320155,0.03415840253381647,0.08309122178956814,0.015978057577433067,-0.009061372698511427,-0.011444617727059299,0.008670731901572434,-0.005721832711090134,0.06276376478027755,0.06679526964568332
