,MGH258,UKF251,UKF304,ZH8811Bbulk,ZH8812bulk
NPTX1,-0.02407372840874393,-0.02214868234557165,-0.054587720687650235,-0.06254732292773703,-0.01661788124465219
TGS1,0.01754567074704969,0.10996891088928336,0.012143019606837635,-0.026602414153171085,-0.03980202208563589
SST,0.02526612717086843,-0.023491441671741123,-0.0011238348286947675,0.0264423143707685,-0.0043596214580126115
IL34,0.1109072770328178,-0.024996312584180513,-0.053199233660254586,-0.0037960750207736357,-0.016736335080181523
DHH,,,0.007710373464789614,0.0034574767255965773,-0.02926997579875161
XCL2,0.0017269770153961095,,,,
TF,-0.05397559828860117,0.05341156048189455,0.03620287708663184,-0.0397115532595126,0.01968728405854228
IL33,0.05782184885776761,0.03530182597984273,-0.014083082949694037,0.1134855160800069,-0.04378140865001938
RBP4,,0.021922180100121185,-0.03607347756431921,-0.002788833876271053,-0.02202579535933093
CCL19,,-0.013162014647883935,-0.03794147474368067,,
CCL20,,-0.016071222749470353,0.06248931105684779,-0.01357480536779577,-0.0185060603876331
NAMPT,-0.035261601382868046,-0.004800281767366132,0.026629586464993082,-0.05581653700457325,-0.0274327565443199
