,UKF259,UKF269,ZH1007inf,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
MMP2,0.04145003927160257,0.07014332344986535,0.05187336029602752,0.06460665742064399,0.08950341299278725,0.03614771813345615,0.09238677040174546,0.06707129971490892
LHB,-0.011293293191172744,,,,,,,
PPY,0.10239340752586942,,,,,,0.03312760050350608,-0.03307564027110148
ALKAL2,-0.011129219255618498,-0.014337202770819985,-0.029463307684516892,,-0.04208572544411178,0.15470147322446265,-0.04603333566891011,-0.05489392252625583
CSF1,0.014760432254337087,0.03995937765421044,0.0077030743475205435,-0.005805006269752669,-0.05280256384018078,0.05884858929736176,-0.041019500713940636,0.0026543752852259987
SEMA4C,0.04905023461305045,0.028881731227457887,0.08304337780902449,0.035026336817288735,0.11644410908220085,0.045559446411961885,0.026762975179131045,-0.03117025320288224
BMP8A,,,,,,,0.03902304786805914,
ICAM2,0.008048410879733361,0.021025936417855568,0.09224659673566694,0.15025712575138706,0.02578953861473993,0.13241266580905697,0.11561720731116952,0.021025545391346153
SYTL3,0.01659592751708738,0.05484827966353152,-0.009195364659318368,-0.023980294626255876,0.06266973827499225,0.006065392197042014,0.018611860488842318,-0.02451248896468328
IL1A,0.006218548972431753,-0.0014072556344385926,-0.0337760245310973,0.03164415205643826,0.07684897347661114,-0.036492263371672384,0.08031417459050008,-0.012340743289381097
HLA-G,-0.011927902995546974,,,-0.007630852030087253,,,,
PGF,-0.024343680658892135,0.0727942596986015,0.13676472931792208,0.10969768650311651,0.06412860608306126,0.08793150279485654,0.1109763429706608,0.004434744989834912
LGALS8,-0.045632515514292614,0.017734959713018972,-0.018500256924512872,-0.010509476391948719,-0.05022689813077095,0.0464572006046925,0.048806989489470064,0.01727897044125012
DKK3,-0.023385063607940123,-0.06905494309956488,0.05096363195070018,-0.0538360467831315,0.022671377223825045,0.023694472625129796,0.030338088499739672,-0.009728564248669016
COL16A1,0.04545539480869117,-0.001793307161489092,-0.04486708081143514,0.03791482843444438,-0.002355973748363193,0.08665909869332256,0.10917883317434712,0.1139057115160053
TPH1,-0.02170570309583885,0.0847742061217893,,0.08029466894790038,,-0.036616017867065316,0.0016158103664235428,0.03215715267827462
TNC,0.0075963258126980635,0.07017949765518242,-0.030294238489176162,-0.0007175415991751838,0.02680037594708968,-0.0034848690359241155,0.01709217985683611,-0.05521695764178363
TNFSF9,-0.019560809223973113,-0.033932370868669896,,0.020695950382344407,-0.04442421620818155,-0.005130880893679893,-0.04002538346698249,-0.04619745362484357
C4A,0.008384773550424348,,,,,0.11046926243267556,-0.008594939532100063,
CNTN2,-0.03781382158546224,-0.03153877479422958,-0.043505484828741954,-0.024628276978684624,-0.00901454993219394,-0.045834187867671655,0.08488382162692153,-0.014203384493501508
F7,,-0.012644883230653532,,,,,,-0.022838302381986652
LUM,0.010515641535336639,0.10901204585782305,0.0313620303977242,0.0001287297192492683,0.01702984373586226,0.13729145706990564,0.06872762592763505,0.015639154251101087
BTC,0.008321537036437093,,,0.002432970827384445,,-0.022059509821130977,0.02042312905789927,-0.03454892691334185
APOC1,0.004055111918895003,0.10426659255294836,0.011729524444933756,0.02963473455565482,0.01190084934611171,0.02763404060543687,-0.011449244572113784,0.05509668744545057
PKM,-0.01618299851757663,-0.03993271739375368,0.0016320798112531188,-0.002992502955144717,0.0610416610864331,0.04904812424108088,-0.022699931717539153,-0.08495691751105656
TNF,-0.02955796835047407,0.0648300505018698,0.07735322912529094,0.06825976642328258,0.0004867370734816843,,0.03011016205682984,0.09541876856580911
GNAS,-0.015307182076615888,-0.07473103974314771,0.025495138893300427,-0.02000195566319324,0.1007439385971745,0.061288548664766435,0.03613686613212098,0.044455295606155625
BMP8B,-0.017292386868583615,0.09622810901401323,0.020327049931758677,0.014983183248996413,-0.06313840906499815,-0.00922616395028799,0.17286424769558914,0.0073299494470781944
LIPH,-0.016961921464177316,,,,,,-0.022542507573918177,0.06573572917576628
CCL28,,,,,,-0.01777122457216214,0.021905617488918935,0.09261761801248296
PTPN11,0.02375921841151743,-0.02036826165284987,-0.004919411338602824,0.042439761906584876,-0.024585620106605095,0.034209856504652754,-0.03427548503408596,0.0003947326064809308
ADAM12,0.02957528095525612,0.04780624315079059,0.03362330870084906,0.07980255536445573,0.054778159690475746,0.08369207909582066,0.09893886682010793,0.020773254559388093
EPO,-0.017292387352788655,,,-0.04713965235188653,-0.030657700333222154,,0.05958809072551296,
EDN3,0.030943565100589022,-0.0046959674842742515,,,-0.02349276562910679,0.09787332585958289,0.04193451851232429,0.04291560304121273
CCL22,,,,,,-0.022059510797399443,-0.01930386252739328,
CCL2,-0.005044197222277584,0.03260396256239924,-0.015147591389908179,0.052778151914510074,0.0019395784944141032,0.027455718305756927,-0.04544537771356228,-0.14005676900894895
DSCAM,0.045484867345063754,0.012522032337390326,-0.02594426529140885,-0.014084768469798418,0.0808778307951006,0.012591193633175214,0.0005953412050943181,0.003453792790329915
ANG,0.009330917890242004,0.07262391485561985,-0.021652496926138656,-0.022896949001843324,0.05896641067812949,0.03121694004553788,-0.019040072116643745,-0.05922478791354572
FBLN2,-0.014606009580142751,-0.02250015914475195,-0.006397446977537916,,-0.042302151009952764,0.034623792040489404,0.019536229343586464,-0.012304354695458083
VTN,-0.022235485364748172,-0.021315147698529366,0.018269586748245522,0.10226415830323957,,,-0.03405864208775135,-0.028813355053249105
VEGFA,-0.03526761241604813,0.008868512272469705,0.01832996398399402,-0.05916555438536533,0.0919762883415238,-0.018449521694162883,-0.059650667377161716,-0.0643389897825452
F10,,-0.0021281089594926885,-0.033370113807219805,-0.03105209288357349,,-0.019085631195337363,0.0556733421535427,-0.023401506536299074
SERPINA1,-0.02313308078812671,0.06243227840846332,0.0030937586341795156,-0.016128330273325237,0.0003613725139742329,0.045903659109608135,0.0016513414337646732,-0.060281316815736286
VWF,-0.011366494151820587,0.08414291205233575,0.08086539756139059,0.04656629757143433,0.12804637180418507,0.11136348644431139,0.09634320787532606,0.030935206847618555
GDNF,0.02630513058261737,,,0.10482948604601826,-0.026182031115409884,,,
VASP,-0.0637740717367787,0.01434279102625957,0.043713603337261445,0.017673174400114514,0.0432251793151226,0.05423309277228797,0.06599632503899584,-0.04318872835140486
ADAM15,0.009827289746435196,-0.03517564379964157,-0.047874445656603176,0.08805418921589629,0.06233239451885922,0.03876911745274382,0.008919859185192634,0.03792094248874597
WNT2,,-0.032457483496987474,,,,,-0.041975183095040385,0.030246387099680774
CALCB,,-0.01397789866787497,,,,,,-0.027383277236864293
OLFM2,0.03492203282488163,-0.03960588609637394,0.0002719858692202079,0.057330772233476476,0.11054957350122126,0.011061570496748161,-0.07171862187716707,0.009600177582575002
MFAP2,0.03735382434997561,0.04560995162328462,0.05383459747995144,0.04959041424576609,0.11436872975123402,0.21303036634002898,0.15126388345271502,0.03290170158965137
HLA-C,-0.05217458151955281,0.1229254271758262,0.04695354194282248,0.03494921941799167,-0.026823601423484996,0.013212561930056738,0.12540000899833104,-0.050565078163885065
THBS1,-0.06767924086653482,0.032183146149106306,0.021229266081290814,-0.0064298273689511526,-0.012198698807023543,-0.03448632586531024,0.043748403994737006,-0.06469626341114572
HSPA4,0.050579249083070786,0.03575934352167285,0.007696779675127986,-0.025618209951909974,-0.0796599353712044,0.019810935529262826,0.01823917881812231,-0.013236233750667997
LMAN1,-0.07114036737103174,0.07980366912545328,0.0687585835576925,-0.04949636124424097,-0.03753254295012475,0.0020646473858496528,0.0005780489373062408,-0.030937010908549813
LYPD3,-0.012678410080842244,0.014878832619292653,0.01264975698247055,-0.029854388918559824,-0.03335233901696769,,0.07790261725860673,0.013071722106824751
APOE,-0.02744089357090018,0.12115338606211153,-0.06121230845023772,-0.03134154304029374,0.1614260391172581,0.06076268880661549,-0.024239303175868577,-0.0009312849115568988
SOSTDC1,,0.038201780212268166,,,,,0.037529084013283476,-0.019863360061030642
ANXA1,0.004087219987127526,0.07992987671563101,0.009989806316917114,0.013033786799730671,-0.03473497129733742,0.021089393215695855,-0.044831215002585835,0.03257448256118064
WNT2B,0.03358918652977786,0.0327660889319952,0.014329181832661023,-0.00038054380647833914,0.09615946955833352,-0.035237839627254686,0.051137078002713054,0.013189034287115379
AMH,-0.0013733420424323227,0.025973888740735147,,0.05881243676309589,-0.0008887987127822677,-0.017771222305953255,0.030428394409089135,-0.0012034796150189625
GDF10,,0.011121855487417428,-0.03108908774415751,-0.030006345285323845,,0.0717608937991521,0.053295272996940715,0.0780811452866198
EFNB3,-0.006538758368498383,-0.03237342612509578,-0.017101606612836648,-0.01573196367759243,0.19461993377224707,-0.00885070695258277,0.027136378514455328,-0.011590958878121532
LTB,-0.030040456932298093,-0.022874898424684906,-0.037766001244920785,-0.016880711798010824,0.04157293194223421,0.004824542574723759,0.06013151448448609,-0.040375214092076915
ANGPT2,0.008267533771616474,0.08827684030201473,0.07335058548784229,0.05794733641639719,0.1403182289498063,0.03539745479076016,0.09594533107154739,0.040725742591715075
NRTN,,,,,-0.02681642557981858,0.021903943431191435,,
ADAM17,0.003899160713710969,-0.010568993021407333,-0.0637893375949067,-0.021175017740921828,0.025165426046932823,0.007766661744492927,0.043278542555092774,-0.007887333525233032
LRPAP1,-0.016480440084167523,0.01585302834340343,-0.01637530023529761,0.03470730494901624,-0.01709914953966013,0.0507259894177128,0.0014807817763355959,-0.004969522531403692
NID1,0.03695644973616256,0.08709804661030009,0.10878192798297763,0.09249597316294886,0.11108656107881422,0.11750844009780641,0.12571879523560409,0.08280569297567184
MST1,-0.03265192324836091,0.08138938540216431,-0.0015495492898299995,0.008389177974311856,0.08410425241909218,-0.0580746090428479,0.009255164662256727,0.07291725923488647
IL13,,-0.014158629042964015,,,,,,
DCN,0.02489068400227671,0.08606773462009247,-0.025773559867528373,0.011146251529476434,0.008172172289826298,0.1284746756545424,0.023021948315166834,0.046663761325135965
IGFL2,,,,,,,0.09349596613493943,
COL7A1,0.02629732761008333,0.09304732551362466,0.02120351706101237,0.02496805729312909,0.02379522106951051,0.01730894825077902,0.07655691513440555,0.01587962110311403
CALR,0.006763867720791371,0.08628431788682268,0.03321903241629168,0.027630151608895637,0.061238270359382965,0.051549676318879016,0.07708726388287836,-0.0532925060261431
PIGA,-0.03822719036834064,-0.016174451219859668,-0.0015151225822726943,0.06174050016151008,0.008862965283509147,0.023610404494521623,0.06608036084187008,-0.034924154750856584
CD200,-0.050309919828483936,-0.011580504858600123,0.022310805433528143,0.04936674071099869,0.08401895604167035,0.0572542439124415,0.04778795761279493,0.04078283247907305
GRP,,,-0.05307174394713623,,,-0.024544929018756052,-0.008414311541989178,-0.026561225284422518
CDH1,0.008127262629560282,0.0486388333386833,0.018431023511106388,-0.02979027595518917,0.036253953249096006,0.07208919050031366,-0.032326707055953315,-0.009644152627959032
LPL,-0.0061027552175772805,0.05892836405012989,-0.0064481198867545695,-0.03184010425865691,0.05942752291263783,0.1025081142473551,-0.037374914945339524,0.08047771870572128
SEMA5A,0.020429068958169413,0.03669763916149157,-0.037139373707203084,0.0319883897484877,0.005515132492514208,0.02871412993685865,-0.011607310688498365,0.11572498749714755
SEMA7A,-0.03850167667354484,0.024866415570929574,0.035813087548345696,0.07457459762423166,0.04119466964430935,0.009830821935948402,0.16872969440277455,0.024071232603459027
SEMA4G,-0.007025063207810231,-0.046433651771771695,-0.05861628211442347,-0.07381295474593991,0.020338418303370305,0.06094437478652516,0.010612784561032148,0.020111731092426116
SEMA3B,0.021722814270371375,0.004840557859944332,0.026889519482038906,-0.033699069172150556,-0.011802505647733056,-0.011924045764089798,-0.03129640268139867,-0.07859510535243448
RPH3A,0.045691011564407205,-0.011910724170911413,-0.00850863535402335,,-0.03696796803957537,-0.019370658536338216,0.09487484475924991,0.013003575012492767
JAG2,0.06549521647107004,0.042633093660515944,0.029048043454671976,0.10718216973440231,0.07997965489005306,0.05592704213695411,0.07362975783354238,0.08928991390225949
CGN,0.007886370278976792,-0.012924353059045674,0.004600785274433826,0.08190644075753076,-0.041431343396715566,-0.022072002768659033,-0.029489342804622294,0.04776707222481385
GDF15,-0.03077270503655811,0.07860490384697451,0.024471076941107953,0.1376389403422588,0.03698134380012538,0.09917513843017631,0.09110485470460554,0.002362199805595269
SEMA4F,-0.03909912805718667,0.035889033354578714,0.017179347383840603,-0.04330901005890513,0.06955522754024493,-0.017018383891269192,-0.00015677374873271266,-0.005094896379805601
NXPH1,-0.016442667017669884,0.0392272778868467,0.09059466794653241,0.1721425531664829,-0.0618455369739488,0.04193751848144483,-0.04449417173909456,-0.027850243326383587
ARF1,-0.01724843075293194,-0.08750411816106338,0.044034734083764765,-0.03208381566575039,0.04277337919933381,0.08466717322505155,0.0902801628694662,-0.05609437283417724
DSC3,,,,,,,-0.020884205001335743,
EBI3,-0.005050236159547604,0.07328869866932428,0.0738184157169297,-0.031000720063581507,-0.015378382783799776,0.01442328843325219,0.02678127598179658,-0.06975252371989853
TIMP1,0.015908897440047053,0.06051421077221369,0.03927717874167317,0.05905477117365157,0.07493348722323999,0.08712169634274547,0.04578223722225395,-0.07126880805295473
SEMA3C,-0.026447993126081162,0.01524549857625287,0.06675926028303854,0.12658465254891152,0.04656898497581818,-0.049153776967247646,0.07739418755928211,0.10070541068748398
GNRH2,,,,,,,-0.0226308823909734,
GAS6,-0.0779865733568561,0.03668891279042139,0.04640882941670887,-0.04136287002531745,0.001935561643152885,0.08377734855825704,-0.00020539885270812929,0.017212122023366246
MEPE,-0.00975391327601787,-0.022286127395344444,0.04405510974587078,,,,0.04317467520457459,-0.026351076181988904
SERPINE1,-0.04081069792516679,-0.06449583178192717,-0.0045226458448337885,0.10792051311416012,0.08258638077140822,0.025407571171106074,0.005157291101307857,-0.04433191542291652
RSPO2,-0.014327455568637924,-0.044365386707009,,,,0.0014472512781468566,0.008569208215436186,-0.025569415076828448
SHBG,-0.009996243000575394,-0.03000838986872393,-0.033869529161909474,-0.027788002537732764,-0.0356317124423828,-0.029695611293816142,-0.006193337974486049,-0.03208804832288649
LGALS3BP,-0.05085303313538514,0.11112362885928848,0.009401715173475867,0.09661336359725257,0.01985268173765434,0.022921180223292186,0.014416058129830144,-0.05878026979214165
LAMB1,0.05138155509381601,0.09673316250581979,0.04337946322009345,0.06146864233820617,0.09390644373998934,0.11848240874907484,0.11403457902695083,-0.0070650668321026525
SPTBN2,0.014763898401457268,-0.023549342009640574,-0.023818557235338506,-0.017793838392428974,-0.005686655257799864,-0.04072611461004563,0.04159561049713934,-0.012056811509336383
COL1A2,0.03117054201401679,0.10621023239042977,0.07075478444105272,0.10809603470428561,0.08276155869991633,0.1383455204616131,0.054479295427468204,0.015753922604563722
DEFB1,,,,,,,0.016987875133785142,0.09192120260019894
WNT11,0.040863976033531854,-0.013794952284501153,,,,,0.03270388146309414,-0.019811604646988643
LGALS1,0.002091217883272756,0.06573097114499478,0.07475017989717765,0.007378221291378931,0.01847445438561596,0.0088290370831843,0.09021144903376664,-0.07300125079896672
BCAN,0.016683407502198325,0.03367068880398641,-0.02141963087906744,-0.004598095060204312,0.09378503006001421,0.01179762855406906,-0.02143718814932488,0.14882404143819083
ANOS1,-0.0028896064009941427,0.040861369587498,-0.005204314392602402,-0.0083493634357654,0.0750110171644002,0.01792365174390875,-0.03055660283986763,0.09180053483961609
EDA,0.04798410643287917,-0.01649411898784995,-0.047034091078724895,0.010530238405584771,-0.04421530462147884,0.04275006504368117,0.034986581416767054,-0.03511959139300414
FGF22,,-0.012644888909914574,,,-0.03229717177709786,-0.0240312070810417,-0.02980473949862106,-0.027545210620516104
SHANK1,-0.023347921549636243,-0.012030808690417191,,,0.1195626897918792,,-0.013499329065744662,0.07513287014716975
RAET1G,,,,,,,-0.026040348635299207,-0.018245550796996673
TGFB1,-0.029834398673598495,0.0009299630345551396,0.0762517501394899,0.10335261252252297,0.055345789720253315,0.12781224449089792,0.11549403869272858,-0.006665442958162599
MSTN,0.04700829212431664,0.09575082351432623,-0.03286390320074976,-0.10602554620285123,0.08545245243167,0.06631869222030858,0.016524839366747056,-0.024671764902250797
WNT4,,-0.014337206182133763,0.06976507181085077,,0.07878341849074053,0.09812786016243627,0.02806012100495946,-0.013449284266981821
TNFSF4,-0.026898846509927934,0.13039446127342436,-0.046659484886981906,0.09207566276132258,-0.042302195017193414,-0.026672785044291544,0.09311222902373825,0.0037349524462078655
NTN1,0.005278653965221842,0.08253083718681403,0.00019101029581362308,0.05243866988323458,-0.006826805172495023,0.020758881749137766,0.016745169851914366,0.06977334327873316
CXCL12,-0.005011832681228945,0.048779925324800695,0.02056004243258214,0.05051594583755836,-0.06723356574345422,0.037602765421598607,0.09754817079851667,0.031471702255329984
GNRH1,-0.003884552349528094,0.03345997114045908,0.06928638009285477,-0.07435481364496024,-0.034633769307810584,0.011796389864403387,0.06799591128737072,-0.005236112661949514
RIMS1,-0.03224169355417199,-0.03817795651720418,-0.04590272117159282,-0.059780706500959915,-0.054512276811041566,0.08736036756985935,0.025520307240623576,-0.04987724465272241
FGF14,-0.01156686806625963,0.0368180650155103,-0.02450542419502811,0.023313912586319867,-0.042380477331827156,-0.02859049507289117,0.15456124094492907,-0.008392648756826833
IGF1,0.03218106965958479,-0.012486668513351175,0.07513512699397674,0.020529600118779148,0.14451475124760174,0.030492403024186068,0.0333944576064354,-0.03462800405437286
TNFSF10,0.0075544992415006685,0.08585382185468764,0.117001354162433,-0.028979152143409237,-0.01642085948673108,0.0056022460907878815,0.09282231549756123,-0.031109041691891253
GDF5,,-0.022286140864291287,,,-0.026182016493944322,0.05735644033354419,0.03273794287045114,0.07914458790881262
CHAD,,,,,,-0.019505711121949678,,
RGMA,-0.02011058991099553,0.09640204634665955,-0.017594120333203976,-0.011027069030788763,0.019351509218248453,0.05636528077651864,-0.049976181880100196,0.032746795682976296
WNT16,0.004195423664962689,-0.004397917408116323,,,,-0.016113794540434254,0.07526923928050441,0.008697178326295863
CX3CL1,-0.0067893560368173945,-0.031662383064959054,0.047052434622540884,0.0930025833900094,0.07141871793797876,0.1082376529519389,0.07304962108895413,-0.025887543405222434
FGF1,-0.006496800055877859,-0.0012789464431007427,-0.0807630015848501,0.12630474764175365,-0.03777143013598903,-0.011349438128746996,0.00608988755682013,0.08216769911847967
ALOX5AP,-0.0047383544105291334,0.09213631013341714,-0.026724708074366117,0.11428991860899197,-0.0814380362073643,0.021683774246872987,-0.03128658191481724,-0.029012941697835144
IL1RN,-0.006673799372222449,-0.012843354154418054,,-0.03200809862851015,-0.035877652423879504,,0.0009338191144136779,-0.04558054872762442
NPW,0.0021861203801203147,,0.1401871505539284,-0.011334339242765314,0.08644562870064552,-0.017996401765643044,0.08280171481858223,0.03345104822661455
CXCL9,-0.03938419241995535,-0.015533296895600984,0.03669130293026726,-0.037910824467365295,-0.034125927578663916,0.0035476471859739317,0.12833930061119966,-0.050724649132603515
ANGPTL4,-0.009719640336192891,0.029586861742661556,0.023358427797195637,-0.018386278382132217,0.0557486964515167,-0.025390302219139016,0.010520887650232808,-0.08391310371002818
UCN2,-0.01112922009288314,-0.013609675155832052,,,,,,
OBP2A,,,-0.039418785117127916,,,,-0.023458421181519865,
COL4A3,0.007120799077928969,,,,,-0.01376816711283142,-0.026416287273465403,0.04841648506992977
NRG3,-0.0011964861055249686,-0.03769885664329343,0.15425387177213293,0.002000102917493051,-0.024216672674580036,0.03493047258163405,0.027045925371231797,-0.006120983100563144
IL23A,-0.017509536369550795,0.006390504236907037,-0.036273309646203594,0.06770461213199884,,,-0.021476601744690828,-0.024493808486489348
COLQ,-0.010942170877717396,0.03805445796052171,0.0285865494003439,-0.012006340892439684,0.014674392606373017,-0.013262446104848362,0.01633728820516589,-0.036906367854809344
TNFSF12,0.04612804409229884,0.034366537044020116,0.019365494663167622,0.09935602933113195,0.012025744710086805,0.07533763423713338,0.06588666735793262,0.05181652070507866
DKK2,-0.011293294119935387,-0.0242379936010074,,,-0.022775834863523137,,0.07650564544736144,-0.013730065739918494
FYN,0.030578202818933125,0.05399261685127063,0.0008691422117986862,-0.04817357637001268,0.009535672016616663,0.009004686554592894,-0.032372416433910575,0.03561490510807612
ACE,0.05510607026923867,0.03463189309008013,0.1333274878754927,0.005529293946852416,0.10528470484328074,0.06607247190898294,0.14714127012252526,0.08089756218793187
IL18,-0.028721576149464263,0.05410984103858326,-0.008921550565050127,0.12072286045258926,0.005440417465117682,0.0009202817800308161,0.04197588651456528,0.03656463446992127
PPBP,,,,,,-0.020719479582752463,,-0.02044911850685233
CCL27,0.05715011658543916,0.01665945955619643,-0.03627330869390859,-0.040929535853362106,-0.04099077090315584,-0.02224508230848216,0.05753823127806228,-0.037841420682724176
SERPING1,-0.04905779060299252,0.055809174397766066,0.014647777415768956,0.06979495136836562,-0.01260162549762064,0.04874886631023462,-0.003280374851672041,-0.09433988223511529
AZGP1,-0.03254905608033466,0.013876643019524924,-0.1047624091159046,,-0.03791524591982323,0.03682469184776519,-7.794211691040653e-05,-0.05162432287149464
INHA,0.021456641097789508,-0.021031241389348657,,-0.02601291493291995,0.009511357999943433,-0.017996401658974107,-0.005013406506983744,-0.03293594981161219
SEMA3G,-0.020981436055962567,-0.02617050861268586,0.06703562724757699,0.12810593174850107,0.07692996013542468,-0.016603062017980782,0.004197818321774585,0.016464591867201492
COL6A1,0.007669932838054997,0.05976664632361927,0.03810232544924827,-0.011085486120665084,0.05352697519020306,0.08654574560773758,0.09979303405444585,0.020266097050196788
FGF17,-0.020889372096437767,0.055588753796705734,,,,,0.07118800498049674,-0.031076078191575974
TNFSF8,-0.014196949922373813,-0.012843354264137689,-0.044357296492940054,,,-0.01611380080499108,0.03641947383244836,-0.023027370719233598
FGF20,0.0550490043102901,-0.020688238737793567,-0.03130067721344347,0.07432304731449535,-0.02240956885803636,-0.016573614737049457,0.03548476384782967,-0.01704630803676864
ICAM3,-0.049667073105829414,0.00012389825494425285,0.045944606449276996,0.0793835290105503,0.03202683260793091,-0.023461184311579578,0.03412074023833149,0.011572293662663323
LAMA4,0.014455725224112669,0.07214516925319966,0.049314889753215484,0.0464048091534103,0.05022920431495536,0.08142645014950621,0.11284516443365954,-0.02127187557351864
DLL4,-0.014200189674631014,0.09927287708513483,0.07371759213262022,0.07298720771439733,0.07626894992356908,0.06215887738113206,0.12356697084444447,0.014253044880948041
SEMA3A,-0.012332813641738187,0.027044704730377265,0.021448290476152612,,,0.03882427155209815,-0.05139541331195603,-0.023041646965569394
RLN2,-0.01432745879941818,0.02946250715571029,,,,-0.026830556684607185,0.03983392977025626,0.08203760119653936
C5,0.03529898793160432,0.015428557593367134,0.08031922274575448,0.04059258994492324,0.08018367711314522,0.08156208850261498,0.056940104453500825,0.10930817281753974
COMP,,,,,,-0.01929670854827221,-0.01868666913760199,
EDN2,,-0.01755368643710812,,,,,,
C1QA,-0.05339283817100054,0.06583695192668136,-0.009051880268935166,0.15065649200569814,0.007366061453641651,-0.021612490792257282,0.016900494065017733,0.031818738390385154
UTS2B,-0.014327458717105281,,,0.1602709287894548,,,0.003441254496315691,
COL9A3,0.00124448968823546,0.014339172935168825,0.04017771979827054,0.09061985797961813,-0.005580397413114628,-0.029198182085641212,0.07521009076695159,0.03804523065836943
DLK1,-0.023846484389119495,,-0.024857838686609988,,,,,0.08025741796664926
HGF,-0.04028814604311761,-0.04193309182454162,-0.04992166149242087,0.033955272551550814,-0.03850018426578535,-0.019510886067563984,0.0005703941515756988,-0.012844633489013244
P4HB,-0.023112194340682124,0.06396961777138516,0.021700931379359897,0.013510867855007177,-0.00654501953214282,0.10704022891537866,0.043337481107132536,-0.05283239994918589
ADCYAP1,0.045353936981351074,0.008193168916058438,0.022790278286758076,0.1525630211296619,-0.025203860183231595,0.02885882024015013,-0.018061777353403145,-0.012776820008261512
GREM1,-0.012383416079118909,0.00343390158969804,0.007254604443101437,-0.0478620323081768,-0.04220081811900602,-0.06309590161781713,0.03152966612249784,0.033648688163622854
EGF,0.0014614145765081128,0.046053921334687484,-0.03286388343047455,0.018264328958926726,-0.032028801195397444,-0.035237844902264615,-0.028108671028366897,0.041569386159067884
VEGFB,0.028991754412194343,0.018078860600057808,0.04224041646274397,-0.07938178318584292,0.0010285523335101124,0.004000533400964937,-0.020260915502625737,0.04834568981638735
FARP2,0.049880028757299875,-0.00454424602516672,-0.030366841514336888,0.09104762527635618,0.06388582276236882,-0.003370805032475955,0.07516753810281233,0.0417237241293851
LAMA2,0.02395978620763306,0.062315110421293264,-0.00022750945441960815,-0.11003784573391842,0.05905870037918542,0.05240356074097411,0.07221987133374876,0.04365311924704709
NRG1,-0.013790454957382172,-0.0018062511036139965,-0.03235045668584026,0.043849844362978965,0.15669211552516826,,0.01668578603113006,-0.07149945818311078
SPINK1,-0.017414641251994076,,,,-0.024190334890398832,,-0.0359542301329596,-0.03962061805062685
EFEMP2,-0.035184553117030656,0.05308010984629265,0.05698368787444859,0.03233168087030284,0.08762723379926886,0.03671792903827414,0.013689647331172032,-0.0036492685017030847
SELPLG,0.04118497185285052,0.03231198223784212,-0.04048018055520981,0.05997968893037491,0.041177126836039406,0.05804844150696804,0.02824813576852332,0.0035666041968444905
GDF6,-0.01605035518051621,0.121141714095201,,,,,,
HLA-E,-0.012038163747364671,0.12233010664490235,0.02854343962730106,0.1071876874631607,0.005179591603866585,0.06912152430228415,0.0711859991183228,-0.027710562058949853
PTN,0.02755621425004383,0.06795355696001554,0.01516908518928952,0.05099706472479659,0.07672949499410542,0.03519996571244143,0.01651023771968899,0.13387136132120392
CD274,-0.017815239327221555,0.05729439926871821,0.07970505034566018,0.1568066731621262,-0.04273271355474512,-0.017877811083658733,0.03366177166632072,-0.08415036937003811
CD14,-0.011226244769339302,0.040557520550185897,-0.02074941670061638,0.03417608788874969,0.060197040984272296,-0.012044717176830736,-0.0038836218164145886,-0.0028351004265561334
SFTPD,,,0.08338623653755109,-0.03594173306615059,0.04117908052393155,0.053512054361232436,0.12441514158106262,0.03985019218377922
SLIT1,0.01698255662766538,-0.002170314055735155,0.03937090983359677,0.05036605628405612,0.03648505736069381,0.01851402659514217,-0.05736551261178621,-0.011412844283475755
CNTF,-0.011293292958982116,-0.017257037044084413,,,,-0.016603068569654163,,
BST1,0.010486295171694774,0.07040369065203736,0.05252912982114549,0.11613229599227298,-0.0010210375349751207,0.008347279460510046,-0.010980026869680809,-0.04375017716325509
AGTRAP,0.018462617373288193,0.057086197225518664,-0.07668519873815792,-0.006900047551739728,0.03079939770166967,-0.08459512654556071,-0.010337971281265882,-0.0509364006644879
LAMC1,-0.005243289571627941,0.06513462225570421,0.08201697949879014,0.07909200543453644,0.054573558352553495,0.15319185018426576,0.12464511390415128,0.05409017365732621
COL6A3,0.07547098905002016,0.0775457222283349,-0.0008724150259323866,0.11564766506863203,-0.03753055123290321,0.15257214580757097,0.09805094893548236,0.016889907251100178
FN1,0.05210162613916938,0.08934246058242278,0.1408955183639074,0.08000386799241568,0.0742472260893901,0.1322097649106307,0.12840697518917726,-0.012728874070604983
MIF,0.0019903230438158563,-0.020105659190688612,0.034699353500126436,-0.03322777274592535,0.01904528206983831,0.03187950444096753,-0.013829771630903407,-0.0035066821133070123
JAG1,-0.021677808769720003,0.03694133035745791,0.05878055241102638,0.08360805152970238,0.1317161269580106,0.018271417434216473,0.09173959231652772,-0.019075031278505235
NID2,0.0024608361558689923,0.0927570089635718,0.11718172536823937,0.014097037587712578,0.04860425249965711,0.1342017864259182,0.13274216147807918,0.0008742653225793649
EFNB1,0.03785604937075704,0.013273462371937314,0.08794239513998758,0.02449794611171227,0.015560218023450895,-0.00013206246998917058,0.08493073339624335,0.02254736282271081
COL4A2,0.04457326720701092,0.10854646382846607,0.10450819335315958,0.06762729303983096,0.12910454930992715,0.14285559808897716,0.11813537903374093,0.052615072018347434
