,MGH258,UKF251,UKF259,UKF266,UKF269,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
IL17B,,,,,-0.029235944093700436,,,-0.02730120331678708,0.00659273340539275,,-0.023424770964970178,0.05852038892346202
MMP1,,,,,,,,-0.043133775785157244,-0.03282498911442963,,-0.025193620956531344,0.0005155821146737723
MATN1,,,,-0.023242185845311923,-0.018559869240408085,,-0.015151444311849218,0.11337306761571637,0.02310359412841423,0.006393502545332102,0.028269176919828554,-0.018212042596256226
ADAM28,0.015281342142415577,-0.00573983454113398,0.047938468286417596,0.06477678296551512,-0.02058997271989732,0.008898706848879157,-0.047809628025936635,0.005238215875564289,0.053036933089808586,0.052825190749227376,0.06210454685785976,-0.02455274999539582
TCN2,0.01791353880207431,0.04990007101019823,-0.02286207316271784,-0.004413456212528822,-0.06924567395922884,0.031694838367566695,-0.057619478254207386,-0.0022715039480110002,0.04929800121279919,-0.06487017607013677,0.007556702391081792,-0.005671007225339726
THPO,,,-0.021856880207978505,0.04879326228215009,0.08891039659689737,-0.047903363149644766,-0.01515144605233379,,,,-0.0075432635788903685,-0.019715161776722324
CUBN,0.05195183783103045,0.02172233141692306,-0.0003941578368239837,0.05115401785191191,-0.03519756045198345,0.02122687464798442,-0.044318131711383706,0.003478671384865065,0.06948836137968238,-0.010953642749155687,-0.0012309104057589616,0.026953334332710178
TIMP3,-0.017764606660688666,0.002924713179745881,-0.020573090167013783,-0.02172276586599527,-0.011660505921479932,0.02418063764836048,-0.0719685458898039,0.0099555352335305,-0.017724893635142458,-0.05663458152180268,-0.020367874428125973,-0.006310599509520357
PIGF,0.021301651464586954,-0.0306966294311022,0.004983106116694168,-0.020684295980455875,-0.023711185891414764,-0.017738447409468956,0.058618287690577725,-0.025653614652694626,0.04453183028928501,0.009211491977102379,0.05132987073156945,-0.0037310985451688844
CRH,,-0.016941222264914575,-0.012151941489445466,-0.0011187370596163358,-0.027221792075940977,-0.01220433590884842,0.09248715221280686,0.0738569499080759,0.013179994297005962,0.003978372835925604,-0.02852462993304438,-0.0037196952033371686
BDNF,,-0.015154920796679515,0.05578452016851665,0.04012028599340747,0.0439893218323453,0.03165291805599142,-0.017064419707029436,0.040230139439734636,0.013255847760780433,0.010492944487476672,0.0602434114126177,-0.021879544996448397
CCL5,0.00043669136503161454,-0.060647240223198805,0.0054304412531983115,-0.0286108845206825,-0.04018482840156608,0.007091723303732525,-0.02055475861605692,0.040079133403012564,0.05326423733569986,-0.03057095737609658,-0.027016349185550164,0.020484025947769068
GAD1,-0.010480845628840855,-0.010881614721154802,0.019462510719777063,-0.041552995166384374,0.04216824374845099,-0.04242218252100132,0.019469875266747462,0.007168627396822422,0.06530360359349958,0.00723032677487309,0.013397775756817595,0.060798127059125746
COL14A1,-0.008557521837259552,0.027034227025233552,-0.02699879992628554,-0.03032118605763154,-0.03140321407263418,0.032962955687728966,0.05537762475570963,0.01232202836477565,-0.013692408550827352,-0.016086647201384186,-0.02882818031323492,-0.009265716853028468
HLA-A,-0.01703590930695946,0.02223445461490615,-0.019112258615718872,-0.004493598089336064,-0.062298685031378385,0.05932924740112291,-0.05110391335975089,-0.018920256594657504,-0.06807301013216296,-0.02357379683679726,-0.0737555570412495,0.032944762432209465
CD5L,0.10222193544675975,0.015263637107006034,,,,-0.00489463936307233,,,,,,
FGF18,,,-0.009654626638350958,-0.02717481789186479,,,,0.00801118799142333,0.11729758987965583,,0.0010584777054236743,-0.01497437847254429
ADM,-0.02562147817270823,0.016843922608826598,-0.0015512052997017154,0.050330189388228044,-0.016883959966874317,-0.0045908874044788784,-0.06524991357972441,-0.019087483191895804,-0.07009459884059702,0.011364411101155159,-0.08585733115793782,-0.0008569323919658401
CCL15,,,,,,,,,,,,-0.012987277286728034
GNAI2,-0.047809509055174254,0.027724152031025708,-0.0005085451538582393,-0.01742093492128269,-0.015206504729969145,0.008786052040191356,-0.033744057487717305,-0.01996641262861275,-0.012426608926464454,0.012826710981756315,-0.00413647478332226,-0.0027460930316668595
HDC,,,,,-0.057940369068090095,,,,,,,-0.013163533171539935
COL11A1,0.12238571676683671,-0.05759325670321002,-0.018498270583329923,0.015919198225354633,0.016768562862084828,0.1850727437265713,0.01662266007381118,0.03868991835205084,0.055403947692106666,0.017195751967264125,-0.024876910567323465,-0.032794528810950296
NUCB2,0.04989148356818525,-0.06697846800991583,-0.050928290083225226,-0.03875131436018917,0.05109600563251818,-0.02069193787840391,-0.02941440200921963,-0.026177018214888263,-0.03687911249263776,0.061242378981638604,-0.009502170008778869,0.05301242772493732
CXCL1,,-0.018173880025049167,0.024182094463662363,,-0.035281675337033816,-0.049278202224674585,-0.020554762100941846,-0.010847393512030843,-0.0388099618805775,0.06914029892260412,-0.04558814546571008,0.05047019778321876
VCAN,0.009316116297290207,-0.05860660355323954,0.01162531480472879,0.0553824945034487,-0.04368020273218212,0.07622179512906643,0.026328896164293084,-0.06895273877396013,0.03222714675574018,-0.021461235880372003,0.02570135482960516,-0.03561703775864225
MMP7,,,-0.019194054492225873,0.03892735355012534,-0.012921366125437391,0.04253062100413519,0.020059103330080527,-0.00819697192642864,-0.06677130484859767,,-0.03132401173199368,-0.014608418266826103
PTPN6,-0.0655366357849839,-0.015228036808652092,-0.008772217885591495,0.009199741783709489,0.1116454289080609,-0.03554414406193087,0.07058759461497663,0.01315146741573041,0.03222319988365606,0.0033128171776655893,0.040777070981363746,-0.012502239053841903
PTGS2,-0.03914672186546031,-0.01621923459007878,0.009373582581116546,0.0003253885856455635,-0.006052476116893377,0.021169239253433086,-0.03497323389577601,0.029609709270278197,-0.02435566040121145,0.037541919778903234,-0.04262157237751324,0.004579302978859733
XCL1,0.11785321753882709,,-0.010504579305207935,,,0.08948023973155111,,,,,,
CD58,0.028082174868054557,0.035687180223808686,0.024478748794364423,-0.00475652770097588,-0.02684918546952619,0.013551570457034869,0.03708416164873686,-0.01460251815549596,0.03834713736709849,-0.0403428990355146,0.05583581912587299,-0.023536158627753233
TNFSF14,0.041669542754663114,-0.018954757712716534,0.05460876636127765,,-0.026923565264255173,-0.03394105409368028,,-0.025819551819644005,0.0016857669925284743,0.03297619776188773,-0.026036596096320638,-0.017382176392308598
CNTN4,,0.05230636280642479,-0.018878618892305948,-0.012283436716438936,-0.009056035864404647,-0.04446347217017682,0.009997691737087908,0.0077625018130861026,-0.009985150827672238,0.02185359714422672,0.007865192578194607,-0.022098659953121637
NTF4,,,-0.01328783280098606,,,,,,,,,
INSL3,,,-0.009654624744652293,,,,,0.0683999132748152,-0.019672615544658777,,-0.036378262956488036,0.028734836676019455
BTLA,,,0.003827547455127973,,,,,,,,,-0.017194815876766016
MFNG,0.0298104994473514,0.03522649339054175,0.004005549095172756,0.014748754423408903,-0.05551051987689687,0.08450484257864962,0.02542638327008715,-0.001490976429674292,0.04827750021831929,0.026716750302791487,0.017019077316499927,0.03615266386761313
ICAM1,0.026180355984642297,0.04508340231205076,0.03433318924104781,0.004367827502325274,-0.055983442069763724,0.1085520892066457,0.0030390601016332783,0.02347874771181092,-0.05206184515859012,-0.037346551131231046,0.012460656802212007,-0.007366949406456341
PROS1,-0.020773828320174968,-0.03472653938373734,-0.05235634934097963,0.017015596723333175,-0.06602026576046748,-0.00573258674460349,0.0026204792841941654,-0.006060130007161052,-0.016730265917507106,0.03649520028196112,-0.0504755500389066,-0.029384448621741017
CLCF1,-0.039587123070409,0.05606407273645506,0.043104682154651,0.09236833018447506,-0.05861730509440245,0.05888318740864335,0.01580405732468276,0.07229484500254896,-0.006516617557564379,-0.025064256369695476,0.025461539633062524,0.005694249304315089
PSAP,-0.005600947725924549,0.012535263453583807,-0.02994003603679179,-0.008995910526850667,0.08981453978740139,0.047609325708214606,-0.04206327429961327,0.029814656268125555,-0.020303103236654792,-0.05429877730813762,0.007631311291432676,-0.028471502093010817
EFEMP1,-0.027610336217911636,0.03923390697643505,0.023176374958882223,-0.028870855551069927,-0.021113441806458598,0.03858564523298131,0.024981349822419095,0.008665053060326491,0.04967536669547557,-0.06647262774657282,-0.0128053272408536,-0.041948229937053605
C1QTNF1,-0.024940508039099335,0.016715237124974934,-0.0076532134847387785,0.011633667802992305,-0.08000036928562139,0.07498302737580834,0.04316237553674312,0.020921998970649794,-0.05212189703527465,-0.05094077613538593,-0.02354156919143099,-0.017439095742561476
ALB,-0.008598440281989484,0.06538097833821915,0.052657575302591624,0.05682571128704973,-0.021673965969713122,-0.010215375081564495,0.044001002845302624,0.03133224637029932,0.010343103233746348,-0.0023372920287588832,-0.0009554421887402082,-0.0201077814531182
CCL13,,,,,,,,0.025817131877974825,,,-0.04080578116673122,
EFNA3,-0.053817446973128444,0.00840906730363241,0.02190015205139743,0.03136543864612452,-0.025044796368228945,-0.049075335073054824,0.012610160822986563,0.09905330358403654,0.01778467195119313,0.028434023036045468,0.04095073467333302,0.026500258410133617
DRAXIN,-0.05099366147263218,-0.06116052323065185,0.03832493077965831,0.052116122943762805,-0.04624759711344773,0.014535756432593156,-0.023062956165658885,0.029360511065558544,-0.047941571177559886,-0.08158020582314246,-0.013628978381260882,0.034957120413204215
RAET1L,,,,,,,,,0.06296525718004282,,0.025915279601098403,
NPTX2,0.03402142680348063,0.025227860268593416,0.062263094520897386,-0.00942223297072155,0.08314314098203134,0.06393599590577782,-0.017313291139128564,0.043052253534897784,0.069310356103047,-0.040856116199939646,-0.05825083928190707,0.029259650645004548
FGF11,-0.07414912148403548,0.03629451276751671,-0.04426715164802901,-0.03720389394390464,-0.06504740836904475,0.06486751792472485,-0.02988359866204508,0.022230071768118052,0.0248102732492013,-0.04779319908280044,-0.0550903770207994,0.01725558121930295
CD59,0.021449960816393814,0.015184463870746286,-0.06193217881952043,-0.018961910359292556,0.032229555317736226,-0.051169714609363544,-0.042092847663251616,0.014631489393950913,-0.014783684274352794,-0.0464353864725619,-0.008829545670641826,-0.021478197931717024
COL9A2,0.05979015671337751,-0.01795344311771045,0.02656492508576111,0.06903388701323626,0.05443185978436895,0.0017423580440516563,0.04036484365262787,0.06498302385799044,0.07792877152534555,0.07537827006760063,0.07402830202835267,0.03615271127670829
DLL3,0.023242541978083432,0.02694377337491821,-0.006339458389701877,0.01880044459329401,-0.052149413231879646,-0.03103270101849413,0.04768164530578382,0.010254547912469051,0.0836420178147979,-0.03208560164646678,0.07015301529103232,0.04417562268753875
FGF5,,,,,-0.017258857089089804,-0.02829462682239808,,,,,,0.011292942623643878
LIN7C,0.015269287732958148,0.0018208598254227221,0.019339032066807253,-0.03311784684787021,0.04733560057507333,-0.010852003567125481,0.027774107924472068,0.05887201784712655,0.034590428494507997,-0.013096068005314519,0.019938388801385935,0.055485858173982196
GDF7,0.08594935236409874,0.06377412534776533,-0.017226669219722105,-0.03289618167080334,0.02106009869397824,-0.02102886119144322,,,-0.01707213486457902,0.06467050795237736,-0.029573404403255035,0.042915179916086184
PSPN,0.002188747460971607,-0.02868711096114724,0.001395045348422345,0.049875661570512174,-0.034369072927572054,-0.007426029502043944,-0.013798979025782808,0.036518562614426736,0.038081465012533004,-0.031562766934309046,0.07028622149245613,-0.0138784573228031
ANGPT1,-0.012340294053733773,0.04233885812514968,0.055014803752125994,-0.03964006832126097,-0.0189703934298488,-0.020269316278544926,-0.024012282080387446,-0.0015874697815593231,0.014240502769300572,0.03092487696044475,0.02321253431768582,-0.0542547775876333
PNOC,0.011616492914051934,0.02611057745710607,0.02898774684114631,0.023856988490441725,-0.021738500113131026,-0.024403240618968508,-0.02997963705675585,,-0.01815458331006999,,0.020637913155232394,-0.018353220185981994
L1CAM,-0.027434927287048223,-0.007485206128371738,-0.03377542015922383,-0.02349082302810625,-0.026498552920745194,-0.038488623022891084,-0.03526275128842956,0.04216574724051823,-0.05565059508667556,-0.02339561410925212,-0.0585866401319726,0.052154330209830256
APOA1,0.011060804170505366,0.008722954868737535,-0.01503548287796836,-0.05318819050664972,0.020382715658876695,-0.0284479974845527,-0.0037921864841477834,0.07580942353050332,-0.036695394173919337,-0.02639983980936085,0.01543545309502386,0.08237667838090476
PSEN1,0.1266732016638806,-0.035970033051623614,0.018809625874499233,0.08475543979496718,0.05895471915448715,0.07997464658421446,0.009537459182358614,-0.02463552401000194,0.04667863424550428,-0.008006269889075528,-0.012165259456331954,0.018095071757245486
CALM2,-0.015225598452407703,0.04937840456632719,0.023871396958082235,-0.0030127556621521064,0.0676412674566362,0.02165813699869203,0.010716478104119753,0.07777207621699965,0.0754328997637356,0.07427219553308556,0.06117575208658521,0.008928846691357727
CLEC2B,0.02080074342367248,-0.050317941850978716,0.006562466001001312,0.0028000120211525217,-0.08422331867126957,-0.04995631433893948,-0.030068257437204607,-0.013662148042193168,0.0031721012798704043,-0.011667833656134581,0.048420805903637024,0.028241053428047697
NTNG1,-0.06946942105520744,0.021608300471109534,-0.008097120451819942,-0.03513662292327087,0.003912148363830519,0.014656094262083775,-0.01586619586941937,0.07459334417266435,0.0678066077705998,-0.022812620931133835,0.008480119906715614,-0.008224487750131968
LRIG1,-0.010292835763891388,0.010710955971036775,-0.004941639151873148,0.0073422688681146426,-0.06666495184098604,0.051705593846000715,0.018522706790233955,0.05519399493366025,0.056510368190717565,-0.09950226391219402,0.037120861711766776,-0.015004172125649537
CPAMD8,0.012585101660606097,,-0.011419698340843812,-0.018336507111122405,0.0831077339255526,0.03477228022379496,0.020677318552889023,,0.06431422401144445,-0.028392359180536154,,0.003663688259755336
GHRL,-0.0073183695449347864,-0.02019525318947713,-0.020139469256618102,0.007325943329742526,-0.03320315901512839,-0.03155659920581071,-0.019337347000900472,,,-0.028447027032552093,0.016099608213646352,0.02606548324611846
NPY,-0.023583913716374638,-0.04509622276548666,0.10528098935662389,-0.019135621755075854,0.046479074676541075,-0.04083837946942407,-0.011102181950986527,-0.01316470199906834,0.01726612041734832,-0.00127230749266113,0.025304312087384907,0.016414115831082026
MMP2,-0.08387080762332436,-0.011791929931335357,-0.030820826781104604,0.02197397518617528,-0.004054583362996149,0.09323694019581114,0.07189738027024127,0.013959191121910377,0.039520353622452264,-0.045385008863481374,0.049932192089489284,-0.02219915199349792
LHB,,,-0.009945694836261251,,,,,,,,,
PPY,,,-0.017312554016352868,,,,,-0.02086634375236575,-0.02370166902401366,,0.01081545208551272,-0.03557533800395974
ALKAL2,0.09522243517733915,-0.012779960326736154,-0.00980119940291127,-0.041495275833059266,-0.017702498556419366,0.03276181165953798,0.01892170268044987,-0.030632586861222073,0.006850115547930098,0.0820428784646318,0.05847857803267577,0.019061125432925465
CSF1,0.022112672582645813,-0.012654168273488139,-0.007851341585705706,-0.012869613543159722,0.029550236965347906,0.006620890526464525,0.05414692658978422,0.03610285921924815,-0.036275912858526174,0.003663077653321625,-0.018285938787213366,-0.032701140127462724
SEMA4C,-0.010834503550916594,-0.017719596682553476,0.01615194405804585,-0.028844568925224728,-0.07077012899900832,-0.06046755525826556,0.022931139567769324,0.00756832852573759,-0.01283163060353673,-0.0557559661229993,-0.0017932532504428078,0.04793553521058676
BMP8A,,,,,,,,,,,,-0.01596077650675234
ICAM2,0.0029905155134117407,0.0069782167941125715,-0.02993618787035441,0.06556110305215129,-0.05185143613882589,-0.01032863433375977,-0.03571612961830669,0.020841415769219253,0.11826696097153801,-0.035298829436683866,0.0856440384035807,0.07350872577657236
SYTL3,0.0038550546756030125,0.04770343155013549,0.03684465558363338,-0.031631183196883815,-0.025763054035376404,-0.0009178135156479901,0.06491205567100647,-0.029049847426214713,-0.022615934150906354,-0.029515518164774913,0.02542727039531778,-0.032167253836341315
IL1A,-0.01867989070402591,0.040842283371781606,0.01568296349601003,-0.03289617734943929,-0.04294265876827197,0.06080662734087373,-0.01724987499114597,-0.01937223969622405,0.030706211091550133,-0.05567617204017022,-0.03927256965979806,-0.0018867797286001502
HLA-G,,,-0.010504578356556197,0.19173062279824146,,,,0.11946720237837666,-0.030995702689582096,,-0.0165529223474571,
PGF,-0.12882116698363627,-0.009316265761251155,-0.029853873522209005,0.017837676312442846,-0.07746441664519464,0.07352521759407446,-0.03477984273547156,0.04860343627120877,0.050625537294476906,-0.011814064683290078,0.008479311909877664,0.052454122836924466
LGALS8,0.05012076443478407,-0.03973030780024685,0.031054916570651653,-0.010850850476213921,-0.022911905792056344,0.08678342004192499,0.005874798009981861,-0.03291404857820943,0.026492459658854085,-0.017802578770119648,-0.07526746657816773,-0.03362348431454214
DKK3,0.010207608616250642,0.04384660852468987,0.016596172162232876,-0.015435761960647613,0.013458741772603176,-0.05891581027700989,-0.006456598551381442,0.0473153707762178,0.09339080434329589,-0.014950348925316409,-0.010090689964012953,0.01135334102032285
COL16A1,-0.06424608621880852,-0.006574746034316455,0.03512908241170723,0.08235744218135216,0.07137248738850162,0.03533387888394949,0.06533540956271941,-0.013319847203762171,0.03218556473572713,-0.042023282410646665,0.04196271699270194,0.023850526175576814
TPH1,0.11459141147822521,,-0.019115619823493364,0.07995654256489053,-0.018559869065210736,,0.01835611007175556,0.0431774188398556,0.04012674156695296,-0.05586498402220774,-0.019065254343154103,0.02656838356104074
TNC,0.041354387276534274,0.08705354256669075,0.028534744249687338,0.029660488089505076,-0.07267870892675947,0.08966995189954137,0.023133648800228793,0.028102410529883607,-0.08032092707665914,-0.1148256333717605,-0.04294740521890307,-0.014999730346140288
TNFSF9,-0.016075852155581136,0.041335317382284284,-0.017226670378488455,-0.0035567841263942426,0.0577176776779003,0.05556240330539706,-0.030936354355681137,0.03092465079142768,-0.022666105003955026,-0.02528639463882846,-0.02889007153970986,-0.025259103130021044
C4A,,-0.012594078059718409,-0.011791198354332864,,,0.09202476439519956,-0.016028468358661372,-0.021338539033089507,,-0.03922455590181163,0.022072944271645002,0.039390468343562905
CNTN2,0.045255102337987345,0.04174232504577354,0.0053602831576603895,0.04523153176045498,0.0683920669855756,0.06637053751098411,0.0059701605651326225,0.11614904697716172,0.05655985533601859,0.09110656099221023,-0.03219331236116767,0.0583581988186082
F7,,,,-0.0163516134677128,-0.015612949800244282,,,-0.026885327174227567,,,-0.02957340726293098,
LUM,-0.0334748786701868,-0.0185680542366931,0.008403870123687169,0.02435755586296678,-0.11143319448756696,-0.0020807412666814583,0.05301295494082937,0.0378139626353718,0.04214120218410928,-0.017226308276084214,0.054372816226009646,-0.007675620178616928
IZUMO1,-0.015360985996781843,,,,,,,,,,,
BTC,,-0.019707495337613977,0.007916406987168664,,,0.0009861786127109498,,-0.01945058902205659,-0.029092626471413332,-0.004470767307419276,-0.028618757001953026,0.04410388793795483
APOC1,0.023598672199323642,-0.01303897999842437,-0.05150569826642429,0.06463591691851704,-0.05941485105818669,0.058606088142416385,-0.008397816608641912,0.09251544177796119,0.057897309078725034,0.06127565691919324,0.07067227283999486,0.014543277181614857
PKM,0.009548423451993863,0.029691369353859888,0.007973565851068088,-0.02855210294871337,-0.08045542203221728,-0.05657973352849137,0.0300678875356123,-0.013714373928720157,-0.05188843919748929,-0.016006746147058833,-0.07199493002914815,-0.02122620217103951
TNF,,-0.003958536258604933,-0.002860802177381574,-0.0006878956656453054,-0.022913941146183284,-0.00532036129922457,0.07051569981549623,-0.018878716377724463,0.021886526607541163,,,0.034159905107036405
GNAS,-0.0773827647531635,-0.02797593981514126,-0.012291202616138152,-0.021612514660467153,-0.01326617639395113,-0.04963624520533046,0.027712665322334424,-0.011900573942667336,0.016746399215323168,-0.08357881542399397,-0.005964423549230675,0.04119684247217145
BMP8B,0.018690313288896757,0.02784939684621803,-0.015228932772234551,0.03587965133538452,0.022585601460402498,0.012913413948292329,-0.030602885309633964,0.04973461991492575,-0.02262046160686014,-0.0037339213149404924,-0.06829814267743732,0.06418035788095146
LIPH,,,0.06379234803697036,,,,,-0.01916666060004797,0.01472017790069628,,0.001984907864181825,-0.01850765458130103
CCL28,,,,-0.013245678404148574,,-0.042296045448993604,0.008638109269009493,,,-0.027113521202202572,,-0.012393577469787432
PTPN11,-0.030575620520901188,-0.03544203587425645,-0.019816784775047433,0.023890259853479173,0.04134482100477992,0.1268560397689169,0.04134920594173377,-0.047086112310197464,-0.0616525015953993,0.06702871831531079,0.03881776173668111,0.01864720530155767
ADAM12,0.024267842296241373,-0.014997112991927405,-0.008770043344292863,0.0308473591733902,-0.08766484843538871,-0.001340712986138927,0.026215270226199825,0.016293116196008723,0.060136389533956884,-0.06594464051166915,-0.006767432839370626,-0.014398681522218473
EPO,,,-0.015228933198660706,,,,0.018526588360707353,-0.020815482903796336,-0.0053673346422577,,0.02758345123799837,-0.013179539634652177
EDN3,-0.022576637904682766,-0.016596317404819188,-0.01895790507355601,-0.02345303981434874,-0.027663943906225442,0.05734616068662597,0.01900405617879888,-0.02391499347457438,-0.01029556437796561,-0.011714348152459227,-0.035013887027790104,0.0984786537587791
CCL22,,0.08474367654915382,,,,,,-0.023558643358153424,-0.021088092134733834,0.24046966148101137,-0.024826601668073517,-0.020365842445054638
CCL2,0.024011984083793483,0.04252283430773556,-0.01175180775079318,0.02995381950558492,-0.07159154380344156,0.00547221339523849,0.06814318987671394,0.025482444150142208,-0.02635338986868857,0.014668103312126445,0.02781081349555654,0.01935900279186464
DSCAM,-0.06634247517505995,0.028820988363891725,-0.002206348920957702,-0.0015973617299618091,-0.0469116368690737,-0.022426002782180245,0.009013003053255662,-0.058091597580166576,0.025835569414985743,0.04074416854400543,0.0410830594890524,-0.007138865922117924
ANG,0.010570291700955046,-0.00502461440969525,0.04219480571387954,-0.03828658650910496,-0.02973454433622837,0.010801665194007206,-0.05314124260223597,0.050068914589745016,-0.0273436539284153,0.06654152965434271,-0.0038201102945601704,-0.001979831900278496
FBLN2,-0.02116837561285485,-0.02895450592061949,-0.010875446804138943,0.02229763919523073,-0.05188381301579396,0.07292904145487004,-0.04702394338587454,0.019251500576154452,0.047173824060102704,-0.017710136076651412,-0.03813374615965786,-0.050127942952537474
VTN,,,0.026161792324131714,0.000597348798999802,0.035230719911741454,,0.07617830305137697,-0.023793521432090858,0.08593022204894238,,-0.03663668741601905,-0.021493629253362494
VEGFA,0.13887908840421828,-0.034023160885440024,0.02532918193585566,-0.024209555829760466,-0.008547460269374751,0.0515319859209095,-0.025287192876783444,-0.052078816891165634,-0.08439383215618766,0.0004129627604775223,-0.09834640857892381,-0.022845709410970885
F10,,-0.018173879657581524,,-0.009946946258177115,-0.009328307894069477,-0.008170818694208846,,,0.029735012552340737,-0.02911890871509252,-0.0490030845520978,0.01224434097141206
SERPINA1,-0.01202222077783155,0.023306498129629427,0.016919187111978828,0.06392998210147002,-0.06020162046382571,0.08205906317435895,0.036804814330465556,0.008961646953769753,-0.023483872202585288,-0.06450792649370292,-0.01158823728525367,0.0009070954633031179
VWF,-0.07511099107970104,0.006553153473293753,-0.08026035173358786,0.014324614079552734,-0.0650744571038469,-0.0192148418905313,-0.05576587933844532,0.0456378945411931,0.03617933030447212,0.0069429828954636445,0.10088060970806201,0.019380190111866567
GDNF,,,-0.012386929695470412,0.08553313991827242,,,-0.01823410328646562,0.03703712339552276,0.0426536751729241,,0.04609637032818919,
VASP,-0.01166019973288989,0.007018394927388487,-0.06705093730692652,0.03067217412631002,-0.028305692853663075,-0.04671768414719267,-0.014170125457728711,0.04030845912146539,0.024883383369336657,-0.04888660574044923,-0.002639957397921701,0.0451798385175772
ADAM15,0.03150557244046165,-0.0655764401915087,0.033666895061402115,0.0462466594572785,0.020153248271252946,0.10170737728864915,0.013285213152939533,0.049842779827155764,-0.0385547484149895,0.01547702272171551,0.05841833457018734,-0.012522487262704888
WNT2,,,,-0.005526392065082093,0.01878300764282644,0.0007407189100969086,-0.017064417245665923,-0.025819540118521316,0.13395624025268385,,0.03337995134212236,0.010379952177095439
CALCB,,0.09153603049517409,,-0.019083534409702167,-0.01725885690153219,0.0366501138855577,,0.11196388451102023,0.0016110323301843832,,0.0006694499401509403,
OLFM2,0.10929021006921597,-0.005117667495057094,-0.023298138738322857,-0.021300731573516057,-0.010892630842119761,-0.0014938576529129773,0.02991414434703039,0.05062346971339554,0.04163448945293044,-0.05750353171459415,0.014777256024805108,0.00047091285349987427
MFAP2,-0.01611285668839244,0.07281718577854299,-0.02896297253938868,0.019864421124165352,-0.07981020624503579,0.05794108066904406,0.007311828026850062,-0.014613940870874377,0.06806921463159511,0.013295019165751883,-0.01829415581787652,0.07501756223564464
HLA-C,-0.06450876080381762,0.07356186897155437,-0.014337983448124484,0.029731177642904286,-0.04049719285760267,0.06667555560478469,0.021877742795828155,0.014019372140395787,-0.005808185270615031,-0.026801882039929784,-0.008107515785041375,0.05237647608949118
THBS1,-0.020840613084170293,0.02486197150908494,-0.018649038394606302,0.04611762389422488,0.018599505426859196,0.044517728330055184,-0.005518933806193962,-0.004733983216192498,0.019128395995855935,-0.010678489281420222,-0.05106510156055814,-0.02860789092165381
HSPA4,0.04783789985040351,0.045684814197879314,-0.0014344017543011511,0.04212582417774673,-0.04401753976149427,0.03477499471028428,0.030675019762482415,0.07593846063248269,0.0310839981309877,-0.031066521609073826,-0.03774645672867615,0.020465442946897255
LMAN1,-0.032584030624181734,0.02776146981706235,0.016796968462507392,0.018222859023063732,0.017971251139658213,0.06092128142369827,0.013673762337843717,-0.02200140139529039,-0.07041867979305502,-0.004245000974206103,-0.03407452230243153,0.0010410720466176816
LYPD3,,-0.014676708869962302,-0.011165529446414824,0.008111041675988865,-0.026773380554895445,0.03455626065420077,,0.06741665692143242,0.03352015248908683,,0.005520462298728086,0.004245765384499593
APOE,-0.08446519578769196,0.005010952625682757,0.030093189192181718,0.010243857276737647,-0.031374043721068744,0.02849361857985847,0.015034712750359872,0.05530931700237459,0.0033595167468424493,-0.08827277410078023,0.010384500148853741,-0.010526412364237639
SOSTDC1,-0.016075858450218656,,,0.003108354435049308,-0.047837221615174584,-0.039393292629348146,-0.02772655610866721,0.012333040420091671,-0.0032071510814957603,,0.029502729953513766,-0.003083447960695418
ANXA1,0.05774630057766099,0.028246331164177057,-0.00376232452082842,-0.01412972181241218,-0.05451828792760779,0.00947605358295603,0.02485241188512616,0.030882432016983548,-0.04282703739404875,-0.038701820995176106,-0.01573659194186112,-0.07371020301324302
WNT2B,-0.00647199787362147,-0.02067269186454991,0.041303236254362975,0.037175826352982326,-0.05055008827646612,0.01500125007172169,-0.02985825850990559,0.04653857405259771,0.020904751934041302,-0.053762300283460004,-0.02027180678734029,-0.030818199107928677
AMH,,-0.01970749741075944,0.002757361701574378,0.04258002711389127,0.010908352310802881,,-0.0037437156486707286,0.0332289470814345,0.01433482634380275,-0.027113517744652284,0.050357268269294125,-0.025766149569614802
GDF10,,-0.016511537546969383,,-0.0018244560362230089,0.015610431537867491,-0.020626042081356454,-0.025338763528399807,-0.017768997992800288,0.013936882525929792,0.05851957767217593,0.05493339605330752,-0.03482255899715502
EFNB3,-0.04615344077824616,0.009841332644982083,-0.013403933512215178,-0.021338382543311083,-0.03970804326149433,0.012859524070988726,-0.050338477597534396,0.06995334536381133,0.05728386598457017,-0.029451850103844757,-0.0022276632334877343,0.026974566335275358
LTB,0.026380973238703094,-0.024088436746828763,0.0416427051607474,-0.01958637615887299,0.015268726026443908,-0.00994737238093867,0.05022491022549999,0.08667606708869906,0.06772253824134036,0.029098502178500175,0.05182900185318515,0.021269696517096738
ANGPT2,0.07499833624129792,0.020969225494751657,-0.035512149542474426,-0.010397857289052074,-0.0889763427532896,0.03750854891198966,-0.03776954127666239,0.06453064946011945,0.02881089949034438,-0.010171827268757984,0.012740437101711124,0.03266093013728534
NRTN,,,,,,,,,,-0.002343486898702343,0.005181589191595318,
ADAM17,-0.0003392129365803137,0.027021882622091712,0.006487654635206822,-0.026285650363086246,-0.07229253566733557,-0.017286461703569428,0.04838910781322805,0.02931431607555641,0.02117096651514834,-0.01177184864935117,-0.07789384778876274,0.025917698212694476
